row_index,query_gene,partner_uniprot,raw_logit,variance,adjusted_logit,probability
42,ERN1,Q15392,0.9003195762634277,0.07688850909471512,0.8870276808738708,0.7082763910293579
43,ERN1,O14967,0.6944184303283691,0.07905498147010803,0.6838840246200562,0.6646050214767456
44,ERN1,Q14739,0.8605482578277588,0.07081875205039978,0.8488260507583618,0.700320839881897
45,ERN1,Q96CP6,0.9813523292541504,0.07350968569517136,0.9674872756004333,0.7246183156967163
46,ERN1,Q7Z2K6,1.1691160202026367,0.07738880813121796,1.1517459154129028,0.7598296999931335
47,ERN1,Q9Y6M5,0.6456152200698853,0.0982016772031784,0.6335154175758362,0.6532860994338989
48,ERN1,Q75V66,0.4524093270301819,0.09492073208093643,0.4442060887813568,0.6092607975006104
49,ERN1,Q9UL01,1.3913911581039429,0.08781442046165466,1.3680036067962646,0.7970573902130127
50,ERN1,O95196,0.8559967279434204,0.09405042976140976,0.8406140208244324,0.6985945105552673
51,ERN1,Q6PJF5,1.3233942985534668,0.07317494601011276,1.304780125617981,0.7866383790969849
52,ERN1,Q5HYA8,0.7959208488464355,0.09222350269556046,0.7818882465362549,0.6860869526863098
53,ERN1,Q86XL3,1.032041311264038,0.09364961087703705,1.0135719776153564,0.7337186336517334
54,ERN1,Q9NPR2,0.3686724901199341,0.10979553312063217,0.36097264289855957,0.5892758965492249
55,ERN1,P48444,-0.0924026221036911,0.05903153866529465,-0.09134986251592636,0.4771784245967865
56,ERN1,Q68E01,-0.20242840051651,0.07099869847297668,-0.19966410100460052,0.4502491354942322
57,ERN1,P0C7V8,-0.6025249361991882,0.07404986023902893,-0.5939509868621826,0.3557288348674774
58,ERN1,Q96SD1,-0.20937752723693848,0.0732465609908104,-0.20642971992492676,0.44857504963874817
59,ERN1,P17600,-0.36944860219955444,0.07576754689216614,-0.3640720248222351,0.40997418761253357
60,ERN1,P22735,0.8738284111022949,0.07484336942434311,0.8612633943557739,0.7029245495796204
61,ERN1,Q86W26,0.4213411808013916,0.11315255612134933,0.4122808873653412,0.601634681224823
62,ERN1,Q08380,0.8016146421432495,0.09852632880210876,0.7865429520606995,0.6870885491371155
63,ERN1,Q15596,-0.5738672018051147,0.0774596557021141,-0.565333366394043,0.3623143136501312
64,ERN1,O60716,-0.11950919777154922,0.08345158398151398,-0.11759781092405319,0.4706343710422516
65,ERN1,Q4VC44,-0.9896511435508728,0.07731879502534866,-0.9749605059623718,0.273892879486084
66,ERN1,Q9HCE9,1.1155078411102295,0.0829743817448616,1.0977665185928345,0.7498414516448975
67,ERN1,Q15139,0.530823290348053,0.06908854842185974,0.5237656831741333,0.6280278563499451
68,ERN1,Q86UE3,-0.6635403037071228,0.1340736448764801,-0.6467332243919373,0.3437260687351227
69,ERN1,O75161,0.26228976249694824,0.07285985350608826,0.2586160898208618,0.5642961263656616
70,ERN1,Q8TEH3,-0.3247693181037903,0.059692151844501495,-0.3210285007953644,0.4204251170158386
71,ERN1,Q9Y5L3,0.8689254522323608,0.111960768699646,0.8504311442375183,0.7006575465202332
72,ERN1,Q9UQ84,-0.6886653304100037,0.04927625507116318,-0.6820974349975586,0.3357933461666107
73,ERN1,P23229,0.3794199228286743,0.1002514585852623,0.37216484546661377,0.5919819474220276
74,ERN1,Q9NR61,0.23688489198684692,0.0951068252325058,0.23258142173290253,0.5578846335411072
75,ERN1,Q8N6S4,0.8454089164733887,0.08514781296253204,0.8316195607185364,0.6966972947120667
76,ERN1,Q9UF33,0.5026226043701172,0.06580755859613419,0.49625131487846375,0.6215780377388
77,ERN1,Q16678,0.7246735095977783,0.12385111302137375,0.707668662071228,0.6698858141899109
78,ERN1,P58005,0.9971408247947693,0.11192972213029861,0.9759232401847839,0.7262985706329346
79,ERN1,O75843,0.9304623007774353,0.06973766535520554,0.9179773926734924,0.7146298289299011
80,ERN1,Q96L34,0.36601126194000244,0.083788201212883,0.3601343333721161,0.5890729427337646
81,ERN1,Q9HCJ5,-0.2483871877193451,0.06589400768280029,-0.24523453414440155,0.4389967620372772
82,ERN1,Q16584,0.2950899600982666,0.07092411071062088,0.29106444120407104,0.5722566843032837
83,ERN1,Q63ZE4,0.8515914082527161,0.09552231431007385,0.8360548615455627,0.697633683681488
84,ERN1,Q9BXU1,-0.06545639038085938,0.06493842601776123,-0.06463740766048431,0.4838462471961975
85,ERN1,Q658Y4,0.538125216960907,0.11384578049182892,0.5264850854873657,0.6286629438400269
86,ERN1,P10515,-0.3159325122833252,0.07234957814216614,-0.31153786182403564,0.4227394461631775
87,ERN1,P31645,0.4569629728794098,0.09438803046941757,0.4487224519252777,0.6103354692459106
88,ERN1,Q49A88,-1.2843966484069824,0.05157298594713211,-1.2715847492218018,0.21898607909679413
89,ERN1,O43432,-1.1838077306747437,0.04660407453775406,-1.1731215715408325,0.23629119992256165
90,ERN1,Q12769,0.8817660808563232,0.06523698568344116,0.8706838488578796,0.7048879861831665
91,ERN1,O75078,0.43617069721221924,0.10355958342552185,0.42756330966949463,0.6052916646003723
92,ERN1,Q6DJT9,-1.1718895435333252,0.07567116618156433,-1.1548562049865723,0.2396032065153122
93,ERN1,Q8N1G1,-1.694381833076477,0.06726234406232834,-1.6724379062652588,0.15809941291809082
94,ERN1,P37023,1.178363561630249,0.08149507641792297,1.1599488258361816,0.7613234519958496
95,ERN1,Q9HBT7,-1.0473564863204956,0.11904191970825195,-1.0237019062042236,0.2643069624900818
96,ERN1,P02786,0.6619628667831421,0.08513422310352325,0.6511673927307129,0.6572734713554382
97,ERN1,O95259,1.253749132156372,0.07484832406044006,1.235719919204712,0.7748181223869324
98,ERN1,O60610,-0.4641418159008026,0.06566454470157623,-0.4582708179950714,0.38739609718322754
99,ERN1,Q8N3S3,0.4540961980819702,0.09396563470363617,0.44594305753707886,0.6096742749214172
100,ERN1,Q96PD5,0.862004280090332,0.10335017740726471,0.8450269103050232,0.699522852897644
101,ERN1,Q8IZ21,-0.27561700344085693,0.06504876166582108,-0.2721627950668335,0.4323762059211731
102,ERN1,Q14678,-0.4626849889755249,0.06864979863166809,-0.45657163858413696,0.387799471616745
103,ERN1,O75116,0.18292701244354248,0.07231062650680542,0.1803838163614273,0.5449740290641785
104,ERN1,Q8NBL1,0.3789035677909851,0.08579626679420471,0.37267744541168213,0.5921058058738708
105,ERN1,Q8N6T7,-0.9332917928695679,0.06396202743053436,-0.921786904335022,0.28459393978118896
106,ERN1,Q6ZNE5,-0.6752956509590149,0.07173596322536469,-0.6659802198410034,0.33939751982688904
107,ERN1,Q96QG7,0.38330185413360596,0.0783177986741066,0.37754014134407043,0.5932796597480774
108,ERN1,Q9UI38,0.6941469311714172,0.07504294067621231,0.6841395497322083,0.6646619439125061
109,ERN1,Q96KG9,1.1159249544143677,0.07610921561717987,1.0996131896972656,0.7501876354217529
110,ERN1,Q13049,0.3151377737522125,0.08400952070951462,0.3100647032260895,0.5769010782241821
111,ERN1,Q6VVB1,-0.13097625970840454,0.0774470716714859,-0.12902884185314178,0.4677874743938446
112,ERN1,Q8IWU5,0.6387590765953064,0.08956971764564514,0.6278131604194641,0.651993453502655
113,ERN1,P33260,0.7524828910827637,0.1060752272605896,0.7372835278511047,0.6764015555381775
114,ERN1,A2RU30,0.21924516558647156,0.07264066487550735,0.21618343889713287,0.5538363456726074
115,ERN1,O43174,0.9803226590156555,0.09943761676549911,0.9617252349853516,0.7234670519828796
116,ERN1,P24903,0.5998903512954712,0.11941394209861755,0.5863009095191956,0.6425159573554993
117,ERN1,Q9NP85,1.5790519714355469,0.0736093744635582,1.5567128658294678,0.8258811831474304
118,ERN1,P51589,0.8909947872161865,0.0927862823009491,0.8751927018165588,0.7058250308036804
119,ERN1,Q9BZE9,0.4003719091415405,0.07811705768108368,0.39436864852905273,0.5973339080810547
120,ERN1,P13667,0.5130930542945862,0.09937100857496262,0.5033656358718872,0.6232499480247498
121,ERN1,Q8WXG1,1.2797236442565918,0.09552353620529175,1.2563759088516235,0.7784015536308289
122,ERN1,Q96D15,1.4571645259857178,0.08707919716835022,1.4328713417053223,0.8073483109474182
123,ERN1,Q9P2G3,0.05360244959592819,0.09514376521110535,0.052628293633461,0.5131540298461914
124,ERN1,P27797,0.08109964430332184,0.08453139662742615,0.07978618890047073,0.5199359655380249
125,ERN1,O94855,-0.43207356333732605,0.07204703986644745,-0.42608797550201416,0.39506086707115173
126,ERN1,O60568,0.7970858812332153,0.09383454918861389,0.7827938199043274,0.6862819194793701
127,ERN1,Q9UHB9,0.16589954495429993,0.06430922448635101,0.16384358704090118,0.5408694744110107
128,ERN1,O95970,0.007412724196910858,0.05881912633776665,0.007328568957746029,0.501832127571106
129,ERN1,Q9UFP1,0.8053035736083984,0.11060255020856857,0.788364827632904,0.687480092048645
130,ERN1,O95267,0.5055488348007202,0.06798423826694489,0.4989326298236847,0.6222084164619446
131,ERN1,Q96A70,-0.12721744179725647,0.07262870669364929,-0.12544116377830505,0.4686807692050934
132,ERN1,O94850,-0.27553778886795044,0.0997135192155838,-0.27029654383659363,0.43283432722091675
133,ERN1,Q8NBJ5,0.7462130188941956,0.0851743146777153,0.7340379357337952,0.675690770149231
134,ERN1,Q32P28,1.1315853595733643,0.07182883471250534,1.1159559488296509,0.7532378435134888
135,ERN1,Q14247,-1.2171188592910767,0.08862490952014923,-1.1964764595031738,0.23210261762142181
136,ERN1,Q9H306,0.5059606432914734,0.07077585160732269,0.4990726411342621,0.6222413778305054
137,ERN1,Q9NR63,1.1479424238204956,0.09002561122179031,1.1281734704971313,0.7555016279220581
138,ERN1,Q8TBX8,0.4783095121383667,0.09377876669168472,0.4697381854057312,0.6153217554092407
139,ERN1,Q9HB55,1.0334644317626953,0.09596273303031921,1.014525294303894,0.7339047789573669
140,ERN1,Q9H089,0.34988439083099365,0.06534058600664139,0.3454800844192505,0.5855210423469543
141,ERN1,P23526,-0.37248513102531433,0.07117269933223724,-0.3673863708972931,0.4091727137565613
142,ERN1,O43639,-0.6479482650756836,0.07626351714134216,-0.6384583115577698,0.345595121383667
143,ERN1,Q9GZZ9,0.3389568626880646,0.055449020117521286,0.3353257179260254,0.5830546021461487
144,ERN1,Q8TAV3,0.5834052562713623,0.13373799622058868,0.5686635971069336,0.638454794883728
145,ERN1,Q13501,0.46488064527511597,0.06535277515649796,0.4590277075767517,0.6127834916114807
146,ERN1,O94874,-0.09340749680995941,0.06190498545765877,-0.092292420566082,0.4769432842731476
147,ERN1,Q9H488,0.8178056478500366,0.08813779056072235,0.8040099143981934,0.6908315420150757
148,ERN1,Q5D1E8,-1.326831340789795,0.0529005341231823,-1.313260555267334,0.21194173395633698
149,ERN1,A5D8T8,0.03567060828208923,0.08625058829784393,0.03508143872022629,0.5087694525718689
150,ERN1,Q9H8Y8,0.621421217918396,0.06478054821491241,0.6136646270751953,0.6487762928009033
151,ERN1,O43820,0.23030602931976318,0.10994911193847656,0.2254895120859146,0.5561347007751465
152,ERN1,P04798,0.6585580110549927,0.11861038208007812,0.6437365412712097,0.6555976271629333
153,ERN1,Q14693,0.6842648983001709,0.06775511801242828,0.6753393411636353,0.6626977324485779
154,ERN1,Q8IU68,0.8006091117858887,0.10165286064147949,0.7850924134254456,0.6867765784263611
155,ERN1,Q07687,-1.1144013404846191,0.08625514805316925,-1.095993995666504,0.2504912316799164
156,ERN1,P41212,-1.268052577972412,0.08804202824831009,-1.246684193611145,0.22327464818954468
157,ERN1,Q9BXB5,0.7427863478660583,0.06756756454706192,0.733123779296875,0.6754903793334961
158,ERN1,Q14774,-1.5799517631530762,0.06795477867126465,-1.5592832565307617,0.17374952137470245
159,ERN1,P51511,0.8549004793167114,0.08512340486049652,0.8409602642059326,0.6986674666404724
160,ERN1,Q9HAT8,-1.4235175848007202,0.04673684760928154,-1.4106314182281494,0.19613447785377502
161,ERN1,Q9BXF9,-0.585821270942688,0.07269309461116791,-0.5776345729827881,0.35947704315185547
162,ERN1,Q9BYH8,-0.2919912338256836,0.076698899269104,-0.28769081830978394,0.4285692870616913
163,ERN1,P10915,0.030140163376927376,0.06819172203540802,0.029744533821940422,0.5074355602264404
164,ERN1,Q6ZRH7,1.0744092464447021,0.09472374618053436,1.0549670457839966,0.7417275905609131
165,ERN1,Q9NQ75,-0.35871124267578125,0.059694115072488785,-0.354579359292984,0.4122723639011383
166,ERN1,Q96FN4,-0.16903603076934814,0.06201440468430519,-0.16701459884643555,0.45834314823150635
167,ERN1,Q6ZSB9,-1.1390204429626465,0.07797372341156006,-1.1219724416732788,0.24564558267593384
168,ERN1,P11215,0.27090513706207275,0.09346161782741547,0.2660665214061737,0.5661270022392273
169,ERN1,Q8N1G0,-1.5545904636383057,0.06893844902515411,-1.5339653491973877,0.17741423845291138
170,ERN1,P50148,0.715247631072998,0.06834220886230469,0.7058387398719788,0.6694810390472412
171,ERN1,Q96PU8,-1.8507390022277832,0.07054115831851959,-1.8256254196166992,0.13876022398471832
172,ERN1,Q04609,1.1014193296432495,0.08703503757715225,1.0830659866333008,0.747073769569397
173,ERN1,O00411,0.38137388229370117,0.08102615177631378,0.37544748187065125,0.5927746295928955
174,ERN1,Q9BWV7,0.40531864762306213,0.0834575966000557,0.3988356590270996,0.5984078645706177
175,ERN1,Q9P0K1,0.2950497269630432,0.08857989311218262,0.29004815220832825,0.5720078945159912
176,ERN1,Q96IY4,0.4951629042625427,0.0883285403251648,0.48679229617118835,0.6193504929542542
177,ERN1,Q96NG3,0.3394700586795807,0.0855696052312851,0.33390626311302185,0.5827094912528992
178,ERN1,O75688,1.0033210515975952,0.09198570996522903,0.9856764078140259,0.7282330989837646
179,ERN1,O75487,0.31365832686424255,0.11007662862539291,0.30709123611450195,0.5761750936508179
180,ERN1,Q7RTM1,0.01474674791097641,0.13274690508842468,0.014376780018210411,0.5035941004753113
181,ERN1,P61550,0.7085781097412109,0.11353399604558945,0.6932914853096008,0.666698694229126
182,ERN1,Q8WUH2,0.5763326287269592,0.06284405291080475,0.569350004196167,0.6386131644248962
183,ERN1,O43570,0.4189831614494324,0.12989693880081177,0.40868911147117615,0.6007735133171082
184,ERN1,Q14012,0.964276909828186,0.07196543365716934,0.9509335160255432,0.72130286693573
185,ERN1,Q7Z6M1,-0.23959091305732727,0.07870008051395416,-0.23597222566604614,0.44127920269966125
186,ERN1,Q6P9F7,0.6487109661102295,0.07393214106559753,0.6394941806793213,0.6546390652656555
187,ERN1,Q5SRH9,0.45249682664871216,0.06783321499824524,0.44658780097961426,0.6098276376724243
188,ERN1,Q6ZSG1,-0.10193087160587311,0.11060329526662827,-0.09978684782981873,0.47507402300834656
189,ERN1,Q8N7W2,-1.4687724113464355,0.07362188398838043,-1.4479900598526,0.19031108915805817
190,ERN1,P50616,-0.8532895445823669,0.0765937864780426,-0.8407391905784607,0.30137911438941956
191,ERN1,Q16543,-0.27037376165390015,0.07815486192703247,-0.26631781458854675,0.4338112771511078
192,ERN1,Q9UFE4,-0.939922571182251,0.06892082095146179,-0.927455484867096,0.2834412157535553
193,ERN1,Q9UHF7,-1.1225268840789795,0.06283760070800781,-1.1089282035827637,0.24807076156139374
194,ERN1,Q8HWS3,-0.21375598013401031,0.06789900362491608,-0.2109619379043579,0.4474542737007141
195,ERN1,Q8IYF3,0.24994385242462158,0.048914119601249695,0.24757736921310425,0.5615801215171814
196,ERN1,Q86Y22,0.25252947211265564,0.10121554136276245,0.24765560030937195,0.5615993738174438
197,ERN1,Q9Y5X1,-0.35624951124191284,0.05781996250152588,-0.3522726595401764,0.4128314256668091
198,ERN1,Q99884,0.6604012250900269,0.08774276077747345,0.649309515953064,0.6568548679351807
199,ERN1,P13631,0.20254939794540405,0.07124274969100952,0.1997741311788559,0.5497781038284302
200,ERN1,B3EWF7,0.11674060672521591,0.1697814017534256,0.11303326487541199,0.528228223323822
201,ERN1,P20264,-1.4585973024368286,0.07050810009241104,-1.4388140439987183,0.19172906875610352
202,ERN1,Q9UL41,-1.1258544921875,0.10003231465816498,-1.1043721437454224,0.24892160296440125
203,ERN1,Q5JTD0,-1.0037438869476318,0.07111485302448273,-0.9900152087211609,0.27090907096862793
204,ERN1,Q8TB92,0.6273204684257507,0.09082188457250595,0.6164242029190063,0.6494048833847046
205,ERN1,Q14554,0.3246418833732605,0.09608405828475952,0.3186852037906647,0.5790038108825684
206,ERN1,Q9Y4P1,0.22211062908172607,0.06237420439720154,0.21943938732147217,0.5546407699584961
207,ERN1,Q92530,0.27641093730926514,0.09555840492248535,0.2713662385940552,0.5674282908439636
208,ERN1,Q92575,1.0645028352737427,0.061798110604286194,1.0518165826797485,0.7411235570907593
209,ERN1,P37058,1.1714701652526855,0.08095759153366089,1.1532810926437378,0.7601097226142883
210,ERN1,Q9Y4K0,0.07216522097587585,0.06969282776117325,0.0711975172162056,0.5177918672561646
211,ERN1,Q6NUQ1,-0.4371529519557953,0.07329390197992325,-0.4309944212436676,0.393888920545578
212,ERN1,Q96S16,0.8791102170944214,0.09808102995157242,0.8626540303230286,0.7032148838043213
213,ERN1,Q6UWW8,0.8344980478286743,0.08801643550395966,0.8204396963119507,0.6943296790122986
214,ERN1,P04637,-0.782874345779419,0.08616240322589874,-0.769956648349762,0.31648850440979004
215,ERN1,Q96AY3,0.8583122491836548,0.10596947371959686,0.8409920334815979,0.6986740827560425
216,ERN1,Q9HBF4,0.8733920454978943,0.06085966154932976,0.8631386160850525,0.7033159732818604
217,ERN1,Q9UQF2,-0.7310323715209961,0.08700951933860779,-0.7188543677330017,0.32764530181884766
218,ERN1,Q8N490,0.5848056077957153,0.08138884603977203,0.5756782293319702,0.6400723457336426
219,ERN1,Q9Y679,0.9421876668930054,0.09630613029003143,0.9248611330986023,0.716031551361084
220,ERN1,Q8ND71,0.668766975402832,0.08461780846118927,0.6579250693321228,0.658794105052948
221,ERN1,Q13609,0.18143601715564728,0.09717051684856415,0.17807035148143768,0.5444003343582153
222,ERN1,P48723,1.0833817720413208,0.10619582235813141,1.0614745616912842,0.742972195148468
223,ERN1,P14625,0.5496911406517029,0.11825216561555862,0.5373559594154358,0.6311971545219421
224,ERN1,P52306,0.6025774478912354,0.07025394588708878,0.5944334268569946,0.6443817615509033
225,ERN1,Q13162,0.7057285308837891,0.08465028554201126,0.694283127784729,0.6669190526008606
226,ERN1,O43852,1.34673011302948,0.08613412082195282,1.3245155811309814,0.7899320125579834
227,ERN1,Q9BRC7,0.18744267523288727,0.07390548288822174,0.18478044867515564,0.5460641384124756
228,ERN1,Q5T4B2,0.6523938775062561,0.09609733521938324,0.6404218673706055,0.6548488140106201
229,ERN1,Q99640,1.18226957321167,0.11173327267169952,1.1571555137634277,0.760815441608429
230,ERN1,P11712,0.6605347990989685,0.11056863516569138,0.6466452479362488,0.6562541127204895
231,ERN1,P22307,0.32152876257896423,0.05603064224123955,0.31804874539375305,0.578848659992218
232,ERN1,Q9BS26,1.182145357131958,0.0714331716299057,1.1659055948257446,0.7624041438102722
233,ERN1,Q6UW63,0.5531280040740967,0.054212480783462524,0.5473325848579407,0.6335165500640869
234,ERN1,P54257,-0.9414965510368347,0.06798224151134491,-0.9291753768920898,0.28309202194213867
235,ERN1,Q5NDL2,0.7110151052474976,0.08818992972373962,0.6990140080451965,0.6679691076278687
236,ERN1,Q6UXH1,0.5059043765068054,0.07520139962434769,0.49859580397605896,0.6221292614936829
237,ERN1,Q8WVT3,0.6944106221199036,0.0737719014286995,0.6845654249191284,0.6647568345069885
238,ERN1,Q9BPZ7,-0.18459798395633698,0.09146170318126678,-0.1813695877790451,0.4547814726829529
239,ERN1,P20813,0.8654049634933472,0.10736849904060364,0.8477180600166321,0.7000882029533386
240,ERN1,Q8TAT6,0.4083597660064697,0.05341486260294914,0.4041431248188019,0.5996826887130737
241,ERN1,Q9UBP0,1.7314865589141846,0.0882042720913887,1.702256441116333,0.8458292484283447
242,ERN1,P50897,0.8275177478790283,0.08898336440324783,0.8134276866912842,0.6928394436836243
243,ERN1,P04070,0.8908233642578125,0.06765575706958771,0.8792201280593872,0.7066605687141418
244,ERN1,Q9NSU2,0.7914457321166992,0.08258891850709915,0.7789153456687927,0.6854462623596191
245,ERN1,P36222,0.23409482836723328,0.06998118758201599,0.2309429943561554,0.55748051404953
246,ERN1,Q8WXH4,0.7014449238777161,0.08513374626636505,0.6900056004524231,0.665968120098114
247,ERN1,Q8NBS9,0.27661073207855225,0.0831165611743927,0.27220407128334045,0.5676339268684387
248,ERN1,Q9P2K2,0.9006474018096924,0.07426275312900543,0.887795090675354,0.7084349393844604
249,ERN1,Q86SQ9,0.7777739763259888,0.0625370666384697,0.7683959603309631,0.6831738352775574
250,ERN1,P78329,0.8123219609260559,0.09307333081960678,0.7978718280792236,0.6895190477371216
251,ERN1,O95302,0.6582263708114624,0.10499955713748932,0.6450616717338562,0.655896782875061
252,ERN1,Q7Z4N8,0.7417353391647339,0.08064009249210358,0.7302627563476562,0.6748629212379456
253,ERN1,P31415,0.4846554100513458,0.11785779893398285,0.4738147258758545,0.6162862777709961
254,ERN1,Q8IWT6,0.625963032245636,0.07972833514213562,0.6163880825042725,0.6493965983390808
255,ERN1,Q9BYD6,-0.8989450931549072,0.08237229287624359,-0.8847492337226868,0.29219457507133484
256,ERN1,Q13495,-1.5426914691925049,0.07128527760505676,-1.5215415954589844,0.17923462390899658
257,ERN1,Q14376,-0.016948288306593895,0.09607334434986115,-0.016637347638607025,0.49584075808525085
258,ERN1,Q9BU40,0.3264928460121155,0.08137459307909012,0.321397989988327,0.5796648859977722
259,ERN1,Q9BWF2,-1.0875452756881714,0.0657082349061966,-1.073779821395874,0.2546849250793457
260,ERN1,O15516,-0.7234512567520142,0.06738340109586716,-0.7140653729438782,0.3287011682987213
261,ERN1,A6NI56,-1.3736931085586548,0.06821949034929276,-1.355654239654541,0.20494750142097473
262,ERN1,Q07021,0.008749734610319138,0.07870326936244965,0.008617577143013477,0.5021544098854065
263,ERN1,Q9H2G9,-1.0540649890899658,0.07614743709564209,-1.0386499166488647,0.26141059398651123
264,ERN1,Q13118,-1.0873055458068848,0.08098095655441284,-1.0704184770584106,0.25532349944114685
265,ERN1,Q9UKA1,0.8457197546958923,0.085797980427742,0.8318226337432861,0.6967401504516602
266,ERN1,Q8WVB3,0.8178313970565796,0.07996876537799835,0.8052847385406494,0.6911037564277649
267,ERN1,O75608,0.5437393188476562,0.07925617694854736,0.535470187664032,0.6307580471038818
268,ERN1,P34913,0.5606040954589844,0.06321819126605988,0.5537723302841187,0.6350103616714478
269,ERN1,O75031,0.011106155812740326,0.06794018298387527,0.010960900224745274,0.502740204334259
270,ERN1,P46977,1.143680453300476,0.07744213938713074,1.1266767978668213,0.7552250623703003
271,ERN1,Q9Y5W5,0.6025723814964294,0.06828697770833969,0.594651997089386,0.6444318294525146
272,ERN1,Q01064,-0.37161874771118164,0.06006507948040962,-0.3673120439052582,0.40919065475463867
273,ERN1,P49189,-0.26522377133369446,0.08860665559768677,-0.2607264816761017,0.43518513441085815
274,ERN1,P55211,0.13247373700141907,0.08312451839447021,0.1303631067276001,0.532544732093811
275,ERN1,Q8IYS5,0.3051743805408478,0.1163254976272583,0.29843413829803467,0.5740596652030945
276,ERN1,P23945,0.8953344225883484,0.08212944865226746,0.8812363147735596,0.7070783376693726
277,ERN1,O14494,0.6582545638084412,0.11065264046192169,0.6444027423858643,0.6557480096817017
278,ERN1,P29017,0.24103781580924988,0.11788852512836456,0.23564498126506805,0.5586401224136353
279,ERN1,P08908,0.555158257484436,0.12959295511245728,0.5415492653846741,0.6321727633476257
280,ERN1,P46063,-0.7214094400405884,0.06305398792028427,-0.7126404643058777,0.3290156424045563
281,ERN1,P02747,1.039441704750061,0.08176963031291962,1.0231444835662842,0.7355846166610718
