target,partner_uniprot,model,candidate_set,class,replacement_query_mean_rank_percentile
ERN1,Q9UI38,tuna_original,context,U,0.5826648841354723
ERN1,Q96KG9,tuna_original,context,U,0.573306595365419
ERN1,Q13049,tuna_original,context,U,0.6700089126559714
ERN1,Q6VVB1,tuna_original,context,U,0.6784759358288769
ERN1,Q8IWU5,tuna_original,context,U,0.6495098039215687
ERN1,P33260,tuna_original,context,U,0.5149286987522281
ERN1,A2RU30,tuna_original,context,U,0.6646613190730838
ERN1,O43174,tuna_original,context,U,0.4872994652406417
ERN1,P24903,tuna_original,context,U,0.5372103386809268
ERN1,Q9NP85,tuna_original,context,U,0.45521390374331555
ERN1,P51589,tuna_original,context,U,0.5211675579322637
ERN1,Q9BZE9,tuna_original,context,U,0.6664438502673797
ERN1,P13667,tuna_original,context,U,0.4864081996434937
ERN1,Q8WXG1,tuna_original,context,U,0.554144385026738
ERN1,Q96D15,tuna_original,context,U,0.38926024955436717
ERN1,Q9P2G3,tuna_original,context,U,0.6909536541889483
ERN1,P27797,tuna_original,context,U,0.5135918003565062
ERN1,O94855,tuna_original,context,U,0.6062834224598931
ERN1,O60568,tuna_original,context,U,0.5893493761140819
ERN1,Q9UHB9,tuna_original,context,U,0.6236631016042781
ERN1,O95970,tuna_original,context,U,0.6704545454545454
ERN1,Q9UFP1,tuna_original,context,U,0.5407754010695187
ERN1,O95267,tuna_original,context,U,0.6753565062388591
ERN1,Q96A70,tuna_original,context,U,0.625
ERN1,O94850,tuna_original,context,U,0.5505793226381461
ERN1,Q8NBJ5,tuna_original,context,U,0.5033422459893049
ERN1,Q32P28,tuna_original,context,U,0.5942513368983957
ERN1,Q14247,tuna_original,context,U,0.5710784313725491
ERN1,Q9H306,tuna_original,context,U,0.6891711229946524
ERN1,Q9NR63,tuna_original,context,U,0.5590463458110517
ERN1,Q8TBX8,tuna_original,context,U,0.4957664884135472
ERN1,Q9HB55,tuna_original,context,U,0.46056149732620316
ERN1,Q9H089,tuna_original,context,U,0.46501782531194297
ERN1,P23526,tuna_original,context,U,0.46011586452762926
ERN1,O43639,tuna_original,context,U,0.7069964349376114
ERN1,Q9GZZ9,tuna_original,context,U,0.6205436720142603
ERN1,Q8TAV3,tuna_original,context,U,0.5853386809269163
ERN1,Q13501,tuna_original,context,U,0.6700089126559714
ERN1,O94874,tuna_original,context,U,0.49844028520499106
ERN1,Q9H488,tuna_original,context,U,0.4520944741532977
ERN1,Q5D1E8,tuna_original,context,U,0.6125222816399286
ERN1,A5D8T8,tuna_original,context,U,0.6348039215686275
ERN1,Q9H8Y8,tuna_original,context,U,0.6602049910873441
ERN1,O43820,tuna_original,context,U,0.47838680926916227
ERN1,P04798,tuna_original,context,U,0.5033422459893049
ERN1,Q14693,tuna_original,context,U,0.7052139037433155
ERN1,Q8TB92,tuna_original,context,U,0.6107397504456328
ERN1,Q14554,tuna_original,context,U,0.5229500891265597
ERN1,Q9Y4P1,tuna_original,context,U,0.6504010695187166
ERN1,Q92530,tuna_original,context,U,0.6838235294117646
ERN1,Q92575,tuna_original,context,U,0.520276292335116
ERN1,P37058,tuna_original,context,U,0.47526737967914434
ERN1,Q9Y4K0,tuna_original,context,U,0.6642156862745098
ERN1,Q6NUQ1,tuna_original,context,U,0.34380570409982175
ERN1,Q96S16,tuna_original,context,U,0.591577540106952
ERN1,Q6UWW8,tuna_original,context,U,0.732397504456328
ERN1,P04637,tuna_original,context,U,0.609848484848485
ERN1,Q96AY3,tuna_original,context,U,0.7555704099821746
ERN1,Q9HBF4,tuna_original,context,U,0.6994206773618538
ERN1,Q9UQF2,tuna_original,context,U,0.6312388591800357
ERN1,Q8N490,tuna_original,context,U,0.4231283422459893
ERN1,Q9Y679,tuna_original,context,U,0.3335561497326203
ERN1,Q8ND71,tuna_original,context,U,0.5969251336898396
ERN1,Q13609,tuna_original,context,U,0.6187611408199644
ERN1,P48723,tuna_original,context,U,0.4516488413547238
ERN1,P14625,tuna_original,context,U,0.537655971479501
ERN1,P52306,tuna_original,context,U,0.7462121212121212
ERN1,Q13162,tuna_original,context,U,0.29745989304812837
ERN1,O43852,tuna_original,context,U,0.29032976827094475
ERN1,Q9BRC7,tuna_original,context,U,0.769385026737968
ERN1,Q5T4B2,tuna_original,context,U,0.5487967914438503
ERN1,Q99640,tuna_original,context,U,0.6325757575757575
ERN1,P11712,tuna_original,context,U,0.538101604278075
ERN1,P22307,tuna_original,context,U,0.40886809269162205
ERN1,Q9BS26,tuna_original,context,U,0.6570855614973262
ERN1,Q6UW63,tuna_original,context,U,0.4926470588235294
ERN1,P54257,tuna_original,context,U,0.483288770053476
ERN1,Q5NDL2,tuna_original,context,U,0.5327540106951872
ERN1,Q6UXH1,tuna_original,context,U,0.4864081996434937
ERN1,Q8WVT3,tuna_original,context,U,0.5131461675579322
ERN1,Q9BPZ7,tuna_original,context,U,0.6735739750445633
ERN1,P20813,tuna_original,context,U,0.5492424242424241
ERN1,Q8TAT6,tuna_original,context,U,0.5840017825311944
ERN1,Q9UBP0,tuna_original,context,U,0.5162655971479502
ERN1,P50897,tuna_original,context,U,0.5082442067736186
ERN1,P04070,tuna_original,context,U,0.7208110516934046
ERN1,Q9NSU2,tuna_original,context,U,0.4520944741532977
ERN1,P36222,tuna_original,context,U,0.693627450980392
ERN1,Q8WXH4,tuna_original,context,U,0.4137700534759359
ERN1,Q8NBS9,tuna_original,context,U,0.3683155080213903
ERN1,Q9P2K2,tuna_original,context,U,0.4427361853832441
ERN1,Q86SQ9,tuna_original,context,U,0.41911764705882354
ERN1,P78329,tuna_original,context,U,0.42580213903743314
ERN1,O95302,tuna_original,context,U,0.661096256684492
ERN1,Q7Z4N8,tuna_original,context,U,0.5140374331550802
ERN1,P31415,tuna_original,context,U,0.5590463458110518
ERN1,Q8N2K1,tuna_original,context,U,0.5323083778966132
ERN1,Q9HAW9,tuna_original,context,U,0.38079322638146174
ERN1,Q9BR39,tuna_original,context,U,0.4774955436720143
ERN1,Q9UPQ8,tuna_original,context,U,0.2591354723707665
ERN1,P05538,tuna_original,context,U,0.5100267379679145
ERN1,Q9P0I2,tuna_original,context,U,0.20120320855614973
ERN1,Q969N2,tuna_original,context,U,0.44095365418894833
ERN1,Q9Y256,tuna_original,context,U,0.2618092691622103
ERN1,O15455,tuna_original,context,U,0.675802139037433
ERN1,Q92504,tuna_original,context,U,0.517156862745098
ERN1,Q6UWI4,tuna_original,context,U,0.45521390374331555
ERN1,Q8NCC5,tuna_original,context,U,0.36073975044563283
ERN1,Q8WXF7,tuna_original,context,U,0.6446078431372549
ERN1,Q8WUU8,tuna_original,context,U,0.5487967914438503
ERN1,Q6ZPD9,tuna_original,context,U,0.28275401069518713
ERN1,Q6UVY6,tuna_original,context,U,0.4413992869875223
ERN1,Q9HAW8,tuna_original,context,U,0.3834670231729055
ERN1,Q68DV7,tuna_original,context,U,0.6085115864527629
ERN1,O95476,tuna_original,context,U,0.4574420677361854
ERN1,Q96RJ0,tuna_original,context,U,0.4859625668449198
ERN1,P01911,tuna_original,context,U,0.5421122994652406
ERN1,Q8WU17,tuna_original,context,U,0.29389483065953653
ERN1,Q8IYS0,tuna_original,context,U,0.6134135472370765
ERN1,Q7L5N7,tuna_original,context,U,0.39639037433155083
ERN1,Q9BVA6,tuna_original,context,U,0.29389483065953653
ERN1,Q15800,tuna_original,context,U,0.2586898395721925
ERN1,O95573,tuna_original,context,U,0.4966577540106952
ERN1,P28845,tuna_original,context,U,0.4035204991087343
ERN1,Q9H6U8,tuna_original,context,U,0.2930035650623886
ERN1,Q86VD9,tuna_original,context,U,0.18605169340463457
ERN1,Q09013,tuna_original,context,U,0.6709001782531193
ERN1,P16662,tuna_original,context,U,0.31261140819964345
ERN1,Q96BY9,tuna_original,context,U,0.38747771836007133
ERN1,Q6NT55,tuna_original,context,U,0.5055704099821748
ERN1,O75787,tuna_original,context,U,0.3246434937611408
ERN1,O95069,tuna_original,context,U,0.5002228163992869
ERN1,Q6QHC5,tuna_original,context,U,0.2600267379679144
ERN1,Q96GC9,tuna_original,context,U,0.26270053475935834
ERN1,Q7Z403,tuna_original,context,U,0.3812388591800357
ERN1,P56937,tuna_original,context,U,0.5572638146167558
ERN1,Q99941,tuna_original,context,U,0.5340909090909091
ERN1,O95070,tuna_original,context,U,0.2827540106951872
ERN1,Q8IWR1,tuna_original,context,U,0.6174242424242424
ERN1,Q86YN1,tuna_original,context,U,0.30770944741532974
ERN1,Q9ULS5,tuna_original,context,U,0.5211675579322639
ERN1,Q9GZR5,tuna_original,context,U,0.30770944741532974
ERN1,P11511,tuna_original,context,U,0.5354278074866309
ERN1,Q9Y6I9,tuna_original,context,U,0.4347147950089126
ERN1,P49257,tuna_original,context,U,0.40218360071301246
ERN1,Q5M8T2,tuna_original,context,U,0.3848039215686274
ERN1,O75460,tuna_original,background,P,0.5666221033868093
ERN1,P11021,tuna_original,background,P,0.5207219251336899
ERN1,Q15084,tuna_original,background,P,0.3460338680926916
ERN1,P61619,tuna_original,background,P,0.2836452762923351
ERN1,Q9NPR2,tuna_original,background,U,0.428030303030303
ERN1,P48444,tuna_original,background,U,0.4886363636363637
ERN1,Q68E01,tuna_original,background,U,0.44184491978609625
ERN1,P0C7V8,tuna_original,background,U,0.48016934046345816
ERN1,Q96SD1,tuna_original,background,U,0.46189839572192515
ERN1,P17600,tuna_original,background,U,0.4529857397504456
ERN1,P22735,tuna_original,background,U,0.5724153297682709
ERN1,Q86W26,tuna_original,background,U,0.6062834224598931
ERN1,Q08380,tuna_original,background,U,0.6454991087344029
ERN1,Q15596,tuna_original,background,U,0.5973707664884136
ERN1,O60716,tuna_original,background,U,0.5626114081996435
ERN1,Q4VC44,tuna_original,background,U,0.6339126559714795
ERN1,Q9HCE9,tuna_original,background,U,0.3785650623885919
ERN1,Q15139,tuna_original,background,U,0.6584224598930482
ERN1,Q86UE3,tuna_original,background,U,0.5799910873440285
ERN1,O75161,tuna_original,background,U,0.6316844919786097
ERN1,Q8TEH3,tuna_original,background,U,0.4774955436720143
ERN1,Q9Y5L3,tuna_original,background,U,0.3861408199643494
ERN1,Q9UQ84,tuna_original,background,U,0.47348484848484845
ERN1,P23229,tuna_original,background,U,0.5256238859180035
ERN1,Q9NR61,tuna_original,background,U,0.3959447415329768
ERN1,Q8N6S4,tuna_original,background,U,0.6383689839572191
ERN1,Q9UF33,tuna_original,background,U,0.5822192513368983
ERN1,Q16678,tuna_original,background,U,0.45922459893048123
ERN1,P58005,tuna_original,background,U,0.6922905525846703
ERN1,O75843,tuna_original,background,U,0.47526737967914434
ERN1,Q96L34,tuna_original,background,U,0.569295900178253
ERN1,Q9HCJ5,tuna_original,background,U,0.6134135472370766
ERN1,Q16584,tuna_original,background,U,0.6575311942959002
ERN1,Q63ZE4,tuna_original,background,U,0.427584670231729
ERN1,Q9BXU1,tuna_original,background,U,0.6388146167557932
ERN1,Q658Y4,tuna_original,background,U,0.3580659536541889
ERN1,P10515,tuna_original,background,U,0.31082887700534756
ERN1,P31645,tuna_original,background,U,0.3148395721925134
ERN1,Q49A88,tuna_original,background,U,0.30057932263814613
ERN1,O43432,tuna_original,background,U,0.47660427807486627
ERN1,Q12769,tuna_original,background,U,0.45655080213903737
ERN1,O75078,tuna_original,background,U,0.5193850267379679
ERN1,Q6DJT9,tuna_original,background,U,0.48195187165775405
ERN1,Q8N1G1,tuna_original,background,U,0.5024509803921569
ERN1,P37023,tuna_original,background,U,0.6673351158645277
ERN1,Q9HBT7,tuna_original,background,U,0.4957664884135472
ERN1,P02786,tuna_original,background,U,0.4512032085561497
ERN1,O95259,tuna_original,background,U,0.5421122994652406
ERN1,O60610,tuna_original,background,U,0.5728609625668448
ERN1,Q8N3S3,tuna_original,background,U,0.36608734402852056
ERN1,Q96PD5,tuna_original,background,U,0.6085115864527629
ERN1,Q8IZ21,tuna_original,background,U,0.5804367201426023
ERN1,Q14678,tuna_original,background,U,0.607174688057041
ERN1,O75116,tuna_original,background,U,0.6838235294117646
ERN1,Q8IU68,tuna_original,background,U,0.3799019607843137
ERN1,Q07687,tuna_original,background,U,0.5314171122994652
ERN1,P41212,tuna_original,background,U,0.4788324420677361
ERN1,Q9BXB5,tuna_original,background,U,0.553698752228164
ERN1,Q14774,tuna_original,background,U,0.4997771836007129
ERN1,P51511,tuna_original,background,U,0.5220588235294117
ERN1,Q9HAT8,tuna_original,background,U,0.5452317290552585
ERN1,Q9BXF9,tuna_original,background,U,0.4520944741532977
ERN1,Q9BYH8,tuna_original,background,U,0.7061051693404634
ERN1,P10915,tuna_original,background,U,0.5416666666666666
ERN1,Q6ZRH7,tuna_original,background,U,0.3856951871657754
ERN1,Q9NQ75,tuna_original,background,U,0.6218805704099822
ERN1,Q96FN4,tuna_original,background,U,0.7622549019607843
ERN1,Q6ZSB9,tuna_original,background,U,0.5372103386809268
ERN1,P11215,tuna_original,background,U,0.5679590017825311
ERN1,Q8N1G0,tuna_original,background,U,0.5238413547237077
ERN1,P50148,tuna_original,background,U,0.678475935828877
ERN1,Q96PU8,tuna_original,background,U,0.4694741532976827
ERN1,Q04609,tuna_original,background,U,0.4266934046345811
ERN1,O00411,tuna_original,background,U,0.5349821746880571
ERN1,Q9BWV7,tuna_original,background,U,0.5452317290552584
ERN1,Q9P0K1,tuna_original,background,U,0.4258021390374332
ERN1,Q96IY4,tuna_original,background,U,0.48863636363636365
ERN1,Q96NG3,tuna_original,background,U,0.5389928698752228
ERN1,O75688,tuna_original,background,U,0.6401515151515151
ERN1,O75487,tuna_original,background,U,0.41154188948306597
ERN1,Q7RTM1,tuna_original,background,U,0.35450089126559714
ERN1,P61550,tuna_original,background,U,0.31216577540106955
ERN1,Q8WUH2,tuna_original,background,U,0.6102941176470588
ERN1,O43570,tuna_original,background,U,0.4899732620320856
ERN1,Q14012,tuna_original,background,U,0.5817736185383244
ERN1,Q7Z6M1,tuna_original,background,U,0.5692959001782532
ERN1,Q6P9F7,tuna_original,background,U,0.4146613190730838
ERN1,Q5SRH9,tuna_original,background,U,0.5648395721925134
ERN1,Q6ZSG1,tuna_original,background,U,0.588458110516934
ERN1,Q8N7W2,tuna_original,background,U,0.5144830659536542
ERN1,P50616,tuna_original,background,U,0.4436274509803921
ERN1,Q16543,tuna_original,background,U,0.5412210338680927
ERN1,Q9UFE4,tuna_original,background,U,0.25289661319073087
ERN1,Q9UHF7,tuna_original,background,U,0.5826648841354723
ERN1,Q8HWS3,tuna_original,background,U,0.625
ERN1,Q8IYF3,tuna_original,background,U,0.48640819964349385
ERN1,Q86Y22,tuna_original,background,U,0.3665329768270945
ERN1,Q9Y5X1,tuna_original,background,U,0.5042335115864529
ERN1,Q99884,tuna_original,background,U,0.3282085561497326
ERN1,P13631,tuna_original,background,U,0.6196524064171124
ERN1,B3EWF7,tuna_original,background,U,0.5109180035650623
ERN1,P20264,tuna_original,background,U,0.3981729055258467
ERN1,Q9UL41,tuna_original,background,U,0.5104723707664884
ERN1,Q5JTD0,tuna_original,background,U,0.49131016042780745
ERN1,Q8IWT6,tuna_original,background,U,0.4195632798573975
ERN1,Q9BYD6,tuna_original,background,U,0.16688948306595364
ERN1,Q13495,tuna_original,background,U,0.45209447415329773
ERN1,Q14376,tuna_original,background,U,0.6000445632798574
ERN1,Q9BU40,tuna_original,background,U,0.5657308377896614
ERN1,Q9BWF2,tuna_original,background,U,0.5296345811051693
ERN1,O15516,tuna_original,background,U,0.621880570409982
ERN1,A6NI56,tuna_original,background,U,0.3175133689839572
ERN1,Q07021,tuna_original,background,U,0.2181372549019608
ERN1,Q9H2G9,tuna_original,background,U,0.4053030303030303
ERN1,Q13118,tuna_original,background,U,0.5479055258467024
ERN1,Q9UKA1,tuna_original,background,U,0.5403297682709446
ERN1,Q8WVB3,tuna_original,background,U,0.3950534759358289
ERN1,O75608,tuna_original,background,U,0.6392602495543671
ERN1,P34913,tuna_original,background,U,0.4543226381461675
ERN1,O75031,tuna_original,background,U,0.5964795008912657
ERN1,P46977,tuna_original,background,U,0.2912210338680927
ERN1,Q9Y5W5,tuna_original,background,U,0.43560606060606055
ERN1,Q01064,tuna_original,background,U,0.5109180035650623
ERN1,P49189,tuna_original,background,U,0.5434491978609626
ERN1,P55211,tuna_original,background,U,0.6909536541889483
ERN1,Q8IYS5,tuna_original,background,U,0.4547682709447416
ERN1,P23945,tuna_original,background,U,0.661541889483066
ERN1,O14494,tuna_original,background,U,0.34380570409982175
ERN1,P29017,tuna_original,background,U,0.37366310160427807
ERN1,P08908,tuna_original,background,U,0.43560606060606055
ERN1,P46063,tuna_original,background,U,0.5318627450980391
ERN1,P02747,tuna_original,background,U,0.5621657754010695
ERN1,Q9Y2H1,tuna_original,background,U,0.45699643493761144
ERN1,Q9H714,tuna_original,background,U,0.6138591800356505
ERN1,A8K0S8,tuna_original,background,U,0.4881907308377897
ERN1,Q5T7V8,tuna_original,background,U,0.4498663101604279
ERN1,A8MTY0,tuna_original,background,U,0.5193850267379679
ERN1,Q9HB20,tuna_original,background,U,0.6383689839572193
ERN1,O00574,tuna_original,background,U,0.32464349376114077
ERN1,P18084,tuna_original,background,U,0.4743761140819965
ERN1,Q7L3T8,tuna_original,background,U,0.2435383244206773
ERN1,Q96IF1,tuna_original,background,U,0.5799910873440285
ERN1,Q8NCN4,tuna_original,background,U,0.5768716577540106
ERN1,Q9H0I3,tuna_original,background,U,0.2881016042780749
ERN1,P78337,tuna_original,background,U,0.5207219251336899
ERN1,P68104,tuna_original,background,U,0.24086452762923347
ERN1,Q92847,tuna_original,background,U,0.4061942959001783
ERN1,Q96PG2,tuna_original,background,U,0.38346702317290543
ERN1,Q9UPZ9,tuna_original,background,U,0.4993315508021391
ERN1,Q9UL25,tuna_original,background,U,0.4146613190730838
ERN1,P59025,tuna_original,background,U,0.3799019607843137
ERN1,Q86YD5,tuna_original,background,U,0.4405080213903743
ERN1,Q13046,tuna_original,background,U,0.5122549019607843
ERN1,Q9ULZ9,tuna_original,background,U,0.5902406417112298
ERN1,P40123,tuna_original,background,U,0.6655525846702317
ERN1,P42262,tuna_original,background,U,0.3995098039215686
ERN1,Q9NRD5,tuna_original,background,U,0.5127005347593583
ERN1,O43865,tuna_original,background,U,0.49844028520499106
ERN1,Q15276,tuna_original,background,U,0.4828431372549019
ERN1,Q9H4W6,tuna_original,background,U,0.6508467023172906
ERN1,P50458,tuna_original,background,U,0.6343582887700535
ERN1,Q9NWT1,tuna_original,background,U,0.33266488413547235
ERN1,P50995,tuna_original,background,U,0.5211675579322637
ERN1,P62191,tuna_original,background,U,0.6232174688057041
ERN1,Q96C19,tuna_original,background,U,0.484180035650624
ERN1,Q14566,tuna_original,background,U,0.641042780748663
ERN1,O75953,tuna_original,background,U,0.7101158645276292
ERN1,Q9NY91,tuna_original,background,U,0.27651515151515144
ERN1,O76003,tuna_original,background,U,0.46769162210338683
ERN1,Q9GZN0,tuna_original,background,U,0.45610516934046347
ERN1,Q8N136,tuna_original,background,U,0.6401515151515151
ERN1,Q9Y315,tuna_original,background,U,0.5822192513368983
ERN1,Q7Z4H8,tuna_original,background,U,0.44407308377896615
ERN1,Q9NXZ1,tuna_original,background,U,0.6200980392156863
ERN1,Q9HCS2,tuna_original,background,U,0.3995098039215686
ERN1,Q6ZW31,tuna_original,background,U,0.6156417112299465
ERN1,Q9HB21,tuna_original,background,U,0.698529411764706
ERN1,Q6PJW8,tuna_original,background,U,0.3714349376114082
ERN1,Q96RP8,tuna_original,background,U,0.5831105169340464
ERN1,Q9C0D3,tuna_original,background,U,0.7644830659536541
ERN1,Q9UJZ1,tuna_original,background,U,0.3237522281639929
ERN1,Q16539,tuna_original,background,U,0.5635026737967914
ERN1,Q96JA4,tuna_original,background,U,0.4093137254901961
ERN1,A6NIX2,tuna_original,background,U,0.5603832442067737
ERN1,Q14872,tuna_original,background,U,0.5853386809269162
ERN1,P48547,tuna_original,background,U,0.5443404634581105
ERN1,Q9Y2A4,tuna_original,background,U,0.5790998217468806
ERN1,Q8N865,tuna_original,background,U,0.39282531194295894
ERN1,Q9NVM6,tuna_original,background,U,0.43426916221033873
ERN1,Q13077,tuna_original,background,U,0.6713458110516934
ERN1,P0CG40,tuna_original,background,U,0.44585561497326204
ERN1,Q96BD0,tuna_original,background,U,0.3322192513368984
ERN1,Q8N441,tuna_original,background,U,0.44184491978609625
ERN1,O95936,tuna_original,background,U,0.5287433155080214
ERN1,Q99502,tuna_original,background,U,0.4498663101604278
ERN1,Q14190,tuna_original,background,U,0.47704991087344023
ERN1,P04062,tuna_original,background,U,0.5051247771836006
ERN1,Q8IXJ6,tuna_original,background,U,0.552807486631016
ERN1,Q14159,tuna_original,background,U,0.47838680926916227
ERN1,Q9Y2D2,tuna_original,background,U,0.3237522281639929
ERN1,Q00577,tuna_original,background,U,0.5599376114081995
ERN1,Q9P0L9,tuna_original,background,U,0.5202762923351159
ERN1,P53582,tuna_original,background,U,0.4529857397504456
ERN1,Q5T4F7,tuna_original,background,U,0.3647504456327985
ERN1,O75460,tuna_original,low_plausibility,P,0.5626114081996436
ERN1,P11021,tuna_original,low_plausibility,P,0.5207219251336898
ERN1,Q15084,tuna_original,low_plausibility,P,0.3914884135472371
ERN1,P61619,tuna_original,low_plausibility,P,0.3424688057040998
ERN1,O00267,tuna_original,low_plausibility,U,0.393270944741533
ERN1,O14776,tuna_original,low_plausibility,U,0.24131016042780748
ERN1,O15042,tuna_original,low_plausibility,U,0.2640374331550802
ERN1,O60264,tuna_original,low_plausibility,U,0.4231283422459892
ERN1,O75150,tuna_original,low_plausibility,U,0.4748217468805704
ERN1,O75151,tuna_original,low_plausibility,U,0.5599376114081996
ERN1,O75164,tuna_original,low_plausibility,U,0.4774955436720143
ERN1,O95625,tuna_original,low_plausibility,U,0.4654634581105169
ERN1,O95696,tuna_original,low_plausibility,U,0.5969251336898395
ERN1,P0DP91,tuna_original,low_plausibility,U,0.6450534759358288
ERN1,P42285,tuna_original,low_plausibility,U,0.4476381461675579
ERN1,P43246,tuna_original,low_plausibility,U,0.6218805704099822
ERN1,P98175,tuna_original,low_plausibility,U,0.43248663101604284
ERN1,Q13435,tuna_original,low_plausibility,U,0.27963458110516937
ERN1,Q14527,tuna_original,low_plausibility,U,0.6388146167557932
ERN1,Q5FWF4,tuna_original,low_plausibility,U,0.5269607843137255
ERN1,Q5JRX3,tuna_original,low_plausibility,U,0.37366310160427807
ERN1,Q5VUG0,tuna_original,low_plausibility,U,0.8188502673796791
ERN1,Q6PJP8,tuna_original,low_plausibility,U,0.34202317290552586
ERN1,Q7L014,tuna_original,low_plausibility,U,0.24977718360071302
ERN1,Q7L590,tuna_original,low_plausibility,U,0.3192959001782531
ERN1,Q7Z5Q5,tuna_original,low_plausibility,U,0.6013814616755794
ERN1,Q86WJ1,tuna_original,low_plausibility,U,0.6419340463458111
ERN1,Q8IXF0,tuna_original,low_plausibility,U,0.7230392156862745
ERN1,Q8IYB3,tuna_original,low_plausibility,U,0.1307932263814617
ERN1,Q8NDT2,tuna_original,low_plausibility,U,0.4681372549019607
ERN1,Q8NDX5,tuna_original,low_plausibility,U,0.588458110516934
ERN1,Q8WTR7,tuna_original,low_plausibility,U,0.5447860962566845
ERN1,Q92585,tuna_original,low_plausibility,U,0.2729500891265597
ERN1,Q96DN6,tuna_original,low_plausibility,U,0.33221925133689845
ERN1,Q96KM6,tuna_original,low_plausibility,U,0.5100267379679144
ERN1,Q96QC0,tuna_original,low_plausibility,U,0.4382798573975044
ERN1,Q96QT6,tuna_original,low_plausibility,U,0.6036096256684492
ERN1,Q96RU2,tuna_original,low_plausibility,U,0.7176916221033868
ERN1,Q99575,tuna_original,low_plausibility,U,0.4458556149732619
ERN1,Q99708,tuna_original,low_plausibility,U,0.4618983957219251
ERN1,Q9H0D6,tuna_original,low_plausibility,U,0.5086898395721926
ERN1,Q9H0E3,tuna_original,low_plausibility,U,0.3589572192513369
ERN1,Q9H4I2,tuna_original,low_plausibility,U,0.5323083778966133
ERN1,Q9H4L7,tuna_original,low_plausibility,U,0.5425579322638145
ERN1,Q9NTZ6,tuna_original,low_plausibility,U,0.6160873440285205
ERN1,Q9NZC9,tuna_original,low_plausibility,U,0.5118092691622103
