query_gene,query_uniprot,partner_gene,partner_uniprot,class
KRAS,P01116,AGFG2,O95081,U
KRAS,P01116,ZXDB,P98169,U
KRAS,P01116,SCARA5,Q6ZMJ2,U
KRAS,P01116,CLCA1,A8K7I4,U
KRAS,P01116,DES,P17661,U
KRAS,P01116,EHD1,Q9H4M9,U
KRAS,P01116,PTPN9,P43378,U
KRAS,P01116,VPS4B,O75351,U
KRAS,P01116,WRNIP1,Q96S55,U
KRAS,P01116,FGL2,Q14314,U
KRAS,P01116,PSG4,Q00888,U
KRAS,P01116,ME2,P23368,U
KRAS,P01116,CPNE9,Q8IYJ1,U
KRAS,P01116,ZNF583,Q96ND8,U
KRAS,P01116,DPEP3,Q9H4B8,U
KRAS,P01116,GCNT4,Q9P109,U
KRAS,P01116,TRAK1,Q9UPV9,U
KRAS,P01116,CNTNAP2,Q9UHC6,U
KRAS,P01116,FRMD4A,Q9P2Q2,U
KRAS,P01116,SRFBP1,Q8NEF9,U
KRAS,P01116,PLBD1,Q6P4A8,U
KRAS,P01116,ISM1,B1AKI9,U
KRAS,P01116,NFATC2,Q13469,U
KRAS,P01116,PTGER4,P35408,U
KRAS,P01116,MME,P08473,U
KRAS,P01116,GPR75,O95800,U
KRAS,P01116,BRSK1,Q8TDC3,U
KRAS,P01116,ACSL5,Q9ULC5,U
KRAS,P01116,SANBR,Q6NSI8,U
KRAS,P01116,BTBD6,Q96KE9,U
KRAS,P01116,SHH,Q15465,U
KRAS,P01116,SLC12A2,P55011,U
KRAS,P01116,CYP2J2,P51589,U
KRAS,P01116,USPL1,Q5W0Q7,U
KRAS,P01116,PLEKHG6,Q3KR16,U
KRAS,P01116,IGF1R,P08069,U
KRAS,P01116,NOS1,P29475,U
KRAS,P01116,CEP295NL,Q96MC4,U
KRAS,P01116,SH3D19,Q5HYK7,U
KRAS,P01116,PROSER1,Q86XN7,U
KRAS,P01116,PLD1,Q13393,U
KRAS,P01116,E4F1,Q66K89,U
KRAS,P01116,KLRG2,A4D1S0,U
KRAS,P01116,FARS2,O95363,U
KRAS,P01116,LATS2,Q9NRM7,U
KRAS,P01116,CALR,P27797,U
KRAS,P01116,IQCE,Q6IPM2,U
KRAS,P01116,C4BPA,P04003,U
KRAS,P01116,CAPN5,O15484,U
KRAS,P01116,RBM33,Q96EV2,U
KRAS,P01116,FCRLA,Q7L513,U
KRAS,P01116,SACK1E,Q2M2I3,U
KRAS,P01116,PGM2,Q96G03,U
KRAS,P01116,DAPK2,Q9UIK4,U
KRAS,P01116,TBC1D13,Q9NVG8,U
KRAS,P01116,RIN2,Q8WYP3,U
KRAS,P01116,HAUS3,Q68CZ6,U
KRAS,P01116,SHTN1,A0MZ66,U
KRAS,P01116,RFFL,Q8WZ73,U
KRAS,P01116,TAF4B,Q92750,U
KRAS,P01116,DAZ2,Q13117,U
KRAS,P01116,GLRX3,O76003,U
KRAS,P01116,SPAG8,Q99932,U
KRAS,P01116,FMR1,Q06787,U
KRAS,P01116,PHACTR1,Q9C0D0,U
KRAS,P01116,PDE4B,Q07343,U
KRAS,P01116,KLHL10,Q6JEL2,U
KRAS,P01116,MFGE8,Q08431,U
KRAS,P01116,AUP1,Q9Y679,U
KRAS,P01116,NFE2L2,Q16236,U
KRAS,P01116,HSPA4,P34932,U
KRAS,P01116,TARS3,A2RTX5,U
KRAS,P01116,CERT1,Q9Y5P4,U
KRAS,P01116,ATXN2L,Q8WWM7,U
KRAS,P01116,CDK14,O94921,U
KRAS,P01116,RSPH14,Q9UHP6,U
KRAS,P01116,LGI1,O95970,U
KRAS,P01116,TSSK4,Q6SA08,U
KRAS,P01116,EFHB,Q8N7U6,U
KRAS,P01116,MTHFD1,P11586,U
KRAS,P01116,LMCD1,Q9NZU5,U
KRAS,P01116,TUBG2,Q9NRH3,U
KRAS,P01116,FARP1,Q9Y4F1,U
KRAS,P01116,TDRD1,Q9BXT4,U
KRAS,P01116,QRICH1,Q2TAL8,U
KRAS,P01116,HYAL3,O43820,U
KRAS,P01116,MDM4,O15151,U
KRAS,P01116,WDR37,Q9Y2I8,U
KRAS,P01116,ZMYND15,Q9H091,U
KRAS,P01116,APPBP2,Q92624,U
KRAS,P01116,PIAS1,O75925,U
KRAS,P01116,PARP12,Q9H0J9,U
KRAS,P01116,ADH7,P40394,U
KRAS,P01116,MAPK6,Q16659,U
KRAS,P01116,THAP4,Q8WY91,U
KRAS,P01116,ZAR1,Q86SH2,U
KRAS,P01116,SMTNL1,A8MU46,U
KRAS,P01116,VPS35,Q96QK1,U
KRAS,P01116,ARHGAP27,Q6ZUM4,U
KRAS,P01116,TMUB2,Q71RG4,U
KRAS,P01116,KAZN,Q674X7,U
KRAS,P01116,TIMM44,O43615,U
KRAS,P01116,FLCN,Q8NFG4,U
KRAS,P01116,PPIL2,Q13356,U
KRAS,P01116,TAB2,Q9NYJ8,U
KRAS,P01116,IP6K2,Q9UHH9,U
KRAS,P01116,STARD13,Q9Y3M8,U
KRAS,P01116,NAPG,Q99747,U
KRAS,P01116,LPAR5,Q9H1C0,U
KRAS,P01116,ZNF805,Q5CZA5,U
KRAS,P01116,CDCA7L,Q96GN5,U
KRAS,P01116,OPN4,Q9UHM6,U
KRAS,P01116,P2RX1,P51575,U
KRAS,P01116,ARSA,P15289,U
KRAS,P01116,TNFRSF21,O75509,U
KRAS,P01116,SMCR8,Q8TEV9,U
KRAS,P01116,ZNF718,Q3SXZ3,U
KRAS,P01116,KCNH5,Q8NCM2,U
KRAS,P01116,HOXC13,P31276,U
KRAS,P01116,CABS1,Q96KC9,U
KRAS,P01116,SCARB2,Q14108,U
KRAS,P01116,SNAPC1,Q16533,U
KRAS,P01116,GARS1,P41250,U
KRAS,P01116,MRGPRD,Q8TDS7,U
KRAS,P01116,ACAP3,Q96P50,U
KRAS,P01116,SOX11,P35716,U
KRAS,P01116,PREPL,Q4J6C6,U
KRAS,P01116,TIPARP,Q7Z3E1,U
KRAS,P01116,PLPPR2,Q96GM1,U
KRAS,P01116,HIP1R,O75146,U
KRAS,P01116,DEF6,Q9H4E7,U
KRAS,P01116,FBXL17,Q9UF56,U
KRAS,P01116,NEURL1,O76050,U
KRAS,P01116,GOLGA6B,A6NDN3,U
KRAS,P01116,STRN,O43815,U
KRAS,P01116,NOS1AP,O75052,U
KRAS,P01116,NSMCE4A,Q9NXX6,U
KRAS,P01116,PARP15,Q460N3,U
KRAS,P01116,NRDC,O43847,U
KRAS,P01116,ZNF189,O75820,U
KRAS,P01116,AVPR1B,P47901,U
KRAS,P01116,INPP5K,Q9BT40,U
KRAS,P01116,FAM153B,P0C7A2,U
KRAS,P01116,KIR3DL3,Q8N743,U
KRAS,P01116,AIDA,Q96BJ3,U
KRAS,P01116,DHX33,Q9H6R0,U
KRAS,P01116,TXLNG,Q9NUQ3,U
KRAS,P01116,GARIN1B,Q96KD3,U
KRAS,P01116,ZKSCAN3,Q9BRR0,U
KRAS,P01116,CLEC18A,A5D8T8,U
KRAS,P01116,METTL15,A6NJ78,U
KRAS,P01116,PMPCB,O75439,U
KRAS,P01116,CRLF1,O75462,U
KRAS,P01116,OTC,P00480,U
KRAS,P01116,F9,P00740,U
KRAS,P01116,FGB,P02675,U
KRAS,P01116,FGG,P02679,U
KRAS,P01116,VTN,P04004,U
KRAS,P01116,PROC,P04070,U
KRAS,P01116,CHGB,P05060,U
KRAS,P01116,SERPING1,P05155,U
KRAS,P01116,F13B,P05160,U
KRAS,P01116,F7,P08709,U
KRAS,P01116,ACAA1,P09110,U
KRAS,P01116,PDIA4,P13667,U
KRAS,P01116,SMPD1,P17405,U
KRAS,P01116,CFP,P27918,U
KRAS,P01116,PDIA3,P30101,U
KRAS,P01116,MDH2,P40926,U
KRAS,P01116,GLUD2,P49448,U
KRAS,P01116,VEGFC,P49767,U
KRAS,P01116,TGFB2,P61812,U
KRAS,P01116,HTRA3,P83110,U
KRAS,P01116,HGFAC,Q04756,U
KRAS,P01116,PMPCA,Q10713,U
KRAS,P01116,HYAL1,Q12794,U
KRAS,P01116,OS9,Q13438,U
KRAS,P01116,PDK1,Q15118,U
KRAS,P01116,ANGPT1,Q15389,U
KRAS,P01116,PKDCC,Q504Y2,U
KRAS,P01116,ACSM3,Q53FZ2,U
KRAS,P01116,PDE12,Q6L8Q7,U
KRAS,P01116,PI16,Q6UXB8,U
KRAS,P01116,ACOT4,Q8N9L9,U
KRAS,P01116,COLGALT1,Q8NBJ5,U
KRAS,P01116,POGLUT1,Q8NBL1,U
KRAS,P01116,PLBD2,Q8NHP8,U
KRAS,P01116,NDNF,Q8TB73,U
KRAS,P01116,TBRG4,Q969Z0,U
KRAS,P01116,ERLEC1,Q96DZ1,U
KRAS,P01116,CNDP1,Q96KN2,U
KRAS,P01116,FAM20A,Q96MK3,U
KRAS,P01116,EDEM2,Q9BV94,U
KRAS,P01116,WNT10A,Q9GZT5,U
KRAS,P01116,MCCC2,Q9HCC0,U
KRAS,P01116,C1RL,Q9NZP8,U
KRAS,P01116,WARS2,Q9UGM6,U
KRAS,P01116,GDF2,Q9UK05,U
KRAS,P01116,LIPG,Q9Y5X9,U
KRAS,P01116,MASP2,O00187,U
KRAS,P01116,NCAN,O14594,U
KRAS,P01116,PLOD3,O60568,U
KRAS,P01116,PTCD1,O75127,U
KRAS,P01116,CILP,O75339,U
KRAS,P01116,CP,P00450,U
KRAS,P01116,C1R,P00736,U
KRAS,P01116,PLG,P00747,U
KRAS,P01116,FGA,P02671,U
KRAS,P01116,PCCA,P05165,U
KRAS,P01116,C2,P06681,U
KRAS,P01116,PC,P11498,U
KRAS,P01116,BMP1,P13497,U
KRAS,P01116,HSP90B1,P14625,U
KRAS,P01116,CEL,P19835,U
KRAS,P01116,COL15A1,P39059,U
KRAS,P01116,COMP,P49747,U
KRAS,P01116,POLG,P54098,U
KRAS,P01116,ALDH18A1,P54886,U
KRAS,P01116,GPLD1,P80108,U
KRAS,P01116,TRAP1,Q12931,U
KRAS,P01116,MMRN1,Q13201,U
KRAS,P01116,TOP3A,Q13472,U
KRAS,P01116,POSTN,Q15063,U
KRAS,P01116,TGFBI,Q15582,U
KRAS,P01116,PITRM1,Q5JRX3,U
KRAS,P01116,PRSS36,Q5K4E3,U
KRAS,P01116,CHADL,Q6NUI6,U
KRAS,P01116,THSD4,Q6ZMP0,U
KRAS,P01116,LONP2,Q86WA8,U
KRAS,P01116,CILP2,Q8IUL8,U
KRAS,P01116,FOXRED2,Q8IWF2,U
KRAS,P01116,SULF2,Q8IWU5,U
KRAS,P01116,SULF1,Q8IWU6,U
KRAS,P01116,DNAJC10,Q8IXB1,U
KRAS,P01116,BMPER,Q8N8U9,U
KRAS,P01116,CIROZ,Q8N9H9,U
KRAS,P01116,MCCC1,Q96RQ3,U
KRAS,P01116,TWNK,Q96RR1,U
KRAS,P01116,ADAMTS10,Q9H324,U
KRAS,P01116,ACSS3,Q9H6R3,U
KRAS,P01116,MMRN2,Q9H8L6,U
KRAS,P01116,SCUBE2,Q9NQ36,U
KRAS,P01116,LTBP3,Q9NS15,U
KRAS,P01116,ACSS1,Q9NUB1,U
KRAS,P01116,FASTKD2,Q9NYY8,U
KRAS,P01116,ADAMTS5,Q9UNA0,U
KRAS,P01116,TNN,Q9UQP3,U
KRAS,P01116,MAN2B2,Q9Y2E5,U
KRAS,P01116,EMILIN1,Q9Y6C2,U
KRAS,P01116,GREP1,A0A0J9YXV3,U
KRAS,P01116,ANGPT2,O15123,U
KRAS,P01116,COCH,O43405,U
KRAS,P01116,ENTPD5,O75356,U
KRAS,P01116,ANGPTL1,O95841,U
KRAS,P01116,PLAU,P00749,U
KRAS,P01116,GC,P02774,U
KRAS,P01116,HRG,P04196,U
KRAS,P01116,SERPINA5,P05154,U
KRAS,P01116,CFI,P05156,U
KRAS,P01116,BCHE,P06276,U
KRAS,P01116,PSAP,P07602,U
KRAS,P01116,INHBA,P08476,U
KRAS,P01116,SPP1,P10451,U
KRAS,P01116,LIPC,P11150,U
KRAS,P01116,CETP,P11597,U
KRAS,P01116,ETFA,P13804,U
KRAS,P01116,PNLIP,P16233,U
KRAS,P01116,LOX,P28300,U
KRAS,P01116,LRPAP1,P30533,U
KRAS,P01116,SERPINF1,P36955,U
KRAS,P01116,MMP13,P45452,U
KRAS,P01116,TUFM,P49411,U
KRAS,P01116,PPT1,P50897,U
KRAS,P01116,PNLIPRP1,P54315,U
KRAS,P01116,LGALS3BP,Q08380,U
KRAS,P01116,LOXL1,Q08397,U
KRAS,P01116,PLA2G7,Q13093,U
KRAS,P01116,HABP2,Q14520,U
KRAS,P01116,PRSS53,Q2L4Q9,U
KRAS,P01116,CEACAM16,Q2WEN9,U
KRAS,P01116,ARSI,Q5FYB1,U
KRAS,P01116,MRM1,Q6IN84,U
KRAS,P01116,PYROXD2,Q8N2H3,U
KRAS,P01116,CPA6,Q8N4T0,U
KRAS,P01116,ABHD11,Q8NFV4,U
KRAS,P01116,HPSE2,Q8WWQ2,U
KRAS,P01116,GGH,Q92820,U
KRAS,P01116,RCN3,Q96D15,U
KRAS,P01116,TEFM,Q96QE5,U
KRAS,P01116,GDF15,Q99988,U
KRAS,P01116,PECR,Q9BY49,U
KRAS,P01116,TINAGL1,Q9GZM7,U
KRAS,P01116,SIL1,Q9H173,U
KRAS,P01116,MEPE,Q9NQ76,U
KRAS,P01116,OLFML3,Q9NRN5,U
KRAS,P01116,TMLHE,Q9NVH6,U
KRAS,P01116,ADA2,Q9NZK5,U
KRAS,P01116,DNAJB11,Q9UBS4,U
KRAS,P01116,CPQ,Q9Y646,U
