query_gene,query_uniprot,partner_gene,partner_uniprot,class
KEAP1,Q14145,PTPN9,P43378,U
KEAP1,Q14145,KATNB1,Q9BVA0,U
KEAP1,Q14145,KAT5,Q92993,U
KEAP1,Q14145,PLEKHM3,Q6ZWE6,U
KEAP1,Q14145,LRWD1,Q9UFC0,U
KEAP1,Q14145,PUM2,Q8TB72,U
KEAP1,Q14145,BLTP3B,A0JNW5,U
KEAP1,Q14145,MAGED1,Q9Y5V3,U
KEAP1,Q14145,CEP68,Q76N32,U
KEAP1,Q14145,TCF25,Q9BQ70,U
KEAP1,Q14145,SAMD4B,Q5PRF9,U
KEAP1,Q14145,SYMPK,Q92797,U
KEAP1,Q14145,ACTR5,Q9H9F9,U
KEAP1,Q14145,CELF2,O95319,U
KEAP1,Q14145,RCC1,P18754,U
KEAP1,Q14145,FBXL7,Q9UJT9,U
KEAP1,Q14145,BCAR3,O75815,U
KEAP1,Q14145,PTPN12,Q05209,U
KEAP1,Q14145,TRAPPC9,Q96Q05,U
KEAP1,Q14145,MALT1,Q9UDY8,U
KEAP1,Q14145,MAST3,O60307,U
KEAP1,Q14145,FGD3,Q5JSP0,U
KEAP1,Q14145,DAZAP1,Q96EP5,U
KEAP1,Q14145,AURKA,O14965,U
KEAP1,Q14145,TNPO2,O14787,U
KEAP1,Q14145,BPIFB4,P59827,U
KEAP1,Q14145,MECOM,Q03112,U
KEAP1,Q14145,BRIP1,Q9BX63,U
KEAP1,Q14145,IFT122,Q9HBG6,U
KEAP1,Q14145,UBXN11,Q5T124,U
KEAP1,Q14145,CEP83,Q9Y592,U
KEAP1,Q14145,EPX,P11678,U
KEAP1,Q14145,SRRT,Q9BXP5,U
KEAP1,Q14145,KSR2,Q6VAB6,U
KEAP1,Q14145,PICK1,Q9NRD5,U
KEAP1,Q14145,FANCI,Q9NVI1,U
KEAP1,Q14145,CPAP,Q9HC77,U
KEAP1,Q14145,NACC1,Q96RE7,U
KEAP1,Q14145,SPECC1L,Q69YQ0,U
KEAP1,Q14145,LMLN,Q96KR4,U
KEAP1,Q14145,CDKL5,O76039,U
KEAP1,Q14145,PTK2,Q05397,U
KEAP1,Q14145,TUBG2,Q9NRH3,U
KEAP1,Q14145,TBC1D13,Q9NVG8,U
KEAP1,Q14145,MKRN2,Q9H000,U
KEAP1,Q14145,DHX58,Q96C10,U
KEAP1,Q14145,PIK3C3,Q8NEB9,U
KEAP1,Q14145,PADI2,Q9Y2J8,U
KEAP1,Q14145,PCOLCE,Q15113,U
KEAP1,Q14145,ME1,P48163,U
KEAP1,Q14145,PRDM1,O75626,U
KEAP1,Q14145,SLC39A8,Q9C0K1,U
KEAP1,Q14145,PASD1,Q8IV76,U
KEAP1,Q14145,PTPRJ,Q12913,U
KEAP1,Q14145,HHLA2,Q9UM44,U
KEAP1,Q14145,DRD5,P21918,U
KEAP1,Q14145,ATP5F1A,P25705,U
KEAP1,Q14145,COL23A1,Q86Y22,U
KEAP1,Q14145,AP3M2,P53677,U
KEAP1,Q14145,DIAPH3,Q9NSV4,U
KEAP1,Q14145,KCNAB3,O43448,U
KEAP1,Q14145,HRH4,Q9H3N8,U
KEAP1,Q14145,FLRT1,Q9NZU1,U
KEAP1,Q14145,PAFAH1B1,P43034,U
KEAP1,Q14145,FYB1,O15117,U
KEAP1,Q14145,NFATC3,Q12968,U
KEAP1,Q14145,KIAA1958,Q8N8K9,U
KEAP1,Q14145,GIT1,Q9Y2X7,U
KEAP1,Q14145,ZDHHC17,Q8IUH5,U
KEAP1,Q14145,GPRASP2,Q96D09,U
KEAP1,Q14145,TSGA10,Q9BZW7,U
KEAP1,Q14145,SOWAHB,A6NEL2,U
KEAP1,Q14145,CSGALNACT2,Q8N6G5,U
KEAP1,Q14145,KRT84,Q9NSB2,U
KEAP1,Q14145,DCP1A,Q9NPI6,U
KEAP1,Q14145,ADRA2C,P18825,U
KEAP1,Q14145,PCDHGA4,Q9Y5G9,U
KEAP1,Q14145,CSPG5,O95196,U
KEAP1,Q14145,RAP1GAP,P47736,U
KEAP1,Q14145,CD96,P40200,U
KEAP1,Q14145,LUC7L2,Q9Y383,U
KEAP1,Q14145,GJA8,P48165,U
KEAP1,Q14145,TFRC,P02786,U
KEAP1,Q14145,NSD2,O96028,U
KEAP1,Q14145,EDC4,Q6P2E9,U
KEAP1,Q14145,USP6,P35125,U
KEAP1,Q14145,PALM3,A6NDB9,U
KEAP1,Q14145,DGKK,Q5KSL6,U
KEAP1,Q14145,MCF2,P10911,U
KEAP1,Q14145,SLC12A9,Q9BXP2,U
KEAP1,Q14145,WNT10A,Q9GZT5,U
KEAP1,Q14145,MAN1A2,O60476,U
KEAP1,Q14145,TARS3,A2RTX5,U
KEAP1,Q14145,ANGPT1,Q15389,U
KEAP1,Q14145,SIN3A,Q96ST3,U
KEAP1,Q14145,CEP78,Q5JTW2,U
KEAP1,Q14145,C2orf81,A6NN90,U
KEAP1,Q14145,HLCS,P50747,U
KEAP1,Q14145,ENKUR,Q8TC29,U
KEAP1,Q14145,TAX1BP1,Q86VP1,U
KEAP1,Q14145,MTMR2,Q13614,U
KEAP1,Q14145,PARD6B,Q9BYG5,U
KEAP1,Q14145,EPHX2,P34913,U
KEAP1,Q14145,DDX6,P26196,U
KEAP1,Q14145,CRTC2,Q53ET0,U
KEAP1,Q14145,PRSS37,A4D1T9,U
KEAP1,Q14145,IER5,Q5VY09,U
KEAP1,Q14145,HNRNPK,P61978,U
KEAP1,Q14145,NDOR1,Q9UHB4,U
KEAP1,Q14145,CRNN,Q9UBG3,U
KEAP1,Q14145,IKZF3,Q9UKT9,U
KEAP1,Q14145,RBM38,Q9H0Z9,U
KEAP1,Q14145,NFKBIE,O00221,U
KEAP1,Q14145,ATP6V1E1,P36543,U
KEAP1,Q14145,SERPINB13,Q9UIV8,U
KEAP1,Q14145,CFAP184,Q2M329,U
KEAP1,Q14145,MAP2K6,P52564,U
KEAP1,Q14145,FNBP1,Q96RU3,U
KEAP1,Q14145,RSPH9,Q9H1X1,U
KEAP1,Q14145,LYPLA2,O95372,U
KEAP1,Q14145,SEC14L1,Q92503,U
KEAP1,Q14145,AKAP10,O43572,U
KEAP1,Q14145,RPS6KA3,P51812,U
KEAP1,Q14145,DVL2,O14641,U
KEAP1,Q14145,AHRR,A9YTQ3,U
KEAP1,Q14145,ADK,P55263,U
KEAP1,Q14145,KHDC4,Q7Z7F0,U
KEAP1,Q14145,MAB21L2,Q9Y586,U
KEAP1,Q14145,TP53RK,Q96S44,U
KEAP1,Q14145,DUSP9,Q99956,U
KEAP1,Q14145,KIFC2,Q96AC6,U
KEAP1,Q14145,CELF1,Q92879,U
KEAP1,Q14145,BKGD,Q9H0W9,U
KEAP1,Q14145,PYCR2,Q96C36,U
KEAP1,Q14145,GSTT2,P0CG29,U
KEAP1,Q14145,PABPN1L,A6NDY0,U
KEAP1,Q14145,NCK2,O43639,U
KEAP1,Q14145,GTPBP1,O00178,U
KEAP1,Q14145,RSPH3,Q86UC2,U
KEAP1,Q14145,MISP,Q8IVT2,U
KEAP1,Q14145,FXR2,P51116,U
KEAP1,Q14145,PRMT9,Q6P2P2,U
KEAP1,Q14145,GCK,P35557,U
KEAP1,Q14145,MARK2,Q7KZI7,U
KEAP1,Q14145,NCBP3,Q53F19,U
KEAP1,Q14145,ARHGEF25,Q86VW2,U
KEAP1,Q14145,NHERF4,Q86UT5,U
KEAP1,Q14145,KIAA0930,Q6ICG6,U
KEAP1,Q14145,CHDH,Q8NE62,U
KEAP1,Q14145,IGF2BP3,O00425,U
KEAP1,Q14145,RAB3IL1,Q8TBN0,U
KEAP1,Q14145,GTF2A1L,Q9UNN4,U
KEAP1,Q14145,G3BP1,Q13283,U
KEAP1,Q14145,CORO6,Q6QEF8,U
KEAP1,Q14145,RPIA,P49247,U
KEAP1,Q14145,ALX1,Q15699,U
KEAP1,Q14145,GPR107,Q5VW38,U
KEAP1,Q14145,ERP29,P30040,U
KEAP1,Q14145,TMOD2,Q9NZR1,U
KEAP1,Q14145,IFI16,Q16666,U
KEAP1,Q14145,HOXB2,P14652,U
KEAP1,Q14145,TEAD4,Q15561,U
KEAP1,Q14145,ZNF774,Q6NX45,U
KEAP1,Q14145,ADAM8,P78325,U
KEAP1,Q14145,KNSTRN,Q9Y448,U
KEAP1,Q14145,GFPT2,O94808,U
KEAP1,Q14145,WDR5B,Q86VZ2,U
KEAP1,Q14145,BMP3,P12645,U
KEAP1,Q14145,KLK8,O60259,U
KEAP1,Q14145,SP140L,Q9H930,U
KEAP1,Q14145,LRPAP1,P30533,U
KEAP1,Q14145,RAB20,Q9NX57,U
KEAP1,Q14145,OSTM1,Q86WC4,U
KEAP1,Q14145,ASB17,Q8WXJ9,U
KEAP1,Q14145,MYBPH,Q13203,U
KEAP1,Q14145,MPG,P29372,U
KEAP1,Q14145,GPATCH11,Q8N954,U
KEAP1,Q14145,CYP4V2,Q6ZWL3,U
KEAP1,Q14145,ISL1,P61371,U
KEAP1,Q14145,NEUROD1,Q13562,U
KEAP1,Q14145,PAQR5,Q9NXK6,U
KEAP1,Q14145,LIX1L,Q8IVB5,U
KEAP1,Q14145,DHCR7,Q9UBM7,U
KEAP1,Q14145,AHSG,P02765,U
KEAP1,Q14145,EFR3A,Q14156,U
KEAP1,Q14145,MAP7,Q14244,U
KEAP1,Q14145,SGSM3,Q96HU1,U
KEAP1,Q14145,GLYATL3,Q5SZD4,U
KEAP1,Q14145,HIC2,Q96JB3,U
KEAP1,Q14145,PYGL,P06737,U
KEAP1,Q14145,EEF1A2,Q05639,U
KEAP1,Q14145,MRS2,Q9HD23,U
KEAP1,Q14145,OGFRL1,Q5TC84,U
KEAP1,Q14145,VCP,P55072,U
KEAP1,Q14145,DNAJC14,Q6Y2X3,U
KEAP1,Q14145,TOM1,O60784,U
KEAP1,Q14145,INO80E,Q8NBZ0,U
