target,cohort,model,anchor,context_n,background_n,context_mean,context_median,context_q25,context_q75,context_sd,background_mean,background_median,background_q25,background_q75,background_sd,mean_difference,median_difference,A,rank_biserial,KS_distance,nonmatching_background_n,A_context_vs_nonmatching_background
ERN1,original_six,tuna_retrained,Q15084,50,50,-9.519639218648274,-9.345185200373333,-10.549529790878296,-8.395358840624493,1.5422634789056295,-10.230974898338317,-10.127444426218668,-11.782306591669718,-8.804138580958048,1.8446453586202058,0.711335679690043,0.7822592258453351,0.6068,0.2136,0.22,48,0.6054166666666667
ERN1,original_six,tuna_retrained,P61619,50,50,-8.509077564875284,-8.679243008295696,-9.431167443593342,-7.63080632686615,1.305145563788777,-10.328806622823079,-10.550828297932943,-11.320817907651266,-9.123994628588358,1.8260993010344106,1.8197290579477947,1.8715852896372471,0.8012,0.6024,0.52,49,0.8040816326530612
TP53,original_six,ipin_baseline,Q00987,50,50,-1.3805819922188918,-1.3288843433062234,-1.8988579511642456,-0.9496458123127619,0.8102604829058937,-2.0818037732442223,-1.9838656584421794,-2.6278526584307356,-1.4218321839968362,0.9566476354403162,0.7012217810253305,0.654981315135956,0.708,0.4159999999999999,0.34,36,0.7255555555555555
TP53,original_six,ipin_baseline,O15151,50,50,-1.5626755404224,-1.7037855386734009,-2.1629999081293745,-1.1744701514641442,0.7667761050046387,-2.332917108808955,-2.219493965307872,-2.784081737200419,-1.7045285602410634,1.225063545809119,0.7702415683865549,0.5157084266344709,0.6896,0.3792,0.34,35,0.7451428571428571
TP53,original_six,ipin_baseline,Q09472,50,50,-1.6349721886714297,-1.547245462735494,-1.9178538918495178,-1.239683320124944,0.6467634411535206,-1.550197625483076,-1.5397993326187134,-2.0571515758832293,-0.9196326285600662,0.9013397542950401,-0.08477456318835364,-0.007446130116780525,0.468,-0.06399999999999995,0.18,30,0.494
TP53,original_six,ipin_optimized,Q00987,50,50,-0.8920886250088613,-0.8595237086216609,-1.5582665254672368,-0.1682035798827807,0.9682392134637924,-1.6590157284339273,-1.7085588226715722,-2.5836765567461653,-0.6211370987196763,1.2676973163956,0.766927103425066,0.8490351140499113,0.6724,0.3448,0.3,36,0.6983333333333334
TP53,original_six,ipin_optimized,O15151,50,50,-0.9085854444901149,-1.3294676144917807,-1.6566568911075592,-0.053098395466804504,1.1352763064068476,-1.9671173372864723,-1.7703733444213867,-3.0059560736020408,-1.0155375252167385,1.4042366156638593,1.0585318927963574,0.44090572992960597,0.71,0.41999999999999993,0.38,35,0.7508571428571429
TP53,original_six,ipin_optimized,Q09472,50,50,-1.2610151787350576,-1.2982490956783295,-1.7977094650268555,-0.607987633595864,0.8492448754420738,-1.163022383650144,-0.9542904136081536,-1.9019087950388591,-0.46305399636427563,1.176518086292523,-0.09799279508491354,-0.3439586820701759,0.4792,-0.04159999999999997,0.14,30,0.46
TP53,original_six,tuna_retrained,Q00987,50,50,-7.477820739746092,-7.532377560933431,-8.680216511090597,-6.213670611381531,1.571415391425083,-8.947238628069561,-8.459051926930744,-10.550467729568481,-7.114404122034709,2.3837012120081065,1.469417888323469,0.9266743659973136,0.6708,0.3415999999999999,0.28,36,0.7433333333333333
TP53,original_six,tuna_retrained,O15151,50,50,-6.980819117228191,-7.099783182144165,-7.69726288318634,-6.115412513415019,1.3587094171946157,-8.843347353140514,-8.52840542793274,-10.330917994181315,-7.133912444114685,2.3051085201245827,1.8625282359123227,1.4286222457885742,0.7416,0.4832000000000001,0.4,35,0.7937142857142857
TP53,original_six,tuna_retrained,Q09472,50,50,-7.633141083717346,-7.390173673629761,-8.482041517893474,-6.763622721036275,1.2340585974386984,-8.291583342552185,-8.0098717212677,-8.829791863759358,-7.326509674390157,1.9210612178402542,0.6584422588348389,0.6196980476379395,0.6136,0.22720000000000007,0.3,30,0.6326666666666667
EGFR,original_six,ipin_baseline,P62993,50,50,-2.3325510478019713,-2.2270258466402693,-2.8138539592425027,-1.917574534813563,0.7848598247362243,-2.1174940997113785,-2.118460496266683,-2.715833902359009,-1.6216304997603097,1.1404664621851637,-0.21505694809059284,-0.10856535037358617,0.4416,-0.11680000000000001,0.18,36,0.4222222222222222
EGFR,original_six,ipin_baseline,P29353,50,50,-1.9180264236032967,-2.0413846770922346,-2.454417884349823,-1.6117122570673623,0.7789059754887354,-2.1423348347345983,-2.0078713695208235,-2.487685004870097,-1.7506905595461526,0.7460462121347582,0.22430841113130162,-0.03351330757141113,0.5344,0.06879999999999997,0.14,33,0.5430303030303031
EGFR,original_six,ipin_baseline,P22681,50,50,-1.9354929006099701,-2.0531699657440186,-2.443209648132324,-1.4394240776697795,0.8659988731195054,-2.250695659716924,-2.1689605315526324,-2.7729031443595886,-1.8112773895263672,0.6863959771397239,0.31520275910695394,0.1157905658086138,0.5844,0.16880000000000006,0.18,36,0.5966666666666667
EGFR,original_six,ipin_optimized,P62993,50,50,-2.603486651480198,-2.525851309299469,-3.376933515071869,-1.9512473046779633,1.239618241905813,-2.223424011170864,-2.2621023257573447,-3.3195861379305525,-1.1730258266131084,1.522984301190606,-0.3800626403093341,-0.2637489835421243,0.44,-0.12,0.24,36,0.4027777777777778
EGFR,original_six,ipin_optimized,P29353,50,50,-2.413025255178412,-2.6563834746678667,-3.207630157470703,-1.7521282931168873,1.1493576349840702,-2.394850725332896,-2.365763485431671,-3.086495796839396,-1.8013746937115986,0.9887551278521334,-0.01817452984551604,-0.2906199892361956,0.4656,-0.06879999999999997,0.2,33,0.416969696969697
EGFR,original_six,ipin_optimized,P22681,50,50,-2.248079348802567,-2.587818205356598,-3.022396157185237,-1.6026446521282196,1.4698631626319014,-2.623042465597391,-2.779312054316203,-3.3105658094088235,-1.760066996018092,1.1171084250290233,0.3749631167948242,0.1914938489596052,0.5736,0.1472,0.16,36,0.5488888888888889
EGFR,original_six,tuna_retrained,P62993,50,50,-10.369568033218382,-10.450086275736492,-11.247703234354654,-9.168641328811646,2.015251882404893,-9.28013688246409,-9.462160269419353,-10.745764017105103,-8.16426650683085,1.9128907819203882,-1.089431150754292,-0.9879260063171387,0.3472,-0.3056,0.3,36,0.2961111111111111
EGFR,original_six,tuna_retrained,P29353,50,50,-10.65049843152364,-10.94402551651001,-12.199948787689209,-9.461066802342733,2.0714975777847893,-10.071675400733948,-10.243781248728434,-11.169928232828775,-8.827961961428324,1.660597302650452,-0.5788230307896924,-0.7002442677815761,0.396,-0.20799999999999996,0.24,33,0.3515151515151515
EGFR,original_six,tuna_retrained,P22681,50,50,-10.33722486337026,-10.528378963470459,-11.71019498507182,-8.986143112182617,2.0624220833112905,-9.948390242258707,-9.898045539855957,-10.733918587366741,-8.734617273012796,1.6385795333760993,-0.38883462111155254,-0.630333423614502,0.4104,-0.17920000000000003,0.24,36,0.34555555555555556
BCL2,original_six,ipin_baseline,O43521,50,50,-2.6081396263837813,-2.538833975791931,-3.1903350949287415,-1.9825950960318248,0.9553078639977894,-2.7018849369883537,-2.739710489908854,-3.3524096608161926,-2.0264988839626312,0.9998985762783051,0.09374531060457247,0.20087651411692287,0.5384,0.07679999999999998,0.14,49,0.5489795918367347
BCL2,original_six,ipin_baseline,Q92934,50,50,-2.347515110969544,-2.3759614626566568,-2.8393738865852356,-1.7480784058570862,0.8347169590247809,-2.5633961327870685,-2.625687877337138,-3.236949841181437,-1.79717023173968,0.9656131051720299,0.21588102181752467,0.2497264146804814,0.5664,0.13280000000000003,0.22,43,0.5767441860465117
BCL2,original_six,ipin_baseline,Q9BXH1,50,50,-2.5481186332305272,-2.461995045344035,-3.2986560265223184,-1.942800949017207,0.8422415044636429,-2.3599608746171,-2.362047751744588,-2.8499794403711953,-1.858756313721339,0.9427638135462444,-0.1881577586134271,-0.0999472935994472,0.4424,-0.11519999999999997,0.18,49,0.43714285714285717
BCL2,original_six,ipin_optimized,O43521,50,50,-1.8607280123233798,-1.8414741655190787,-2.4860118130842843,-1.3314993977546692,1.0160293196209977,-1.9568660300970075,-1.7735361158847809,-2.7668246626853943,-1.1338671470681825,1.2403705022677805,0.09613801777362774,-0.06793804963429784,0.514,0.028000000000000025,0.14,49,0.5175510204081633
BCL2,original_six,ipin_optimized,Q92934,50,50,-1.4836855679750443,-1.4738747477531433,-2.156868616739909,-0.9329767202337583,1.0470487927086607,-1.967724695801735,-1.9632981220881143,-2.654796004295349,-1.231747289498647,1.07916410136222,0.4840391278266907,0.48942337433497096,0.628,0.256,0.26,43,0.6544186046511627
BCL2,original_six,ipin_optimized,Q9BXH1,50,50,-1.7405498959620795,-1.6680420637130737,-2.414416342973709,-1.1013095006346703,0.9692596406909059,-1.6652146243055659,-1.9664637247721353,-2.475862135489782,-0.8954710463682811,1.2914073006952953,-0.07533527165651366,0.29842166105906154,0.5072,0.014399999999999968,0.14,49,0.4983673469387755
BCL2,original_six,tuna_retrained,O43521,50,50,-7.633467941631874,-8.116989374160767,-9.02358607451121,-6.206678241491318,2.1296304830437127,-7.6832712411880495,-7.885602792104086,-9.66026512781779,-6.228148380915324,2.2814847328564634,0.04980329955617524,-0.23138658205668072,0.512,0.02400000000000002,0.16,49,0.5195918367346939
BCL2,original_six,tuna_retrained,Q92934,50,50,-7.684170610109966,-7.854770024617513,-8.904428839683533,-6.805255770683289,1.7333099451015337,-7.436787996292114,-7.658661683400472,-8.916475971539816,-5.820906023184459,2.1078360845752058,-0.24738261381785165,-0.19610834121704102,0.4696,-0.060799999999999965,0.16,43,0.44976744186046513
BCL2,original_six,tuna_retrained,Q9BXH1,50,50,-7.790187826156616,-8.13000734647115,-9.294721921284992,-6.188730676968892,1.8365864485564989,-6.982976756890615,-7.206928809483846,-8.483783880869549,-5.6761128505071,2.081514888698847,-0.8072110692660015,-0.9230785369873038,0.3952,-0.2096,0.2,49,0.3893877551020408
KEAP1,original_six,ipin_baseline,Q16236,50,50,-1.1249864183273166,-1.171745777130127,-1.6116962830225627,-0.748638316988945,0.6512747641113259,-1.6213164708515007,-1.4480156699816384,-2.202867269515991,-0.9504415740569433,1.048533218557547,0.49633005252418405,0.2762698928515115,0.6504,0.30079999999999996,0.3,38,0.6605263157894737
KEAP1,original_six,ipin_baseline,Q13618,50,50,-1.2714236845386524,-1.3093708554903665,-1.7981316149234772,-0.7868604212999344,0.6430143480960044,-1.7150268633849919,-1.6574110190073648,-2.2538771231969195,-1.018913557132085,0.9191216037725826,0.4436031788463395,0.3480401635169983,0.6512,0.3024,0.32,32,0.75375
KEAP1,original_six,ipin_baseline,Q13501,50,50,-1.118102470897138,-1.0474283496538799,-1.577681322892507,-0.6005861063798269,0.9890473014788568,-1.3721383188199252,-1.2668406963348389,-2.189997057120005,-0.7115177859862646,0.9490089398632363,0.2540358479227871,0.219412346680959,0.5784,0.15680000000000005,0.2,35,0.5674285714285714
KEAP1,original_six,ipin_optimized,Q16236,50,50,0.0318513911465804,0.109197448939085,-0.43322903911272687,0.32679747665921843,0.8066167698028324,-0.8232811668515205,-1.042646696170171,-1.5610344608624778,-0.0541096975406011,1.3442418343606461,0.855132557998101,1.151844145109256,0.7148,0.4296,0.46,38,0.7210526315789474
KEAP1,original_six,ipin_optimized,Q13618,50,50,-0.052629767556985244,-0.04996193448702494,-0.7327359318733215,0.7731067389249802,0.9525806717362857,-0.7165044792493185,-0.5974549452463787,-1.5828780631224315,0.042348891496658325,1.3190175949398677,0.6638747116923333,0.5474930107593537,0.6496,0.2991999999999999,0.28,32,0.7275
KEAP1,original_six,ipin_optimized,Q13501,50,50,0.025662323733170816,0.04669508337974548,-0.5172625780105591,0.4676950623591741,0.9886812750112806,-0.424133439908425,-0.3670283158620199,-1.3881401866674423,0.46446509410937625,1.1113403513590423,0.4497957636415958,0.4137233992417654,0.6136,0.22720000000000007,0.24,35,0.5885714285714285
KEAP1,original_six,tuna_retrained,Q16236,50,50,-5.89252615849177,-5.727383295694986,-6.592875778675079,-5.037771920363108,1.2056550326702273,-6.564725535710653,-6.622900009155273,-7.594762702782949,-5.2844029267628985,1.6843085985482729,0.6721993772188828,0.895516713460287,0.6188,0.23760000000000003,0.3,38,0.6326315789473684
KEAP1,original_six,tuna_retrained,Q13618,50,50,-6.059928182760875,-6.228081583976746,-6.821840325991312,-5.266840914885203,1.2847467373367694,-7.028303005695342,-6.762546618779501,-8.02439796924591,-5.887480099995932,1.609260377730549,0.9683748229344671,0.5344650348027553,0.6556,0.3111999999999999,0.26,32,0.766875
KEAP1,original_six,tuna_retrained,Q13501,50,50,-5.6867552089691165,-5.66020385424296,-6.396640062332153,-4.6746989488601685,1.342510202651835,-6.391299339930217,-6.428128719329834,-6.885136167208353,-5.577895979086558,1.4192139287113632,0.7045441309611009,0.767924865086874,0.6552,0.3104,0.3,35,0.6171428571428571
BRCA1,original_six,ipin_baseline,Q99728,50,50,-1.746177048360308,-1.7961527506510417,-2.2412710984547934,-1.0870050986607869,0.9098170762050048,-2.3520949501295885,-2.405795494715373,-3.1173467834790545,-1.710454632838567,1.0551388375413857,0.6059179017692804,0.6096427440643313,0.682,0.3640000000000001,0.36,41,0.7126829268292683
BRCA1,original_six,ipin_baseline,Q86YC2,50,50,-1.8401343802611034,-1.5721281568209329,-2.3223113417625427,-1.3302233914534252,0.7416735679052449,-2.0231595601638155,-2.012803057829539,-2.5197588205337524,-1.4762255350748696,0.791345064291698,0.18302517990271205,0.44067490100860596,0.5888,0.17759999999999998,0.24,36,0.6561111111111111
BRCA1,original_six,ipin_baseline,Q9BX63,50,50,-1.7260620305500924,-1.7612201174100242,-2.144677460193634,-1.2092397312323253,0.8961566256217586,-2.1185380454361438,-2.0938112537066145,-2.565759062767029,-1.4325994650522869,0.9364725037899082,0.3924760148860513,0.3325911362965903,0.6228,0.24560000000000004,0.24,38,0.6757894736842105
BRCA1,original_six,ipin_optimized,Q99728,50,50,-1.3874309504032138,-1.4997204740842185,-2.144308795531591,-0.7203393112868071,0.9606646005969792,-2.122006014386813,-1.8292131225268047,-3.1224314173062644,-1.2353605727354686,1.3863321246133984,0.7345750639835991,0.3294926484425862,0.6476,0.2951999999999999,0.26,41,0.6843902439024391
BRCA1,original_six,ipin_optimized,Q86YC2,50,50,-1.6125325889388722,-1.660492936770121,-2.4221966564655304,-0.8592655807733536,0.9160803415234291,-1.953089492022991,-1.7455452680587769,-2.7168067693710327,-1.1657625635464985,1.0559620265057679,0.3405569030841189,0.08505233128865575,0.5796,0.1592,0.18,36,0.6116666666666667
BRCA1,original_six,ipin_optimized,Q9BX63,50,50,-1.4845591077208522,-1.5610758562882743,-1.9583352506160736,-0.8539439638455708,0.9220170548675177,-1.9616888149579368,-1.8328704237937927,-2.536327371994654,-1.2835574597120285,1.1693200132655328,0.4771297072370846,0.27179456750551845,0.6344,0.26879999999999993,0.26,38,0.6805263157894736
BRCA1,original_six,tuna_retrained,Q99728,50,50,-7.25280976931254,-6.81193486849467,-8.125510334968567,-6.312250773111979,1.3514152401175197,-8.5255083100001,-8.457135200500488,-10.155134042104086,-7.306243936220805,1.8222116001616961,1.2726985406875606,1.6452003320058184,0.7188,0.4376,0.4,41,0.7682926829268293
BRCA1,original_six,tuna_retrained,Q86YC2,50,50,-7.282724281946819,-7.334764401117961,-7.971818208694458,-6.428675611813863,1.3364806995884695,-7.355176943143208,-7.368813435236612,-8.04637332757314,-6.509877800941467,1.5950508853999839,0.07245266119638938,0.034049034118651456,0.5164,0.03279999999999994,0.12,36,0.5505555555555556
BRCA1,original_six,tuna_retrained,Q9BX63,50,50,-7.640971854527792,-7.761250575383505,-8.46227471033732,-6.703321933746338,1.349179186567854,-7.911836895942688,-8.015017827351887,-8.942058960596722,-6.722539663314819,1.531712567199941,0.2708650414148961,0.253767251968382,0.5408,0.0815999999999999,0.12,38,0.6247368421052631
KRAS,additional_six,ipin_baseline,P04049,50,50,-1.5283572211054466,-1.4244342843691506,-2.0365075568358106,-0.9320672402779261,0.8373618848268704,-2.112709791821738,-1.9375468889872232,-2.781696120897929,-1.344918151696523,1.170213574269601,0.5843525707162915,0.5131126046180725,0.6524,0.30479999999999996,0.28,33,0.6818181818181818
KRAS,additional_six,ipin_baseline,P15056,50,50,-1.5428033240822452,-1.535516083240509,-2.0590066611766815,-1.0240013202031453,0.7679407518724337,-2.2259349934508403,-2.2940826018651324,-2.831771930058797,-1.4088197648525238,1.0244395369928803,0.6831316693685952,0.7585665186246233,0.7028,0.40559999999999996,0.38,33,0.7878787878787878
KRAS,additional_six,ipin_baseline,P10398,50,50,-1.705399745206038,-1.7723719278971353,-2.199559171994527,-1.2385731240113576,0.9268180248410293,-1.943600568138063,-1.9655586878458657,-2.537814736366272,-1.3333596487840018,0.980758513034817,0.23820082293202494,0.19318675994873047,0.568,0.1359999999999999,0.2,32,0.6
KRAS,additional_six,ipin_optimized,P04049,50,50,-0.8554958989471197,-0.5187927981217703,-1.7338241835435233,0.19670873880386353,1.2852385035006573,-1.815434833665689,-2.0399452249209085,-2.7171285351117453,-0.6341143200794855,1.4963509726564348,0.9599389347185692,1.521152426799138,0.6996,0.3992,0.34,33,0.7739393939393939
KRAS,additional_six,ipin_optimized,P15056,50,50,-0.9872097346683344,-0.7568746705849965,-1.7185458938280742,-0.19962192326784134,1.172942798423815,-2.058582149793705,-2.017025887966156,-3.1750220457712808,-1.059631735086441,1.4814758024797292,1.0713724151253705,1.2601512173811595,0.728,0.45599999999999996,0.42,33,0.8436363636363636
KRAS,additional_six,ipin_optimized,P10398,50,50,-1.0697979826728503,-0.9390323758125305,-1.5857093731562297,-0.337772445132335,1.084037636362535,-1.5525708974401158,-1.6112094124158225,-2.3643884658813477,-0.7262652516365051,1.3220373231606435,0.48277291476726547,0.672177036603292,0.6324,0.2647999999999999,0.3,32,0.68
KRAS,additional_six,tuna_retrained,P04049,50,50,-7.562989328702291,-7.556771119435629,-8.596437652905783,-6.425213972727458,1.4837745266878912,-8.481254811286925,-8.192283391952515,-9.19433867931366,-7.27106785774231,1.8833936363215265,0.9182654825846344,0.6355122725168858,0.6324,0.2647999999999999,0.24,33,0.6987878787878787
KRAS,additional_six,tuna_retrained,P15056,50,50,-7.588429508209227,-7.573525746663412,-8.701099634170532,-6.238951603571574,1.6076204446700348,-8.844965486526489,-8.594901641209919,-10.660266240437826,-7.4326701164245605,1.959166004813228,1.2565359783172614,1.021375894546507,0.6832,0.36640000000000006,0.3,33,0.7678787878787878
KRAS,additional_six,tuna_retrained,P10398,50,50,-7.662749532063802,-7.7031220595041905,-8.679133931795757,-6.63041079044342,1.4348071616390075,-8.17378659248352,-7.755674282709757,-9.510395447413126,-6.681440114974976,1.8825367554383718,0.5110370604197181,0.052552223205566406,0.5752,0.1504000000000001,0.26,32,0.656875
CDK2,additional_six,ipin_baseline,P20248,50,50,-1.4318203507363796,-1.5096202890078225,-2.016271859407425,-0.8268828392028809,0.7658644882344587,-2.0978503191967803,-1.9607794086138406,-2.8972459634145102,-1.3195221424102783,1.1725797494517884,0.6660299684604007,0.45115911960601807,0.6696,0.33919999999999995,0.28,37,0.7167567567567568
CDK2,additional_six,ipin_baseline,P24864,50,50,-1.4953668425232172,-1.5577642917633057,-2.130338807900747,-0.5972199961543083,0.937850977740713,-1.7243459177017213,-1.7185295025507608,-2.3154738942782083,-1.171019787589709,1.0732492629187256,0.22897907517850413,0.1607652107874551,0.5556,0.11119999999999997,0.2,32,0.629375
CDK2,additional_six,ipin_baseline,P46527,50,50,-1.232610624061587,-1.326112449169159,-1.8370200494925182,-0.5379199981689453,0.9813653292145509,-2.028965445694824,-1.9833597540855408,-2.766470332940419,-1.555385241905848,1.159850995238262,0.796354821633237,0.6572473049163818,0.7132,0.4263999999999999,0.38,37,0.7902702702702703
CDK2,additional_six,ipin_optimized,P20248,50,50,-0.8136338126659394,-0.7527865593632062,-1.4080486297607422,-0.33502936114867526,0.9902295726912074,-1.9426830939451853,-1.6166719198226929,-2.8829994002978006,-0.9445696373780568,1.5544960277777307,1.1290492812792459,0.8638853604594867,0.7296,0.45920000000000005,0.4,37,0.7832432432432432
CDK2,additional_six,ipin_optimized,P24864,50,50,-1.023139207760493,-1.0602618058522544,-1.7870328028996785,-0.3669024705886841,1.1543108181887163,-1.3171640698611733,-1.2507290542125702,-2.2745286126931505,-0.4198912729819616,1.5478362719590646,0.29402486210068024,0.1904672483603158,0.558,0.1160000000000001,0.16,32,0.7175
CDK2,additional_six,ipin_optimized,P46527,50,50,-0.9372214653094609,-0.8568306763966878,-2.0390248199303946,-0.05803753683964411,1.2465240235460286,-2.059159525136153,-1.7571084698041282,-3.6842089891433716,-0.594201775888602,1.8608633302122362,1.1219380598266921,0.9002777934074404,0.6796,0.35919999999999996,0.3,37,0.7556756756756757
CDK2,additional_six,tuna_retrained,P20248,50,50,-6.108189511299133,-6.200727701187134,-6.648184537887573,-5.5306932131449384,1.2994887444824588,-7.77503306388855,-7.629316171010336,-9.042886137962341,-6.635103106498718,1.8786722017999717,1.666843552589417,1.428588469823202,0.7764,0.5528,0.56,37,0.8767567567567568
CDK2,additional_six,tuna_retrained,P24864,50,50,-6.43710418621699,-6.341715415318808,-7.0965343316396075,-5.745332260926564,1.1896550637654273,-7.467357504367828,-7.245302518208822,-8.854809840520224,-5.943575541178386,2.479399499646358,1.0302533181508382,0.9035871028900146,0.644,0.28800000000000003,0.34,32,0.750625
CDK2,additional_six,tuna_retrained,P46527,50,50,-6.2154099432627365,-6.081933657328287,-7.114420811335246,-5.546150843302408,1.3139260114459033,-7.1596191199620565,-7.284916162490845,-8.487521568934122,-5.7176982164382935,1.8746708030961325,0.9442091766993199,1.2029825051625576,0.6504,0.30079999999999996,0.3,37,0.721081081081081
HIF1A,additional_six,ipin_baseline,P27540,50,50,-1.7833161243051294,-1.826413094997406,-2.319579005241394,-1.1179715345303218,0.8663287305853874,-2.009047030483683,-1.8831759293874106,-2.3181804617245994,-1.4112807015577953,0.8569464912518113,0.22573090617855351,0.056762834390004624,0.5568,0.11359999999999992,0.18,34,0.6317647058823529
HIF1A,additional_six,ipin_baseline,P40337,50,50,-1.9575715527931847,-1.9930709997812905,-2.3827268481254578,-1.4330201943715413,0.7883918905873089,-2.448163163056597,-2.348918040593465,-3.2796521186828613,-1.748336911201477,1.1867247908207976,0.49059161026341247,0.35584704081217433,0.634,0.268,0.32,39,0.6707692307692308
HIF1A,additional_six,ipin_baseline,Q09472,50,50,-1.4065876417358718,-1.3401049574216208,-1.780683308839798,-0.9094952990611395,0.6293232724203857,-1.780271314481894,-1.756138245264689,-2.1975831588109336,-1.2576981882254283,0.7455635744821729,0.3736836727460222,0.41603328784306814,0.6516,0.3031999999999999,0.28,38,0.7289473684210527
HIF1A,additional_six,ipin_optimized,P27540,50,50,-1.5610728615522382,-1.5403223931789398,-2.110851834217707,-0.9896176606416702,0.9231891487832997,-1.9196852584679922,-1.9811935822168987,-2.3821738163630166,-1.3898474077383678,0.7849653965102416,0.358612396915754,0.44087118903795885,0.6104,0.2208000000000001,0.2,34,0.6282352941176471
HIF1A,additional_six,ipin_optimized,P40337,50,50,-1.8068116896351183,-1.603172560532888,-2.3570773800214133,-1.1933231701453526,0.8743939653605327,-1.9537237875163556,-1.8608259359995523,-2.45226130882899,-1.435762604077657,1.1191192659612117,0.14691209788123727,0.25765337546666434,0.56,0.1200000000000001,0.18,39,0.5815384615384616
HIF1A,additional_six,ipin_optimized,Q09472,50,50,-1.617305507659912,-1.4874470829963684,-2.13006783525149,-1.1060531189044316,0.7347939067869448,-1.882348534266154,-1.8283166885375977,-2.225637505451838,-1.5252663294474285,0.7104457616450001,0.2650430266062418,0.34086960554122925,0.6116,0.22320000000000007,0.3,38,0.6594736842105263
HIF1A,additional_six,tuna_retrained,P27540,50,50,-8.34410060564677,-8.537165244420368,-9.219642877578735,-7.395522832870483,1.2395988976012369,-9.34901572863261,-8.945963700612385,-10.632089694341024,-8.046133637428284,1.6378435071886162,1.0049151229858406,0.4087984561920166,0.6524,0.30479999999999996,0.3,34,0.6911764705882353
HIF1A,additional_six,tuna_retrained,P40337,50,50,-8.562592336336772,-8.578168670336407,-9.399749517440796,-7.728358149528503,1.2437329068269465,-9.081705757776895,-8.932889779408773,-10.384354591369629,-8.13163654009501,1.7964651322769192,0.5191134214401227,0.35472110907236676,0.5984,0.19680000000000009,0.22,39,0.6502564102564102
