row_index,ipin_baseline_score,ipin_optimized_score
55,-1.9634761412938435,-2.2830967903137207
56,-1.8168216546376545,-3.440035263697306
57,-1.7932424942652385,-2.6794824600219727
58,-2.9439217249552407,-5.230650266011556
59,-2.570587237675985,-2.9865445295969644
60,-1.5895533959070842,-1.4743796388308208
61,-3.597041924794515,-4.31607190767924
62,-2.5795088609059653,-3.576401154200236
63,-2.4454427560170493,-2.102604707082113
64,-2.1266504526138306,-2.978451649347941
65,-2.63037117322286,-2.1166536013285318
66,-2.516121784845988,-3.9817107518514
67,-1.9199668963750203,-2.937645196914673
68,-2.843465248743693,-3.8974196116129556
69,-1.8104554017384846,-2.789217193921407
70,-1.9004785219828289,-3.0735328992207847
71,-2.987383762995402,-3.480985403060913
72,-2.9554409980773926,-4.682878573735555
73,-3.023666779200236,-3.9412298997243247
74,-2.3977831999460855,-3.3286259969075522
75,-1.926882306734721,-3.173322916030884
76,-1.7892260551452637,-4.1796847979227705
77,-2.996807018915812,-3.583608627319336
78,-2.5804473559061685,-3.9151572386423745
79,-2.6326099236806235,-2.4713168144226074
80,-1.6785043478012085,-3.5544254779815674
81,-2.5695481300354004,-3.345078786214193
82,-1.6304751634597778,-3.054315725962321
83,-2.3887237707773843,-4.2481668790181475
84,-1.2110023895899455,-1.8835020065307617
85,-1.7607948382695515,-1.656343658765157
86,-1.9622578223546345,-2.8968136310577393
87,-3.8099136352539062,-4.1691062450408936
88,-2.508029063542684,-1.744634747505188
89,-2.9013415972391763,-4.234023332595825
90,-2.1745362281799316,-2.8972116311391196
91,-2.070255716641744,-1.9337655703226726
92,-2.464300791422526,-2.5871167182922363
93,-2.741478681564331,-3.582732677459717
94,-1.550112287203471,-3.1763649781545005
95,-2.376230160395304,-2.993298610051473
96,-2.6450297037760415,-2.766726573308309
97,-2.1248891353607178,-3.3409759998321533
98,-3.737282673517863,-4.93360169728597
99,-2.2620073159535727,-3.1750782330830893
100,-3.244192202885946,-4.9873043696085615
101,-3.366427501042684,-5.162852923075358
102,-1.74203356107076,-1.9550831317901611
103,-1.6080141464869182,-2.594639460245768
104,-3.2227072715759277,-3.1823767820994058
105,-2.2901538213094077,-1.9734750191370647
106,-1.4594438473383586,-1.900738040606181
107,-2.6280669371287027,-3.564673980077108
108,-2.1152062813440957,-4.206875324249268
109,-0.8882705171902975,-1.055083155632019
110,-1.2036376396814983,-1.0541323721408844
111,-1.3180759747823079,-1.7819093863169353
112,-2.1022047201792398,-3.5335400104522705
113,-3.2945844332377114,-3.507822593053182
114,-3.1167808373769126,-3.7086807092030845
115,-3.90352733929952,-4.8750505447387695
116,-2.966089407602946,-3.7339328130086265
117,-2.2332448959350586,-3.217717965443929
118,-3.0154656569163003,-3.812816063563029
119,-2.5876144568125405,-3.1744741598765054
120,-0.9680306514104208,-1.283816655476888
121,-2.4276203314463296,-2.8946522871653237
122,-1.1427667140960693,-1.5743638674418132
123,-2.163095474243164,-2.0483162800470986
124,-2.2836466630299888,-2.650381644566854
125,-2.816334088643392,-3.496089458465576
126,-1.7200716336568196,-1.301567057768504
127,-2.953194538752238,-3.8119134108225503
128,-2.118327776590983,-3.0739298661549888
129,-2.189188520113627,-2.5807355642318726
130,-3.0060629844665527,-4.196265538533528
131,-2.9655898412068686,-2.654817978541056
132,-2.521970828374227,-3.0120763778686523
133,-2.3360164165496826,-2.439814885457357
134,-0.8905604283014933,-2.025779128074646
135,-2.4782901604970298,-3.3952506383260093
136,-2.4843488534291587,-3.3855230808258057
137,-2.8671651681264243,-4.146456400553386
138,-2.6889116764068604,-2.421168327331543
139,-2.9796880086263022,-3.3813520272572837
140,-2.6969483693440757,-3.3135849634806314
141,-1.9159406423568726,-1.3731199105580647
142,-1.2399139006932576,0.22323644161224365
143,-2.290989955266317,-1.5953495701154072
144,-2.025092879931132,-2.429859240849813
145,-1.3360790014266968,-2.1491117080052695
146,-2.620407819747925,-3.8275977770487466
147,-3.210874636967977,-3.711692730585734
148,-2.262568235397339,-2.5588149627049765
149,-3.7488444646199546,-5.5610965092976885
150,-0.04554210292796294,-1.0912197430928547
151,-2.5650413036346436,-2.566216826438904
152,-2.987737496693929,-4.439487298329671
153,-1.747919996579488,-3.0432441234588623
154,-3.1747748851776123,-2.347477078437805
155,-0.621943732102712,0.34263304869333905
156,-1.8436486721038818,-3.625003973642985
157,-2.078143835067749,-2.9244898557662964
158,-2.017295241355896,-1.092972457408905
159,-2.6536827882130942,-3.8224247296651206
160,-1.757004976272583,-1.7684068381786346
161,-2.4990413188934326,-1.324542760848999
162,-2.646748940149943,-2.241193970044454
163,-1.9797998269399006,-2.5436739524205527
164,-2.790897846221924,-3.1261748472849527
165,-1.7749641338984172,-2.475410540898641
166,-2.5767550468444824,-1.5347809791564941
167,-2.007699171702067,-1.5546165506045024
168,-3.692885398864746,-4.326226234436035
169,-1.7874168157577515,-2.5086268981297812
170,-2.8305348555246987,-3.3172276814778647
171,-2.6291982332865396,-2.3159612814585366
172,-2.608586152394613,-3.2112526098887124
173,-3.1703292528788247,-3.5546065171559653
174,-4.220532417297363,-6.347154935201009
175,-2.736174742380778,-3.436088800430298
176,-3.0228320757548013,-4.595163265864055
177,-1.7002879778544109,-2.45298178990682
178,-1.7125470638275146,-1.5694198608398438
179,-3.08657177289327,-3.8454723358154297
180,-3.1159857908884683,-4.303110440572103
181,-3.200441360473633,-3.109515428543091
182,-2.663460890452067,-3.4479920864105225
183,-2.1815427939097085,-3.849052349726359
184,-1.3578684727350872,-1.7873064676920574
185,-3.8376431465148926,-4.512433052062988
186,-2.8543261686960855,-4.871265093485515
187,-1.9299771785736084,-1.755707859992981
188,-1.942642609278361,-3.2261263529459634
189,-2.326784610748291,-1.633745551109314
190,-3.2623115380605063,-3.9113663832346597
191,-0.449388066927592,0.42043157418568927
192,-2.710020144780477,-2.7476700146993003
193,-2.347468852996826,-1.4437593221664429
194,-1.9228719075520833,-2.263017733891805
195,-1.2195045550664265,-1.4554917216300964
196,-2.8556346893310547,-2.42952028910319
197,-2.6722853978474936,-3.1231571038564048
198,-3.531005064646403,-4.38267199198405
199,-2.196345647176107,-2.149545749028524
200,-3.0916550954182944,-2.5291559298833213
201,-2.279339869817098,-1.4226618607838948
202,-2.5702317555745444,-2.974937121073405
203,-1.8265531460444133,-3.1909337838490806
204,-3.4801263014475503,-3.7294223308563232
205,-0.9482898513476054,-1.7750810782114665
206,-2.4269838333129883,-2.082753578821818
207,-1.4326917330423992,-3.332662264506022
208,-1.9595603545506795,-2.7997188568115234
209,-2.2331629196802774,-3.4620652993520102
210,-2.293264150619507,-3.2004928588867188
211,-2.6653853257497153,-3.167588392893473
212,-3.75797438621521,-3.612467130025228
213,-2.3937572638193765,-2.6733476320902505
214,-2.396223306655884,-2.1252771615982056
215,-1.8978852033615112,-2.32059653600057
216,-1.0651185909907024,-1.2083208163579304
217,-1.381126880645752,-1.0697498718897502
218,-2.4993772506713867,-3.2484261989593506
219,-1.9093997081120808,-1.920278549194336
220,-2.6781811714172363,-2.282012859980265
221,-3.4124151865641275,-5.089956601460774
222,-2.6918729146321616,-2.167738676071167
223,-1.7461014588673909,-2.0800041357676187
224,-2.8036094506581626,-3.2395147482554116
225,-1.7942252556482952,-1.9947919249534607
226,-1.3882828156153362,-2.101855675379435
227,-3.077016989390055,-4.758870283762614
228,-2.3366984526316323,-2.784647226333618
229,-1.0379342436790466,-1.034112274646759
230,-3.2646031379699707,-3.9236272970835366
231,-2.6395339171091714,-3.3666933377583823
232,-1.4353737433751423,-2.6118199030558267
233,-2.5802761713663735,-2.798421541849772
234,-1.18917183081309,-0.8353497684001923
235,-3.252946217854818,-4.038668870925903
236,-2.2477287451426187,-4.168943564097087
237,-1.6358257134755452,-2.9945255120595298
238,-2.918664296468099,-2.940357526143392
239,-3.334718386332194,-4.52996039390564
240,-0.9347497820854187,-1.6225127776463826
241,-2.5159730911254883,-2.8039042949676514
242,-3.101168235143026,-3.0602999528249106
243,-2.7162744204203286,-4.931657473246257
244,-1.615551233291626,-1.6553808053334553
245,-1.9444514513015747,-2.3701561292012534
246,-2.5775551001230874,-3.53178079922994
247,-0.9078274369239807,-1.5142046610514324
248,-1.1722625096638997,-2.19231108824412
249,-3.4854767322540283,-4.426199913024902
250,-2.4999849796295166,-3.5613228480021157
251,-2.111851533253988,-2.846679369608561
252,-1.7106207211812336,-2.150858481725057
253,-2.5251185099283853,-3.120112101236979
254,-2.464367707570394,-3.383691390355428
255,-2.873075803120931,-3.709644873936971
256,-3.202068249384562,-2.5661547978719077
257,-3.775773366292318,-3.0119004249572754
258,-1.3329357306162517,-2.201612869898478
259,-1.8296058177947998,-1.8409159580866497
260,-2.345290501912435,-2.4218740463256836
261,-1.7417223850886028,-1.8798619111378987
262,-1.8581113815307617,-2.3728190263112388
263,-2.109694480895996,-1.0475900371869404
264,-3.268799384435018,-4.402164618174235
265,-2.825110753377279,-4.5207295417785645
266,-1.584584395090739,-2.059808373451233
267,-1.8397990465164185,-1.217793881893158
268,-2.672529617945353,-2.788317600886027
269,-2.3458924293518066,-3.3173083464304605
270,-2.9572900931040444,-2.8970813751220703
271,-2.8012373447418213,-4.302061875661214
272,-3.197468121846517,-4.025659402211507
273,-3.7003706296284995,-3.3091915448506675
274,-1.9923652807871501,-2.291593631108602
275,-3.6044456164042153,-3.0459495385487876
276,-2.8443121115366616,-3.048410495122274
277,-2.8083571592966714,-3.313736359278361
278,-2.3486828804016113,-4.467177549997966
279,-3.022397041320801,-2.8140153090159097
280,-2.573888063430786,-3.27137025197347
281,-1.3835548162460327,-1.7148281733194988
282,-2.3532212575276694,-3.6859846115112305
283,-1.9598047733306885,-2.851831038792928
284,-2.4772063891092935,-3.616995175679525
285,-2.6763619581858316,-2.480123281478882
286,-3.0980540911356607,-3.9850448767344155
287,-1.5950022141138713,-1.9737562735875447
288,-3.3399445215861,-2.704575538635254
289,-3.019294341405233,-3.233565012613932
290,-3.158677101135254,-2.3628432750701904
291,-1.2005650599797566,-1.393090009689331
292,-2.5727404753367105,-3.3059146404266357
293,-2.001280903816223,-2.28825044631958
294,-0.7169521450996399,0.5812763969103495
295,-3.1983527342478433,-3.196850379308065
296,-3.2941160996754966,-2.0841297705968223
297,-3.0572591622670493,-2.1360015869140625
298,-1.9112409353256226,-3.7044310569763184
299,-3.050538698832194,-3.447518507639567
300,-2.0180724064509072,-2.7518546978632608
301,-2.4582701524098716,-2.8428715070088706
302,-2.455167770385742,-1.9566305875778198
303,-2.7448517481486,-4.341431697209676
304,-2.2780962785085044,-4.130108038584392
305,-2.8702926635742188,-3.5605735778808594
306,-2.333824872970581,-3.2462661266326904
307,-2.631367047627767,-2.916785796483358
308,-2.875406185785929,-4.288673798243205
309,-2.683722813924154,-2.23839795589447
310,-3.0843332608540854,-4.823638757069905
311,-1.9757946332295735,-1.745417594909668
312,-3.543525139490763,-4.843671957651774
313,-2.0447709957758584,-3.006388465563456
314,-2.11896546681722,-3.1152446269989014
315,-3.364130973815918,-3.215811570485433
316,-1.7259596983591716,-2.6748361587524414
317,-2.3106656074523926,-2.5699286460876465
318,-3.1968937714894614,-4.164949099222819
319,-2.728776137034098,-3.2929564317067466
320,-2.702321767807007,-3.0535926818847656
321,-1.467045823733012,-2.422014315923055
322,-2.3163638909657798,-3.028898239135742
323,-4.345294157663981,-4.787454605102539
324,-3.199570417404175,-4.374411980311076
325,-2.2778472105662027,-3.426153818766276
326,-2.8344608147939048,-2.095160881678263
327,-2.1443187395731607,-2.0778733491897583
328,-1.9652587175369263,-1.811055302619934
329,-3.020375887552897,-2.9967227776845298
330,-2.616344372431437,-2.370423158009847
331,-1.9241496324539185,-2.223668893178304
332,-2.610276222229004,-2.548740784327189
333,-1.5616277853647869,-1.7664635976155598
334,-1.752678910891215,-2.53138001759847
335,-3.439457337061564,-4.393212636311849
336,-1.2447621027628581,-2.2103856007258096
337,-2.778299887975057,-4.536650816599528
338,-1.658984859784444,-2.542727788289388
339,-3.0482805569966636,-4.539079984029134
340,-2.341199000676473,-1.899259090423584
341,-3.203786849975586,-2.6748886903127036
342,-2.5436607201894126,-2.446221431096395
343,-1.92759903271993,-2.2352774143218994
344,-2.1939826011657715,-2.2041160265604653
345,-2.6007018089294434,-1.518649657567342
346,-0.9200932582219442,-1.4637503623962402
347,-1.8173516591389973,-0.17013657093048096
348,-1.1279580195744832,-0.964791735013326
349,-3.6919942696889243,-3.1115705966949463
350,-3.19621475537618,-4.516429265340169
351,-0.6084704001744589,-1.8866397937138875
352,-1.8725201686223347,-2.12935733795166
353,-2.139894723892212,-2.0121634801228843
354,-1.830944816271464,-3.0948424339294434
355,-2.9778329531351724,-3.597851117451986
356,-1.4391732613245647,-1.3829435507456462
357,-1.828081488609314,-1.8535548448562622
358,-1.4226285616556804,-1.743624170621236
359,-2.566880544026693,-3.8378512064615884
360,-1.2101612091064453,-1.1376384099324544
361,-2.726994593938192,-3.818230152130127
362,-2.1614830493927,-3.5150116284688315
363,-1.9696412483851116,-2.168355186780294
364,-1.4975814024607341,-0.8443436821301779
365,-2.382542530695597,-2.784623861312866
366,-3.055050849914551,-3.7034749190012612
367,-3.6268781820933023,-3.644218921661377
368,-0.8277750809987386,0.8991517225901285
369,-2.486075480779012,-1.9594220320383708
370,-2.9155944188435874,-2.5095502535502114
371,-3.7169838746388755,-3.8004822731018066
372,-2.663618008295695,-2.4053099552790322
373,-2.551280419031779,-2.4206131299336753
374,-2.1998911698659263,-3.47868275642395
375,-2.3842506408691406,-2.4813280502955117
376,-2.3421202500661216,-1.8127670685450237
377,-2.4532975355784097,-1.9360793431599934
378,-3.3512006600697837,-4.0295478502909345
379,-2.6750454107920327,-4.353415250778198
380,-2.744560877482096,-3.246035655339559
381,-1.5222866535186768,-0.6945661703745524
382,-2.1593695481618247,-1.4048893451690674
383,-0.6899181604385376,0.060836032032966614
384,-2.2295053005218506,-2.3313279151916504
385,-2.808231512705485,-3.264409859975179
386,-2.7650004227956138,-3.5503811041514077
387,-1.7214713891347249,-2.7437000274658203
388,-2.02260955174764,-2.39625350634257
389,-1.5033355951309204,-1.9885441064834595
390,-1.3668592770894368,-0.6755812962849935
391,-3.4777610301971436,-3.911491870880127
392,-2.1458962758382163,-3.6510981718699136
393,-2.4620072841644287,-3.3142267068227134
394,-1.7620320320129395,-3.136663834253947
395,-2.9096198081970215,-1.9779843091964722
396,-1.9382384618123372,-3.0142826239267984
397,-3.0289891560872397,-3.807985544204712
398,-2.5169148445129395,-2.496244192123413
399,-2.9860623677571616,-1.2498591740926106
400,-3.9611123402913413,-4.8141045570373535
401,-3.0335697333017984,-2.407737890879313
402,-3.1068915526072183,-2.7468056678771973
403,-2.8197480837504068,-3.763645966847738
404,-1.217018723487854,-1.0659845471382141
405,-1.9020661115646362,-2.9984912872314453
406,-2.8192903995513916,-3.9707981745402017
407,-2.197906494140625,-2.6398030122121177
408,-1.7626041571299236,-2.5743282636006675
409,-2.5508817036946616,-3.872699737548828
410,-2.7834418614705405,-3.737371285756429
411,-2.0347373882929483,-2.9582370122273765
412,-2.5166362126668296,-3.5211825370788574
413,-2.533637205759684,-4.02644681930542
414,-2.8355604807535806,-3.195746660232544
415,-2.7834304173787436,-2.1245888074239097
416,-1.5477066437403362,-2.944704294204712
417,-1.5432191689809163,-1.8029416004816692
418,-2.909303665161133,-3.209514300028483
419,-2.746787150700887,-3.3323022524515786
420,-1.8875412146250408,-2.2228536208470664
421,-1.3416410287221272,-1.902616262435913
422,-3.0482876300811768,-3.8429105281829834
423,-3.4682563145955405,-4.784027576446533
424,-2.7353427410125732,-5.014084974924724
425,-3.2115235328674316,-4.604457378387451
426,-2.2805776596069336,-2.956206957499186
427,-1.9377423127492268,-1.2434782187143962
428,-3.953469196955363,-4.02014700571696
429,-2.5880111853281655,-3.491795619328817
430,-2.895190874735514,-1.6405205527941387
431,-2.7558225790659585,-3.067737023035685
432,-2.8841214179992676,-1.5597580075263977
433,-1.4176271359125774,-3.1884907881418862
434,-2.4203906853993735,-4.151187578837077
435,-2.358145316441854,-3.9652632077534995
436,-2.745598316192627,-3.719822565714518
437,-2.3160101572672525,-2.727205991744995
438,-3.2931501070658364,-4.04485559463501
439,-2.669332981109619,-2.869621753692627
440,-1.6916820208231609,-2.630190372467041
441,-3.157252629597982,-3.2367847760518393
442,-1.6424185434977214,-1.6720185279846191
443,-3.285092910130819,-3.636685609817505
444,-1.9542970657348633,-3.334010283152262
445,-3.0519134203592935,-3.6498522758483887
446,-4.007400751113892,-4.58902629216512
447,-2.4075013796488443,-3.0953540007273355
448,-2.8902499675750732,-3.294289509455363
449,-2.942683378855387,-3.982642650604248
450,-2.7306405703226724,-4.0824821790059405
451,-3.2185142040252686,-3.9439331690470376
452,-3.265275160471598,-2.8701653480529785
453,-2.4597721099853516,-3.225364605585734
454,-3.7357547283172607,-3.9069029490152993
455,-2.342231829961141,-2.985671281814575
456,-1.7828845977783203,-2.334122975667318
457,-1.5907406409581502,-1.5178911487261455
458,-3.3992158571879068,-4.503491163253784
459,-1.7160250743230183,-3.1659328937530518
460,-2.223993460337321,-2.1993254025777182
461,-2.6979002952575684,-3.3317034244537354
462,-2.0952619314193726,-2.1612895329793296
463,-0.7927947243054708,-1.6824329892794292
464,-1.1912647485733032,-1.0862303574879963
465,-3.4003522396087646,-3.4796942869822183
466,-2.800596237182617,-3.706183830897013
467,-1.9629215796788533,-1.881500283877055
468,-0.6368468701839447,-0.4103053907553355
469,-3.7126360734303794,-4.353415648142497
470,-2.406907240549723,-2.6180041233698526
471,-2.8434751828511557,-2.3456791639328003
472,-2.123603343963623,-2.554067333539327
473,-2.2513840993245444,-2.755178928375244
474,-1.9744433561960857,-2.2488744258880615
475,-2.088561693827311,-2.7422587076822915
476,-2.008429924647013,-2.3229936758677163
477,-2.7585533459981284,-2.5739707152048745
478,-2.371755520502726,-3.152776837348938
479,-2.5613887310028076,-1.7846027215321858
480,-1.9552801450093586,-1.9212238589922588
481,-2.659801483154297,-0.8551331460475922
482,-1.7893293301264446,-2.0930453141530356
483,-2.6019488175710044,-3.0032992362976074
484,-2.6215577125549316,-4.794704755147298
485,-2.2790557543436685,-2.1421517531077066
486,-1.217780073483785,-1.2438659469286601
487,-2.5720409552256265,-3.01735512415568
488,-2.8162355422973633,-3.3737247784932456
489,-3.3011558850606284,-3.2328741550445557
490,-2.7071014245351157,-3.4823950131734214
491,-2.066800276438395,-2.6626559098561606
492,-2.636474370956421,-2.7881112098693848
493,-1.695505936940511,-2.903733770052592
494,-2.184277613957723,-1.593305508295695
495,-3.4682657718658447,-4.096354564030965
496,-3.5030017693837485,-4.436625083287557
497,-2.8594961961110434,-3.232898791631063
498,-1.7925725380579631,-3.0216246445973716
499,-3.0306464036305747,-2.986888567606608
500,-2.479270617167155,-2.7015445232391357
501,-1.7006925741831462,-2.738208532333374
502,-2.5282162030537925,-2.4052168130874634
503,-2.428389072418213,-2.8409671783447266
504,-2.4078412850697837,-3.467181126276652
505,-1.9311521450678508,-2.2655986150105796
506,-2.857724905014038,-3.7035017808278403
507,-1.2378119627634685,-2.2092387676239014
508,-2.2719739278157554,-3.119637409845988
509,-3.707316795984904,-5.394160429636638
510,-3.5682335694630942,-4.10453995068868
511,-1.9070743322372437,-2.3920896848042807
512,-2.740565061569214,-4.540621439615886
513,-1.0251260201136272,-1.8821959892908733
514,-2.865666389465332,-3.8434314727783203
515,-1.2625447909037273,-2.2352260748545327
516,-2.361555496851603,-3.889228185017904
517,-2.003524581591288,-1.1292624274889629
518,-1.782590349515279,-2.3666205406188965
519,-3.921109676361084,-4.424674987792969
520,-1.3623082240422566,-1.704722007115682
521,-2.6130810578664145,-2.5477096239725747
522,-2.2249306042989097,-2.514620542526245
523,-1.798091173171997,-3.3769176801045737
524,-2.3589030106862388,-1.8829912741978962
525,-2.9776532649993896,-2.5911484559377036
526,-2.3127032121022544,-1.4133937358856201
527,-3.3766068617502847,-2.8839210669199624
528,-1.9352664550145466,-2.9632407824198403
529,-1.566102385520935,-2.3477131525675454
530,-2.569415807723999,-1.941126028696696
531,-1.947200059890747,-2.1228668093681335
532,-2.6059621969858804,-3.4031543731689453
533,-2.107763171195984,-2.6339406967163086
534,-2.403893311818441,-2.44237744808197
535,-2.464347998301188,-2.9390416145324707
536,-2.8809810479482016,-2.604690353075663
537,-2.6194231510162354,-2.121673663457235
538,-2.6497304439544678,-2.339775800704956
539,-3.8155723412831626,-4.66646941502889
540,-3.0903573036193848,-2.9258817036946616
541,-1.9644443988800049,-3.397371451059977
542,-3.1180034478505454,-3.3409668604532876
543,-3.379789113998413,-3.4805728594462075
544,-3.119448264439901,-3.2122321923573813
545,-2.9740963776906333,-4.095607280731201
546,-2.314799944559733,-0.7145685652891794
547,-2.1465657552083335,-2.797822912534078
548,-2.073471109072367,-2.084756096204122
549,-2.2043089469273887,-2.5868669748306274
550,-1.942540446917216,-3.591377019882202
551,-2.9184607664744058,-4.04186487197876
552,-1.5356826782226562,-3.3503530820210776
553,-2.8890199661254883,-3.344394048055013
554,-3.931959629058838,-2.794281085332235
555,-2.531548261642456,-2.591705322265625
556,-2.1583238442738852,-2.8043383757273355
557,-2.841367165247599,-3.2265007495880127
558,-1.9082835912704468,-2.437948783238729
559,-2.4563118616739907,-2.6043899059295654
560,-2.367727597554525,-1.9350368579228718
561,-1.2190159956614177,-1.4704309701919556
562,-2.2703212896982827,-2.9614083766937256
563,-2.15733273824056,-1.5997039079666138
564,-0.5097908874352773,-1.6239543358484905
565,-1.9246049324671428,-2.8195462226867676
566,-2.4618801275889077,-2.278995156288147
567,-1.008337140083313,-1.371868630250295
568,-2.420730988184611,-2.056135336558024
569,-1.5158926645914714,-1.8084168036778767
570,-4.2609788576761884,-5.439314683278401
571,-2.4665726820627847,-3.923014243443807
572,-3.246302843093872,-3.372391621271769
573,-1.9793425401051838,-2.4572461446126304
574,-2.3275093237559,-2.3655174175898233
575,-2.9898197650909424,-4.244220733642578
576,-2.2937124570210776,-2.4780844847361245
577,-1.6439977089564006,-3.380330244700114
578,-2.6995928287506104,-3.009040911992391
579,-3.036825100580851,-2.9209585984547934
580,-1.6898285547892253,-2.191420396169027
581,-2.057121475537618,-2.028585910797119
582,-1.738001028696696,-3.2136600812276206
583,-2.4355291525522866,-2.532878319422404
584,-2.8844330310821533,-3.348580082257589
585,-2.2837796211242676,-3.285994052886963
586,-1.0636945962905884,-1.302057107289632
587,-2.031811793645223,-1.9023762146631877
588,-2.528080781300863,-3.223560094833374
589,-2.5536468823750815,-2.4931689898173013
590,-2.7765215237935386,-3.6511715253194175
591,-2.733274221420288,-2.7575953006744385
592,-1.6451695760091145,-0.8005816141764323
593,-2.0481009085973105,-2.392918268839518
594,-1.8915242354075115,-1.7747957309087117
595,-2.4970165888468423,-3.8555830319722495
596,-1.6173434654871623,-1.889116605122884
597,-2.6309894720713296,-2.538670301437378
598,-3.0440876483917236,-4.011861085891724
599,-3.1237308979034424,-3.5723086992899575
600,-1.2518784205118816,-1.002368450164795
601,-2.3316776752471924,-2.588909109433492
602,-3.1260889371236167,-2.812771121660868
603,-1.5833552678426106,-2.0087900956471763
604,-2.060058116912842,-1.4277615745862324
605,-1.8046123186747234,-0.8630164662996928
606,-1.1178932785987854,-1.751328428586324
607,-1.3393566211064656,-0.8352528611818949
608,-2.208198149998983,-1.4560106595357258
609,-1.6147239605585735,-1.5923518141110737
610,-2.1624821027119956,-1.433234969774882
611,-2.001712203025818,-0.2611410816510518
612,-1.5923023223876953,-0.7782028913497925
613,-1.615253488222758,-1.2206742366154988
614,-2.2463502089182534,-0.8678759535153707
615,-1.519407590230306,-1.227034608523051
616,-2.099899927775065,-0.6997334957122803
617,-1.9090783993403118,-1.9119940201441448
618,-1.22723384698232,-0.9691761334737142
619,-0.24211067457993826,-1.6534459988276164
620,-1.0032818118731182,0.1604717175165812
621,-1.0654156804084778,-0.31521384914716083
622,-2.3556693394978843,-3.1849709351857505
623,-3.3695622285207114,-2.7002029418945312
624,-0.8955480058987936,0.5549338137110075
625,-0.50588591893514,-0.056644817193349205
626,-1.73531969388326,-2.000688831011454
627,0.4800237814585368,0.9654163122177124
628,-1.3681799570719402,-2.1604159275690713
629,-1.2824268738428752,-1.43993212779363
630,-0.4805457691351573,0.04170655210812887
631,-1.3184120655059814,-1.8037134011586506
632,-1.94499405225118,-2.166717608769735
633,-1.7177878220876057,-1.3067235549290974
634,-1.0037550528844197,-0.0489386518796285
635,-0.4387316107749939,0.0818021794160207
636,-1.8681966066360474,-1.2349172234535217
637,-0.512079119682312,0.12587619200348854
638,-1.2116951147715251,-0.7091898719469706
639,-1.0707026521364849,-0.6049612363179525
640,-1.0275008877118428,-0.01042818029721578
641,-1.133501410484314,-1.2669212023417156
642,-3.0641635258992515,-2.033596913019816
643,-2.667506138483683,-1.2383998036384583
644,-1.0745191772778828,-0.3932220737139384
645,-1.7288780609766643,-0.20225186149279276
646,-1.6125301917394002,-0.32633183399836224
647,-0.9317671457926432,-0.851171463727951
648,-0.7120636701583862,-0.2840885917345683
649,-0.05058525875210762,-0.15540904800097147
650,-1.6878954966862996,-1.326343019803365
651,-0.07376236841082573,1.2137871980667114
652,-0.388169805208842,-0.15685415267944336
653,-0.2656848554809888,1.0461389621098836
654,-1.07369468609492,-2.0814141035079956
655,-2.7774957021077475,-1.7783653338750203
656,-2.313106139500936,-2.050406893094381
657,-2.404592275619507,-2.3724632263183594
