U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,low_plausibility_evidence_tier,original_tuna_prior_pair,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank,tuna_original_rank
context,Q16236,U,False,False,,False,32,AP1B1,949,e497c7601b7620b1ed2a7db31581a05c54d223b33187571556c35e2f2807bacd,Q10567,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-0.9540689587593079,-0.042806426684061684,0.44355255365371704,-3.7937099933624268,-9.161749839782715,-3.8602335453033447,-5.605231126149495,127.0,170.0,148.0,347.0
context,Q16236,U,False,False,,False,33,INVS,1065,1468fc0f4b1418f22e4150aa0d1831171ec56c4a2841a43874084c133c12fa40,Q9Y283,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-0.7345757087071737,0.41280925273895264,0.5392574071884155,-4.755807399749756,-4.753864765167236,-5.7829108238220215,-5.097527662913005,87.0,102.0,97.0,126.0
context,Q16236,U,False,False,,False,34,COG5,860,b3943cba7cfe58cc09f8ad7ae2ff0b339c8ca3c562ed0ab0c0d9e46780a92b5c,Q9UP83,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-2.082932194073995,-0.0719744861125946,0.3397228419780731,-5.347081184387207,-9.787723541259766,-7.720376968383789,-7.618393898010254,331.0,172.0,377.0,444.0
context,Q16236,U,False,False,,False,35,PLEKHA5,1116,def0cf4e9d2a94e50073d2285623595af689d67b34d9bd8b5b10eaee0487735e,Q9HAU0,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-0.17285708089669546,-0.2739398082097371,0.38382887840270996,-4.4079790115356445,-9.836602210998535,-7.184910774230957,-7.143163998921712,29.0,198.0,346.0,422.0
context,Q16236,U,False,False,,False,36,GMPPA,420,0519dfa64eaa945237e2e4b52f8e792a2c595ad8964c4c2fa2c8a5f40527076a,Q96IJ6,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.2166962226231892,0.9257248838742574,0.580241322517395,-4.235064506530762,-7.766453742980957,-2.6592864990234375,-4.886934916178386,171.0,44.0,71.0,65.0
context,Q16236,U,False,False,,False,37,IREB2,963,cd6585b350bad3e1acf73051a0b44ee9cf643b3ad18a7d9d30b591b96297f3d4,P48200,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.938079833984375,0.047833253939946495,0.5638869404792786,-3.998053789138794,-7.4692301750183105,-4.698247909545898,-5.388510624567668,311.0,157.0,127.0,81.0
context,Q16236,U,False,False,,False,38,FEM1B,627,b2b44238bb5da621124bba144903e49d5ecdac9380ec7fd3bbac7ef4dc8469c0,Q9UK73,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.8630959590276082,-0.8991111715634664,0.6344941854476929,-3.173208475112915,-7.560398101806641,-4.338531017303467,-5.024045864741008,300.0,303.0,85.0,14.0
context,Q16236,U,False,False,,False,39,CORO1B,489,5f6e8bb085305ea96f78aa318dc967b3f174b3f79a16c1ff1b234bec6eccf7c2,Q9BR76,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-0.8038256168365479,0.2758576770623525,0.4528326988220215,-2.378188371658325,-6.595033645629883,-6.214108943939209,-5.062443653742473,103.0,122.0,92.0,331.0
context,Q16236,U,False,False,,False,40,SNCAIP,919,e56da16b8752e25939b8a50ed89eaa5e36330441fe613aad76a6735f00f896e0,Q9Y6H5,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.8195305665334065,-1.2487372358640034,0.6743009090423584,-3.507035732269287,-6.893345832824707,-4.538409233093262,-4.979596932729085,288.0,348.0,80.0,1.0
context,Q16236,U,False,False,,False,41,NLRP12,1061,bce6651626bc9258af23c58ddfbca47d706459e69af5549240221e21b61f6d46,P59046,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.3400243123372395,0.19019953409830728,0.6001600623130798,-3.6718571186065674,-6.910792350769043,-3.3940694332122803,-4.65890630086263,199.0,132.0,58.0,38.0
context,Q16236,U,False,False,,False,42,CPSF7,471,91afa9c2866d405a99bc80d522153e62749cb0970635f9feff16b3eba4bf7ad7,Q8N684,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-0.03457514320810636,0.3395708501338959,0.3624717891216278,-3.220410108566284,-8.436012268066406,-5.865218639373779,-5.84054700533549,20.0,108.0,187.0,435.0
context,Q16236,U,False,False,,False,43,TTLL7,887,41dc1be0aa3f6760cb915e10ae2cd6a1136b6a19674b76e65fcb5321d9b1d3fe,Q6ZT98,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.8640809853871663,-1.4458431800206502,0.4954240918159485,-3.749577522277832,-10.36950969696045,-7.218095779418945,-7.112394332885742,301.0,368.0,342.0,242.0
context,Q16236,U,False,False,,False,44,KSR1,923,f5b9ef90541de0d28c48767fd4101cef15a55f757e812a3fe3e9607606bd4fcd,Q8IVT5,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.426676630973816,0.11733045180638631,0.5805319547653198,-4.124862194061279,-9.955077171325684,-7.8911237716674805,-7.323687712351481,220.0,144.0,360.0,63.0
context,Q16236,U,False,False,,False,45,XPOT,962,451912be6993a796cd406ab971e983870033489574db6a2cac25d8d1522481df,O43592,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-2.680159568786621,-1.4841660857200623,0.5128792524337769,-3.228875160217285,-8.327009201049805,-4.137333869934082,-5.231072743733724,407.0,375.0,112.0,195.0
context,Q16236,U,False,False,,False,46,PTPN6,595,873bef273384813c628cffa267d1f3874bec2cfae71a85031e57cbe4fcde5968,P29350,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.1773350636164348,0.3239517460266749,0.5439569354057312,-3.713514804840088,-6.207793712615967,-5.331955909729004,-5.084421475728353,162.0,113.0,94.0,117.0
context,Q16236,U,False,False,,False,47,PCSK1,753,b063d79f109745b7da079ec57a531b65242c7e6587ac6f0a33ad292e48bf64d0,P29120,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-0.7457242409388224,-0.4954265356063843,0.4951114058494568,-4.141889572143555,-12.919658660888672,-10.645539283752441,-9.235695838928223,91.0,233.0,437.0,243.0
context,Q16236,U,False,False,,False,48,DCX,365,3e069b5117dab033c768eef4c0cb6b56a65350f7ffd5164bb144149b2c24c85f,O43602,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-0.44631727536519367,-0.8287261923154196,0.550733745098114,-3.679314374923706,-9.202847480773926,-4.590622425079346,-5.824261426925659,47.0,292.0,182.0,106.0
context,Q16236,U,False,False,,False,49,CARNMT1,409,480b955f6b56cd604a59a8c84f81672fe6f96075f6896480468d97d0c30c4b35,Q8N4J0,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.3302549123764038,0.9869680404663086,0.5617456436157227,-2.7956693172454834,-7.703596115112305,-6.994014739990234,-5.831093390782674,196.0,39.0,185.0,87.0
context,Q16236,U,False,False,,False,50,IQUB,791,114c55c9d5d07582525c61e2f5577c0d99993a561c92af28f1c8dabb045d4d3b,Q8NA54,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.387446363766988,-0.41294501225153607,0.43854352831840515,-4.07138729095459,-6.750768661499023,-5.843095302581787,-5.555083751678467,209.0,220.0,142.0,354.0
context,Q16236,U,False,False,,False,51,ARHGAP1,439,b30218c6a4ac6986a22e325749596a5f8b7a82081ac35ebde1c533283c619a8a,Q07960,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-2.075960636138916,-0.8840749263763428,0.5634251236915588,-1.9354338645935059,-6.082389831542969,-7.070820331573486,-5.029548009236653,329.0,301.0,88.0,85.0
context,Q16236,U,False,False,,False,52,NRBP1,535,0842ee4957bd0a61fee1bd615a60b13b506c0b8c8c28c7a046ceaceb764740c6,Q9UHY1,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-2.0161207914352417,-0.2736238141854604,0.5896989703178406,-3.2165093421936035,-8.935580253601074,-4.816604137420654,-5.65623124440511,322.0,197.0,157.0,50.0
context,Q16236,U,False,False,,False,53,TBC1D31,1066,bd2c3d466cedcd9a1d08eed0b14327ce566086af3e25c06f7d557408ba33709c,Q96DN5,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.2207158009211223,0.1528752644856771,0.5012176632881165,-4.6610798835754395,-9.273426055908203,-6.453658103942871,-6.796054681142171,174.0,135.0,308.0,227.0
background,Q16236,U,False,False,,False,54,PDE1A,535,ee8218326bf57beda752d1ae909a803ca19bb1bde2e901f413a4663c03afa2ba,P54750,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.3462446530659993,-0.46681052446365356,0.5181628465652466,-5.326724529266357,-8.67282485961914,-8.89381217956543,-7.631120522816976,202.0,227.0,381.0,182.0
background,Q16236,U,False,False,,False,55,VNN1,513,57e21200805781ce80faed3af246dedc30689cf64c36b9e312ea1c1bfb5ae4fa,O95497,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-3.0936742623647056,-2.539326032002767,0.4551008343696594,-4.262825012207031,-7.113898754119873,-9.522951126098633,-6.966558297475179,427.0,440.0,327.0,322.0
background,Q16236,U,False,False,,False,56,ZNF221,617,ed16aab65e336c66862d5e31369584f2876f26225b7011ba26c27dc3051ecbc5,Q9UK13,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.8880845308303833,-1.5842647949854534,0.4811580777168274,-4.059183120727539,-4.113609313964844,-5.166400909423828,-4.44639778137207,304.0,386.0,43.0,271.0
background,Q16236,U,False,False,,False,57,U2AF2,475,d0ab90ec41dfb6e98da7a058eb1157f61190d5bddb6f07671e674e95f21efb3b,P26368,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-1.509535551071167,-1.1212293704350789,0.42968499660491943,-4.836666107177734,-7.034185409545898,-3.4886672496795654,-5.119839588801066,231.0,330.0,101.0,366.0
background,Q16236,U,False,False,,False,58,DRG2,364,303ae63f1629286780e4f0e01a796e4b1f6a7074139c52630b43ea56d4ba46d4,P55039,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-2.5593113899230957,-1.675081690152486,0.4981256425380707,-5.4412970542907715,-7.474086761474609,-8.504389762878418,-7.1399245262146,396.0,394.0,345.0,238.0
background,Q16236,U,False,False,,False,59,SLC25A29,303,06784916bde8b7401551e728cff366f169c5136d21e2cc07a01b8e2f0ac4e17a,Q8N8R3,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-3.5688771406809487,-2.9221764405568442,0.4778743386268616,-5.783390998840332,-9.173709869384766,-6.988867282867432,-7.315322717030843,445.0,449.0,358.0,276.0
background,Q16236,U,False,False,,False,60,CSGALNACT1,532,5ab42db660375a3e0740490113b8602627e57f5f084239a564330ee925b2ae0d,Q8TDX6,False,KEAP1,624,549dc2f31d2981e3cd99a62ea027bf7d8a5cd3b7232c910e4a3fbec108f88c17,Q14145,original_six,False,-2.2617715199788413,-0.5334457258383433,0.37164396047592163,-3.095202922821045,-13.305069923400879,-13.065531730651855,-9.821934858957926,362.0,242.0,445.0,431.0
