U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,low_plausibility_evidence_tier,original_tuna_prior_pair,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank,tuna_original_rank
context,Q99728,U,False,False,,False,39,MX2,715,9cafa4716b0b4bc85b1c4b7163ac8bc835083bb53e3ba458eb03af0580321885,P20592,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.6443156003952026,-1.508098880449931,0.5013142228126526,-7.284438610076904,-8.235433578491211,-7.0930376052856445,-7.537636597951253,132.0,146.0,170.0,107.0
context,Q99728,U,False,False,,False,40,HSF1,529,e1332cd2b231cf13fb9f6a650c37a5841475fb58fa1b96299a204bf851ec62d1,Q00613,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.039116660753886,-0.6314192612965902,0.42592987418174744,-4.304870128631592,-8.962565422058105,-5.21940803527832,-6.162281195322673,45.0,44.0,56.0,179.0
context,Q99728,U,False,False,,False,41,ZNF222,451,e2a70849dec3ee0aa1430e01fbf2d7c1da51f9466ad41d046e73125d573791ab,Q9UK12,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,0.03880853081742922,-0.797689159711202,0.5494140982627869,-5.370882034301758,-3.87662410736084,-5.027941703796387,-4.758482615152995,6.0,59.0,11.0,70.0
context,Q99728,U,False,False,,False,42,THOC1,657,db786d1ef2bb66259dcedd75fa4015de64f47f783058ac8aacd4d743c656ab87,Q96FV9,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.8756262063980103,-0.7991189360618591,0.36850908398628235,-5.7077436447143555,-6.564496040344238,-7.362617492675781,-6.544952392578125,171.0,60.0,78.0,240.0
context,Q99728,U,False,False,,False,43,FBXO38,1188,0068ad7d9d6fb925e4dd832427e70f7f9ce5b298fea416c536348caf3683000c,Q6PIJ6,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.8207337061564128,-0.853255013624827,0.431022584438324,-5.908432483673096,-8.118326187133789,-5.712338447570801,-6.5796990394592285,163.0,65.0,81.0,175.0
context,Q99728,U,False,False,,False,44,INPPL1,1258,90eb126213d7187353b8576a84b049128ad4419ba9c6fa21828cb4ac658a32a5,O15357,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-2.768999973932902,-2.21796186765035,0.27266475558280945,-9.722004890441895,-9.689469337463379,-8.695460319519043,-9.368978182474772,326.0,247.0,340.0,328.0
context,Q99728,U,False,False,,False,45,DTL,730,214dcc052e189a0f2bbfd51e48b60843f587d8c18d2dbba10c5caa7831f0b28e,Q9NZJ0,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-2.1810315450032554,-1.234575629234314,0.5186418890953064,-7.619280815124512,-7.25210428237915,-8.645023345947266,-7.838802814483643,218.0,113.0,203.0,98.0
context,Q99728,U,False,False,,False,46,CDK11A,783,beaadd7a1ba2db12e3477e0c1a2bab941db05c7abc017685aca3dfdf2f0f02fc,Q9UQ88,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.4712897141774495,-2.0472371180852256,0.5805854201316833,-8.412423133850098,-9.196578979492188,-8.703850746154785,-8.77095095316569,105.0,227.0,287.0,39.0
context,Q99728,U,False,False,,False,47,GCM2,506,6b9b0f6eb8c91c3816a1a52290e92f8631e4983b97e08bc3121e9fdeea5fddd7,O75603,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-3.0686610539754233,-3.380688269933065,0.5462425351142883,-7.388023376464844,-5.836446285247803,-6.4602179527282715,-6.561562538146973,364.0,395.0,80.0,73.0
context,Q99728,U,False,False,,False,48,MYBL1,752,b419535583576b54f9ec4fc2f823d9a0fb20d8ce70a71a6515e28aefd752a3d5,P10243,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-0.8946810563405355,-1.906924804051717,0.589871883392334,-5.983610153198242,-6.272982120513916,-6.241487503051758,-6.166026592254639,34.0,211.0,57.0,28.0
context,Q99728,U,False,False,,False,49,USP25,1055,a0f81f5f3f729e811b03e4ec40869e2cb705c6591f53b3b42f5c5e650b6e0f6e,Q9UHP3,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-0.7843390703201294,-0.5083462968468666,0.49299514293670654,-5.6462082862854,-9.971450805664062,-5.927128314971924,-7.181595802307129,25.0,35.0,127.0,114.0
context,Q99728,U,False,False,,False,50,USP8,1118,75d3870bdf21bdba60fa8975a7abe3b7be6183613427ad745a98f97bc7659331,P40818,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-0.9307667016983032,-1.055302123228709,0.48000368475914,-4.313482761383057,-7.974093914031982,-6.197338581085205,-6.161638418833415,35.0,89.0,55.0,135.0
context,Q99728,U,False,False,,False,51,LHX5,402,2f612d60538c739c8e1d970fa243ce79dd00497a7ff968fb3c2762c8b1ca0970,Q9H2C1,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-0.5256396532058716,0.2918862501780192,0.3280477821826935,-5.65445613861084,-6.573545932769775,-7.363537788391113,-6.530513286590576,16.0,9.0,77.0,277.0
context,Q99728,U,False,False,,False,52,POLD3,466,6680c385eb2aadede95bdb264e3870b65d4657ee553784e91719abf88a67848e,Q15054,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.6375701030095418,-1.4068649212519329,0.5670607686042786,-4.5816874504089355,-6.404349327087402,-6.735383987426758,-5.907140254974365,130.0,130.0,38.0,51.0
context,Q99728,U,False,False,,False,53,BRF2,419,9ad4c07db22299e10a34d49ca8ae0abd45151bc8d205e83894358b16cdf29d9a,Q9HAW0,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-0.8397541443506876,0.49636709690093994,0.49361467361450195,-6.311934947967529,-5.524888038635254,-4.151682376861572,-5.329501787821452,29.0,6.0,22.0,112.0
background,Q99728,U,False,False,,False,54,AHI1,1196,2c1160aaeeb0fccb2db563b97c46bed9dc3cf0f1565c129947fbc60992c94535,Q8N157,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.6950925588607788,-1.2070503234863281,0.49596890807151794,-7.687370300292969,-10.16831111907959,-4.631894588470459,-7.495858669281006,139.0,110.0,165.0,109.0
background,Q99728,U,False,False,,False,55,SEMA5B,1151,e130baba06b6023b8c9701f4ce55f458f8e89ccf7613f430aebba9736f5e10fb,Q9P283,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-2.9384432633717856,-2.7392374674479165,0.2412271946668625,-7.793835163116455,-9.564657211303711,-9.50135612487793,-8.953282833099365,354.0,325.0,302.0,358.0
background,Q99728,U,False,False,,False,56,PRIM2,509,f655c010e88eb41d43074f22bc956d23f7a2f7207987efd3c681df1f89a8fbaf,P49643,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-0.38716790576775867,-0.49580750862757367,0.4164472222328186,-4.625644683837891,-6.558149814605713,-8.167911529541016,-6.450568675994873,13.0,34.0,72.0,190.0
background,Q99728,U,False,False,,False,57,PIPOX,390,bdc3f474ab2c309a04c71b189b1b8b65e2b250ab8ac6e11dc80225a0780b8e11,Q9P0Z9,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-3.355370044708252,-3.342365582784017,0.37900394201278687,-7.400927543640137,-10.220352172851562,-7.921070098876953,-8.514116605122885,392.0,387.0,267.0,223.0
background,Q99728,U,False,False,,False,58,SREBF2,1141,6d5bd13c37b38aedead679c6ad09370938dde3972e33c3aed1130102745e9d8c,Q12772,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.5298982461293538,-0.9794293642044067,0.3831078112125397,-8.175429344177246,-8.825562477111816,-7.365363597869873,-8.122118473052979,114.0,79.0,227.0,216.0
background,Q99728,U,False,False,,False,59,ERICH6,663,be57572441bc7c810d982a5134675a4141558ee7b3fe59a7c2364c5df1e30cf8,Q7L0X2,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.901029149691264,-1.9053223530451457,0.553123950958252,-7.582639217376709,-7.309395790100098,-5.073676586151123,-6.655237197875977,174.0,210.0,92.0,65.0
background,Q99728,U,False,False,,False,60,ANKMY2,441,9243e22df71bd7084e37826c7dbf68c5fa22d3e4851d90039f9417d683001295,Q8IV38,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-1.9352583090464275,-1.4320168693860371,0.3929779529571533,-6.358731746673584,-8.589594841003418,-7.412476539611816,-7.453601042429606,179.0,133.0,159.0,208.0
background,Q99728,U,False,False,,False,61,WDR72,1102,6f9438144ac6b921cf36fd8189aacb1b9f162a06be23e84f2a54762afa8ae6e4,Q3MJ13,False,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,original_six,False,-3.108108123143514,-1.8214174906412761,0.4711979031562805,-7.709407806396484,-9.106870651245117,-6.639773845672607,-7.818684101104736,368.0,195.0,202.0,143.0
