U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,low_plausibility_evidence_tier,original_tuna_prior_pair,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank,tuna_original_rank
context,Q00987,U,False,False,,False,11,RBFOX2,390,5f87bc1f67cbb22195abcb4b9134c3bff70c5474369e26fcd2a2b2a1dc102b23,O43251,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.2463502089182534,-0.8678759535153707,0.5574474930763245,-7.702282428741455,-14.000263214111328,-6.36116361618042,-9.354569753011068,292.0,149.0,311.0,95.0
context,Q00987,U,False,False,,False,12,FEZF2,459,f7df69f1360e2407684f90998a3b6bed2d2763a901af74bb334e5fe6edfe38ec,Q8TBJ5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.519407590230306,-1.227034608523051,0.5806280970573425,-7.793402194976807,-9.62044620513916,-7.693487644195557,-8.369112014770508,149.0,180.0,226.0,76.0
context,Q00987,U,False,False,,False,13,ACTB,375,d498c40159d7c993d9e7e36afbe2f4921d5e81e6ab08d5388cbab47cc0234a92,P60709,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.099899927775065,-0.6997334957122803,0.32211917638778687,-8.368374824523926,-7.242136478424072,-6.724168300628662,-7.44489320119222,264.0,128.0,150.0,386.0
context,Q00987,U,False,False,,False,14,CCNE2,404,06a577daa4cba0a37137d8435e01211192b527430f9ee8ba73a31e0bb0491d27,O96020,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.9090783993403118,-1.9119940201441448,0.5657172203063965,-9.131394386291504,-9.792338371276855,-7.3397603034973145,-8.75449768702189,228.0,301.0,266.0,86.0
context,Q00987,U,False,False,,False,15,ZNF440,595,9da48caddd8fd6c7bcf146463d1918a1b2d80ab78ca4b9ee844b2b5cd632b7d2,Q8IYI8,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.22723384698232,-0.9691761334737142,0.5045166611671448,-3.3538172245025635,-7.18467378616333,-4.408663272857666,-4.98238476117452,104.0,156.0,7.0,157.0
context,Q00987,U,False,False,,False,16,CRNKL1,848,fddfbfc860c997860fa9fa4a7e096bfd29431eb00a7021bf5b2986ae4cc110f3,Q9BZJ0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.24211067457993826,-1.6534459988276164,0.3222297430038452,-6.983421802520752,-11.46118450164795,-7.258520603179932,-8.567708969116211,14.0,250.0,248.0,385.0
context,Q00987,U,False,False,,False,17,ZNF784,323,f35113f5f233674d00a0ad4a32aa190b881d888ebaee2a58667519a4c8224a9f,Q8NCA9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0032818118731182,0.1604717175165812,0.4926047623157501,-4.877525329589844,-10.022260665893555,-6.436922073364258,-7.112236022949219,65.0,40.0,118.0,174.0
context,Q00987,U,False,False,,False,18,NUFIP2,695,ba6fc261ec304fe6b2c251fe71b6162f5f981b6fd471dd45b3f0820e4c6ea556,Q7Z417,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0654156804084778,-0.31521384914716083,0.386292964220047,-8.782231330871582,-7.515510559082031,-5.583224296569824,-7.2936553955078125,74.0,81.0,132.0,316.0
context,Q00987,U,False,False,,False,19,RPS6,249,17b2646f1af19ebb06cc17eaeb5386e888277d00ffc519b3aa049b653ffa72d2,P62753,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3556693394978843,-3.1849709351857505,0.5229591131210327,-8.214699745178223,-8.911657333374023,-6.276702404022217,-7.801019827524821,317.0,417.0,183.0,136.0
context,Q00987,U,False,False,,False,20,ZNF724,619,9df3a8bf80c2b4b21bf50549826b89f14fbe69ce9006a118049df57915e6d54e,A8MTY0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.3695622285207114,-2.7002029418945312,0.47708311676979065,-7.101616382598877,-7.953744888305664,-3.8828887939453125,-6.312750021616618,423.0,380.0,55.0,194.0
context,Q00987,U,False,False,,False,21,BRD2,801,8f2e0977834e932b19f9a7b8f8e5b9ed6eb97c7c2aaedddbead55aa8e21898bc,P25440,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.8955480058987936,0.5549338137110075,0.5775616765022278,-4.22346830368042,-8.240721702575684,-5.4734272956848145,-5.97920576731364,52.0,22.0,38.0,78.0
context,Q00987,U,False,False,,False,22,TRAIP,469,7c0e0004f34acc3a183f86da852c57ddb1fed6307f7af8a1a9cd669852148989,Q9BWF2,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.50588591893514,-0.056644817193349205,0.5068814158439636,-5.329413414001465,-4.339371681213379,-5.848740100860596,-5.1725083986918134,27.0,57.0,13.0,152.0
context,Q00987,U,False,False,,False,23,COPS7B,264,dfa862496d53797ccfc4223e8bb15a97310e6a6671f946229158525fbe2d5bc7,Q9H9Q2,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.73531969388326,-2.000688831011454,0.5054044127464294,-10.16388988494873,-11.03525447845459,-7.164493560791016,-9.454545974731445,191.0,314.0,319.0,155.0
context,Q00987,U,False,False,,False,24,HOXB5,269,d08aac8fd794a4827ef333fc4da5c6f1a8b82d8fc334bd88d8c9ab8fff610c20,P09067,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,0.4800237814585368,0.9654163122177124,0.5699043273925781,-5.107936859130859,-6.736842155456543,-4.463301658630371,-5.436026891072591,2.0,14.0,19.0,83.0
context,Q00987,U,False,False,,False,25,DPH1,438,e19de3ab84b0e049bc9055670f478e1cab163f1dacd10045ba67830c34bb1c8a,Q9BZG8,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3681799570719402,-2.1604159275690713,0.4328612983226776,-9.577890396118164,-8.472260475158691,-8.035664558410645,-8.695271809895834,125.0,339.0,256.0,254.0
context,Q00987,U,False,False,,False,26,POLD2,469,bf61fb61c92fa42d0e1fd10eaea77cc9eefb3e3baaefd15b1f8a494e6aa58a33,P49005,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.2824268738428752,-1.43993212779363,0.44886335730552673,-10.314552307128906,-10.862776756286621,-5.648134231567383,-8.941821098327637,105.0,217.0,284.0,233.0
context,Q00987,U,False,False,,False,27,ALKBH1,389,200f961262aa2415b054550243782b7cf0fc516376a3ca3a700692b87a373b5f,Q13686,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.4805457691351573,0.04170655210812887,0.7178202271461487,-8.290260314941406,-9.143508911132812,-5.425816535949707,-7.619861920674642,25.0,46.0,163.0,2.0
context,Q00987,U,False,False,,False,28,SP2,613,ba77f0f538d1974989dda05f42329db84aeabef9e27caf096d64661a2cea2798,Q02086,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3184120655059814,-1.8037134011586506,0.5497514605522156,-6.192704677581787,-8.695220947265625,-6.333232879638672,-7.073719501495361,116.0,287.0,110.0,98.0
context,Q00987,U,False,False,,False,29,NASP,788,352ef2c6a41b88338aa5c91aad65c5767775a1c964a30fb15698581dbf513e58,P49321,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.94499405225118,-2.166717608769735,0.4535715579986572,-9.118217468261719,-11.121074676513672,-6.298135757446289,-8.84580930074056,238.0,341.0,275.0,226.0
context,Q00987,U,False,False,,False,30,NSMCE1,266,d53b4039fc6e3e66f4fedf4fdeeb439cf459bdc21ce23fd81b1b842009c49dd4,Q8WV22,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7177878220876057,-1.3067235549290974,0.4946901202201843,-6.7812275886535645,-5.9079909324646,-6.74611759185791,-6.478445370992024,188.0,192.0,69.0,173.0
context,Q00987,U,False,False,,False,31,RNGTT,597,28bd3ea820ac63f2f744f71a28ee053057ab569b0a13a8fbe1e26a66b6f4f2f4,O60942,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0037550528844197,-0.0489386518796285,0.7464011907577515,-4.252933502197266,-7.822964668273926,-2.1513819694519043,-4.742426713307698,66.0,55.0,4.0,1.0
context,Q00987,U,False,False,,False,32,ARIH1,557,15ac069d5e164329f58acd6791740dee51a2430b7d21850982f9c120722c272a,Q9Y4X5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.4387316107749939,0.0818021794160207,0.6654614210128784,-5.650343894958496,-11.645380973815918,-3.940951108932495,-7.07889199256897,22.0,44.0,112.0,10.0
context,Q00987,U,False,False,,False,33,SMU1,513,eca765c8774268c7b896afdd9de47ffe7860d58a05c2ce4bfb651725871e222b,Q2TAY7,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.8681966066360474,-1.2349172234535217,0.5718328356742859,-9.857526779174805,-10.708645820617676,-7.941944599151611,-9.502705732981363,217.0,182.0,325.0,80.0
context,Q00987,U,False,False,,False,34,ATXN1,815,8394172a312489e2572c7b0167240ed570acbd6bf6fb74bf9197c9324fc3e871,P54253,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.512079119682312,0.12587619200348854,0.6277315616607666,-9.323866844177246,-8.378262519836426,-5.623510360717773,-7.775213241577148,29.0,42.0,181.0,28.0
context,Q00987,U,False,False,,False,35,NET1,596,bc6f1161e6429c10488f660726a334e561a345e3a9cc289f1a693a4993c7217e,Q7Z628,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.2116951147715251,-0.7091898719469706,0.3564583659172058,-6.1370086669921875,-8.190361976623535,-6.113327503204346,-6.8135660489400225,102.0,130.0,94.0,356.0
context,Q00987,U,False,False,,False,36,ANAPC5,755,ef395586fd997a669e8a8469c72ac3e7932a4d6a646710541ff5cc2aa014eb92,Q9UJX4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0707026521364849,-0.6049612363179525,0.43435177206993103,-13.088608741760254,-9.904498100280762,-8.857335090637207,-10.616813977559408,75.0,111.0,390.0,250.0
context,Q00987,U,False,False,,False,37,FGD2,655,3eb82387ef1e43ed5cbd1255434c028d2a8ff3951be3e1d2718f49650b96d98a,Q7Z6J4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0275008877118428,-0.01042818029721578,0.5048083662986755,-7.460864543914795,-12.42790412902832,-11.1376314163208,-10.342133363087973,70.0,51.0,370.0,156.0
context,Q00987,U,False,False,,False,38,PLEKHO1,409,8f93733e55c89af72462b91dc080e6cd90f964229fc3e3fa0174dce529fc567d,Q53GL0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.133501410484314,-1.2669212023417156,0.3534829914569855,-11.003641128540039,-11.811145782470703,-10.909963607788086,-11.241583506266275,91.0,185.0,412.0,359.0
context,Q00987,U,False,False,,False,39,ZNF585A,769,cd8be722220512b546736931da613d643629a0102319b1312f9ebe1363ae8a1b,Q6P3V2,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.0641635258992515,-2.033596913019816,0.4816476106643677,-5.105288982391357,-7.070749282836914,-6.4426164627075195,-6.206218242645264,404.0,318.0,50.0,184.0
context,Q00987,U,False,False,,False,40,ZNF2,425,3bf7414cc0df843541bf68705a9f0ab99f1a27d2d7c1d557db480b4c61546a22,Q9BSG1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.667506138483683,-1.2383998036384583,0.4894542694091797,-6.495161533355713,-9.933990478515625,-6.8984694480896,-7.7758738199869795,367.0,183.0,182.0,177.0
context,Q00987,U,False,False,,False,41,RPS6KA3,740,49fe047bcbcb31e41253f9377715ec6f0c7987bb8362e25ebcd09b4ef0afaf83,P51812,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0745191772778828,-0.3932220737139384,0.4406851828098297,-7.558846473693848,-9.540870666503906,-7.147508144378662,-8.082408428192139,77.0,91.0,208.0,245.0
context,Q00987,U,False,False,,False,42,TLE6,572,38d934412df40e9ee95fde57c22bba7c2ef3c08312dad51555aea55168bba1e0,Q9H808,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7288780609766643,-0.20225186149279276,0.3764033913612366,-8.59799575805664,-8.009536743164062,-8.773703575134277,-8.46041202545166,190.0,71.0,232.0,332.0
context,Q00987,U,False,False,,False,43,TUBD1,453,0957fcfd23773d3c7268ada6bc2829a5e687e6ff68884ca3a7830bede67b1618,Q9UJT1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.6125301917394002,-0.32633183399836224,0.249952033162117,-10.479323387145996,-9.536803245544434,-8.400888442993164,-9.472338358561197,167.0,84.0,322.0,436.0
context,Q00987,U,False,False,,False,44,MX2,715,9cafa4716b0b4bc85b1c4b7163ac8bc835083bb53e3ba458eb03af0580321885,P20592,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.9317671457926432,-0.851171463727951,0.4538726210594177,-5.888972759246826,-8.60271167755127,-4.814759731292725,-6.4354813893636065,57.0,145.0,67.0,225.0
context,Q00987,U,False,False,,False,45,RAD52,418,847a139c2e50a9e6f402079c4eaf7061284ab92b9fd68c381eaa0eca57a55728,P43351,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.7120636701583862,-0.2840885917345683,0.6669616103172302,-6.2820940017700195,-6.949544906616211,-4.64274787902832,-5.958128929138184,39.0,79.0,37.0,9.0
context,Q00987,U,False,False,,False,46,UNKL,680,425031f7ec9ca28109105324d08b57606dbbf1f8a3e547c5ea9df9c19af02039,Q9H9P5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.05058525875210762,-0.15540904800097147,0.6501622796058655,-6.214325904846191,-6.746514797210693,-4.069862365722656,-5.676901022593181,9.0,66.0,27.0,17.0
context,Q00987,U,False,False,,False,47,NUP107,925,7e9eebd5bd10618a05dc1266af994c0d8a711ad81b8976970a69269a46603934,P57740,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.6878954966862996,-1.326343019803365,0.4467988908290863,-7.351841926574707,-12.123313903808594,-6.429996013641357,-8.635050614674887,181.0,195.0,254.0,237.0
context,Q00987,U,False,False,,False,48,ELL,621,f96e3d86b668df42b57369845b0ddc2d8d30f18704f6b851d5d3b20249f3c5ae,P55199,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.07376236841082573,1.2137871980667114,0.5976418852806091,-2.9831137657165527,-8.212907791137695,-4.245944976806641,-5.147322177886963,10.0,7.0,11.0,57.0
context,Q00987,U,False,False,,False,49,GCAT,419,610147436d774ee4c780e306ff2912640f7463b648c1b4e9c595f78671ff2192,O75600,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.388169805208842,-0.15685415267944336,0.4421702027320862,-4.5343017578125,-7.770900726318359,-6.029271602630615,-6.111491362253825,18.0,68.0,46.0,241.0
context,Q00987,U,False,False,,False,50,DUX4,424,7081bf005990fb44f12ec01df0135752532424c6cf7f6428e7c0b716bac32d4a,Q9UBX2,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.2656848554809888,1.0461389621098836,0.43255794048309326,-7.837597370147705,-6.392394065856934,-4.195833206176758,-6.141941547393799,16.0,9.0,48.0,255.0
context,Q00987,U,False,False,,False,51,AFMID,303,ffc8d52f686a5db6eec0d4c14a41903ab1c6ad1d2d6f852848bf4244e5cd2f99,Q63HM1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.07369468609492,-2.0814141035079956,0.5998470783233643,-7.240859508514404,-9.14024543762207,-5.2086405754089355,-7.196581840515137,76.0,329.0,125.0,53.0
context,Q00987,U,False,False,,False,52,ZNF230,474,b80a8083b3f36b3577a39308197472e2fa68eb62fd6954bca845545f1e6b6e3c,Q9UIE0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.7774957021077475,-1.7783653338750203,0.5798342227935791,-4.222988128662109,-6.548834800720215,-7.936260223388672,-6.236027717590332,377.0,276.0,53.0,77.0
context,Q00987,U,False,False,,False,53,WDR77,342,f5236aacb5a677fa76a7544f56d4688e94ea3eaadc4c6e5d2ec0d2213a48394c,Q9BQA1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.313106139500936,-2.050406893094381,0.46827232837677,-9.38121223449707,-9.75550651550293,-7.015810489654541,-8.717509746551514,306.0,323.0,261.0,205.0
background,Q00987,U,False,False,,False,54,RASL12,266,ba23a35cf6c6a0be072d109ccf05ef9a34afc2fd7eba28fd0e4140fdc3564dc0,Q9NYN1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.404592275619507,-2.3724632263183594,0.2804184556007385,-8.542328834533691,-11.999288558959961,-8.915157318115234,-9.818924903869629,326.0,354.0,340.0,420.0
background,Q00987,U,False,False,,False,55,ZNF780B,833,ff87ee6a81b9fe270c5d7e6888a6449197818ebb0d451924a72dc6a716d96de8,Q9Y6R6,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.0963305632273355,-2.518129507700602,0.45709723234176636,-5.364386081695557,-8.015376091003418,-9.528042793273926,-7.635934988657634,407.0,363.0,166.0,218.0
background,Q00987,U,False,False,,False,56,WDR83,315,9828924db96f902fbc23aca6864a8445b306ac9dc645f5cc7cc0c5971c48e0c1,Q9BRX9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.1996611754099527,-0.6146193544069926,0.3766898810863495,-5.0833001136779785,-9.267410278320312,-7.871880531311035,-7.407530307769775,283.0,113.0,148.0,331.0
background,Q00987,U,False,False,,False,57,ADGRF4,695,0b4bc10050969ff1764634718b5b410067da4e4ba9217e75b2afced8d24e999c,Q8IZF3,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.4982169469197593,-4.57009220123291,0.370065301656723,-14.1345853805542,-14.715570449829102,-8.843801498413086,-12.564652442932129,427.0,450.0,437.0,339.0
background,Q00987,U,False,False,,False,58,EXOSC10,885,313117431a8c3892766e5d52d4cebab709f6dc830a45dc880f0e913fe80bec0e,Q01780,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.7071350614229838,-1.6291468143463135,0.5015296936035156,-7.83196496963501,-11.061984062194824,-5.694725036621094,-8.196224689483643,38.0,245.0,214.0,164.0
background,Q00987,U,False,False,,False,59,ACTR3B,418,39e561705378587a244f479773f2b75a0b93addbaac2e22502cc6ece065a4fdd,Q9P1U1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.6065255800882974,-2.041778326034546,0.400434285402298,-8.958251953125,-7.438738822937012,-4.111845970153809,-6.836278915405273,356.0,320.0,97.0,299.0
background,Q00987,U,False,False,,False,60,FIGNL2,653,ff8ab791be3f107a85c7c19e21c7e3b929e08582adbda23390e56bd328d763cf,A6NMB9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.6865766843159995,-1.4136093457539876,0.4704844653606415,-7.109915733337402,-9.640138626098633,-4.025180339813232,-6.925078233083089,370.0,208.0,100.0,201.0
background,Q00987,U,False,False,,False,61,ANXA11,505,c82b2bc51108c3f2e2959e051a47ae22bcac265e30ea947559f614ffbc4d5850,P50995,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.4252345363299052,-0.7141879598299662,0.637001633644104,-6.762042045593262,-11.633723258972168,-5.68849515914917,-8.0280868212382,21.0,131.0,202.0,24.0
