query_gene,query_uniprot,partner_gene,partner_uniprot,class
TP53,P04637,DCAF13,Q9NV06,U
TP53,P04637,TNFAIP3,P21580,U
TP53,P04637,PPID,Q08752,U
TP53,P04637,EED,O75530,U
TP53,P04637,ZNF284,Q2VY69,U
TP53,P04637,BOP1,Q14137,U
TP53,P04637,URI1,O94763,U
TP53,P04637,FOS,P01100,U
TP53,P04637,FGF2,P09038,U
TP53,P04637,PBX1,P40424,U
TP53,P04637,PRDM13,Q9H4Q3,U
TP53,P04637,TGFB1I1,O43294,U
TP53,P04637,TEAD2,Q15562,U
TP53,P04637,SRSF5,Q13243,U
TP53,P04637,IGF2BP2,Q9Y6M1,U
TP53,P04637,ZNF311,Q5JNZ3,U
TP53,P04637,ZNF775,Q96BV0,U
TP53,P04637,HOXD3,P31249,U
TP53,P04637,TIGD4,Q8IY51,U
TP53,P04637,OAS1,P00973,U
TP53,P04637,TRIM5,Q9C035,U
TP53,P04637,ZNF841,Q6ZN19,U
TP53,P04637,TSG101,Q99816,U
TP53,P04637,SNRNP70,P08621,U
TP53,P04637,LMX1B,O60663,U
TP53,P04637,ZNF350,Q9GZX5,U
TP53,P04637,NR4A2,P43354,U
TP53,P04637,ZNF333,Q96JL9,U
TP53,P04637,ZNF396,Q96N95,U
TP53,P04637,CDH26,Q8IXH8,U
TP53,P04637,UTP3,Q9NQZ2,U
TP53,P04637,TWF1,Q12792,U
TP53,P04637,PDLIM3,Q53GG5,U
TP53,P04637,CD74,P04233,U
TP53,P04637,PANK4,Q9NVE7,U
TP53,P04637,FASTKD5,Q7L8L6,U
TP53,P04637,HSD17B1,P14061,U
TP53,P04637,PCOLCE2,Q9UKZ9,U
TP53,P04637,PLEKHG7,Q6ZR37,U
TP53,P04637,CXorf38,Q8TB03,U
TP53,P04637,ZNF829,Q3KNS6,U
TP53,P04637,ZRSR2P1,Q15695,U
TP53,P04637,ZNF442,Q9H7R0,U
TP53,P04637,USP46,P62068,U
TP53,P04637,MARS1,P56192,U
TP53,P04637,SPIRE1,Q08AE8,U
TP53,P04637,MRGPRX3,Q96LB0,U
TP53,P04637,POM121L12,Q8N7R1,U
TP53,P04637,ZNF324B,Q6AW86,U
TP53,P04637,CNOT10,Q9H9A5,U
TP53,P04637,PTGDR,Q13258,U
TP53,P04637,ENPP2,Q13822,U
TP53,P04637,PTCHD4,Q6ZW05,U
TP53,P04637,WDR41,Q9HAD4,U
TP53,P04637,COG6,Q9Y2V7,U
TP53,P04637,GJD2,Q9UKL4,U
TP53,P04637,CDK5R2,Q13319,U
TP53,P04637,CMKLR1,Q99788,U
TP53,P04637,NKX6-1,P78426,U
TP53,P04637,NOVA2,Q9UNW9,U
TP53,P04637,SLC18A1,P54219,U
TP53,P04637,MT-CYB,P00156,U
TP53,P04637,ANKRA2,Q9H9E1,U
TP53,P04637,FOXL1,Q12952,U
TP53,P04637,MAPT,P10636,U
TP53,P04637,NKX6-3,A6NJ46,U
TP53,P04637,LPIN1,Q14693,U
TP53,P04637,C1orf159,Q96HA4,U
TP53,P04637,MAP4K5,Q9Y4K4,U
TP53,P04637,NIPA2,Q8N8Q9,U
TP53,P04637,OR10J5,Q8NHC4,U
TP53,P04637,PDK3,Q15120,U
TP53,P04637,CAPN6,Q9Y6Q1,U
TP53,P04637,DDX41,Q9UJV9,U
TP53,P04637,ZBTB2,Q8N680,U
TP53,P04637,CFHR4,Q92496,U
TP53,P04637,MEGF9,Q9H1U4,U
TP53,P04637,TLR1,Q15399,U
TP53,P04637,HEATR1,Q9H583,U
TP53,P04637,CUX1,P39880,U
TP53,P04637,ZNF609,O15014,U
TP53,P04637,CHD2,O14647,U
TP53,P04637,TRPS1,Q9UHF7,U
TP53,P04637,MBD5,Q9P267,U
TP53,P04637,SCAF11,Q99590,U
TP53,P04637,TTLL5,Q6EMB2,U
TP53,P04637,CRAMP1,Q96RY5,U
TP53,P04637,ZNF462,Q96JM2,U
TP53,P04637,PRDM2,Q13029,U
TP53,P04637,CAD,P27708,U
TP53,P04637,NEK1,Q96PY6,U
TP53,P04637,BAZ1A,Q9NRL2,U
TP53,P04637,RAD54L2,Q9Y4B4,U
TP53,P04637,SPEG,Q15772,U
TP53,P04637,KDM2B,Q8NHM5,U
TP53,P04637,ERBIN,Q96RT1,U
TP53,P04637,CASP8AP2,Q9UKL3,U
TP53,P04637,SCAND3,Q6R2W3,U
TP53,P04637,ZNF541,Q9H0D2,U
TP53,P04637,PPRC1,Q5VV67,U
TP53,P04637,ZNF208,O43345,U
TP53,P04637,ZNF292,O60281,U
TP53,P04637,DIDO1,Q9BTC0,U
TP53,P04637,RALGAPA1,Q6GYQ0,U
TP53,P04637,RECQL4,O94761,U
TP53,P04637,PARP4,Q9UKK3,U
TP53,P04637,EP400,Q96L91,U
TP53,P04637,SVEP1,Q4LDE5,U
TP53,P04637,DOCK10,Q96BY6,U
TP53,P04637,DHX9,Q08211,U
TP53,P04637,ZFAT,Q9P243,U
TP53,P04637,FMN2,Q9NZ56,U
TP53,P04637,SPOCD1,Q6ZMY3,U
TP53,P04637,ZNF521,Q96K83,U
TP53,P04637,POLQ,O75417,U
TP53,P04637,ZGRF1,Q86YA3,U
TP53,P04637,ZNF687,Q8N1G0,U
TP53,P04637,NLRP1,Q9C000,U
TP53,P04637,NCAPD3,P42695,U
TP53,P04637,FMN1,Q68DA7,U
TP53,P04637,NCOA3,Q9Y6Q9,U
TP53,P04637,ZNF469,Q96JG9,U
TP53,P04637,PPP1R26,Q5T8A7,U
TP53,P04637,GTF3C1,Q12789,U
TP53,P04637,DCAF1,Q9Y4B6,U
TP53,P04637,PIK3C2B,O00750,U
TP53,P04637,URB1,O60287,U
TP53,P04637,SKIC2,Q15477,U
TP53,P04637,USP47,Q96K76,U
TP53,P04637,RIMS2,Q9UQ26,U
TP53,P04637,KDM3A,Q9Y4C1,U
TP53,P04637,FLG,P20930,U
TP53,P04637,DSEL,Q8IZU8,U
TP53,P04637,RIMBP3,Q9UFD9,U
TP53,P04637,RLF,Q13129,U
TP53,P04637,RIMBP3C,A6NJZ7,U
TP53,P04637,ALPK3,Q96L96,U
TP53,P04637,GLI2,P10070,U
TP53,P04637,DICER1,Q9UPY3,U
TP53,P04637,NRCAM,Q92823,U
TP53,P04637,CPLANE1,Q9H799,U
TP53,P04637,YLPM1,P49750,U
TP53,P04637,DCTN1,Q14203,U
TP53,P04637,PLXND1,Q9Y4D7,U
TP53,P04637,CTNND2,Q9UQB3,U
TP53,P04637,NID1,P14543,U
TP53,P04637,CNOT1,A5YKK6,U
TP53,P04637,WDR17,Q8IZU2,U
TP53,P04637,ZNF729,A6NN14,U
TP53,P04637,FLNC,Q14315,U
TP53,P04637,NUP188,Q5SRE5,U
TP53,P04637,ANKRD17,O75179,U
TP53,P04637,CDC42BPG,Q6DT37,U
TP53,P04637,ARID1B,Q8NFD5,U
TP53,P04637,CARMIL3,Q8ND23,U
TP53,P04637,KCP,Q6ZWJ8,U
TP53,P04637,CPSF1,Q10570,U
TP53,P04637,CEP164,Q9UPV0,U
TP53,P04637,NBAS,A2RRP1,U
TP53,P04637,GPR158,Q5T848,U
TP53,P04637,CLTCL1,P53675,U
TP53,P04637,TTBK1,Q5TCY1,U
TP53,P04637,PPIP5K1,Q6PFW1,U
TP53,P04637,NLRC5,Q86WI3,U
TP53,P04637,NPC1L1,Q9UHC9,U
TP53,P04637,PASK,Q96RG2,U
TP53,P04637,BAZ2A,Q9UIF9,U
TP53,P04637,CAND1,Q86VP6,U
TP53,P04637,ARHGEF17,Q96PE2,U
TP53,P04637,PLXNA1,Q9UIW2,U
TP53,P04637,SUPT6H,Q7KZ85,U
TP53,P04637,SETD1B,Q9UPS6,U
TP53,P04637,DIP2C,Q9Y2E4,U
TP53,P04637,DHX38,Q92620,U
TP53,P04637,SPTBN1,Q01082,U
TP53,P04637,TRO,Q12816,U
TP53,P04637,PTPRT,O14522,U
TP53,P04637,FHOD3,Q2V2M9,U
TP53,P04637,GREP1,A0A0J9YXV3,U
TP53,P04637,MASP2,O00187,U
TP53,P04637,ANGPT2,O15123,U
TP53,P04637,COCH,O43405,U
TP53,P04637,ANGPTL1,O95841,U
TP53,P04637,PLAU,P00749,U
TP53,P04637,FGA,P02671,U
TP53,P04637,FGB,P02675,U
TP53,P04637,PROC,P04070,U
TP53,P04637,HRG,P04196,U
TP53,P04637,WNT1,P04628,U
TP53,P04637,CHGB,P05060,U
TP53,P04637,SERPING1,P05155,U
TP53,P04637,CFI,P05156,U
TP53,P04637,BCHE,P06276,U
TP53,P04637,PSAP,P07602,U
TP53,P04637,ACAA1,P09110,U
TP53,P04637,LIPC,P11150,U
TP53,P04637,CETP,P11597,U
TP53,P04637,PDIA4,P13667,U
TP53,P04637,HSP90B1,P14625,U
TP53,P04637,PNLIP,P16233,U
TP53,P04637,SMPD1,P17405,U
TP53,P04637,PDIA3,P30101,U
TP53,P04637,PNLIPRP1,P54315,U
TP53,P04637,HTRA3,P83110,U
TP53,P04637,HGFAC,Q04756,U
TP53,P04637,LGALS3BP,Q08380,U
TP53,P04637,LOXL1,Q08397,U
TP53,P04637,OS9,Q13438,U
TP53,P04637,HABP2,Q14520,U
TP53,P04637,ANGPT1,Q15389,U
TP53,P04637,PRSS53,Q2L4Q9,U
TP53,P04637,PKDCC,Q504Y2,U
TP53,P04637,ARSI,Q5FYB1,U
TP53,P04637,C16orf89,Q6UX73,U
TP53,P04637,COLGALT1,Q8NBJ5,U
TP53,P04637,POGLUT1,Q8NBL1,U
TP53,P04637,PLBD2,Q8NHP8,U
TP53,P04637,MUC7,Q8TAX7,U
TP53,P04637,NDNF,Q8TB73,U
TP53,P04637,HPSE2,Q8WWQ2,U
TP53,P04637,CNDP1,Q96KN2,U
TP53,P04637,FAM20A,Q96MK3,U
TP53,P04637,EDEM2,Q9BV94,U
TP53,P04637,PECR,Q9BY49,U
TP53,P04637,MEPE,Q9NQ76,U
TP53,P04637,CRTAC1,Q9NQ79,U
TP53,P04637,ADA2,Q9NZK5,U
TP53,P04637,LIPG,Q9Y5X9,U
TP53,P04637,CLEC18A,A5D8T8,U
TP53,P04637,WNT10B,O00744,U
TP53,P04637,WNT9A,O14904,U
TP53,P04637,ENTPD5,O75356,U
TP53,P04637,CRLF1,O75462,U
TP53,P04637,F9,P00740,U
TP53,P04637,TGFB1,P01137,U
TP53,P04637,FGG,P02679,U
TP53,P04637,GC,P02774,U
TP53,P04637,VTN,P04004,U
TP53,P04637,PRB1,P04280,U
TP53,P04637,SERPINE1,P05121,U
TP53,P04637,SERPINA5,P05154,U
TP53,P04637,F7,P08709,U
TP53,P04637,SPP1,P10451,U
TP53,P04637,CFP,P27918,U
TP53,P04637,LOX,P28300,U
TP53,P04637,LRPAP1,P30533,U
TP53,P04637,SERPINF1,P36955,U
TP53,P04637,MMP13,P45452,U
TP53,P04637,VEGFC,P49767,U
TP53,P04637,PPT1,P50897,U
TP53,P04637,TGFB2,P61812,U
TP53,P04637,HYAL1,Q12794,U
TP53,P04637,PLA2G7,Q13093,U
TP53,P04637,CEACAM16,Q2WEN9,U
TP53,P04637,APOA5,Q6Q788,U
TP53,P04637,OLFML1,Q6UWY5,U
TP53,P04637,PI16,Q6UXB8,U
TP53,P04637,ADAMTSL5,Q6ZMM2,U
TP53,P04637,CPA6,Q8N4T0,U
TP53,P04637,ACOT4,Q8N9L9,U
TP53,P04637,SUMF1,Q8NBK3,U
TP53,P04637,GGH,Q92820,U
TP53,P04637,RCN3,Q96D15,U
TP53,P04637,ERLEC1,Q96DZ1,U
TP53,P04637,ERO1A,Q96HE7,U
TP53,P04637,CALR3,Q96L12,U
TP53,P04637,GDF15,Q99988,U
TP53,P04637,ERP44,Q9BS26,U
TP53,P04637,TINAGL1,Q9GZM7,U
TP53,P04637,PDGFD,Q9GZP0,U
TP53,P04637,WNT10A,Q9GZT5,U
TP53,P04637,SIL1,Q9H173,U
TP53,P04637,OLFML3,Q9NRN5,U
TP53,P04637,C1RL,Q9NZP8,U
TP53,P04637,PIPOX,Q9P0Z9,U
TP53,P04637,DNAJB11,Q9UBS4,U
TP53,P04637,GDF2,Q9UK05,U
TP53,P04637,CPQ,Q9Y646,U
TP53,P04637,COL6A6,A6NMZ7,U
TP53,P04637,A2ML1,A8K2U0,U
TP53,P04637,COL6A5,A8TX70,U
TP53,P04637,NCAN,O14594,U
TP53,P04637,SLIT2,O94813,U
TP53,P04637,F8,P00451,U
TP53,P04637,A2M,P01023,U
TP53,P04637,C3,P01024,U
TP53,P04637,TG,P01266,U
TP53,P04637,COL1A1,P02452,U
TP53,P04637,COL3A1,P02461,U
TP53,P04637,FN1,P02751,U
TP53,P04637,VWF,P04275,U
TP53,P04637,COL5A2,P05997,U
TP53,P04637,COL1A2,P08123,U
TP53,P04637,FREM3,P0C091,U
TP53,P04637,COL11A1,P12107,U
TP53,P04637,COL6A3,P12111,U
TP53,P04637,F5,P12259,U
TP53,P04637,COL11A2,P13942,U
TP53,P04637,ACAN,P16112,U
TP53,P04637,PZP,P20742,U
TP53,P04637,COL5A1,P20908,U
TP53,P04637,TNXB,P22105,U
TP53,P04637,TNC,P24821,U
TP53,P04637,COL15A1,P39059,U
TP53,P04637,RELN,P78509,U
TP53,P04637,ADAMTSL3,P82987,U
TP53,P04637,COL14A1,Q05707,U
TP53,P04637,MMRN1,Q13201,U
TP53,P04637,PAPPA,Q13219,U
TP53,P04637,LTBP1,Q14766,U
TP53,P04637,LTBP2,Q14767,U
TP53,P04637,COL24A1,Q17RW2,U
TP53,P04637,MUC6,Q6W4X9,U
TP53,P04637,IGSF10,Q6WRI0,U
TP53,P04637,APOLTP,Q6ZTK2,U
TP53,P04637,FBN3,Q75N90,U
TP53,P04637,ADAMTS13,Q76LX8,U
TP53,P04637,COL27A1,Q8IZC6,U
TP53,P04637,LTBP4,Q8N2S1,U
TP53,P04637,ADAMTSL1,Q8N6G6,U
TP53,P04637,SNED1,Q8TER0,U
TP53,P04637,PRG4,Q92954,U
TP53,P04637,PAPPA2,Q9BXP8,U
TP53,P04637,LTBP3,Q9NS15,U
TP53,P04637,UGGT2,Q9NYU1,U
TP53,P04637,ADAMTS9,Q9P2N4,U
TP53,P04637,ADAMTS7,Q9UKP4,U
TP53,P04637,TNN,Q9UQP3,U
