U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank
context,P27540,U,False,False,18,MPHOSPH10,681,bb065c7763146a2359ad01eb8e21f8b8c752321fa4ad744266d705333fbb36c7,O00566,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.7662684122721353,-3.0886946519215903,-11.118906021118164,-9.309591293334961,-8.46608829498291,-9.631528536478678,256.0,284.0,221.0
context,P27540,U,False,False,19,ZNF197,1029,ddd1b8742230964d5bc5d380f98b6eb930eb499539ba88d4b09185e00745b42f,O14709,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.3081626892089844,-2.0759238799413047,-10.871991157531738,-7.205063819885254,-10.86361312866211,-9.646889368693033,221.0,200.0,223.0
context,P27540,U,False,False,20,KPNB1,876,dbd1f334538d2dfa9f01b26b8d25a600c9184a764a3e2d85e1d85665d04c41e2,Q14974,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.3877524932225545,0.28664444386959076,-5.828436851501465,-7.923727989196777,-4.6212568283081055,-6.124473889668782,92.0,3.0,6.0
context,P27540,U,False,False,21,GLIS1,620,2e80af157bb985a4bd2556eff49fd072cdcb0b3c1e8e3115742884febc356886,Q8NBF1,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.3085604508717854,-1.9441291491190593,-11.659555435180664,-8.166062355041504,-7.917418003082275,-9.247678597768148,79.0,178.0,203.0
context,P27540,U,False,False,22,APPBP2,585,b1ce72dc6f6416ac3369ad876085d55379052dd93b7e597a6d9df9e302542d85,Q92624,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.47477227449417114,0.37029455105463666,-7.50849723815918,-7.377071857452393,-4.823310852050781,-6.569626649220784,10.0,2.0,14.0
context,P27540,U,False,False,23,HELB,1087,4c01b2752b8f0faed6fe31000f8659ee350782f0b4e3ce8097070c27cac50349,Q8NG08,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.169525186220805,-0.6770036866267523,-11.178128242492676,-4.619710445404053,-8.619112014770508,-8.138983567555746,65.0,30.0,97.0
context,P27540,U,False,False,24,A1CF,594,661d6f24487776dd28c45b637aa4c8ff5fa8cad294330ab0b63c8645e2b890c6,Q9NQ94,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.8061294555664062,-1.1653126080830891,-8.93431282043457,-10.460040092468262,-7.247439861297607,-8.880597591400146,147.0,67.0,169.0
context,P27540,U,False,False,25,RBM22,420,d1752cf71fc2a5fdb154485502e0227a0b757fdfd08490cf167ada3a3b8c8c33,Q9NW64,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.8466967344284058,-1.7577336231867473,-10.278919219970703,-9.946406364440918,-9.634477615356445,-9.953267733256022,154.0,158.0,235.0
context,P27540,U,False,False,26,OGA,916,ae1523091376833c4484af92041471100af2911e87f39c9dfdaf1dea7a71e192,O60502,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.9448190530141194,-1.1570804516474407,-10.228135108947754,-10.762007713317871,-7.59993839263916,-9.530027071634928,172.0,66.0,218.0
context,P27540,U,False,False,27,UBE4B,1302,23b6bc0d6c66f431fa1bb2b2c9faea3da3d2cb4d3f21e27d556707a91b7f33d7,O95155,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.178685029347738,-2.2109997272491455,-10.156380653381348,-9.848954200744629,-8.286646842956543,-9.430660565694174,208.0,217.0,212.0
context,P27540,U,False,False,28,ZNF471,626,25973c86891343d1f9cfb106d5e0a7efcfc2021340d2b8bbdbed025a42e30d23,Q9BX82,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.665566921234131,-2.1672221024831138,-7.667329788208008,-4.5655083656311035,-7.69858455657959,-6.643807570139567,250.0,214.0,17.0
context,P27540,U,False,False,29,DUS1L,473,bb874383bea1d921ef0417b2bc1d8f57f46c0d8614a845f7819b4cac16f97b4c,Q6P1R4,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.3909925619761148,-1.5100809335708618,-9.103266716003418,-9.824732780456543,-10.02391529083252,-9.650638262430826,230.0,109.0,224.0
context,P27540,U,False,False,30,NFIL3,462,c125d7d4e5cc51550edf45db91a944c29042fcd9f3131e2bfb31dfdd2ebf5219,Q16649,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.8620837728182474,-0.5328831175963084,-5.433962345123291,-6.337299823760986,-5.3804779052734375,-5.717246691385905,34.0,21.0,3.0
context,P27540,U,False,False,31,MNX1,401,37ed26f21bc968a8af2d132b880e7dfdd2cc5765bc165eddd6a4cabe09495bd2,P50219,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.2121610244115193,-1.8938093185424805,-6.377378940582275,-9.603046417236328,-9.328631401062012,-8.436352252960205,69.0,174.0,128.0
context,P27540,U,False,False,32,PRC1,620,4af6ec121ecdeaeba962af5b6cbd4cd632a718164f058e145485d07949dd730f,O43663,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.1007869839668274,-0.6507524649302164,-11.626973152160645,-10.96822452545166,-9.610793113708496,-10.7353302637736,60.0,29.0,270.0
context,P27540,U,False,False,33,MPO,745,60676beee4960e060cc78a55a5410118d39b40fbd63e1c600b9498427d1c4eb0,P05164,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.7900021076202393,-2.8424379030863443,-7.671180248260498,-12.885648727416992,-7.171907424926758,-9.24291213353475,257.0,266.0,201.0
context,P27540,U,False,False,34,TBX18,607,9a5f5ad51fc4bfed0b14b6f7f844e7864825a56b609e7387f57c6f41b4568522,O95935,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.9918588797251384,-2.1499568223953247,-9.117056846618652,-9.07617473602295,-7.984064102172852,-8.725765228271484,180.0,213.0,150.0
context,P27540,U,False,False,35,CPEB1,566,facaf20679b67ce13658fa4f14c6c9517b0198ddf2b77cb5543c989936bce1bc,Q9BZB8,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.026387373606364,-1.3713962237040203,-11.153488159179688,-9.707369804382324,-11.555410385131836,-10.80542278289795,54.0,86.0,273.0
context,P27540,U,False,False,36,ZBTB49,765,7a08def0f2fc7f91f9e43b017362e3458eeabd6e19c62105dadf042da6793240,Q6ZSB9,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.6460926532745361,-0.9835406939188639,-9.762977600097656,-6.750452041625977,-9.714791297912598,-8.742740313212076,19.0,51.0,152.0
context,P27540,U,False,False,37,TBX5,518,eb8598e9c2c0a42c2d55a9898949fd16da65f7dc4c62a79a0404f5f44a697ba7,Q99593,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.684209942817688,-1.7774726152420044,-11.058594703674316,-8.980735778808594,-7.084301471710205,-9.041210651397705,130.0,160.0,184.0
context,P27540,U,False,False,38,FIRRM,853,56b28b89526a7a51cd51d9b8ef34d4bcb5dd054da0c4a226b19e0ccb563eecfb,Q9NSG2,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.723834673563639,-1.462678591410319,-10.856823921203613,-8.651896476745605,-7.006289005279541,-8.83833646774292,252.0,101.0,162.0
context,P27540,U,False,False,39,RBM14,669,b86c6edc18cfaaa76b90dfe01c9099337e16ca64ff87035d4075d184bad3a88e,Q96PK6,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.546839634577433,-1.9966854254404705,-8.60458755493164,-10.319293975830078,-6.405681610107422,-8.443187713623047,238.0,187.0,129.0
context,P27540,U,False,False,40,TPX2,747,d07722a95e38b3a5df0e01311cb4f97ec309d88e7d9f1eaba11f45263557c1e9,Q9ULW0,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.08015916869044304,0.22342310349146524,-9.354183197021484,-5.093236446380615,-8.382206916809082,-7.609875520070394,2.0,5.0,60.0
context,P27540,U,False,False,41,NCOA4,614,302d2d0e132c110c595079f5958a18b79865eddaecb0f95b90afc19cf5ee00c1,Q13772,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.6853023370107015,-0.4110301037629445,-8.832801818847656,-7.093472957611084,-6.82326602935791,-7.58318026860555,24.0,18.0,56.0
context,P27540,U,False,False,42,ZFX,805,9324be8e09e697e43b0b477f3ed648f64900d98497ff5d119f74c6329450911b,P17010,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.7169252236684164,-1.649511456489563,-8.209077835083008,-6.465152740478516,-7.934286594390869,-7.536172389984131,25.0,140.0,53.0
context,P27540,U,False,False,43,ECD,644,14eb6a48f2f6974863abfac253b29fbd4ea88136f8ebbbd8565a76a3163d1d7c,O95905,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.9803879261016846,-2.086005369822184,-6.544634819030762,-10.05731201171875,-4.681281566619873,-7.094409465789795,176.0,202.0,35.0
context,P27540,U,False,False,44,ZNF547,402,41da7626ddad5308e85bb52928f0924f193cfa7430b4e37ac33e239c7673605d,Q8IVP9,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.9638403256734214,-1.968499223391215,-8.165299415588379,-3.5277085304260254,-8.870565414428711,-6.854524453481038,265.0,182.0,27.0
context,P27540,U,False,False,45,SP9,484,93badfc194d4ac18accd1d8ff9d30c0dc916efe4a26325ddb221d4ddd6e8a69b,P0CG40,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.5900179743766785,-0.9687834978103638,-7.7060546875,-11.183493614196777,-8.785321235656738,-9.224956512451172,14.0,49.0,200.0
context,P27540,U,False,False,46,INTS11,600,748db6d4aa91d2f56a4f92029a1bcad8da279683981497e70a5c7b63f4a4090b,Q5TA45,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.6024622519810994,-0.3429517249266307,-11.678082466125488,-9.50073528289795,-4.714610576629639,-8.631142775217691,122.0,16.0,143.0
context,P27540,U,False,False,47,NOLC1,699,c5e427829de9c231bddfb5f5c2e6e57b8486424a76f39c5fc391f17f1b944bb8,Q14978,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-3.8271400928497314,-2.575360576311747,-7.723431587219238,-6.800927639007568,-7.068356513977051,-7.197571913401286,294.0,256.0,38.0
context,P27540,U,False,False,48,BUD13,619,fe2f58ab5c0d00d21d306407b7b4272c66dcc1e9ad8ed24c8afdd3d8fef67482,Q9BRD0,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.988934278488159,-2.3504223426183066,-9.536270141601562,-6.651628494262695,-11.340645790100098,-9.176181475321451,268.0,231.0,196.0
context,P27540,U,False,False,49,NAB1,487,948b465fec7da3b606534b43347989a96851fb84c165b3dbac0b7f89d5917194,Q13506,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-0.6045545935630798,-1.0078485608100891,-10.05289077758789,-4.066022872924805,-5.709873676300049,-6.609595775604248,16.0,53.0,15.0
context,P27540,U,False,False,50,SP5,398,dfb17988bcd2120e5d0868a22f87fdff236ae88066c4b5f06f086509aa602e4d,Q6BEB4,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.1459237734476724,-3.0971857706705728,-10.088094711303711,-12.196854591369629,-8.46656322479248,-10.25050417582194,204.0,285.0,246.0
context,P27540,U,False,False,51,ZNF800,664,599593400c6d9b37ad0dcf63b74e2a43a87edafb854b4f9682f73d287e2df8b0,Q2TB10,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.325845718383789,-1.551151176293691,-9.466845512390137,-6.524033546447754,-8.006183624267578,-7.999020894368489,84.0,121.0,85.0
context,P27540,U,False,False,52,SPATA2,520,a6998acb18e9ba80ad42629be0ccc9aec6de1ccfa6734d48b7dfb547e333c1f9,Q9UM82,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.323384443918864,-3.504563808441162,-11.30185317993164,-8.672200202941895,-10.962249755859375,-10.312101046244303,224.0,296.0,249.0
context,P27540,U,False,False,53,CLK1,484,f3b618f7f525879ec1eb5098b27675243997eeea419eb453488cfefab098226f,P49759,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.5200942754745483,-1.5244471629460652,-11.044651985168457,-8.11253547668457,-7.111025810241699,-8.756071090698242,109.0,112.0,156.0
background,P27540,U,False,False,54,HS3ST4,456,7bc93cae616e7b7f9d76f9b9d42fa04ae7c3e2e6d5272bed83ff0d2f1b9903bc,Q9Y661,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-3.8424057165781655,-2.613679528236389,-10.322921752929688,-14.305179595947266,-9.672350883483887,-11.433484077453613,296.0,258.0,289.0
background,P27540,U,False,False,55,SLC22A3,556,3330bb296067387baf8104738af9e31c2bb4aa14780a6bc5cb62c04b2dc4adf5,O75751,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-3.3719045321146646,-3.182785908381144,-13.57732105255127,-14.48283863067627,-12.246550559997559,-13.435570081075033,282.0,288.0,302.0
background,P27540,U,False,False,56,CPT1A,773,7c1f21c862900d30cbfd1d44115947e15b67118c5c72905e8be4187c97ef02b5,P50416,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.2013027667999268,-2.385258197784424,-12.229300498962402,-16.010404586791992,-12.100924491882324,-13.446876525878906,209.0,237.0,303.0
background,P27540,U,False,False,57,MARK1,795,176199afb705c1ca8070a539b7a0be426bb7d62f2001c8588526004be803672b,Q9P0L2,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.2110195954640706,-2.010029355684916,-7.667913436889648,-8.127076148986816,-8.92308235168457,-8.239357312520346,67.0,188.0,110.0
background,P27540,U,False,False,58,KIF18B,852,080998fbe7c2c29dce5ee1840cfb287113a6607d74905db15a10677286010265,Q86Y91,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.9651331901550293,-1.312968413035075,-10.6724214553833,-5.41249942779541,-8.059743881225586,-8.048221588134766,173.0,84.0,90.0
background,P27540,U,False,False,59,ADAMTS18,1221,1779fcb37aa54348d15df80c210f8e7045475e5e64146bfbeb0fb3a701b05706,Q8TE60,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.8016697565714517,-2.088242491086324,-11.962646484375,-9.805916786193848,-10.33702278137207,-10.701862017313639,259.0,203.0,268.0
background,P27540,U,False,False,60,RNFT1,435,1c46b19616fedee8f3ae2594b10aa5f62159326ad2aacbe36f2d2c82a1a065b8,Q5M7Z0,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-2.3195083141326904,-2.0672351121902466,-12.034627914428711,-14.186100006103516,-7.745340347290039,-11.322022755940756,223.0,198.0,288.0
background,P27540,U,False,False,61,EPC2,807,78132a11afcdcdccf88d324ef52b00d1268d93427a59b654ffbc95f0df411d4c,Q52LR7,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.0570175647735596,-2.059298872947693,-10.377708435058594,-9.868440628051758,-7.252089023590088,-9.16607936223348,56.0,194.0,194.0
background,P27540,U,False,False,62,SYTL3,610,716d61bd6b04732eb418ba53245bbc6f3815461f73e769db237e63f9dd69c708,Q4VX76,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.5461353460947673,-1.2691200971603394,-11.070311546325684,-5.0536675453186035,-6.528090000152588,-7.550689697265625,114.0,78.0,54.0
background,P27540,U,False,False,63,XPO7,1087,68f68a27f82bca49f2dbe50c0ab7ed8ddacf3454938b627c5ec685b6c49c02b0,Q9UIA9,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.8143701553344727,-1.644723892211914,-7.320539951324463,-10.806259155273438,-6.594593524932861,-8.240464210510254,151.0,139.0,111.0
background,P27540,U,False,False,64,LAMP1,417,561addb6a579905aad20304a9932f8d42629dbca772c43da5ae6cc6bdf2d1429,P11279,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-3.912388245264689,-3.3794709841410318,-11.153837203979492,-11.795096397399902,-9.342499732971191,-10.763811111450195,297.0,292.0,272.0
background,P27540,U,False,False,65,TUBA3C,450,56d6cec7c11a6777c82d5941e66d175a64339329b72a30726ffd3c39a829ee01,P0DPH7,False,HIF1A,826,7b8d960f96e40af6d8b8eef938d9dccaeebc526e0bdbafcbff4b6711fae64da6,Q16665,additional_six,False,-1.883432666460673,-2.2606327533721924,-10.128473281860352,-11.922127723693848,-7.908801555633545,-9.986467520395914,159.0,222.0,236.0
