query_gene,query_uniprot,partner_gene,partner_uniprot,class
BCL2,P10415,SNRPD2,P62316,U
BCL2,P10415,EURL,Q9NYK6,U
BCL2,P10415,HSF2BP,O75031,U
BCL2,P10415,NAPA,P54920,U
BCL2,P10415,EIF5AL1,Q6IS14,U
BCL2,P10415,DNASE2,O00115,U
BCL2,P10415,APOA2,P02652,U
BCL2,P10415,MEOX2,P50222,U
BCL2,P10415,PDLIM4,P50479,U
BCL2,P10415,RCN2,Q14257,U
BCL2,P10415,POLR2D,O15514,U
BCL2,P10415,GPD1L,Q8N335,U
BCL2,P10415,EIF1AD,Q8N9N8,U
BCL2,P10415,CHAC2,Q8WUX2,U
BCL2,P10415,KLF6,Q99612,U
BCL2,P10415,CFAP68,Q9H5F2,U
BCL2,P10415,TMEM178B,H3BS89,U
BCL2,P10415,RAB40AL,P0C0E4,U
BCL2,P10415,METAP1D,Q6UB28,U
BCL2,P10415,MRPL10,Q7Z7H8,U
BCL2,P10415,HMGCL,P35914,U
BCL2,P10415,MRPL55,Q7Z7F7,U
BCL2,P10415,MRPL46,Q9H2W6,U
BCL2,P10415,MRPL24,Q96A35,U
BCL2,P10415,TFAM,Q00059,U
BCL2,P10415,COQ4,Q9Y3A0,U
BCL2,P10415,GPX1,P07203,U
BCL2,P10415,NME6,O75414,U
BCL2,P10415,TANGO2,Q6ICL3,U
BCL2,P10415,METTL8,Q9H825,U
BCL2,P10415,DGUOK,Q16854,U
BCL2,P10415,LDHB,P07195,U
BCL2,P10415,OPA3,Q9H6K4,U
BCL2,P10415,ATP5MG,O75964,U
BCL2,P10415,MTIF3,Q9H2K0,U
BCL2,P10415,MRPL35,Q9NZE8,U
BCL2,P10415,CHCHD2,Q9Y6H1,U
BCL2,P10415,NIPSNAP2,O75323,U
BCL2,P10415,CISD3,P0C7P0,U
BCL2,P10415,NDUFS7,O75251,U
BCL2,P10415,HOGA1,Q86XE5,U
BCL2,P10415,TIMM10,P62072,U
BCL2,P10415,PYURF,Q96I23,U
BCL2,P10415,NDUFV2,P19404,U
BCL2,P10415,CHCHD5,Q9BSY4,U
BCL2,P10415,NGB,Q9NPG2,U
BCL2,P10415,MTG1,Q9BT17,U
BCL2,P10415,LYRM4,Q9HD34,U
BCL2,P10415,NDUFA7,O95182,U
BCL2,P10415,NENF,Q9UMX5,U
BCL2,P10415,STYXL1,Q9Y6J8,U
BCL2,P10415,COX6B2,Q6YFQ2,U
BCL2,P10415,EFHD1,Q9BUP0,U
BCL2,P10415,MRPS25,P82663,U
BCL2,P10415,CA5B,Q9Y2D0,U
BCL2,P10415,MRPS18A,Q9NVS2,U
BCL2,P10415,MRPS35,P82673,U
BCL2,P10415,PRDX3,P30048,U
BCL2,P10415,ARL2BP,Q9Y2Y0,U
BCL2,P10415,ATP5IF1,Q9UII2,U
BCL2,P10415,NIT1,Q86X76,U
BCL2,P10415,MRPL32,Q9BYC8,U
BCL2,P10415,ARL2,P36404,U
BCL2,P10415,DCTPP1,Q9H773,U
BCL2,P10415,HSD17B8,Q92506,U
BCL2,P10415,ETFB,P38117,U
BCL2,P10415,MRPL28,Q13084,U
BCL2,P10415,RBM7,Q9Y580,U
BCL2,P10415,RAB40A,Q8WXH6,U
BCL2,P10415,DPH5,Q9H2P9,U
BCL2,P10415,RSRP1,Q9BUV0,U
BCL2,P10415,RWDD2A,Q9UIY3,U
BCL2,P10415,GRAP2,O75791,U
BCL2,P10415,SLC39A1,Q9NY26,U
BCL2,P10415,ZFAND2A,Q8N6M9,U
BCL2,P10415,CEP20,Q96NB1,U
BCL2,P10415,GSX1,Q9H4S2,U
BCL2,P10415,C1GALT1C1L,P0DN25,U
BCL2,P10415,ETFRF1,Q6IPR1,U
BCL2,P10415,HAND1,O96004,U
BCL2,P10415,GJD2,Q9UKL4,U
BCL2,P10415,DNAJC9,Q8WXX5,U
BCL2,P10415,NRN1,Q9NPD7,U
BCL2,P10415,CFAP20,Q9Y6A4,U
BCL2,P10415,RACK1,P63244,U
BCL2,P10415,VHL,P40337,U
BCL2,P10415,RHOA,P61586,U
BCL2,P10415,TRAV5,A0A0B4J249,U
BCL2,P10415,C1orf74,Q96LT6,U
BCL2,P10415,TAC4,Q86UU9,U
BCL2,P10415,HLA-DRB4,P13762,U
BCL2,P10415,FDX1,P10109,U
BCL2,P10415,SPATA4,Q8NEY3,U
BCL2,P10415,APOBEC1,P41238,U
BCL2,P10415,ERG28,Q9UKR5,U
BCL2,P10415,RAMP1,O60894,U
BCL2,P10415,GATD1,Q8NB37,U
BCL2,P10415,OR7D4,Q8NG98,U
BCL2,P10415,GPX4,P36969,U
BCL2,P10415,DUSP26,Q9BV47,U
BCL2,P10415,RIMOC1,A6NDU8,U
BCL2,P10415,CBLN1,P23435,U
BCL2,P10415,RAB21,Q9UL25,U
BCL2,P10415,OCIAD1,Q9NX40,U
BCL2,P10415,MCEE,Q96PE7,U
BCL2,P10415,RNASEH2C,Q8TDP1,U
BCL2,P10415,PEX39,Q5I0X4,U
BCL2,P10415,VAX2,Q9UIW0,U
BCL2,P10415,POLR2J3,Q9H1A7,U
BCL2,P10415,ALX1,Q15699,U
BCL2,P10415,LY6D,Q14210,U
BCL2,P10415,KHDC3L,Q587J8,U
BCL2,P10415,GFER,P55789,U
BCL2,P10415,MRM2,Q9UI43,U
BCL2,P10415,SLC39A2,Q9NP94,U
BCL2,P10415,RHOQ,P17081,U
BCL2,P10415,MPZL3,Q6UWV2,U
BCL2,P10415,AK2,P54819,U
BCL2,P10415,PPTC7,Q8NI37,U
BCL2,P10415,AMACR,Q9UHK6,U
BCL2,P10415,METTL9,Q9H1A3,U
BCL2,P10415,NDUFAF5,Q5TEU4,U
BCL2,P10415,DUSP18,Q8NEJ0,U
BCL2,P10415,TFB1M,Q8WVM0,U
BCL2,P10415,CKB,P12277,U
BCL2,P10415,PPM1K,Q8N3J5,U
BCL2,P10415,AK4,P27144,U
BCL2,P10415,ARMC1,Q9NVT9,U
BCL2,P10415,EXOG,Q9Y2C4,U
BCL2,P10415,PNPLA4,P41247,U
BCL2,P10415,MRPL50,Q8N5N7,U
BCL2,P10415,BDH1,Q02338,U
BCL2,P10415,SMCP,P49901,U
BCL2,P10415,MRPL45,Q9BRJ2,U
BCL2,P10415,MRPS16,Q9Y3D3,U
BCL2,P10415,KGD4,P82909,U
BCL2,P10415,HADH,Q16836,U
BCL2,P10415,PPP6C,O00743,U
BCL2,P10415,UNG,P13051,U
BCL2,P10415,PNKD,Q8N490,U
BCL2,P10415,TOMM34,Q15785,U
BCL2,P10415,NUDT1,P36639,U
BCL2,P10415,TK2,O00142,U
BCL2,P10415,BOLA3,Q53S33,U
BCL2,P10415,CBR4,Q8N4T8,U
BCL2,P10415,PDHB,P11177,U
BCL2,P10415,FHIT,P49789,U
BCL2,P10415,MRPL47,Q9HD33,U
BCL2,P10415,MRPL44,Q9H9J2,U
BCL2,P10415,YWHAG,P61981,U
BCL2,P10415,GOLPH3,Q9H4A6,U
BCL2,P10415,MMADHC,Q9H3L0,U
BCL2,P10415,MRPL52,Q86TS9,U
BCL2,P10415,PAM16,Q9Y3D7,U
BCL2,P10415,CDK1,P06493,U
BCL2,P10415,PABPC5,Q96DU9,U
BCL2,P10415,RSAD2,Q8WXG1,U
BCL2,P10415,CLYBL,Q8N0X4,U
BCL2,P10415,HAGH,Q16775,U
BCL2,P10415,FDX2,Q6P4F2,U
BCL2,P10415,ALKBH7,Q9BT30,U
BCL2,P10415,RAD51,Q06609,U
BCL2,P10415,MRPS18C,Q9Y3D5,U
BCL2,P10415,HINT2,Q9BX68,U
BCL2,P10415,MRPL13,Q9BYD1,U
BCL2,P10415,CHCHD1,Q96BP2,U
BCL2,P10415,SULT1C2,O00338,U
BCL2,P10415,MDH2,P40926,U
BCL2,P10415,MORF4L1,Q9UBU8,U
BCL2,P10415,GAMT,Q14353,U
BCL2,P10415,CMTM6,Q9NX76,U
BCL2,P10415,SPOUT1,Q5T280,U
BCL2,P10415,CAAP1,Q9H8G2,U
BCL2,P10415,POLR2I,P36954,U
BCL2,P10415,IGFBP4,P22692,U
BCL2,P10415,UBE2M,P61081,U
BCL2,P10415,C20orf204,A0A1B0GTL2,U
BCL2,P10415,NMNAT2,Q9BZQ4,U
BCL2,P10415,SDCBP2,Q9H190,U
BCL2,P10415,VAMP1,P23763,U
BCL2,P10415,PSMA4,P25789,U
BCL2,P10415,BPNT2,Q9NX62,U
BCL2,P10415,TEX38,Q6PEX7,U
BCL2,P10415,HSPB6,O14558,U
BCL2,P10415,ING4,Q9UNL4,U
BCL2,P10415,CD300LF,Q8TDQ1,U
BCL2,P10415,IFNGR2,P38484,U
BCL2,P10415,KHK,P50053,U
BCL2,P10415,RFFL,Q8WZ73,U
BCL2,P10415,APOM,O95445,U
BCL2,P10415,RAB40B,Q12829,U
BCL2,P10415,SST,P61278,U
BCL2,P10415,MDFIC,Q9P1T7,U
BCL2,P10415,GTF2A1,P52655,U
BCL2,P10415,SPARC,P09486,U
BCL2,P10415,GDAP1,Q8TB36,U
BCL2,P10415,SCG5,P05408,U
BCL2,P10415,MAGEB1,P43366,U
BCL2,P10415,HSPB2,Q16082,U
BCL2,P10415,CST11,Q9H112,U
BCL2,P10415,ING5,Q8WYH8,U
BCL2,P10415,YBX1,P67809,U
BCL2,P10415,UBALD2,Q8IYN6,U
BCL2,P10415,RFC5,P40937,U
BCL2,P10415,AASDHPPT,Q9NRN7,U
BCL2,P10415,CLEC6A,Q6EIG7,U
BCL2,P10415,SIKE1,Q9BRV8,U
BCL2,P10415,FN3K,Q9H479,U
BCL2,P10415,MYOZ2,Q9NPC6,U
BCL2,P10415,IGLV5-37,A0A075B6J1,U
BCL2,P10415,SPIN1,Q9Y657,U
BCL2,P10415,ZSCAN16,Q9H4T2,U
BCL2,P10415,NAPG,Q99747,U
BCL2,P10415,CLMP,Q9H6B4,U
BCL2,P10415,TARM1,B6A8C7,U
BCL2,P10415,POPDC3,Q9HBV1,U
BCL2,P10415,TRBV27,A0A0K0K1C4,U
