query_gene,query_uniprot,partner_gene,partner_uniprot,class
CDK2,P24941,FOXF2,Q12947,U
CDK2,P24941,ZNF283,Q8N7M2,U
CDK2,P24941,FBXO44,Q9H4M3,U
CDK2,P24941,RAB6C,Q9H0N0,U
CDK2,P24941,RRP36,Q96EU6,U
CDK2,P24941,CTCFL,Q8NI51,U
CDK2,P24941,NMRAL1,Q9HBL8,U
CDK2,P24941,GPR146,Q96CH1,U
CDK2,P24941,AIMP2,Q13155,U
CDK2,P24941,TFAP2A,P05549,U
CDK2,P24941,PARVG,Q9HBI0,U
CDK2,P24941,MRO,Q9BYG7,U
CDK2,P24941,C19orf18,Q8NEA5,U
CDK2,P24941,EOMES,O95936,U
CDK2,P24941,DIPK1A,Q5T7M9,U
CDK2,P24941,PIP4K2B,P78356,U
CDK2,P24941,SAXO6,Q8TC05,U
CDK2,P24941,MBIP,Q9NS73,U
CDK2,P24941,NEK6,Q9HC98,U
CDK2,P24941,KIAA2013,Q8IYS2,U
CDK2,P24941,CUSTOS,Q96C57,U
CDK2,P24941,TRIP6,Q15654,U
CDK2,P24941,FBXO45,P0C2W1,U
CDK2,P24941,BMP10,O95393,U
CDK2,P24941,LMNTD1,Q8N9Z9,U
CDK2,P24941,CA6,P23280,U
CDK2,P24941,CKM,P06732,U
CDK2,P24941,LNPK,Q9C0E8,U
CDK2,P24941,TP53TG5,Q9Y2B4,U
CDK2,P24941,SARS2,Q9NP81,U
CDK2,P24941,NKAPL,Q5M9Q1,U
CDK2,P24941,RWDD2A,Q9UIY3,U
CDK2,P24941,ZNF474,Q6S9Z5,U
CDK2,P24941,GPR63,Q9BZJ6,U
CDK2,P24941,SGPP1,Q9BX95,U
CDK2,P24941,PGM2L1,Q6PCE3,U
CDK2,P24941,INPP5E,Q9NRR6,U
CDK2,P24941,ENTPD8,Q5MY95,U
CDK2,P24941,CRK,P46108,U
CDK2,P24941,UXS1,Q8NBZ7,U
CDK2,P24941,SAMD1,Q6SPF0,U
CDK2,P24941,HOXB3,P14651,U
CDK2,P24941,PSAT1,Q9Y617,U
CDK2,P24941,C1orf159,Q96HA4,U
CDK2,P24941,SLC23A3,Q6PIS1,U
CDK2,P24941,CIPC,Q9C0C6,U
CDK2,P24941,ASB16,Q96NS5,U
CDK2,P24941,YIPF2,Q9BWQ6,U
CDK2,P24941,LNX1,Q8TBB1,U
CDK2,P24941,PDE12,Q6L8Q7,U
CDK2,P24941,RABL3,Q5HYI8,U
CDK2,P24941,SOCS3,O14543,U
CDK2,P24941,FBXO22,Q8NEZ5,U
CDK2,P24941,KIF2B,Q8N4N8,U
CDK2,P24941,TMEM217,Q8N7C4,U
CDK2,P24941,SLC47A2,Q86VL8,U
CDK2,P24941,TMX3,Q96JJ7,U
CDK2,P24941,GINS4,Q9BRT9,U
CDK2,P24941,RBMX2,Q9Y388,U
CDK2,P24941,ATF4,P18848,U
CDK2,P24941,CRX,O43186,U
CDK2,P24941,RP9,Q8TA86,U
CDK2,P24941,FGF13,Q92913,U
CDK2,P24941,VGLL4,Q14135,U
CDK2,P24941,PA2G4,Q9UQ80,U
CDK2,P24941,NICN1,Q9BSH3,U
CDK2,P24941,CHCHD3,Q9NX63,U
CDK2,P24941,APTX,Q7Z2E3,U
CDK2,P24941,H2AC7,P20671,U
CDK2,P24941,TSPY1,Q01534,U
CDK2,P24941,HNRNPA2B1,P22626,U
CDK2,P24941,MORF4L2,Q15014,U
CDK2,P24941,IER5,Q5VY09,U
CDK2,P24941,MAGEA10,P43363,U
CDK2,P24941,TRMT112,Q9UI30,U
CDK2,P24941,ATF5,Q9Y2D1,U
CDK2,P24941,ORC6,Q9Y5N6,U
CDK2,P24941,PCGF5,Q86SE9,U
CDK2,P24941,ELOC,Q15369,U
CDK2,P24941,BEX2,Q9BXY8,U
CDK2,P24941,ERVK-16,P61578,U
CDK2,P24941,POLR2J2,Q9GZM3,U
CDK2,P24941,COMMD3,Q9UBI1,U
CDK2,P24941,ING2,Q9H160,U
CDK2,P24941,CUEDC2,Q9H467,U
CDK2,P24941,SPIN2A,Q99865,U
CDK2,P24941,TCF7,P36402,U
CDK2,P24941,BHLHA15,Q7RTS1,U
CDK2,P24941,XPA,P23025,U
CDK2,P24941,BATF,Q16520,U
CDK2,P24941,RAD9A,Q99638,U
CDK2,P24941,DUSP5,Q16690,U
CDK2,P24941,ZNF664,Q8N3J9,U
CDK2,P24941,KLF17,Q5JT82,U
CDK2,P24941,ZCCHC9,Q8N567,U
CDK2,P24941,RPF2,Q9H7B2,U
CDK2,P24941,IMP3,Q9NV31,U
CDK2,P24941,RAB28,P51157,U
CDK2,P24941,MED6,O75586,U
CDK2,P24941,OLIG2,Q13516,U
CDK2,P24941,HOXC13,P31276,U
CDK2,P24941,RAX,Q9Y2V3,U
CDK2,P24941,POU4F3,Q15319,U
CDK2,P24941,RD3,Q7Z3Z2,U
CDK2,P24941,PHF13,Q86YI8,U
CDK2,P24941,S100A11,P31949,U
CDK2,P24941,H3Y1,P0DPK2,U
CDK2,P24941,RNASE7,Q9H1E1,U
CDK2,P24941,EEF1AKMT2,Q5JPI9,U
CDK2,P24941,DEDD2,Q8WXF8,U
CDK2,P24941,GLYAT,Q6IB77,U
CDK2,P24941,KRTAP4-1,Q9BYQ7,U
CDK2,P24941,SSPN,Q14714,U
CDK2,P24941,CHMP4B,Q9H444,U
CDK2,P24941,CYTH4,Q9UIA0,U
CDK2,P24941,H2BC12L,P57053,U
CDK2,P24941,IGHV4-28,A0A0C4DH34,U
CDK2,P24941,SNX22,Q96L94,U
CDK2,P24941,TMEM240,Q5SV17,U
CDK2,P24941,SLC25A39,Q9BZJ4,U
CDK2,P24941,TRAV5,A0A0B4J249,U
CDK2,P24941,AKIRIN1,Q9H9L7,U
CDK2,P24941,BCL7C,Q8WUZ0,U
CDK2,P24941,MAT2A,P31153,U
CDK2,P24941,EIF1,P41567,U
CDK2,P24941,DUSP23,Q9BVJ7,U
CDK2,P24941,IDH3B,O43837,U
CDK2,P24941,RSPH1,Q8WYR4,U
CDK2,P24941,CRYZL1,O95825,U
CDK2,P24941,DKK1,O94907,U
CDK2,P24941,FOS,P01100,U
CDK2,P24941,CYB5R1,Q9UHQ9,U
CDK2,P24941,EDF1,O60869,U
CDK2,P24941,KCTD13,Q8WZ19,U
CDK2,P24941,LHX4,Q969G2,U
CDK2,P24941,STX4,Q12846,U
CDK2,P24941,MANF,P55145,U
CDK2,P24941,KRTAP10-10,P60014,U
CDK2,P24941,CHAC2,Q8WUX2,U
CDK2,P24941,PRPSAP1,Q14558,U
CDK2,P24941,RAB1A,P62820,U
CDK2,P24941,DUS4L,O95620,U
CDK2,P24941,HAPLN1,P10915,U
CDK2,P24941,GDPGP1,Q6ZNW5,U
CDK2,P24941,RFK,Q969G6,U
CDK2,P24941,PRAF2,O60831,U
CDK2,P24941,KIR3DS1,Q14943,U
CDK2,P24941,MIF4GD,A9UHW6,U
CDK2,P24941,CST9L,Q9H4G1,U
CDK2,P24941,IGHV4-34,P06331,U
CDK2,P24941,STOML2,Q9UJZ1,U
CDK2,P24941,MIXL1,Q9H2W2,U
CDK2,P24941,TRBV13,A0A0A6YYD4,U
CDK2,P24941,VSTM2B,A6NLU5,U
CDK2,P24941,TRBV27,A0A0K0K1C4,U
CDK2,P24941,KRTAP5-9,P26371,U
CDK2,P24941,TXNDC9,O14530,U
