query_gene,query_uniprot,partner_gene,partner_uniprot,class
BRCA1,P38398,BRF2,Q9HAW0,U
BRCA1,P38398,AHI1,Q8N157,U
BRCA1,P38398,SEMA5B,Q9P283,U
BRCA1,P38398,PRIM2,P49643,U
BRCA1,P38398,PIPOX,Q9P0Z9,U
BRCA1,P38398,SREBF2,Q12772,U
BRCA1,P38398,ERICH6,Q7L0X2,U
BRCA1,P38398,ANKMY2,Q8IV38,U
BRCA1,P38398,WDR72,Q3MJ13,U
BRCA1,P38398,PDZK1,Q5T2W1,U
BRCA1,P38398,UNC45A,Q9H3U1,U
BRCA1,P38398,NLRX1,Q86UT6,U
BRCA1,P38398,SLC5A9,Q2M3M2,U
BRCA1,P38398,PPP2R2D,Q66LE6,U
BRCA1,P38398,TAPT1,Q6NXT6,U
BRCA1,P38398,PNMA6E,A0A0J9YXQ4,U
BRCA1,P38398,KLKB1,P03952,U
BRCA1,P38398,BACE2,Q9Y5Z0,U
BRCA1,P38398,PIBF1,Q8WXW3,U
BRCA1,P38398,GATA2,P23769,U
BRCA1,P38398,MTR,Q99707,U
BRCA1,P38398,ANO10,Q9NW15,U
BRCA1,P38398,TRAF3IP3,Q9Y228,U
BRCA1,P38398,FERMT2,Q96AC1,U
BRCA1,P38398,DELE1,Q14154,U
BRCA1,P38398,GABRA3,P34903,U
BRCA1,P38398,DRD1,P21728,U
BRCA1,P38398,URI1,O94763,U
BRCA1,P38398,DNAJC3,Q13217,U
BRCA1,P38398,SLC26A9,Q7LBE3,U
BRCA1,P38398,TACR3,P29371,U
BRCA1,P38398,TOPBP1,Q92547,U
BRCA1,P38398,LCOR,Q96JN0,U
BRCA1,P38398,KLHL21,Q9UJP4,U
BRCA1,P38398,DCAF11,Q8TEB1,U
BRCA1,P38398,LEMD3,Q9Y2U8,U
BRCA1,P38398,EDC4,Q6P2E9,U
BRCA1,P38398,ZC3H6,P61129,U
BRCA1,P38398,DNAAF3,Q8N9W5,U
BRCA1,P38398,TMEM102,Q8N9M5,U
BRCA1,P38398,EIF2A,Q9BY44,U
BRCA1,P38398,RNF25,Q96BH1,U
BRCA1,P38398,CYP2E1,P05181,U
BRCA1,P38398,A2ML1,A8K2U0,U
BRCA1,P38398,SP2,Q02086,U
BRCA1,P38398,GOPC,Q9HD26,U
BRCA1,P38398,MMP23B,O75900,U
BRCA1,P38398,SPPL2A,Q8TCT8,U
BRCA1,P38398,CHRM5,P08912,U
BRCA1,P38398,NMT1,P30419,U
BRCA1,P38398,UGT2B11,O75310,U
BRCA1,P38398,SRPK2,P78362,U
BRCA1,P38398,LPIN2,Q92539,U
BRCA1,P38398,CUL2,Q13617,U
BRCA1,P38398,UBA7,P41226,U
BRCA1,P38398,AHRR,A9YTQ3,U
BRCA1,P38398,CHAMP1,Q96JM3,U
BRCA1,P38398,MED24,O75448,U
BRCA1,P38398,POU6F1,Q14863,U
BRCA1,P38398,PHF20L1,A8MW92,U
BRCA1,P38398,TGS1,Q96RS0,U
BRCA1,P38398,ZBED1,O96006,U
BRCA1,P38398,ZXDA,P98168,U
BRCA1,P38398,SF3B2,Q13435,U
BRCA1,P38398,ZRANB3,Q5FWF4,U
BRCA1,P38398,PPARGC1A,Q9UBK2,U
BRCA1,P38398,TNKS2,Q9H2K2,U
BRCA1,P38398,DDX41,Q9UJV9,U
BRCA1,P38398,GEN1,Q17RS7,U
BRCA1,P38398,DCAF6,Q58WW2,U
BRCA1,P38398,MORC2,Q9Y6X9,U
BRCA1,P38398,TAF1C,Q15572,U
BRCA1,P38398,WRN,Q14191,U
BRCA1,P38398,ZNF28,P17035,U
BRCA1,P38398,ZNF84,P51523,U
BRCA1,P38398,ZFP37,Q9Y6Q3,U
BRCA1,P38398,IPO11,Q9UI26,U
BRCA1,P38398,ZC3H11A,O75152,U
BRCA1,P38398,SMC2,O95347,U
BRCA1,P38398,NR4A3,Q92570,U
BRCA1,P38398,MAML3,Q96JK9,U
BRCA1,P38398,MYO1C,O00159,U
BRCA1,P38398,LMNA,P02545,U
BRCA1,P38398,PHF20,Q9BVI0,U
BRCA1,P38398,GCFC2,P16383,U
BRCA1,P38398,ATN1,P54259,U
BRCA1,P38398,PPP1R26,Q5T8A7,U
BRCA1,P38398,DACT1,Q9NYF0,U
BRCA1,P38398,ECT2,Q9H8V3,U
BRCA1,P38398,THOC5,Q13769,U
BRCA1,P38398,DGKI,O75912,U
BRCA1,P38398,RAD54L,Q92698,U
BRCA1,P38398,KANSL1,Q7Z3B3,U
BRCA1,P38398,BTK,Q06187,U
BRCA1,P38398,SAGE1,Q9NXZ1,U
BRCA1,P38398,JAK2,O60674,U
BRCA1,P38398,UBA1,P22314,U
BRCA1,P38398,STAG1,Q8WVM7,U
BRCA1,P38398,PRKCE,Q02156,U
BRCA1,P38398,PLCZ1,Q86YW0,U
BRCA1,P38398,INTS9,Q9NV88,U
BRCA1,P38398,GRN,P28799,U
BRCA1,P38398,KLHL40,Q2TBA0,U
BRCA1,P38398,CIZ1,Q9ULV3,U
BRCA1,P38398,CTDP1,Q9Y5B0,U
BRCA1,P38398,ZSCAN12,O43309,U
BRCA1,P38398,WDR44,Q5JSH3,U
BRCA1,P38398,HELQ,Q8TDG4,U
BRCA1,P38398,PCDHA11,Q9Y5I1,U
BRCA1,P38398,RESF1,Q9HCM1,U
BRCA1,P38398,KIAA0408,Q6ZU52,U
BRCA1,P38398,SF3B3,Q15393,U
BRCA1,P38398,FRMPD2,Q68DX3,U
BRCA1,P38398,KLHL14,Q9P2G3,U
BRCA1,P38398,NOP56,O00567,U
BRCA1,P38398,PPIP5K2,O43314,U
BRCA1,P38398,ARFGEF3,Q5TH69,U
BRCA1,P38398,BRME1,Q0VDD7,U
BRCA1,P38398,PXDN,Q92626,U
BRCA1,P38398,FER1L6,Q2WGJ9,U
BRCA1,P38398,ABCE1,P61221,U
BRCA1,P38398,KLHL8,Q9P2G9,U
BRCA1,P38398,SCN10A,Q9Y5Y9,U
BRCA1,P38398,SLC9A2,Q9UBY0,U
BRCA1,P38398,LRCH3,Q96II8,U
BRCA1,P38398,EXOSC10,Q01780,U
BRCA1,P38398,GOLGA6L2,Q8N9W4,U
BRCA1,P38398,KIAA1217,Q5T5P2,U
BRCA1,P38398,LRRC7,Q96NW7,U
BRCA1,P38398,KIAA0586,Q9BVV6,U
BRCA1,P38398,TTLL6,Q8N841,U
BRCA1,P38398,OTUD7B,Q6GQQ9,U
BRCA1,P38398,ABCC4,O15439,U
BRCA1,P38398,SIK1,P57059,U
BRCA1,P38398,SLC4A2,P04920,U
BRCA1,P38398,RABGAP1L,Q5R372,U
BRCA1,P38398,MS4A14,Q96JA4,U
BRCA1,P38398,UBE4A,Q14139,U
BRCA1,P38398,ADAMTSL2,Q86TH1,U
BRCA1,P38398,TDRD5,Q8NAT2,U
BRCA1,P38398,PARP14,Q460N5,U
BRCA1,P38398,ZNF516,Q92618,U
BRCA1,P38398,MYO18A,Q92614,U
BRCA1,P38398,TAOK3,Q9H2K8,U
BRCA1,P38398,ARHGAP30,Q7Z6I6,U
BRCA1,P38398,CFAP20DC,Q6ZVT6,U
BRCA1,P38398,DAAM2,Q86T65,U
BRCA1,P38398,TMEM94,Q12767,U
BRCA1,P38398,NOL4,O94818,U
BRCA1,P38398,RPTOR,Q8N122,U
BRCA1,P38398,ZNF224,Q9NZL3,U
BRCA1,P38398,ANLN,Q9NQW6,U
BRCA1,P38398,NUP205,Q92621,U
BRCA1,P38398,XPO7,Q9UIA9,U
BRCA1,P38398,ZNF473,Q8WTR7,U
BRCA1,P38398,CC2D1B,Q5T0F9,U
BRCA1,P38398,ZMYM1,Q5SVZ6,U
BRCA1,P38398,POLR2B,P30876,U
BRCA1,P38398,ZNF555,Q8NEP9,U
BRCA1,P38398,AHR,P35869,U
BRCA1,P38398,ZNF337,Q9Y3M9,U
BRCA1,P38398,CTNND1,O60716,U
BRCA1,P38398,POLR2A,P24928,U
BRCA1,P38398,BOP1,Q14137,U
BRCA1,P38398,ZFPM1,Q8IX07,U
BRCA1,P38398,YTHDC1,Q96MU7,U
BRCA1,P38398,ZNF595,Q8IYB9,U
BRCA1,P38398,NOL9,Q5SY16,U
BRCA1,P38398,NLRP6,P59044,U
BRCA1,P38398,FMN2,Q9NZ56,U
BRCA1,P38398,NUP188,Q5SRE5,U
BRCA1,P38398,ARMC8,Q8IUR7,U
BRCA1,P38398,ILF3,Q12906,U
BRCA1,P38398,TSR1,Q2NL82,U
BRCA1,P38398,DGCR8,Q8WYQ5,U
BRCA1,P38398,MICAL2,O94851,U
BRCA1,P38398,SAMD11,Q96NU1,U
BRCA1,P38398,PPP6R3,Q5H9R7,U
BRCA1,P38398,UBR2,Q8IWV8,U
BRCA1,P38398,PPP4R3B,Q5MIZ7,U
BRCA1,P38398,SIRT1,Q96EB6,U
BRCA1,P38398,EZH2,Q15910,U
BRCA1,P38398,FBXL19,Q6PCT2,U
BRCA1,P38398,ZNF263,O14978,U
BRCA1,P38398,FGD2,Q7Z6J4,U
BRCA1,P38398,USP26,Q9BXU7,U
BRCA1,P38398,TPX2,Q9ULW0,U
BRCA1,P38398,ZNF341,Q9BYN7,U
BRCA1,P38398,RFX4,Q33E94,U
BRCA1,P38398,RNF169,Q8NCN4,U
BRCA1,P38398,CTNNA1,P35221,U
BRCA1,P38398,DNMT3A,Q9Y6K1,U
BRCA1,P38398,MN1,Q10571,U
BRCA1,P38398,MED14,O60244,U
BRCA1,P38398,WWP1,Q9H0M0,U
BRCA1,P38398,DHX35,Q9H5Z1,U
BRCA1,P38398,RBM12,Q9NTZ6,U
BRCA1,P38398,NAT10,Q9H0A0,U
BRCA1,P38398,ROCK2,O75116,U
BRCA1,P38398,PLCB1,Q9NQ66,U
BRCA1,P38398,AGTPBP1,Q9UPW5,U
BRCA1,P38398,MLH3,Q9UHC1,U
BRCA1,P38398,ZNF534,Q76KX8,U
BRCA1,P38398,SFI1,A8K8P3,U
BRCA1,P38398,CTTNBP2NL,Q9P2B4,U
BRCA1,P38398,PRKCQ,Q04759,U
BRCA1,P38398,IREB2,P48200,U
BRCA1,P38398,RNF216,Q9NWF9,U
BRCA1,P38398,ZNF568,Q3ZCX4,U
BRCA1,P38398,LTBP1,Q14766,U
BRCA1,P38398,VWA5B2,Q8N398,U
BRCA1,P38398,EFHB,Q8N7U6,U
BRCA1,P38398,ATP8A2,Q9NTI2,U
BRCA1,P38398,CCDC30,Q5VVM6,U
BRCA1,P38398,PTCHD3,Q3KNS1,U
BRCA1,P38398,PARP1,P09874,U
BRCA1,P38398,PSD,A5PKW4,U
BRCA1,P38398,EPB41L3,Q9Y2J2,U
BRCA1,P38398,SMARCA4,P51532,U
BRCA1,P38398,LRRC32,Q14392,U
BRCA1,P38398,FGD6,Q6ZV73,U
BRCA1,P38398,TNNI3K,Q59H18,U
BRCA1,P38398,ZBTB47,Q9UFB7,U
BRCA1,P38398,HGF,P14210,U
BRCA1,P38398,CACNA1E,Q15878,U
BRCA1,P38398,ITGA10,O75578,U
BRCA1,P38398,NIBAN2,Q96TA1,U
BRCA1,P38398,RASAL3,Q86YV0,U
BRCA1,P38398,FGD4,Q96M96,U
BRCA1,P38398,HSPA4L,O95757,U
BRCA1,P38398,SRPRA,P08240,U
BRCA1,P38398,TXNDC16,Q9P2K2,U
BRCA1,P38398,NCOA2,Q15596,U
BRCA1,P38398,SYMPK,Q92797,U
BRCA1,P38398,MAGI1,Q96QZ7,U
BRCA1,P38398,SCART1,Q4G0T1,U
BRCA1,P38398,ANGEL1,Q9UNK9,U
BRCA1,P38398,ZNF609,O15014,U
BRCA1,P38398,ZBTB48,P10074,U
BRCA1,P38398,PDE2A,O00408,U
BRCA1,P38398,MAP4K5,Q9Y4K4,U
BRCA1,P38398,SIPA1L3,O60292,U
BRCA1,P38398,DHX58,Q96C10,U
BRCA1,P38398,RPS6KC1,Q96S38,U
BRCA1,P38398,ITGAL,P20701,U
BRCA1,P38398,PCDHGB6,Q9Y5F9,U
BRCA1,P38398,WDR81,Q562E7,U
BRCA1,P38398,DACT2,Q5SW24,U
BRCA1,P38398,ANO6,Q4KMQ2,U
BRCA1,P38398,SLC15A1,P46059,U
BRCA1,P38398,PTPN21,Q16825,U
