query_gene,query_uniprot,partner_gene,partner_uniprot,class
TNFRSF1A,P19438,ATG10,Q9H0Y0,U
TNFRSF1A,P19438,C8orf74,Q6P047,U
TNFRSF1A,P19438,EFNB1,P98172,U
TNFRSF1A,P19438,BID,P55957,U
TNFRSF1A,P19438,FBXO36,Q8NEA4,U
TNFRSF1A,P19438,MAGEB10,Q96LZ2,U
TNFRSF1A,P19438,LIX1L,Q8IVB5,U
TNFRSF1A,P19438,NR2F6,P10588,U
TNFRSF1A,P19438,ZNF747,Q9BV97,U
TNFRSF1A,P19438,PARL,Q9H300,U
TNFRSF1A,P19438,FA2H,Q7L5A8,U
TNFRSF1A,P19438,ZNF593,O00488,U
TNFRSF1A,P19438,ATP5MC3,P48201,U
TNFRSF1A,P19438,DNAJC5B,Q9UF47,U
TNFRSF1A,P19438,UBXN6,Q9BZV1,U
TNFRSF1A,P19438,TSPY1,Q01534,U
TNFRSF1A,P19438,MOB3C,Q70IA8,U
TNFRSF1A,P19438,SNAPC2,Q13487,U
TNFRSF1A,P19438,SERPINB13,Q9UIV8,U
TNFRSF1A,P19438,NDUFAF3,Q9BU61,U
TNFRSF1A,P19438,EIF4EBP1,Q13541,U
TNFRSF1A,P19438,ZDHHC3,Q9NYG2,U
TNFRSF1A,P19438,GEMIN6,Q8WXD5,U
TNFRSF1A,P19438,IGHV7-81,A0A0B4J1V7,U
TNFRSF1A,P19438,PGAM4,Q8N0Y7,U
TNFRSF1A,P19438,IFI35,P80217,U
TNFRSF1A,P19438,CLXN,Q9HAE3,U
TNFRSF1A,P19438,TSEN15,Q8WW01,U
TNFRSF1A,P19438,SNAI2,O43623,U
TNFRSF1A,P19438,WBP1,Q96G27,U
TNFRSF1A,P19438,FCRLA,Q7L513,U
TNFRSF1A,P19438,DCTN6,O00399,U
TNFRSF1A,P19438,DAPK2,Q9UIK4,U
TNFRSF1A,P19438,IGLV4-69,A0A075B6H9,U
TNFRSF1A,P19438,TXNIP,Q9H3M7,U
TNFRSF1A,P19438,PRSS35,Q8N3Z0,U
TNFRSF1A,P19438,MACROD2,A1Z1Q3,U
TNFRSF1A,P19438,HBB,P68871,U
TNFRSF1A,P19438,NEURL3,Q96EH8,U
TNFRSF1A,P19438,C5orf52,A6NGY3,U
TNFRSF1A,P19438,RFLNA,Q6ZTI6,U
TNFRSF1A,P19438,TDP2,O95551,U
TNFRSF1A,P19438,ABT1,Q9ULW3,U
TNFRSF1A,P19438,HCCS,P53701,U
TNFRSF1A,P19438,MRAP2,Q96G30,U
TNFRSF1A,P19438,P2RY11,Q96G91,U
TNFRSF1A,P19438,MMD2,Q8IY49,U
TNFRSF1A,P19438,IGHV3-64,A0A075B6Q5,U
TNFRSF1A,P19438,FIBIN,Q8TAL6,U
TNFRSF1A,P19438,NPB,Q8NG41,U
TNFRSF1A,P19438,ARTN,Q5T4W7,U
TNFRSF1A,P19438,GRP,P07492,U
TNFRSF1A,P19438,ADCYAP1,P18509,U
TNFRSF1A,P19438,LY96,Q9Y6Y9,U
TNFRSF1A,P19438,WNT8A,Q9H1J5,U
TNFRSF1A,P19438,MFAP2,P55001,U
TNFRSF1A,P19438,IGHV3-15,A0A0B4J1V0,U
TNFRSF1A,P19438,REG1B,P48304,U
TNFRSF1A,P19438,IGF1,P05019,U
TNFRSF1A,P19438,GDF15,Q99988,U
TNFRSF1A,P19438,IGKV2-29,A2NJV5,U
TNFRSF1A,P19438,ANXA1,P04083,U
TNFRSF1A,P19438,CBLN3,Q6UW01,U
TNFRSF1A,P19438,RARRES2,Q99969,U
TNFRSF1A,P19438,IGKV4-1,P06312,U
TNFRSF1A,P19438,CSN3,P07498,U
TNFRSF1A,P19438,REN,P00797,U
TNFRSF1A,P19438,IGKV2-30,P06310,U
TNFRSF1A,P19438,PRADC1,Q9BSG0,U
TNFRSF1A,P19438,IL5,P05113,U
TNFRSF1A,P19438,IFNG,P01579,U
TNFRSF1A,P19438,FCGR3B,O75015,U
TNFRSF1A,P19438,KLK12,Q9UKR0,U
TNFRSF1A,P19438,LY6G5B,Q8NDX9,U
TNFRSF1A,P19438,IGLV2-8,P01709,U
TNFRSF1A,P19438,RETN,Q9HD89,U
TNFRSF1A,P19438,CSHL1,Q14406,U
TNFRSF1A,P19438,VSTM2A,Q8TAG5,U
TNFRSF1A,P19438,FRZB,Q92765,U
TNFRSF1A,P19438,NMB,P08949,U
TNFRSF1A,P19438,TOR2A,Q8N2E6,U
TNFRSF1A,P19438,GZMM,P51124,U
TNFRSF1A,P19438,REG3A,Q06141,U
TNFRSF1A,P19438,WNT5A,P41221,U
TNFRSF1A,P19438,OAS1,P00973,U
TNFRSF1A,P19438,RNASET2,O00584,U
TNFRSF1A,P19438,IGKV1-37,A0A075B6S9,U
TNFRSF1A,P19438,IGKV2-24,A0A0C4DH68,U
TNFRSF1A,P19438,C1QL1,O75973,U
TNFRSF1A,P19438,FGF8,P55075,U
TNFRSF1A,P19438,FGF3,P11487,U
TNFRSF1A,P19438,BSPH1,Q075Z2,U
TNFRSF1A,P19438,ADIPOQ,Q15848,U
TNFRSF1A,P19438,C1QTNF2,Q9BXJ5,U
TNFRSF1A,P19438,FGL1,Q08830,U
TNFRSF1A,P19438,AIMP1,Q12904,U
TNFRSF1A,P19438,IGLV3-25,P01717,U
TNFRSF1A,P19438,TRAV26-2,A0A0B4J265,U
TNFRSF1A,P19438,FEV,Q99581,U
TNFRSF1A,P19438,PLAAT1,Q9HDD0,U
TNFRSF1A,P19438,CNMD,O75829,U
TNFRSF1A,P19438,GPR148,Q8TDV2,U
TNFRSF1A,P19438,NDUFB8,O95169,U
TNFRSF1A,P19438,GCA,P28676,U
TNFRSF1A,P19438,IL2RA,P01589,U
TNFRSF1A,P19438,TREM1,Q9NP99,U
TNFRSF1A,P19438,C1orf52,Q8N6N3,U
TNFRSF1A,P19438,PCGF6,Q9BYE7,U
TNFRSF1A,P19438,FAM199X,Q6PEV8,U
TNFRSF1A,P19438,SH2D6,Q7Z4S9,U
TNFRSF1A,P19438,IFNB1,P01574,U
TNFRSF1A,P19438,ARMC10,Q8N2F6,U
TNFRSF1A,P19438,MAP6D1,Q9H9H5,U
TNFRSF1A,P19438,ZSCAN31,Q96LW9,U
TNFRSF1A,P19438,FIBP,O43427,U
TNFRSF1A,P19438,PLEK,P08567,U
TNFRSF1A,P19438,RGCC,Q9H4X1,U
TNFRSF1A,P19438,SBK2,P0C263,U
TNFRSF1A,P19438,PRB3,Q04118,U
TNFRSF1A,P19438,MRPS34,P82930,U
TNFRSF1A,P19438,TP53I11,O14683,U
TNFRSF1A,P19438,LEF1,Q9UJU2,U
TNFRSF1A,P19438,RNASEH2C,Q8TDP1,U
TNFRSF1A,P19438,RAB9B,Q9NP90,U
TNFRSF1A,P19438,VAPB,O95292,U
TNFRSF1A,P19438,ICOS,Q9Y6W8,U
TNFRSF1A,P19438,PRMT6,Q96LA8,U
TNFRSF1A,P19438,KLF9,Q13886,U
TNFRSF1A,P19438,MENT,Q9BUN1,U
TNFRSF1A,P19438,PHOX2A,O14813,U
TNFRSF1A,P19438,GAPDH,P04406,U
TNFRSF1A,P19438,GGTLC1,Q9BX51,U
TNFRSF1A,P19438,TMBIM1,Q969X1,U
TNFRSF1A,P19438,TK1,P04183,U
TNFRSF1A,P19438,CALCA,P06881,U
TNFRSF1A,P19438,MRPL35,Q9NZE8,U
TNFRSF1A,P19438,IGFBP3,P17936,U
TNFRSF1A,P19438,U2AF1,Q01081,U
TNFRSF1A,P19438,GLT8D1,Q68CQ7,U
TNFRSF1A,P19438,CARD19,Q96LW7,U
TNFRSF1A,P19438,ARL14EP,Q8N8R7,U
TNFRSF1A,P19438,SNRNP40,Q96DI7,U
TNFRSF1A,P19438,SHLD1,Q8IYI0,U
TNFRSF1A,P19438,RNF41,Q9H4P4,U
TNFRSF1A,P19438,CD209,Q9NNX6,U
TNFRSF1A,P19438,PSMD7,P51665,U
TNFRSF1A,P19438,IGLL5,B9A064,U
TNFRSF1A,P19438,COPZ2,Q9P299,U
TNFRSF1A,P19438,ZAP70,P43403,U
TNFRSF1A,P19438,SDF4,Q9BRK5,U
TNFRSF1A,P19438,CHAC2,Q8WUX2,U
TNFRSF1A,P19438,TRIM65,Q6PJ69,U
TNFRSF1A,P19438,PARP3,Q9Y6F1,U
TNFRSF1A,P19438,ALKBH3,Q96Q83,U
TNFRSF1A,P19438,GAP43,P17677,U
TNFRSF1A,P19438,TRIM45,Q9H8W5,U
TNFRSF1A,P19438,RRAS,P10301,U
TNFRSF1A,P19438,CDK5R2,Q13319,U
TNFRSF1A,P19438,HSF1,Q00613,U
TNFRSF1A,P19438,CSRP3,P50461,U
TNFRSF1A,P19438,ZBTB8OS,Q8IWT0,U
TNFRSF1A,P19438,NSUN6,Q8TEA1,U
TNFRSF1A,P19438,OLAH,Q9NV23,U
TNFRSF1A,P19438,EXOSC4,Q9NPD3,U
TNFRSF1A,P19438,SDR9C7,Q8NEX9,U
TNFRSF1A,P19438,CKB,P12277,U
TNFRSF1A,P19438,TWIST2,Q8WVJ9,U
TNFRSF1A,P19438,TBPL1,P62380,U
TNFRSF1A,P19438,CDC42EP2,O14613,U
TNFRSF1A,P19438,CACNB3,P54284,U
TNFRSF1A,P19438,BFSP2,Q13515,U
TNFRSF1A,P19438,CRY2,Q49AN0,U
TNFRSF1A,P19438,GID8,Q9NWU2,U
TNFRSF1A,P19438,SAMD5,Q5TGI4,U
TNFRSF1A,P19438,RSRC1,Q96IZ7,U
TNFRSF1A,P19438,MTHFS,P49914,U
TNFRSF1A,P19438,CAMKV,Q8NCB2,U
TNFRSF1A,P19438,CAPNS1,P04632,U
TNFRSF1A,P19438,DUSP22,Q9NRW4,U
TNFRSF1A,P19438,AHCYL2,Q96HN2,U
TNFRSF1A,P19438,SHMT1,P34896,U
TNFRSF1A,P19438,TCAP,O15273,U
TNFRSF1A,P19438,APOBEC3D,Q96AK3,U
TNFRSF1A,P19438,RSPH14,Q9UHP6,U
TNFRSF1A,P19438,INPP5K,Q9BT40,U
TNFRSF1A,P19438,MAGEA11,P43364,U
TNFRSF1A,P19438,CCDC181,Q5TID7,U
TNFRSF1A,P19438,APOBEC3H,Q6NTF7,U
TNFRSF1A,P19438,ARL4A,P40617,U
TNFRSF1A,P19438,RPL29,P47914,U
TNFRSF1A,P19438,CCDC69,A6NI79,U
TNFRSF1A,P19438,HAPSTR1,Q14CZ0,U
TNFRSF1A,P19438,LGI1,O95970,U
TNFRSF1A,P19438,DUSP3,P51452,U
TNFRSF1A,P19438,IVL,P07476,U
TNFRSF1A,P19438,BEGAIN,Q9BUH8,U
TNFRSF1A,P19438,STRAP,Q9Y3F4,U
TNFRSF1A,P19438,ZNF212,Q9UDV6,U
TNFRSF1A,P19438,PLIN5,Q00G26,U
TNFRSF1A,P19438,DCAF4,Q8WV16,U
TNFRSF1A,P19438,GLRB,P48167,U
TNFRSF1A,P19438,NUDT16,Q96DE0,U
TNFRSF1A,P19438,ABCD4,O14678,U
TNFRSF1A,P19438,ZNF829,Q3KNS6,U
TNFRSF1A,P19438,NKPD1,Q17RQ9,U
TNFRSF1A,P19438,TM9SF1,O15321,U
TNFRSF1A,P19438,KBTBD4,Q9NVX7,U
TNFRSF1A,P19438,SDC3,O75056,U
TNFRSF1A,P19438,TMEM38A,Q9H6F2,U
TNFRSF1A,P19438,GPR45,Q9Y5Y3,U
TNFRSF1A,P19438,NAPA,P54920,U
TNFRSF1A,P19438,TOR1AIP2,Q8NFQ8,U
TNFRSF1A,P19438,ITPA,Q9BY32,U
TNFRSF1A,P19438,EIPR1,Q53HC9,U
TNFRSF1A,P19438,FUT4,P22083,U
TNFRSF1A,P19438,C1orf202,A0A1W2PPE3,U
TNFRSF1A,P19438,IFNA8,P32881,U
TNFRSF1A,P19438,SERPINA12,Q8IW75,U
TNFRSF1A,P19438,UMPS,P11172,U
TNFRSF1A,P19438,IL15RA,Q13261,U
TNFRSF1A,P19438,PABPC5,Q96DU9,U
TNFRSF1A,P19438,CRELD2,Q6UXH1,U
TNFRSF1A,P19438,TEKTL1,Q8IYK2,U
TNFRSF1A,P19438,HOXD9,P28356,U
TNFRSF1A,P19438,TMEM59L,Q9UK28,U
TNFRSF1A,P19438,GATA3,P23771,U
TNFRSF1A,P19438,AIRE,O43918,U
TNFRSF1A,P19438,TYW2,Q53H54,U
TNFRSF1A,P19438,NECAP1,Q8NC96,U
TNFRSF1A,P19438,P2RY1,P47900,U
TNFRSF1A,P19438,ANKRD65,E5RJM6,U
TNFRSF1A,P19438,PDCD2,Q16342,U
TNFRSF1A,P19438,CSN1S1,P47710,U
TNFRSF1A,P19438,ZNRF2,Q8NHG8,U
TNFRSF1A,P19438,PSME3IP1,Q9GZU8,U
TNFRSF1A,P19438,TMEM238,C9JI98,U
TNFRSF1A,P19438,ZNF467,Q7Z7K2,U
TNFRSF1A,P19438,NHEJ1,Q9H9Q4,U
TNFRSF1A,P19438,APTX,Q7Z2E3,U
TNFRSF1A,P19438,BUD13,Q9BRD0,U
TNFRSF1A,P19438,CD200R1L,Q6Q8B3,U
TNFRSF1A,P19438,SLC6A1,P30531,U
TNFRSF1A,P19438,CCDC28A,Q8IWP9,U
TNFRSF1A,P19438,NADK,O95544,U
TNFRSF1A,P19438,TRIM59,Q8IWR1,U
TNFRSF1A,P19438,KLRG2,A4D1S0,U
TNFRSF1A,P19438,GABRB1,P18505,U
TNFRSF1A,P19438,E2F6,O75461,U
TNFRSF1A,P19438,SMNDC1,O75940,U
TNFRSF1A,P19438,NSA2,O95478,U
TNFRSF1A,P19438,SYF2,O95926,U
TNFRSF1A,P19438,SNRPA1,P09661,U
TNFRSF1A,P19438,TFPT,P0C1Z6,U
TNFRSF1A,P19438,PCNA,P12004,U
TNFRSF1A,P19438,MYF5,P13349,U
TNFRSF1A,P19438,RPA2,P15927,U
TNFRSF1A,P19438,SPI1,P17947,U
TNFRSF1A,P19438,ATF1,P18846,U
TNFRSF1A,P19438,DCK,P27707,U
TNFRSF1A,P19438,EEF1D,P29692,U
TNFRSF1A,P19438,ETFB,P38117,U
TNFRSF1A,P19438,RBM11,P57052,U
TNFRSF1A,P19438,RPP38,P78345,U
TNFRSF1A,P19438,MRPS15,P82914,U
TNFRSF1A,P19438,TFAM,Q00059,U
TNFRSF1A,P19438,RPA4,Q13156,U
TNFRSF1A,P19438,HES1,Q14469,U
TNFRSF1A,P19438,SNRNP35,Q16560,U
TNFRSF1A,P19438,TAF9,Q16594,U
TNFRSF1A,P19438,CLPP,Q16740,U
TNFRSF1A,P19438,PCGF3,Q3KNV8,U
TNFRSF1A,P19438,CENPQ,Q7L2Z9,U
TNFRSF1A,P19438,PCGF5,Q86SE9,U
TNFRSF1A,P19438,C1orf174,Q8IYL3,U
TNFRSF1A,P19438,ZCCHC9,Q8N567,U
TNFRSF1A,P19438,INO80E,Q8NBZ0,U
TNFRSF1A,P19438,GATAD1,Q8WUU5,U
TNFRSF1A,P19438,EMG1,Q92979,U
TNFRSF1A,P19438,DLX4,Q92988,U
TNFRSF1A,P19438,MALSU1,Q96EH3,U
TNFRSF1A,P19438,RRP36,Q96EU6,U
TNFRSF1A,P19438,NSL1,Q96IY1,U
TNFRSF1A,P19438,NSMCE2,Q96MF7,U
TNFRSF1A,P19438,USB1,Q9BQ65,U
TNFRSF1A,P19438,PIMREG,Q9BSJ6,U
TNFRSF1A,P19438,PCGF1,Q9BSM1,U
TNFRSF1A,P19438,C2orf49,Q9BVC5,U
TNFRSF1A,P19438,CTDSP1,Q9GZU7,U
TNFRSF1A,P19438,NUCKS1,Q9H1E3,U
TNFRSF1A,P19438,NMNAT1,Q9HAN9,U
TNFRSF1A,P19438,PNO1,Q9NRX1,U
TNFRSF1A,P19438,METTL1,Q9UBP6,U
TNFRSF1A,P19438,ISY1,Q9ULR0,U
TNFRSF1A,P19438,ING4,Q9UNL4,U
TNFRSF1A,P19438,CHTOP,Q9Y3Y2,U
TNFRSF1A,P19438,RBM7,Q9Y580,U
TNFRSF1A,P19438,SPIN1,Q9Y657,U
TNFRSF1A,P19438,KLLN,B2CW77,U
TNFRSF1A,P19438,POP4,O95707,U
TNFRSF1A,P19438,LDOC1,O95751,U
TNFRSF1A,P19438,SNRPC,P09234,U
TNFRSF1A,P19438,H3Y2,P0DPK5,U
TNFRSF1A,P19438,FDX1,P10109,U
TNFRSF1A,P19438,H1-5,P16401,U
TNFRSF1A,P19438,H1-2,P16403,U
TNFRSF1A,P19438,POLR2E,P19388,U
TNFRSF1A,P19438,GADD45A,P24522,U
TNFRSF1A,P19438,AK4,P27144,U
TNFRSF1A,P19438,PPIF,P30405,U
TNFRSF1A,P19438,CBX5,P45973,U
TNFRSF1A,P19438,UBE2E1,P51965,U
TNFRSF1A,P19438,MRPL12,P52815,U
TNFRSF1A,P19438,POLR2G,P62487,U
TNFRSF1A,P19438,CBX1,P83916,U
TNFRSF1A,P19438,H1-1,Q02539,U
TNFRSF1A,P19438,TAF10,Q12962,U
TNFRSF1A,P19438,CBX3,Q13185,U
TNFRSF1A,P19438,SRSF9,Q13242,U
TNFRSF1A,P19438,UBE2V1,Q13404,U
TNFRSF1A,P19438,GLRX5,Q86SX6,U
TNFRSF1A,P19438,DHFR2,Q86XF0,U
TNFRSF1A,P19438,YAF2,Q8IY57,U
TNFRSF1A,P19438,SPC24,Q8NBT2,U
TNFRSF1A,P19438,GRPEL2,Q8TAA5,U
TNFRSF1A,P19438,PCNP,Q8WW12,U
TNFRSF1A,P19438,H1-10,Q92522,U
TNFRSF1A,P19438,GTF3C6,Q969F1,U
TNFRSF1A,P19438,POP5,Q969H6,U
TNFRSF1A,P19438,NABP2,Q9BQ15,U
TNFRSF1A,P19438,GINS3,Q9BRX5,U
TNFRSF1A,P19438,NICN1,Q9BSH3,U
TNFRSF1A,P19438,ALKBH7,Q9BT30,U
TNFRSF1A,P19438,SAP30L,Q9HAJ7,U
TNFRSF1A,P19438,AKIP1,Q9NQ31,U
TNFRSF1A,P19438,THAP1,Q9NVV9,U
TNFRSF1A,P19438,MED29,Q9NX70,U
TNFRSF1A,P19438,PSMC3IP,Q9P2W1,U
TNFRSF1A,P19438,ZMAT5,Q9UDW3,U
TNFRSF1A,P19438,CGGBP1,Q9UFW8,U
TNFRSF1A,P19438,RSL24D1,Q9UHA3,U
TNFRSF1A,P19438,AK3,Q9UIJ7,U
TNFRSF1A,P19438,ASF1A,Q9Y294,U
TNFRSF1A,P19438,GSTK1,Q9Y2Q3,U
TNFRSF1A,P19438,NOP16,Q9Y3C1,U
TNFRSF1A,P19438,PPIL1,Q9Y3C6,U
TNFRSF1A,P19438,HDGFL3,Q9Y3E1,U
TNFRSF1A,P19438,OARD1,Q9Y530,U
TNFRSF1A,P19438,FBLL1,A6NHQ2,U
TNFRSF1A,P19438,SOX12,O15370,U
TNFRSF1A,P19438,RNF113A,O15541,U
TNFRSF1A,P19438,NIPSNAP2,O75323,U
TNFRSF1A,P19438,SUPT3H,O75486,U
TNFRSF1A,P19438,FSBP,O95073,U
TNFRSF1A,P19438,ZRANB2,O95218,U
TNFRSF1A,P19438,MBD3,O95983,U
TNFRSF1A,P19438,HNRNPC,P07910,U
TNFRSF1A,P19438,ETFA,P13804,U
TNFRSF1A,P19438,FBL,P22087,U
TNFRSF1A,P19438,HNRNPH3,P31942,U
TNFRSF1A,P19438,PCGF2,P35227,U
TNFRSF1A,P19438,MDH2,P40926,U
TNFRSF1A,P19438,CCNG1,P51959,U
TNFRSF1A,P19438,TRA2B,P62995,U
TNFRSF1A,P19438,GTF2B,Q00403,U
TNFRSF1A,P19438,SRSF6,Q13247,U
TNFRSF1A,P19438,GTF2H3,Q13889,U
TNFRSF1A,P19438,FAM50A,Q14320,U
TNFRSF1A,P19438,ZNF146,Q15072,U
TNFRSF1A,P19438,ANKRD1,Q15327,U
TNFRSF1A,P19438,HLF,Q16534,U
TNFRSF1A,P19438,SPDYA,Q5MJ70,U
TNFRSF1A,P19438,CENPP,Q6IPU0,U
TNFRSF1A,P19438,CCDC137,Q6PK04,U
TNFRSF1A,P19438,WDR5B,Q86VZ2,U
TNFRSF1A,P19438,THOC6,Q86W42,U
TNFRSF1A,P19438,PDIK1L,Q8N165,U
TNFRSF1A,P19438,ZC3H8,Q8N5P1,U
TNFRSF1A,P19438,PRPF38A,Q8NAV1,U
TNFRSF1A,P19438,ABHD11,Q8NFV4,U
TNFRSF1A,P19438,UBLCP1,Q8WVY7,U
TNFRSF1A,P19438,MAIP1,Q8WWC4,U
TNFRSF1A,P19438,IMP4,Q96G21,U
TNFRSF1A,P19438,HEXIM2,Q96MH2,U
TNFRSF1A,P19438,PURB,Q96QR8,U
TNFRSF1A,P19438,EBNA1BP2,Q99848,U
TNFRSF1A,P19438,MACROD1,Q9BQ69,U
TNFRSF1A,P19438,TSEN34,Q9BSV6,U
TNFRSF1A,P19438,RTF2,Q9BY42,U
TNFRSF1A,P19438,PECR,Q9BY49,U
TNFRSF1A,P19438,DNTTIP1,Q9H147,U
TNFRSF1A,P19438,RPF2,Q9H7B2,U
TNFRSF1A,P19438,NANOG,Q9H9S0,U
TNFRSF1A,P19438,ZMAT3,Q9HA38,U
TNFRSF1A,P19438,RPRD1B,Q9NQG5,U
TNFRSF1A,P19438,C9orf78,Q9NZ63,U
TNFRSF1A,P19438,SAP30BP,Q9UHR5,U
TNFRSF1A,P19438,PPIE,Q9UNP9,U
