U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank
context,P04049,U,False,False,28,BSPRY,402,fb19a8fcaa16a8b831c642aa8f60ce1f0d42f353ff64cdb527c2427030585ed1,Q5W0U4,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.449280818303426,-0.21667377154032388,-7.514199256896973,-8.457526206970215,-5.316836357116699,-7.096187273661296,112.0,69.0,96.0
context,P04049,U,False,False,29,SYTL1,562,ba4e1cf80bce4ff0008dc00d9dda1e09fa91a7cc7841e258eba9cf614c1c48fb,Q8IYJ3,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.630918025970459,0.26953097184499103,-6.435283184051514,-5.823454856872559,-4.240206241607666,-5.499648094177246,137.0,35.0,22.0
context,P04049,U,False,False,30,CEP57,500,4a466483464183af8627359347c6292cc23999670f77567d6f8ca4f73989ea79,Q86XR8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.987254003683726,0.24787948528925577,-6.175786972045898,-7.455078601837158,-4.575061798095703,-6.068642457326253,57.0,36.0,44.0
context,P04049,U,False,False,31,MAGEC1,1142,33b4e98c8dc7a474f46fec197c17532455f2e81f596ad7ad6bbc18b72353ad54,O60732,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.09263636730611324,-0.4515105088551839,-5.233631610870361,-8.657206535339355,-12.095892906188965,-8.662243684132894,10.0,86.0,198.0
context,P04049,U,False,False,32,MAP3K14,947,24b32b230026371590c5e36127c36ad399bb195b71891e9dd86cafff6439cda2,Q99558,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.347818930943807,-0.8200874129931132,-7.13712215423584,-7.714356899261475,-4.722297191619873,-6.5245920817057295,216.0,119.0,67.0
context,P04049,U,False,False,33,ARHGEF1,912,46ae2ca491a78b9c2a476ce372cb54842db7e129f5659a2034bf69c1301cdac9,Q92888,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.032058278719584,0.6953990459442139,-6.945646286010742,-6.202782154083252,-5.657031536102295,-6.268486658732097,186.0,13.0,53.0
context,P04049,U,False,False,34,SOHLH1,328,4a4c79afaae58625e13cffdb721ce71a73d767da59c1332072e0e949d4a385ba,Q5JUK2,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.811320463816325,-1.554982582728068,-9.306891441345215,-10.308147430419922,-8.483992576599121,-9.36634381612142,156.0,172.0,234.0
context,P04049,U,False,False,35,ANLN,1124,37733a3a61eb08c73137b1e3b8d7c9831ef19788d5aff3503135da450340b1b3,Q9NQW6,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.323965549468994,-0.7063950498898824,-5.853719234466553,-7.43881893157959,-5.516894340515137,-6.269810835520427,213.0,109.0,54.0
context,P04049,U,False,False,36,EIF3L,564,2658949f15efafac1e0a4f0837507a8472e6c2329c6b2181a4e1d5d8d23b1431,Q9Y262,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.364499489466349,-2.0022353728612265,-7.6293559074401855,-6.607828617095947,-5.591389179229736,-6.609524567921956,219.0,208.0,75.0
context,P04049,U,False,False,37,TRIM17,477,f4eb2cd915ec69f2ce48fbd3f86dafd373ca2f620e6283e60454b19107262a59,Q9Y577,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.9133630196253458,0.47262875239054364,-9.209627151489258,-5.937480926513672,-7.9784955978393555,-7.708534558614095,51.0,25.0,141.0
context,P04049,U,False,False,38,TCHP,498,e6c92593971e7382364d852c85fe4338af0dfc5315a4ffd83b2fa48caf4f990d,Q9BT92,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,0.042917308397591114,-0.40394678463538486,-5.4330925941467285,-5.450028419494629,-5.347946643829346,-5.410355885823567,4.0,81.0,12.0
context,P04049,U,False,False,39,NCDN,729,b10cbd6bfd502f685b15305a48f07a69a6cf214af441eff35605ca7b87ad6e5f,Q9UBB6,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.494497537612915,-0.2670445529123147,-8.933048248291016,-6.882935523986816,-6.434382438659668,-7.416788736979167,234.0,75.0,115.0
context,P04049,U,False,False,40,MKRN2,416,a2dc3019026430853f4f2fe8f8ff3e55367d6e432995ba9d7d90f282fd3ff20d,Q9H000,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.8312526345252991,-1.104057788848877,-8.777064323425293,-11.49323844909668,-8.061631202697754,-9.443977991739908,44.0,143.0,240.0
context,P04049,U,False,False,41,ANKS6,871,f1f32ca4062e6bfd77338b0e474374439f3039994dd965e7f1fc3009bcf4b21d,Q68DC2,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.132460594177246,0.49582426249980927,-9.01278305053711,-7.26364278793335,-8.882691383361816,-8.386372407277426,70.0,23.0,186.0
context,P04049,U,False,False,42,BCL3,454,baee5b5b45133f84edd3f52a9076b27785d0a9204cc1dbb8b38a7aeed08ed9c1,P20749,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.13797660420338312,0.2409676412741343,-7.912204742431641,-6.886706829071045,-3.3114240169525146,-6.036778529485066,11.0,37.0,41.0
context,P04049,U,False,False,43,RBM27,1060,e6bbc422954f93bc41b5ff44a38722fd2c77fd470523888787e080b62fb481db,Q9P2N5,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.0065435568491619,-0.48592854539553326,-8.751707077026367,-12.093971252441406,-7.934807777404785,-9.59349536895752,60.0,88.0,249.0
context,P04049,U,False,False,44,PLEKHA2,425,39956dead25a0fb3c326f997d6c9a0d27cad2d2df7cd545ea13f3f9130545815,Q9HB19,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.8738925457000732,0.3975875775019328,-5.517638206481934,-5.348323345184326,-5.4225029945373535,-5.429488182067871,48.0,26.0,17.0
context,P04049,U,False,False,45,PARP10,1025,5e89794c690c13b1ed811f2e0e6ca9da8847ff3151be364a8e2edf0b037e89ed,Q53GL7,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.8518577814102173,0.8059012095133463,-6.639355659484863,-7.236329555511475,-5.754560947418213,-6.543415387471517,46.0,12.0,68.0
context,P04049,U,False,False,46,TTLL1,423,7a6c988f5130733709199a618a4a6161deecc6696537e84328de8bc4fe67eba7,O95922,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-3.7162378629048667,-4.942843596140544,-8.891315460205078,-9.100137710571289,-12.704591751098633,-10.232014973958334,290.0,300.0,267.0
context,P04049,U,False,False,47,TEKT5,485,b23aacd8ca6fecfe7f42be7dcfe2419a4ca001a5b4169978a8402c620ffbca0c,Q96M29,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.4516436258951824,-0.8750038743019104,-8.064435005187988,-7.928502559661865,-7.71945333480835,-7.904130299886067,113.0,123.0,156.0
context,P04049,U,False,False,48,YTHDF3,585,ac613123bdfe3a0291f58c2670e9cd0e0ac896310f9c0a9a5710f5a2579a05cc,Q7Z739,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.1891101201375325,-1.7405869166056316,-11.246532440185547,-11.02194881439209,-8.799806594848633,-10.356095949808756,76.0,181.0,269.0
context,P04049,U,False,False,49,CTNNA2,953,da2b0294884f50be2668c2fa926325ed2d2f2862eca173cfb51aa2df05998aaf,P26232,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.9983839988708496,0.10634058713912964,-6.255578994750977,-4.933323383331299,-5.343067169189453,-5.510656515757243,59.0,43.0,23.0
context,P04049,U,False,False,50,LRSAM1,723,55a25f39b4108facbdd5b8896f8d16fe4ac52095d74ccd6c0a265b75531a14d3,Q6UWE0,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.7965689500172933,0.550344983736674,-8.859569549560547,-6.663926124572754,-6.27134370803833,-7.264946460723877,40.0,20.0,105.0
context,P04049,U,False,False,51,GUCY1B1,619,6fcdebf98dccff66a1a51e13ffa8a15d3706ecfb58b84fa49b4817a7309b0353,Q02153,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.008393963177999,-1.3614296515782673,-8.972908020019531,-6.469426155090332,-8.17060661315918,-7.870980262756348,184.0,161.0,154.0
context,P04049,U,False,False,52,DOC2A,400,d9119f87c5636d49ba9f71faeb07de8d7f47853905939ca9be7613809b2cac1f,Q14183,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-0.6398855745792389,-0.12486976385116577,-7.2777628898620605,-6.455392360687256,-5.749696254730225,-6.494283835093181,28.0,59.0,65.0
context,P04049,U,False,False,53,FAM193B,902,e4c15868a6d406f1f07c973a88de5ff7ff5b9d877294fcdff9cb1b769b01536e,Q96PV7,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.502373178799947,-0.486515740553538,-9.332660675048828,-8.428924560546875,-8.43704605102539,-8.732877095540365,125.0,89.0,203.0
background,P04049,U,False,False,54,AGBL2,902,8bab7c3ec14096f7b2f571f3621fdd3887f848ae19716a0cf9d3e658c6c64ed5,Q5U5Z8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.517630418141683,-2.651033957799276,-11.054573059082031,-7.778199672698975,-7.922519207000732,-8.91843064626058,236.0,248.0,217.0
background,P04049,U,False,False,55,ZFP92,416,8c631968361812d1a2bbcbed0a13e6f59b07653cb170f73001f73f4cebddc600,A6NM28,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-3.3989665508270264,-3.105081081390381,-9.287111282348633,-9.817091941833496,-6.325923919677734,-8.476709047953287,282.0,268.0,192.0
background,P04049,U,False,False,56,TTC22,569,b65af53b135362116132cfa2067eceb89557375a97cb5f5e8fce2341b50dab68,Q5TAA0,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.7293439308802288,-1.1699614922205608,-10.58581256866455,-6.312313079833984,-5.56712007522583,-7.488415241241455,145.0,150.0,122.0
background,P04049,U,False,False,57,HOXA10,410,6f4d4c78a95073491f19bad4794676920b0fdb0f66a062220d5964b1ac31494a,P31260,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.8198220332463582,-2.641901652018229,-10.525306701660156,-9.556750297546387,-7.657512187957764,-9.246523062388102,159.0,245.0,230.0
background,P04049,U,False,False,58,RIOK2,552,2a0f0de1b3b97dd32c5fcd590eb525e7cf3945cd0ec6c4f99118a07cf306af71,Q9BVS4,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.5690921942392986,-0.9334526509046555,-11.074488639831543,-8.17115306854248,-7.6652727127075195,-8.970304807027182,133.0,128.0,219.0
background,P04049,U,False,False,59,HR,1189,d41961595afab9168b7e6c1f71be7d9e450db8a11f27c763f220fae2aa71a885,O43593,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.157308657964071,-1.1370444893836975,-7.31139612197876,-10.325681686401367,-6.195126533508301,-7.9440681139628095,196.0,145.0,159.0
background,P04049,U,False,False,60,REPS2,660,d00e168508f525324d4e9d4c568094f720b30567854e37aca8ecb2e8dc72f0c2,Q8NFH8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.095825751622518,-1.0295140345891316,-6.289764881134033,-6.480222702026367,-3.8741683959960938,-5.548051993052165,193.0,133.0,24.0
background,P04049,U,False,False,61,ADD2,726,76114ec28b9d858ebfeaed873969f09fd83c86e21bc945be949ed03a2bff8bcf,P35612,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.0254140098889668,0.8746811797221502,-6.818999290466309,-6.055851936340332,-6.422459602355957,-6.432436943054199,64.0,11.0,60.0
background,P04049,U,False,False,62,CHST14,376,4bac311d1a97e0812aa380b6b7f095798d3b52c4f57642a12011e0c5785ec0da,Q8NCH0,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-3.261219104131063,-2.4838479359944663,-13.09459400177002,-10.516087532043457,-11.545550346374512,-11.718743960062662,279.0,240.0,293.0
background,P04049,U,False,False,63,SLC9C1,1177,4808633602183e9d9a465c7d26f643a82fa208a0c358785f01d8b4b39d4968ce,Q4G0N8,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.7886300881703696,-3.3978496392567954,-9.043031692504883,-9.555643081665039,-5.98896598815918,-8.195880254109701,255.0,279.0,179.0
background,P04049,U,False,False,64,GJA4,333,55234508c03b80d4d6aeac1840e00da730537851fb76d77248cf3c2ff4604577,P35212,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-2.3593087991078696,-2.549466848373413,-12.440152168273926,-12.458732604980469,-12.844316482543945,-12.581067085266113,218.0,243.0,300.0
background,P04049,U,False,False,65,ALG11,492,3b457911a95385f176d2a7b86e6322052b9a417eb3693c0813e8449d0e2a9e40,Q2TAA5,False,KRAS,189,1d5a9ab11f64cb886d8ffa08a153c412b2d190fcf70e5690cd4b4c7efcdee53a,P01116,additional_six,False,-1.9354534943898518,-3.1273128191630044,-12.385843276977539,-11.289263725280762,-12.094475746154785,-11.92319424947103,171.0,270.0,295.0
