query_gene,query_uniprot,partner_gene,partner_uniprot,class
EGFR,P00533,CCDC81,Q6ZN84,U
EGFR,P00533,CXorf38,Q8TB03,U
EGFR,P00533,TBC1D14,Q9P2M4,U
EGFR,P00533,MBOAT2,Q6ZWT7,U
EGFR,P00533,PCYT1B,Q9Y5K3,U
EGFR,P00533,LMCD1,Q9NZU5,U
EGFR,P00533,SEPTIN2,Q15019,U
EGFR,P00533,ZNF324,O75467,U
EGFR,P00533,FSCB,Q5H9T9,U
EGFR,P00533,BECN2,A8MW95,U
EGFR,P00533,SP5,Q6BEB4,U
EGFR,P00533,CWC25,Q9NXE8,U
EGFR,P00533,STOX2,Q9P2F5,U
EGFR,P00533,NLRC3,Q7RTR2,U
EGFR,P00533,GAS7,O60861,U
EGFR,P00533,TCTN1,Q2MV58,U
EGFR,P00533,ANKLE2,Q86XL3,U
EGFR,P00533,SEMA3A,Q14563,U
EGFR,P00533,REPIN1,Q9BWE0,U
EGFR,P00533,BUD13,Q9BRD0,U
EGFR,P00533,ECSIT,Q9BQ95,U
EGFR,P00533,NPLOC4,Q8TAT6,U
EGFR,P00533,SNX21,Q969T3,U
EGFR,P00533,RHOBTB2,Q9BYZ6,U
EGFR,P00533,SACK1D,Q9H4H8,U
EGFR,P00533,RAP1GAP2,Q684P5,U
EGFR,P00533,SLC16A1,P53985,U
EGFR,P00533,SMARCAL1,Q9NZC9,U
EGFR,P00533,P2RY12,Q9H244,U
EGFR,P00533,ZNF154,Q13106,U
EGFR,P00533,TRPC7,Q9HCX4,U
EGFR,P00533,CYRIA,Q9H0Q0,U
EGFR,P00533,PDE12,Q6L8Q7,U
EGFR,P00533,SELENOI,Q9C0D9,U
EGFR,P00533,GNRHR,P30968,U
EGFR,P00533,BRSK2,Q8IWQ3,U
EGFR,P00533,BLMH,Q13867,U
EGFR,P00533,RCOR3,Q9P2K3,U
EGFR,P00533,TLL1,O43897,U
EGFR,P00533,RUFY4,Q6ZNE9,U
EGFR,P00533,PREPL,Q4J6C6,U
EGFR,P00533,GAS2L1,Q99501,U
EGFR,P00533,SASH1,O94885,U
EGFR,P00533,RBM42,Q9BTD8,U
EGFR,P00533,UBQLN1,Q9UMX0,U
EGFR,P00533,EXD1,Q8NHP7,U
EGFR,P00533,NGLY1,Q96IV0,U
EGFR,P00533,CFAP221,Q4G0U5,U
EGFR,P00533,PLA2G3,Q9NZ20,U
EGFR,P00533,LIMK2,P53671,U
EGFR,P00533,RAVER2,Q9HCJ3,U
EGFR,P00533,HASPIN,Q8TF76,U
EGFR,P00533,ARMC5,Q96C12,U
EGFR,P00533,ERCC6L2,Q5T890,U
EGFR,P00533,KIF14,Q15058,U
EGFR,P00533,MTA3,Q9BTC8,U
EGFR,P00533,USP10,Q14694,U
EGFR,P00533,EDC3,Q96F86,U
EGFR,P00533,ARFGAP3,Q9NP61,U
EGFR,P00533,SMC4,Q9NTJ3,U
EGFR,P00533,LGI3,Q8N145,U
EGFR,P00533,ADD3,Q9UEY8,U
EGFR,P00533,SLAIN1,Q8ND83,U
EGFR,P00533,DDHD1,Q8NEL9,U
EGFR,P00533,NAPRT,Q6XQN6,U
EGFR,P00533,MECOM,Q03112,U
EGFR,P00533,ZFP36L2,P47974,U
EGFR,P00533,PREP,P48147,U
EGFR,P00533,BIRC2,Q13490,U
EGFR,P00533,DMAP1,Q9NPF5,U
EGFR,P00533,UBE3A,Q05086,U
EGFR,P00533,HIP1R,O75146,U
EGFR,P00533,PTPN23,Q9H3S7,U
EGFR,P00533,AP5Z1,O43299,U
EGFR,P00533,NLRP1,Q9C000,U
EGFR,P00533,CCDC39,Q9UFE4,U
EGFR,P00533,BACH2,Q9BYV9,U
EGFR,P00533,LRRC49,Q8IUZ0,U
EGFR,P00533,APEH,P13798,U
EGFR,P00533,UBAP2,Q5T6F2,U
EGFR,P00533,FCHSD1,Q86WN1,U
EGFR,P00533,FBXL17,Q9UF56,U
EGFR,P00533,GRK4,P32298,U
EGFR,P00533,DZIP1L,Q8IYY4,U
EGFR,P00533,TULP4,Q9NRJ4,U
EGFR,P00533,WDR48,Q8TAF3,U
EGFR,P00533,SKIC2,Q15477,U
EGFR,P00533,MPP2,Q14168,U
EGFR,P00533,LARP6,Q9BRS8,U
EGFR,P00533,ASIC2,Q16515,U
EGFR,P00533,DOT1L,Q8TEK3,U
EGFR,P00533,NRXN1,P58400,U
EGFR,P00533,MAK,P20794,U
EGFR,P00533,RESF1,Q9HCM1,U
EGFR,P00533,KIR3DL2,P43630,U
EGFR,P00533,RASIP1,Q5U651,U
EGFR,P00533,PNPT1,Q8TCS8,U
EGFR,P00533,KIF9,Q9HAQ2,U
EGFR,P00533,GCC1,Q96CN9,U
EGFR,P00533,KLF11,O14901,U
EGFR,P00533,FZD7,O75084,U
EGFR,P00533,UGT2B7,P16662,U
EGFR,P00533,MAPKAPK5,Q8IW41,U
EGFR,P00533,SELENOO,Q9BVL4,U
EGFR,P00533,PLCH2,O75038,U
EGFR,P00533,SLC35F5,Q8WV83,U
EGFR,P00533,IL2RB,P14784,U
EGFR,P00533,STPG2,Q8N412,U
EGFR,P00533,POFUT3,Q6P4F1,U
EGFR,P00533,TBX5,Q99593,U
EGFR,P00533,CCAR1,Q8IX12,U
EGFR,P00533,SMPD3,Q9NY59,U
EGFR,P00533,ATP1A2,P50993,U
EGFR,P00533,SERGEF,Q9UGK8,U
EGFR,P00533,NLN,Q9BYT8,U
EGFR,P00533,WDSUB1,Q8N9V3,U
EGFR,P00533,ENTPD8,Q5MY95,U
EGFR,P00533,TACR3,P29371,U
EGFR,P00533,IGF2BP2,Q9Y6M1,U
EGFR,P00533,CHADL,Q6NUI6,U
EGFR,P00533,ADCY5,O95622,U
EGFR,P00533,MMS22L,Q6ZRQ5,U
EGFR,P00533,COL16A1,Q07092,U
EGFR,P00533,IRX1,P78414,U
EGFR,P00533,ANKRD26,Q9UPS8,U
EGFR,P00533,LENG9,Q96B70,U
EGFR,P00533,CNR1,P21554,U
EGFR,P00533,DDX11L8,A8MPP1,U
EGFR,P00533,MATCAP2,Q8NCT3,U
EGFR,P00533,CCDC185,Q8N715,U
EGFR,P00533,PODXL2,Q9NZ53,U
EGFR,P00533,COG2,Q14746,U
EGFR,P00533,FCRL5,Q96RD9,U
EGFR,P00533,SNRK,Q9NRH2,U
EGFR,P00533,MYBPH,Q13203,U
EGFR,P00533,MSL2,Q9HCI7,U
EGFR,P00533,MAOA,P21397,U
EGFR,P00533,TRPC4,Q9UBN4,U
EGFR,P00533,LIN54,Q6MZP7,U
EGFR,P00533,NDUFAB1,O14561,U
EGFR,P00533,PHYH,O14832,U
EGFR,P00533,NIPSNAP2,O75323,U
EGFR,P00533,FDX1,P10109,U
EGFR,P00533,ETFA,P13804,U
EGFR,P00533,AK4,P27144,U
EGFR,P00533,PPIF,P30405,U
EGFR,P00533,ETFB,P38117,U
EGFR,P00533,MDH2,P40926,U
EGFR,P00533,MRPL19,P49406,U
EGFR,P00533,MRPL12,P52815,U
EGFR,P00533,MRPS25,P82663,U
EGFR,P00533,MRPS11,P82912,U
EGFR,P00533,MRPS15,P82914,U
EGFR,P00533,MRPS34,P82930,U
EGFR,P00533,MRPS6,P82932,U
EGFR,P00533,MRPL28,Q13084,U
EGFR,P00533,IDI1,Q13907,U
EGFR,P00533,CLPP,Q16740,U
EGFR,P00533,MRPL14,Q6P1L8,U
EGFR,P00533,MRPL10,Q7Z7H8,U
EGFR,P00533,GLRX5,Q86SX6,U
EGFR,P00533,MRPL41,Q8IXM3,U
EGFR,P00533,NDUFAF2,Q8N183,U
EGFR,P00533,ABHD11,Q8NFV4,U
EGFR,P00533,GRPEL2,Q8TAA5,U
EGFR,P00533,NUBPL,Q8TB37,U
EGFR,P00533,MAIP1,Q8WWC4,U
EGFR,P00533,MALSU1,Q96EH3,U
EGFR,P00533,MRPL53,Q96EL3,U
EGFR,P00533,MRPL48,Q96GC5,U
EGFR,P00533,NMNAT3,Q96T66,U
EGFR,P00533,TXN2,Q99757,U
EGFR,P00533,MGME1,Q9BQP7,U
EGFR,P00533,TACO1,Q9BSH4,U
EGFR,P00533,ALKBH7,Q9BT30,U
EGFR,P00533,HINT2,Q9BX68,U
EGFR,P00533,PECR,Q9BY49,U
EGFR,P00533,MRPL20,Q9BYC9,U
EGFR,P00533,MRPL9,Q9BYD2,U
EGFR,P00533,MRPS26,Q9BYN8,U
EGFR,P00533,MRPL18,Q9H0U6,U
EGFR,P00533,PPA2,Q9H2U2,U
EGFR,P00533,MRPL47,Q9HD33,U
EGFR,P00533,MRPL39,Q9NYK5,U
EGFR,P00533,AK3,Q9UIJ7,U
EGFR,P00533,CA5B,Q9Y2D0,U
EGFR,P00533,GSTK1,Q9Y2Q3,U
EGFR,P00533,MRPS28,Q9Y2Q9,U
EGFR,P00533,MRPS2,Q9Y399,U
EGFR,P00533,ACOX3,O15254,U
EGFR,P00533,TIMM44,O43615,U
EGFR,P00533,CDC40,O60508,U
EGFR,P00533,PMPCB,O75439,U
EGFR,P00533,TRMU,O75648,U
EGFR,P00533,GATB,O75879,U
EGFR,P00533,CCNK,O75909,U
EGFR,P00533,OTC,P00480,U
EGFR,P00533,ACAA1,P09110,U
EGFR,P00533,ME2,P23368,U
EGFR,P00533,ACAT1,P24752,U
EGFR,P00533,CSTF2,P33240,U
EGFR,P00533,COIL,P38432,U
EGFR,P00533,GLUD2,P49448,U
EGFR,P00533,HARS2,P49590,U
EGFR,P00533,ARG2,P78540,U
EGFR,P00533,MRPS22,P82650,U
EGFR,P00533,MRPS9,P82933,U
EGFR,P00533,ARID5A,Q03989,U
EGFR,P00533,PMPCA,Q10713,U
EGFR,P00533,PCK2,Q16822,U
EGFR,P00533,NADK2,Q4G0N4,U
EGFR,P00533,ACSF3,Q4G176,U
EGFR,P00533,IBA57,Q5T440,U
EGFR,P00533,MRM1,Q6IN84,U
EGFR,P00533,IRF2BP1,Q8IU81,U
EGFR,P00533,MCAT,Q8IVS2,U
EGFR,P00533,ACOT4,Q8N9L9,U
EGFR,P00533,GATA6,Q92908,U
EGFR,P00533,TOP1MT,Q969P6,U
EGFR,P00533,MRPL38,Q96DV4,U
EGFR,P00533,PTCD3,Q96EY7,U
EGFR,P00533,TEFM,Q96QE5,U
EGFR,P00533,PRR14,Q9BWN1,U
EGFR,P00533,MRPL37,Q9BZE1,U
EGFR,P00533,IKZF4,Q9H2S9,U
EGFR,P00533,OSGEPL1,Q9H4B0,U
EGFR,P00533,ACSS3,Q9H6R3,U
EGFR,P00533,L2HGDH,Q9H9P8,U
EGFR,P00533,MRM3,Q9HC36,U
EGFR,P00533,MCCC2,Q9HCC0,U
EGFR,P00533,TMLHE,Q9NVH6,U
EGFR,P00533,RMND1,Q9NWS8,U
EGFR,P00533,CDKN2AIP,Q9NXV6,U
EGFR,P00533,PIPOX,Q9P0Z9,U
EGFR,P00533,SUCLA2,Q9P2R7,U
EGFR,P00533,WARS2,Q9UGM6,U
EGFR,P00533,PARP2,Q9UGN5,U
EGFR,P00533,POLL,Q9UGP5,U
EGFR,P00533,MTF2,Q9Y483,U
EGFR,P00533,POLRMT,O00411,U
EGFR,P00533,NVL,O15381,U
EGFR,P00533,PCCA,P05165,U
EGFR,P00533,PC,P11498,U
EGFR,P00533,MSH2,P43246,U
EGFR,P00533,HSD17B4,P51659,U
EGFR,P00533,POLG,P54098,U
EGFR,P00533,ALDH18A1,P54886,U
EGFR,P00533,NOP14,P78316,U
EGFR,P00533,RBM10,P98175,U
EGFR,P00533,EHHADH,Q08426,U
EGFR,P00533,TRAP1,Q12931,U
EGFR,P00533,SF3B2,Q13435,U
EGFR,P00533,SPIDR,Q14159,U
EGFR,P00533,ALDH1L2,Q3SY69,U
EGFR,P00533,NOM1,Q5C9Z4,U
EGFR,P00533,PITRM1,Q5JRX3,U
EGFR,P00533,AARS2,Q5JTZ9,U
EGFR,P00533,SFMBT2,Q5VUG0,U
EGFR,P00533,RADX,Q6NSI4,U
EGFR,P00533,MTHFD1L,Q6UB35,U
EGFR,P00533,MCM10,Q7L590,U
EGFR,P00533,POLN,Q7Z5Q5,U
EGFR,P00533,LONP2,Q86WA8,U
EGFR,P00533,FBXO11,Q86XK2,U
EGFR,P00533,NPAS3,Q8IXF0,U
EGFR,P00533,PHC2,Q8IXK0,U
EGFR,P00533,SRRM1,Q8IYB3,U
EGFR,P00533,RBM15B,Q8NDT2,U
EGFR,P00533,PHC3,Q8NDX5,U
EGFR,P00533,ZNF473,Q8WTR7,U
EGFR,P00533,DHTKD1,Q96HY7,U
EGFR,P00533,ZNF512B,Q96KM6,U
EGFR,P00533,PPP1R10,Q96QC0,U
EGFR,P00533,MCCC1,Q96RQ3,U
EGFR,P00533,RBBP8,Q99708,U
EGFR,P00533,HNRNPUL1,Q9BUJ2,U
EGFR,P00533,ZHX3,Q9H4I2,U
EGFR,P00533,RBM12,Q9NTZ6,U
EGFR,P00533,SAGE1,Q9NXZ1,U
EGFR,P00533,FASTKD2,Q9NYY8,U
EGFR,P00533,DNMT3B,Q9UBC3,U
EGFR,P00533,POLK,Q9UBT6,U
EGFR,P00533,SFMBT1,Q9UHJ3,U
EGFR,P00533,ZHX1,Q9UKY1,U
EGFR,P00533,WDR3,Q9UNX4,U
EGFR,P00533,EXO1,Q9UQ84,U
EGFR,P00533,THRAP3,Q9Y2W1,U
EGFR,P00533,ZNF281,Q9Y2X9,U
EGFR,P00533,ZHX2,Q9Y6X8,U
