query_gene,query_uniprot,partner_gene,partner_uniprot,class
EGFR,P00533,CCDC81,Q6ZN84,U
EGFR,P00533,CXorf38,Q8TB03,U
EGFR,P00533,TBC1D14,Q9P2M4,U
EGFR,P00533,MBOAT2,Q6ZWT7,U
EGFR,P00533,PCYT1B,Q9Y5K3,U
EGFR,P00533,LMCD1,Q9NZU5,U
EGFR,P00533,SEPTIN2,Q15019,U
EGFR,P00533,ZNF324,O75467,U
EGFR,P00533,FSCB,Q5H9T9,U
EGFR,P00533,BECN2,A8MW95,U
EGFR,P00533,SP5,Q6BEB4,U
EGFR,P00533,CWC25,Q9NXE8,U
EGFR,P00533,STOX2,Q9P2F5,U
EGFR,P00533,NLRC3,Q7RTR2,U
EGFR,P00533,GAS7,O60861,U
EGFR,P00533,TCTN1,Q2MV58,U
EGFR,P00533,ANKLE2,Q86XL3,U
EGFR,P00533,SEMA3A,Q14563,U
EGFR,P00533,REPIN1,Q9BWE0,U
EGFR,P00533,BUD13,Q9BRD0,U
EGFR,P00533,ECSIT,Q9BQ95,U
EGFR,P00533,NPLOC4,Q8TAT6,U
EGFR,P00533,SNX21,Q969T3,U
EGFR,P00533,RHOBTB2,Q9BYZ6,U
EGFR,P00533,SACK1D,Q9H4H8,U
EGFR,P00533,RAP1GAP2,Q684P5,U
EGFR,P00533,SLC16A1,P53985,U
EGFR,P00533,SMARCAL1,Q9NZC9,U
EGFR,P00533,P2RY12,Q9H244,U
EGFR,P00533,ZNF154,Q13106,U
EGFR,P00533,TRPC7,Q9HCX4,U
EGFR,P00533,CYRIA,Q9H0Q0,U
EGFR,P00533,PDE12,Q6L8Q7,U
EGFR,P00533,SELENOI,Q9C0D9,U
EGFR,P00533,GNRHR,P30968,U
EGFR,P00533,BRSK2,Q8IWQ3,U
EGFR,P00533,BLMH,Q13867,U
EGFR,P00533,RCOR3,Q9P2K3,U
EGFR,P00533,TLL1,O43897,U
EGFR,P00533,RUFY4,Q6ZNE9,U
EGFR,P00533,PREPL,Q4J6C6,U
EGFR,P00533,GAS2L1,Q99501,U
EGFR,P00533,SASH1,O94885,U
EGFR,P00533,RBM42,Q9BTD8,U
EGFR,P00533,UBQLN1,Q9UMX0,U
EGFR,P00533,EXD1,Q8NHP7,U
EGFR,P00533,NGLY1,Q96IV0,U
EGFR,P00533,CFAP221,Q4G0U5,U
EGFR,P00533,PLA2G3,Q9NZ20,U
EGFR,P00533,LIMK2,P53671,U
EGFR,P00533,RAVER2,Q9HCJ3,U
EGFR,P00533,HASPIN,Q8TF76,U
EGFR,P00533,ARMC5,Q96C12,U
EGFR,P00533,ERCC6L2,Q5T890,U
EGFR,P00533,KIF14,Q15058,U
EGFR,P00533,MTA3,Q9BTC8,U
EGFR,P00533,USP10,Q14694,U
EGFR,P00533,EDC3,Q96F86,U
EGFR,P00533,ARFGAP3,Q9NP61,U
EGFR,P00533,SMC4,Q9NTJ3,U
EGFR,P00533,LGI3,Q8N145,U
EGFR,P00533,ADD3,Q9UEY8,U
EGFR,P00533,SLAIN1,Q8ND83,U
EGFR,P00533,DDHD1,Q8NEL9,U
EGFR,P00533,NAPRT,Q6XQN6,U
EGFR,P00533,MECOM,Q03112,U
EGFR,P00533,ZFP36L2,P47974,U
EGFR,P00533,PREP,P48147,U
EGFR,P00533,BIRC2,Q13490,U
EGFR,P00533,DMAP1,Q9NPF5,U
EGFR,P00533,UBE3A,Q05086,U
EGFR,P00533,HIP1R,O75146,U
EGFR,P00533,PTPN23,Q9H3S7,U
EGFR,P00533,AP5Z1,O43299,U
EGFR,P00533,NLRP1,Q9C000,U
EGFR,P00533,CCDC39,Q9UFE4,U
EGFR,P00533,BACH2,Q9BYV9,U
EGFR,P00533,LRRC49,Q8IUZ0,U
EGFR,P00533,APEH,P13798,U
EGFR,P00533,UBAP2,Q5T6F2,U
EGFR,P00533,FCHSD1,Q86WN1,U
EGFR,P00533,FBXL17,Q9UF56,U
EGFR,P00533,GRK4,P32298,U
EGFR,P00533,DZIP1L,Q8IYY4,U
EGFR,P00533,TULP4,Q9NRJ4,U
EGFR,P00533,WDR48,Q8TAF3,U
EGFR,P00533,SKIC2,Q15477,U
EGFR,P00533,MPP2,Q14168,U
EGFR,P00533,LARP6,Q9BRS8,U
EGFR,P00533,ASIC2,Q16515,U
EGFR,P00533,DOT1L,Q8TEK3,U
EGFR,P00533,NRXN1,P58400,U
EGFR,P00533,MAK,P20794,U
EGFR,P00533,RESF1,Q9HCM1,U
EGFR,P00533,KIR3DL2,P43630,U
EGFR,P00533,RASIP1,Q5U651,U
EGFR,P00533,PNPT1,Q8TCS8,U
EGFR,P00533,KIF9,Q9HAQ2,U
EGFR,P00533,GCC1,Q96CN9,U
EGFR,P00533,KLF11,O14901,U
EGFR,P00533,FZD7,O75084,U
EGFR,P00533,UGT2B7,P16662,U
EGFR,P00533,MAPKAPK5,Q8IW41,U
EGFR,P00533,SELENOO,Q9BVL4,U
EGFR,P00533,PLCH2,O75038,U
EGFR,P00533,SLC35F5,Q8WV83,U
EGFR,P00533,IL2RB,P14784,U
EGFR,P00533,STPG2,Q8N412,U
EGFR,P00533,POFUT3,Q6P4F1,U
EGFR,P00533,TBX5,Q99593,U
EGFR,P00533,CCAR1,Q8IX12,U
EGFR,P00533,SMPD3,Q9NY59,U
EGFR,P00533,ATP1A2,P50993,U
EGFR,P00533,SERGEF,Q9UGK8,U
EGFR,P00533,NLN,Q9BYT8,U
EGFR,P00533,WDSUB1,Q8N9V3,U
EGFR,P00533,ENTPD8,Q5MY95,U
EGFR,P00533,TACR3,P29371,U
EGFR,P00533,IGF2BP2,Q9Y6M1,U
EGFR,P00533,CHADL,Q6NUI6,U
EGFR,P00533,ADCY5,O95622,U
EGFR,P00533,MMS22L,Q6ZRQ5,U
EGFR,P00533,COL16A1,Q07092,U
EGFR,P00533,IRX1,P78414,U
EGFR,P00533,ANKRD26,Q9UPS8,U
EGFR,P00533,LENG9,Q96B70,U
EGFR,P00533,CNR1,P21554,U
EGFR,P00533,DDX11L8,A8MPP1,U
EGFR,P00533,MATCAP2,Q8NCT3,U
EGFR,P00533,CCDC185,Q8N715,U
EGFR,P00533,PODXL2,Q9NZ53,U
EGFR,P00533,COG2,Q14746,U
EGFR,P00533,FCRL5,Q96RD9,U
EGFR,P00533,SNRK,Q9NRH2,U
EGFR,P00533,MYBPH,Q13203,U
EGFR,P00533,MSL2,Q9HCI7,U
EGFR,P00533,MAOA,P21397,U
EGFR,P00533,TRPC4,Q9UBN4,U
EGFR,P00533,LIN54,Q6MZP7,U
