query_gene,query_uniprot,partner_gene,partner_uniprot,class
TNFRSF1A,P19438,ATG10,Q9H0Y0,U
TNFRSF1A,P19438,C8orf74,Q6P047,U
TNFRSF1A,P19438,EFNB1,P98172,U
TNFRSF1A,P19438,BID,P55957,U
TNFRSF1A,P19438,FBXO36,Q8NEA4,U
TNFRSF1A,P19438,MAGEB10,Q96LZ2,U
TNFRSF1A,P19438,LIX1L,Q8IVB5,U
TNFRSF1A,P19438,NR2F6,P10588,U
TNFRSF1A,P19438,ZNF747,Q9BV97,U
TNFRSF1A,P19438,PARL,Q9H300,U
TNFRSF1A,P19438,FA2H,Q7L5A8,U
TNFRSF1A,P19438,ZNF593,O00488,U
TNFRSF1A,P19438,ATP5MC3,P48201,U
TNFRSF1A,P19438,DNAJC5B,Q9UF47,U
TNFRSF1A,P19438,UBXN6,Q9BZV1,U
TNFRSF1A,P19438,TSPY1,Q01534,U
TNFRSF1A,P19438,MOB3C,Q70IA8,U
TNFRSF1A,P19438,SNAPC2,Q13487,U
TNFRSF1A,P19438,SERPINB13,Q9UIV8,U
TNFRSF1A,P19438,NDUFAF3,Q9BU61,U
TNFRSF1A,P19438,EIF4EBP1,Q13541,U
TNFRSF1A,P19438,ZDHHC3,Q9NYG2,U
TNFRSF1A,P19438,GEMIN6,Q8WXD5,U
TNFRSF1A,P19438,IGHV7-81,A0A0B4J1V7,U
TNFRSF1A,P19438,PGAM4,Q8N0Y7,U
TNFRSF1A,P19438,IFI35,P80217,U
TNFRSF1A,P19438,CLXN,Q9HAE3,U
TNFRSF1A,P19438,TSEN15,Q8WW01,U
TNFRSF1A,P19438,SNAI2,O43623,U
TNFRSF1A,P19438,WBP1,Q96G27,U
TNFRSF1A,P19438,FCRLA,Q7L513,U
TNFRSF1A,P19438,DCTN6,O00399,U
TNFRSF1A,P19438,DAPK2,Q9UIK4,U
TNFRSF1A,P19438,IGLV4-69,A0A075B6H9,U
TNFRSF1A,P19438,TXNIP,Q9H3M7,U
TNFRSF1A,P19438,PRSS35,Q8N3Z0,U
TNFRSF1A,P19438,MACROD2,A1Z1Q3,U
TNFRSF1A,P19438,HBB,P68871,U
TNFRSF1A,P19438,NEURL3,Q96EH8,U
TNFRSF1A,P19438,C5orf52,A6NGY3,U
TNFRSF1A,P19438,RFLNA,Q6ZTI6,U
TNFRSF1A,P19438,TDP2,O95551,U
TNFRSF1A,P19438,ABT1,Q9ULW3,U
TNFRSF1A,P19438,HCCS,P53701,U
TNFRSF1A,P19438,MRAP2,Q96G30,U
TNFRSF1A,P19438,P2RY11,Q96G91,U
TNFRSF1A,P19438,MMD2,Q8IY49,U
TNFRSF1A,P19438,IGHV3-64,A0A075B6Q5,U
TNFRSF1A,P19438,FIBIN,Q8TAL6,U
TNFRSF1A,P19438,NPB,Q8NG41,U
TNFRSF1A,P19438,ARTN,Q5T4W7,U
TNFRSF1A,P19438,GRP,P07492,U
TNFRSF1A,P19438,ADCYAP1,P18509,U
TNFRSF1A,P19438,LY96,Q9Y6Y9,U
TNFRSF1A,P19438,WNT8A,Q9H1J5,U
TNFRSF1A,P19438,MFAP2,P55001,U
TNFRSF1A,P19438,IGHV3-15,A0A0B4J1V0,U
TNFRSF1A,P19438,REG1B,P48304,U
TNFRSF1A,P19438,IGF1,P05019,U
TNFRSF1A,P19438,GDF15,Q99988,U
TNFRSF1A,P19438,IGKV2-29,A2NJV5,U
TNFRSF1A,P19438,ANXA1,P04083,U
TNFRSF1A,P19438,CBLN3,Q6UW01,U
TNFRSF1A,P19438,RARRES2,Q99969,U
TNFRSF1A,P19438,IGKV4-1,P06312,U
TNFRSF1A,P19438,CSN3,P07498,U
TNFRSF1A,P19438,REN,P00797,U
TNFRSF1A,P19438,IGKV2-30,P06310,U
TNFRSF1A,P19438,PRADC1,Q9BSG0,U
TNFRSF1A,P19438,IL5,P05113,U
TNFRSF1A,P19438,IFNG,P01579,U
TNFRSF1A,P19438,FCGR3B,O75015,U
TNFRSF1A,P19438,KLK12,Q9UKR0,U
TNFRSF1A,P19438,LY6G5B,Q8NDX9,U
TNFRSF1A,P19438,IGLV2-8,P01709,U
TNFRSF1A,P19438,RETN,Q9HD89,U
TNFRSF1A,P19438,CSHL1,Q14406,U
TNFRSF1A,P19438,VSTM2A,Q8TAG5,U
TNFRSF1A,P19438,FRZB,Q92765,U
TNFRSF1A,P19438,NMB,P08949,U
TNFRSF1A,P19438,TOR2A,Q8N2E6,U
TNFRSF1A,P19438,GZMM,P51124,U
TNFRSF1A,P19438,REG3A,Q06141,U
TNFRSF1A,P19438,WNT5A,P41221,U
TNFRSF1A,P19438,OAS1,P00973,U
TNFRSF1A,P19438,RNASET2,O00584,U
TNFRSF1A,P19438,IGKV1-37,A0A075B6S9,U
TNFRSF1A,P19438,IGKV2-24,A0A0C4DH68,U
TNFRSF1A,P19438,C1QL1,O75973,U
TNFRSF1A,P19438,FGF8,P55075,U
TNFRSF1A,P19438,FGF3,P11487,U
TNFRSF1A,P19438,BSPH1,Q075Z2,U
TNFRSF1A,P19438,ADIPOQ,Q15848,U
TNFRSF1A,P19438,C1QTNF2,Q9BXJ5,U
TNFRSF1A,P19438,FGL1,Q08830,U
TNFRSF1A,P19438,AIMP1,Q12904,U
TNFRSF1A,P19438,IGLV3-25,P01717,U
TNFRSF1A,P19438,TRAV26-2,A0A0B4J265,U
TNFRSF1A,P19438,FEV,Q99581,U
TNFRSF1A,P19438,PLAAT1,Q9HDD0,U
TNFRSF1A,P19438,CNMD,O75829,U
TNFRSF1A,P19438,GPR148,Q8TDV2,U
TNFRSF1A,P19438,NDUFB8,O95169,U
TNFRSF1A,P19438,GCA,P28676,U
TNFRSF1A,P19438,IL2RA,P01589,U
TNFRSF1A,P19438,TREM1,Q9NP99,U
TNFRSF1A,P19438,C1orf52,Q8N6N3,U
TNFRSF1A,P19438,PCGF6,Q9BYE7,U
TNFRSF1A,P19438,FAM199X,Q6PEV8,U
TNFRSF1A,P19438,SH2D6,Q7Z4S9,U
TNFRSF1A,P19438,IFNB1,P01574,U
TNFRSF1A,P19438,ARMC10,Q8N2F6,U
TNFRSF1A,P19438,MAP6D1,Q9H9H5,U
TNFRSF1A,P19438,ZSCAN31,Q96LW9,U
TNFRSF1A,P19438,FIBP,O43427,U
TNFRSF1A,P19438,PLEK,P08567,U
TNFRSF1A,P19438,RGCC,Q9H4X1,U
TNFRSF1A,P19438,SBK2,P0C263,U
TNFRSF1A,P19438,PRB3,Q04118,U
TNFRSF1A,P19438,MRPS34,P82930,U
TNFRSF1A,P19438,TP53I11,O14683,U
TNFRSF1A,P19438,LEF1,Q9UJU2,U
TNFRSF1A,P19438,RNASEH2C,Q8TDP1,U
TNFRSF1A,P19438,RAB9B,Q9NP90,U
TNFRSF1A,P19438,VAPB,O95292,U
TNFRSF1A,P19438,ICOS,Q9Y6W8,U
TNFRSF1A,P19438,PRMT6,Q96LA8,U
TNFRSF1A,P19438,KLF9,Q13886,U
TNFRSF1A,P19438,MENT,Q9BUN1,U
TNFRSF1A,P19438,PHOX2A,O14813,U
TNFRSF1A,P19438,GAPDH,P04406,U
TNFRSF1A,P19438,GGTLC1,Q9BX51,U
TNFRSF1A,P19438,TMBIM1,Q969X1,U
TNFRSF1A,P19438,TK1,P04183,U
TNFRSF1A,P19438,CALCA,P06881,U
TNFRSF1A,P19438,MRPL35,Q9NZE8,U
TNFRSF1A,P19438,IGFBP3,P17936,U
TNFRSF1A,P19438,U2AF1,Q01081,U
TNFRSF1A,P19438,GLT8D1,Q68CQ7,U
TNFRSF1A,P19438,CARD19,Q96LW7,U
TNFRSF1A,P19438,ARL14EP,Q8N8R7,U
TNFRSF1A,P19438,SNRNP40,Q96DI7,U
TNFRSF1A,P19438,SHLD1,Q8IYI0,U
TNFRSF1A,P19438,RNF41,Q9H4P4,U
TNFRSF1A,P19438,CD209,Q9NNX6,U
TNFRSF1A,P19438,PSMD7,P51665,U
TNFRSF1A,P19438,IGLL5,B9A064,U
TNFRSF1A,P19438,COPZ2,Q9P299,U
TNFRSF1A,P19438,ZAP70,P43403,U
TNFRSF1A,P19438,SDF4,Q9BRK5,U
TNFRSF1A,P19438,CHAC2,Q8WUX2,U
TNFRSF1A,P19438,TRIM65,Q6PJ69,U
TNFRSF1A,P19438,PARP3,Q9Y6F1,U
TNFRSF1A,P19438,ALKBH3,Q96Q83,U
TNFRSF1A,P19438,GAP43,P17677,U
TNFRSF1A,P19438,TRIM45,Q9H8W5,U
TNFRSF1A,P19438,RRAS,P10301,U
TNFRSF1A,P19438,CDK5R2,Q13319,U
TNFRSF1A,P19438,HSF1,Q00613,U
TNFRSF1A,P19438,CSRP3,P50461,U
TNFRSF1A,P19438,ZBTB8OS,Q8IWT0,U
TNFRSF1A,P19438,NSUN6,Q8TEA1,U
TNFRSF1A,P19438,OLAH,Q9NV23,U
TNFRSF1A,P19438,EXOSC4,Q9NPD3,U
TNFRSF1A,P19438,SDR9C7,Q8NEX9,U
TNFRSF1A,P19438,CKB,P12277,U
TNFRSF1A,P19438,TWIST2,Q8WVJ9,U
TNFRSF1A,P19438,TBPL1,P62380,U
TNFRSF1A,P19438,CDC42EP2,O14613,U
TNFRSF1A,P19438,CACNB3,P54284,U
TNFRSF1A,P19438,BFSP2,Q13515,U
TNFRSF1A,P19438,CRY2,Q49AN0,U
TNFRSF1A,P19438,GID8,Q9NWU2,U
TNFRSF1A,P19438,SAMD5,Q5TGI4,U
TNFRSF1A,P19438,RSRC1,Q96IZ7,U
TNFRSF1A,P19438,MTHFS,P49914,U
TNFRSF1A,P19438,CAMKV,Q8NCB2,U
TNFRSF1A,P19438,CAPNS1,P04632,U
TNFRSF1A,P19438,DUSP22,Q9NRW4,U
TNFRSF1A,P19438,AHCYL2,Q96HN2,U
TNFRSF1A,P19438,SHMT1,P34896,U
TNFRSF1A,P19438,TCAP,O15273,U
TNFRSF1A,P19438,APOBEC3D,Q96AK3,U
TNFRSF1A,P19438,RSPH14,Q9UHP6,U
TNFRSF1A,P19438,INPP5K,Q9BT40,U
TNFRSF1A,P19438,MAGEA11,P43364,U
TNFRSF1A,P19438,CCDC181,Q5TID7,U
TNFRSF1A,P19438,APOBEC3H,Q6NTF7,U
TNFRSF1A,P19438,ARL4A,P40617,U
TNFRSF1A,P19438,RPL29,P47914,U
TNFRSF1A,P19438,CCDC69,A6NI79,U
TNFRSF1A,P19438,HAPSTR1,Q14CZ0,U
TNFRSF1A,P19438,LGI1,O95970,U
TNFRSF1A,P19438,DUSP3,P51452,U
TNFRSF1A,P19438,IVL,P07476,U
TNFRSF1A,P19438,BEGAIN,Q9BUH8,U
TNFRSF1A,P19438,STRAP,Q9Y3F4,U
TNFRSF1A,P19438,ZNF212,Q9UDV6,U
TNFRSF1A,P19438,PLIN5,Q00G26,U
TNFRSF1A,P19438,DCAF4,Q8WV16,U
TNFRSF1A,P19438,GLRB,P48167,U
TNFRSF1A,P19438,NUDT16,Q96DE0,U
TNFRSF1A,P19438,ABCD4,O14678,U
TNFRSF1A,P19438,ZNF829,Q3KNS6,U
TNFRSF1A,P19438,NKPD1,Q17RQ9,U
TNFRSF1A,P19438,TM9SF1,O15321,U
TNFRSF1A,P19438,KBTBD4,Q9NVX7,U
TNFRSF1A,P19438,SDC3,O75056,U
TNFRSF1A,P19438,TMEM38A,Q9H6F2,U
TNFRSF1A,P19438,GPR45,Q9Y5Y3,U
TNFRSF1A,P19438,NAPA,P54920,U
TNFRSF1A,P19438,TOR1AIP2,Q8NFQ8,U
TNFRSF1A,P19438,ITPA,Q9BY32,U
TNFRSF1A,P19438,EIPR1,Q53HC9,U
TNFRSF1A,P19438,FUT4,P22083,U
TNFRSF1A,P19438,C1orf202,A0A1W2PPE3,U
TNFRSF1A,P19438,IFNA8,P32881,U
TNFRSF1A,P19438,SERPINA12,Q8IW75,U
TNFRSF1A,P19438,UMPS,P11172,U
TNFRSF1A,P19438,IL15RA,Q13261,U
TNFRSF1A,P19438,PABPC5,Q96DU9,U
TNFRSF1A,P19438,CRELD2,Q6UXH1,U
TNFRSF1A,P19438,TEKTL1,Q8IYK2,U
TNFRSF1A,P19438,HOXD9,P28356,U
TNFRSF1A,P19438,TMEM59L,Q9UK28,U
TNFRSF1A,P19438,GATA3,P23771,U
TNFRSF1A,P19438,AIRE,O43918,U
TNFRSF1A,P19438,TYW2,Q53H54,U
TNFRSF1A,P19438,NECAP1,Q8NC96,U
TNFRSF1A,P19438,P2RY1,P47900,U
TNFRSF1A,P19438,ANKRD65,E5RJM6,U
TNFRSF1A,P19438,PDCD2,Q16342,U
TNFRSF1A,P19438,CSN1S1,P47710,U
TNFRSF1A,P19438,ZNRF2,Q8NHG8,U
TNFRSF1A,P19438,PSME3IP1,Q9GZU8,U
TNFRSF1A,P19438,TMEM238,C9JI98,U
TNFRSF1A,P19438,ZNF467,Q7Z7K2,U
TNFRSF1A,P19438,NHEJ1,Q9H9Q4,U
TNFRSF1A,P19438,APTX,Q7Z2E3,U
TNFRSF1A,P19438,BUD13,Q9BRD0,U
TNFRSF1A,P19438,CD200R1L,Q6Q8B3,U
TNFRSF1A,P19438,SLC6A1,P30531,U
TNFRSF1A,P19438,CCDC28A,Q8IWP9,U
TNFRSF1A,P19438,NADK,O95544,U
TNFRSF1A,P19438,TRIM59,Q8IWR1,U
TNFRSF1A,P19438,KLRG2,A4D1S0,U
TNFRSF1A,P19438,GABRB1,P18505,U
