query_gene,query_uniprot,partner_gene,partner_uniprot,class
ERN1,O75460,CEP19,Q96LK0,U
ERN1,O75460,CHIT1,Q13231,U
ERN1,O75460,CHRDL2,Q6WN34,U
ERN1,O75460,COCH,O43405,U
ERN1,O75460,CPA3,P15088,U
ERN1,O75460,CRHBP,P24387,U
ERN1,O75460,CSN2,P05814,U
ERN1,O75460,CSPG4,Q6UVK1,U
ERN1,O75460,CST7,O76096,U
ERN1,O75460,CTSB,P07858,U
ERN1,O75460,CYFIP1,Q7L576,U
ERN1,O75460,DDR1,Q08345,U
ERN1,O75460,DMBT1,Q9UGM3,U
ERN1,O75460,DNAJB13,P59910,U
ERN1,O75460,DNALI1,O14645,U
ERN1,O75460,DROSHA,Q9NRR4,U
ERN1,O75460,EGFR,P00533,U
ERN1,O75460,EIF2B2,P49770,U
ERN1,O75460,ENPP3,O14638,U
ERN1,O75460,EPCAM,P16422,U
ERN1,O75460,ERVFRD-1,P60508,U
ERN1,O75460,ERVV-1,B6SEH8,U
ERN1,O75460,ERVV-2,B6SEH9,U
ERN1,O75460,EZR,P15311,U
ERN1,O75460,FCN3,O75636,U
ERN1,O75460,FIP1L1,Q6UN15,U
ERN1,O75460,FJX1,Q86VR8,U
ERN1,O75460,FKBP4,Q02790,U
ERN1,O75460,FOXD4L1,Q9NU39,U
ERN1,O75460,FXYD7,P58549,U
ERN1,O75460,FZD7,O75084,U
ERN1,O75460,GAPDH,P04406,U
ERN1,O75460,GCLC,P48506,U
ERN1,O75460,GCLM,P48507,U
ERN1,O75460,GDAP1L1,Q96MZ0,U
ERN1,O75460,GLUD1,P00367,U
ERN1,O75460,GNRH2,O43555,U
ERN1,O75460,GOLM2,Q6P4E1,U
ERN1,O75460,GPR33,Q49SQ1,U
ERN1,O75460,GSTT2,P0CG29,U
ERN1,O75460,GSTT2B,P0CG30,U
ERN1,O75460,HBQ1,P09105,U
ERN1,O75460,HSPB1,P04792,U
ERN1,O75460,IFNGR1,P15260,U
ERN1,O75460,IFNGR2,P38484,U
ERN1,O75460,IFNL4,K9M1U5,U
ERN1,O75460,IGF2R,P11717,U
ERN1,O75460,INHA,P05111,U
ERN1,O75460,INS,P01308,U
ERN1,O75460,ITGAE,P38570,U
ERN1,O75460,JAG1,P78504,U
ERN1,O75460,JAK3,P52333,U
ERN1,O75460,JUN,P05412,U
ERN1,O75460,KATNIP,O60303,U
ERN1,O75460,KCNH3,Q9ULD8,U
ERN1,O75460,KHDRBS1,Q07666,U
ERN1,O75460,KIF14,Q15058,U
ERN1,O75460,KIFAP3,Q92845,U
ERN1,O75460,LAMC1,P11047,U
ERN1,O75460,LCP1,P13796,U
ERN1,O75460,LGALS3BP,Q08380,U
ERN1,O75460,LLGL2,Q6P1M3,U
ERN1,O75460,LPIN2,Q92539,U
ERN1,O75460,LTC4S,Q16873,U
ERN1,O75460,LYZ,P61626,U
ERN1,O75460,MALRD1,Q5VYJ5,U
ERN1,O75460,MAML1,Q92585,U
ERN1,O75460,MGP,P08493,U
ERN1,O75460,MME,P08473,U
ERN1,O75460,MNDA,P41218,U
ERN1,O75460,MORC4,Q8TE76,U
ERN1,O75460,MSH2,P43246,U
ERN1,O75460,MTA2,O94776,U
ERN1,O75460,MTIF2,P46199,U
ERN1,O75460,MYC,P01106,U
ERN1,O75460,MYO7A,Q13402,U
ERN1,O75460,NBPF1,Q3BBV0,U
ERN1,O75460,NBPF10,Q6P3W6,U
ERN1,O75460,B2M,P61769,U
ERN1,O75460,NBPF14,Q5TI25,U
ERN1,O75460,NBPF15,Q8N660,U
ERN1,O75460,NBPF20,P0DPF2,U
ERN1,O75460,NBPF3,Q9H094,U
ERN1,O75460,NBPF4,Q96M43,U
ERN1,O75460,NBPF6,Q5VWK0,U
ERN1,O75460,NBPF8,Q3BBV2,U
ERN1,O75460,APOA1,P02647,U
ERN1,O75460,NCL,P19338,U
ERN1,O75460,NISCH,Q9Y2I1,U
ERN1,O75460,NODAL,Q96S42,U
ERN1,O75460,NOG,Q13253,U
ERN1,O75460,NOTCH2,Q04721,U
ERN1,O75460,NOTCH3,Q9UM47,U
ERN1,O75460,NRGN,Q92686,U
ERN1,O75460,NTF3,P20783,U
ERN1,O75460,OFD1,O75665,U
ERN1,O75460,PA2G4,Q9UQ80,U
ERN1,O75460,PABPC1L,Q4VXU2,U
ERN1,O75460,PAPPA,Q13219,U
ERN1,O75460,PAWR,Q96IZ0,U
ERN1,O75460,PAX6,P26367,U
ERN1,O75460,PDF,Q9HBH1,U
ERN1,O75460,PEG3,Q9GZU2,U
ERN1,O75460,PHC2,Q8IXK0,U
ERN1,O75460,PKM,P14618,U
ERN1,O75460,PLEC,Q15149,U
ERN1,O75460,POLK,Q9UBT6,U
ERN1,O75460,POU5F1,Q01860,U
ERN1,O75460,PRDX3,P30048,U
ERN1,O75460,PRKG1,Q13976,U
ERN1,O75460,PRMT7,Q9NVM4,U
ERN1,O75460,PRPF19,Q9UMS4,U
ERN1,O75460,PSG11,Q9UQ72,U
ERN1,O75460,PSMB1,P20618,U
ERN1,O75460,RAD18,Q9NS91,U
ERN1,O75460,RAD23B,P54727,U
ERN1,O75460,RBP3,P10745,U
ERN1,O75460,RNASE4,P34096,U
ERN1,O75460,RSL24D1,Q9UHA3,U
ERN1,O75460,RTTN,Q86VV8,U
ERN1,O75460,S100A3,P33764,U
ERN1,O75460,SASH1,O94885,U
ERN1,O75460,SCGB1D1,O95968,U
ERN1,O75460,SHOX2,O60902,U
ERN1,O75460,SIRT1,Q96EB6,U
ERN1,O75460,SIRT2,Q8IXJ6,U
ERN1,O75460,SIRT4,Q9Y6E7,U
ERN1,O75460,SIRT5,Q9NXA8,U
ERN1,O75460,SIRT7,Q9NRC8,U
ERN1,O75460,SLC2A1,P11166,U
ERN1,O75460,SRGAP2,O75044,U
ERN1,O75460,STAC2,Q6ZMT1,U
ERN1,O75460,STK36,Q9NRP7,U
ERN1,O75460,STON1,Q9Y6Q2,U
ERN1,O75460,STRA8,Q7Z7C7,U
ERN1,O75460,TBX21,Q9UL17,U
ERN1,O75460,TBX4,P57082,U
ERN1,O75460,TLR7,Q9NYK1,U
ERN1,O75460,TM4SF20,Q53R12,U
ERN1,O75460,TMEM107,Q6UX40,U
ERN1,O75460,TP53,P04637,U
ERN1,O75460,TWIST1,Q15672,U
ERN1,O75460,TYW1B,Q6NUM6,U
ERN1,O75460,UACA,Q9BZF9,U
ERN1,O75460,UQCC1,Q9NVA1,U
ERN1,O75460,VCP,P55072,U
ERN1,O75460,VPS41,P49754,U
ERN1,O75460,VPS4A,Q9UN37,U
ERN1,O75460,VPS4B,O75351,U
ERN1,O75460,VRK3,Q8IV63,U
ERN1,O75460,WNT3,P56703,U
ERN1,O75460,YEATS4,O95619,U
ERN1,O75460,YTHDC2,Q9H6S0,U
ERN1,O75460,YWHAG,P61981,U
ERN1,O75460,ZBTB42,B2RXF5,U
ERN1,O75460,ZIM2,Q9NZV7,U
ERN1,O75460,ACTN3,Q08043,U
ERN1,O75460,ALB,P02768,U
ERN1,O75460,CA1,P00915,U
ERN1,O75460,HBB,P68871,U
ERN1,O75460,KRT31,Q15323,U
ERN1,O75460,MYL2,P10916,U
ERN1,O75460,OPN1LW,P04000,U
ERN1,O75460,RHO,P08100,U
ERN1,O75460,SLC25A14,O95258,U
ERN1,O75460,TNNI3,P19429,U
