query_gene,query_uniprot,partner_gene,partner_uniprot,class
KEAP1,Q14145,PTPN9,P43378,U
KEAP1,Q14145,KATNB1,Q9BVA0,U
KEAP1,Q14145,KAT5,Q92993,U
KEAP1,Q14145,PLEKHM3,Q6ZWE6,U
KEAP1,Q14145,LRWD1,Q9UFC0,U
KEAP1,Q14145,PUM2,Q8TB72,U
KEAP1,Q14145,BLTP3B,A0JNW5,U
KEAP1,Q14145,MAGED1,Q9Y5V3,U
KEAP1,Q14145,CEP68,Q76N32,U
KEAP1,Q14145,TCF25,Q9BQ70,U
KEAP1,Q14145,SAMD4B,Q5PRF9,U
KEAP1,Q14145,SYMPK,Q92797,U
KEAP1,Q14145,ACTR5,Q9H9F9,U
KEAP1,Q14145,CELF2,O95319,U
KEAP1,Q14145,RCC1,P18754,U
KEAP1,Q14145,FBXL7,Q9UJT9,U
KEAP1,Q14145,BCAR3,O75815,U
KEAP1,Q14145,PTPN12,Q05209,U
KEAP1,Q14145,TRAPPC9,Q96Q05,U
KEAP1,Q14145,MALT1,Q9UDY8,U
KEAP1,Q14145,MAST3,O60307,U
KEAP1,Q14145,FGD3,Q5JSP0,U
KEAP1,Q14145,DAZAP1,Q96EP5,U
KEAP1,Q14145,AURKA,O14965,U
KEAP1,Q14145,TNPO2,O14787,U
KEAP1,Q14145,BPIFB4,P59827,U
KEAP1,Q14145,MECOM,Q03112,U
KEAP1,Q14145,BRIP1,Q9BX63,U
KEAP1,Q14145,IFT122,Q9HBG6,U
KEAP1,Q14145,UBXN11,Q5T124,U
KEAP1,Q14145,CEP83,Q9Y592,U
KEAP1,Q14145,EPX,P11678,U
KEAP1,Q14145,SRRT,Q9BXP5,U
KEAP1,Q14145,KSR2,Q6VAB6,U
KEAP1,Q14145,PICK1,Q9NRD5,U
KEAP1,Q14145,FANCI,Q9NVI1,U
KEAP1,Q14145,CPAP,Q9HC77,U
KEAP1,Q14145,NACC1,Q96RE7,U
KEAP1,Q14145,SPECC1L,Q69YQ0,U
KEAP1,Q14145,LMLN,Q96KR4,U
KEAP1,Q14145,CDKL5,O76039,U
KEAP1,Q14145,PTK2,Q05397,U
KEAP1,Q14145,TUBG2,Q9NRH3,U
KEAP1,Q14145,TBC1D13,Q9NVG8,U
KEAP1,Q14145,MKRN2,Q9H000,U
KEAP1,Q14145,DHX58,Q96C10,U
KEAP1,Q14145,PIK3C3,Q8NEB9,U
KEAP1,Q14145,PADI2,Q9Y2J8,U
KEAP1,Q14145,PCOLCE,Q15113,U
KEAP1,Q14145,ME1,P48163,U
KEAP1,Q14145,PRDM1,O75626,U
KEAP1,Q14145,SLC39A8,Q9C0K1,U
KEAP1,Q14145,PASD1,Q8IV76,U
KEAP1,Q14145,PTPRJ,Q12913,U
KEAP1,Q14145,HHLA2,Q9UM44,U
KEAP1,Q14145,DRD5,P21918,U
KEAP1,Q14145,ATP5F1A,P25705,U
KEAP1,Q14145,COL23A1,Q86Y22,U
KEAP1,Q14145,AP3M2,P53677,U
KEAP1,Q14145,DIAPH3,Q9NSV4,U
KEAP1,Q14145,KCNAB3,O43448,U
KEAP1,Q14145,HRH4,Q9H3N8,U
KEAP1,Q14145,FLRT1,Q9NZU1,U
KEAP1,Q14145,PAFAH1B1,P43034,U
KEAP1,Q14145,FYB1,O15117,U
KEAP1,Q14145,NFATC3,Q12968,U
KEAP1,Q14145,KIAA1958,Q8N8K9,U
KEAP1,Q14145,GIT1,Q9Y2X7,U
KEAP1,Q14145,ZDHHC17,Q8IUH5,U
KEAP1,Q14145,GPRASP2,Q96D09,U
KEAP1,Q14145,TSGA10,Q9BZW7,U
KEAP1,Q14145,SOWAHB,A6NEL2,U
KEAP1,Q14145,CSGALNACT2,Q8N6G5,U
KEAP1,Q14145,KRT84,Q9NSB2,U
KEAP1,Q14145,DCP1A,Q9NPI6,U
KEAP1,Q14145,ADRA2C,P18825,U
KEAP1,Q14145,PCDHGA4,Q9Y5G9,U
KEAP1,Q14145,CSPG5,O95196,U
KEAP1,Q14145,RAP1GAP,P47736,U
KEAP1,Q14145,CD96,P40200,U
KEAP1,Q14145,LUC7L2,Q9Y383,U
KEAP1,Q14145,GJA8,P48165,U
KEAP1,Q14145,TFRC,P02786,U
KEAP1,Q14145,NSD2,O96028,U
KEAP1,Q14145,EDC4,Q6P2E9,U
KEAP1,Q14145,USP6,P35125,U
KEAP1,Q14145,PALM3,A6NDB9,U
KEAP1,Q14145,DGKK,Q5KSL6,U
KEAP1,Q14145,MCF2,P10911,U
KEAP1,Q14145,SLC12A9,Q9BXP2,U
KEAP1,Q14145,WNT10A,Q9GZT5,U
KEAP1,Q14145,MAN1A2,O60476,U
KEAP1,Q14145,TARS3,A2RTX5,U
KEAP1,Q14145,ANGPT1,Q15389,U
KEAP1,Q14145,SIN3A,Q96ST3,U
KEAP1,Q14145,CEP78,Q5JTW2,U
KEAP1,Q14145,C2orf81,A6NN90,U
KEAP1,Q14145,HLCS,P50747,U
KEAP1,Q14145,ENKUR,Q8TC29,U
KEAP1,Q14145,TAX1BP1,Q86VP1,U
KEAP1,Q14145,MTMR2,Q13614,U
KEAP1,Q14145,PARD6B,Q9BYG5,U
KEAP1,Q14145,EPHX2,P34913,U
KEAP1,Q14145,DDX6,P26196,U
KEAP1,Q14145,CRTC2,Q53ET0,U
KEAP1,Q14145,PRSS37,A4D1T9,U
KEAP1,Q14145,IER5,Q5VY09,U
KEAP1,Q14145,HNRNPK,P61978,U
KEAP1,Q14145,NDOR1,Q9UHB4,U
KEAP1,Q14145,CRNN,Q9UBG3,U
KEAP1,Q14145,IKZF3,Q9UKT9,U
KEAP1,Q14145,RBM38,Q9H0Z9,U
KEAP1,Q14145,NFKBIE,O00221,U
KEAP1,Q14145,ATP6V1E1,P36543,U
KEAP1,Q14145,SERPINB13,Q9UIV8,U
KEAP1,Q14145,CFAP184,Q2M329,U
KEAP1,Q14145,MAP2K6,P52564,U
KEAP1,Q14145,FNBP1,Q96RU3,U
KEAP1,Q14145,RSPH9,Q9H1X1,U
KEAP1,Q14145,LYPLA2,O95372,U
KEAP1,Q14145,SEC14L1,Q92503,U
KEAP1,Q14145,AKAP10,O43572,U
KEAP1,Q14145,RPS6KA3,P51812,U
KEAP1,Q14145,DVL2,O14641,U
KEAP1,Q14145,AHRR,A9YTQ3,U
KEAP1,Q14145,ADK,P55263,U
KEAP1,Q14145,KHDC4,Q7Z7F0,U
KEAP1,Q14145,MAB21L2,Q9Y586,U
KEAP1,Q14145,TP53RK,Q96S44,U
KEAP1,Q14145,DUSP9,Q99956,U
KEAP1,Q14145,KIFC2,Q96AC6,U
KEAP1,Q14145,CELF1,Q92879,U
KEAP1,Q14145,BKGD,Q9H0W9,U
KEAP1,Q14145,PYCR2,Q96C36,U
KEAP1,Q14145,GSTT2,P0CG29,U
KEAP1,Q14145,PABPN1L,A6NDY0,U
KEAP1,Q14145,NCK2,O43639,U
KEAP1,Q14145,GTPBP1,O00178,U
KEAP1,Q14145,RSPH3,Q86UC2,U
KEAP1,Q14145,MISP,Q8IVT2,U
KEAP1,Q14145,FXR2,P51116,U
KEAP1,Q14145,PRMT9,Q6P2P2,U
KEAP1,Q14145,GCK,P35557,U
KEAP1,Q14145,MARK2,Q7KZI7,U
KEAP1,Q14145,NCBP3,Q53F19,U
KEAP1,Q14145,ARHGEF25,Q86VW2,U
KEAP1,Q14145,NHERF4,Q86UT5,U
KEAP1,Q14145,KIAA0930,Q6ICG6,U
KEAP1,Q14145,CHDH,Q8NE62,U
KEAP1,Q14145,IGF2BP3,O00425,U
KEAP1,Q14145,RAB3IL1,Q8TBN0,U
KEAP1,Q14145,GTF2A1L,Q9UNN4,U
KEAP1,Q14145,G3BP1,Q13283,U
KEAP1,Q14145,CORO6,Q6QEF8,U
KEAP1,Q14145,RPIA,P49247,U
KEAP1,Q14145,ALX1,Q15699,U
KEAP1,Q14145,GPR107,Q5VW38,U
KEAP1,Q14145,ERP29,P30040,U
KEAP1,Q14145,TMOD2,Q9NZR1,U
KEAP1,Q14145,IFI16,Q16666,U
KEAP1,Q14145,HOXB2,P14652,U
KEAP1,Q14145,TEAD4,Q15561,U
KEAP1,Q14145,ZNF774,Q6NX45,U
KEAP1,Q14145,ADAM8,P78325,U
KEAP1,Q14145,KNSTRN,Q9Y448,U
KEAP1,Q14145,GFPT2,O94808,U
KEAP1,Q14145,WDR5B,Q86VZ2,U
KEAP1,Q14145,BMP3,P12645,U
KEAP1,Q14145,KLK8,O60259,U
KEAP1,Q14145,SP140L,Q9H930,U
KEAP1,Q14145,LRPAP1,P30533,U
KEAP1,Q14145,RAB20,Q9NX57,U
KEAP1,Q14145,OSTM1,Q86WC4,U
KEAP1,Q14145,ASB17,Q8WXJ9,U
KEAP1,Q14145,MYBPH,Q13203,U
KEAP1,Q14145,MPG,P29372,U
KEAP1,Q14145,GPATCH11,Q8N954,U
KEAP1,Q14145,CYP4V2,Q6ZWL3,U
KEAP1,Q14145,ISL1,P61371,U
KEAP1,Q14145,NEUROD1,Q13562,U
KEAP1,Q14145,PAQR5,Q9NXK6,U
KEAP1,Q14145,LIX1L,Q8IVB5,U
KEAP1,Q14145,DHCR7,Q9UBM7,U
KEAP1,Q14145,AHSG,P02765,U
KEAP1,Q14145,EFR3A,Q14156,U
KEAP1,Q14145,MAP7,Q14244,U
KEAP1,Q14145,SGSM3,Q96HU1,U
KEAP1,Q14145,GLYATL3,Q5SZD4,U
KEAP1,Q14145,HIC2,Q96JB3,U
KEAP1,Q14145,PYGL,P06737,U
KEAP1,Q14145,EEF1A2,Q05639,U
KEAP1,Q14145,MRS2,Q9HD23,U
KEAP1,Q14145,OGFRL1,Q5TC84,U
KEAP1,Q14145,VCP,P55072,U
KEAP1,Q14145,DNAJC14,Q6Y2X3,U
KEAP1,Q14145,TOM1,O60784,U
KEAP1,Q14145,INO80E,Q8NBZ0,U
KEAP1,Q14145,GREP1,A0A0J9YXV3,U
KEAP1,Q14145,ANGPT2,O15123,U
KEAP1,Q14145,COCH,O43405,U
KEAP1,Q14145,PMPCB,O75439,U
KEAP1,Q14145,ANGPTL1,O95841,U
KEAP1,Q14145,F9,P00740,U
KEAP1,Q14145,FGB,P02675,U
KEAP1,Q14145,GC,P02774,U
KEAP1,Q14145,VTN,P04004,U
KEAP1,Q14145,PROC,P04070,U
KEAP1,Q14145,HRG,P04196,U
KEAP1,Q14145,SERPING1,P05155,U
KEAP1,Q14145,CFI,P05156,U
KEAP1,Q14145,BCHE,P06276,U
KEAP1,Q14145,PSAP,P07602,U
KEAP1,Q14145,F7,P08709,U
KEAP1,Q14145,CETP,P11597,U
KEAP1,Q14145,PDIA4,P13667,U
KEAP1,Q14145,PNLIP,P16233,U
KEAP1,Q14145,SMPD1,P17405,U
KEAP1,Q14145,ME2,P23368,U
KEAP1,Q14145,PDIA3,P30101,U
KEAP1,Q14145,TUFM,P49411,U
KEAP1,Q14145,GLUD2,P49448,U
KEAP1,Q14145,PNLIPRP1,P54315,U
KEAP1,Q14145,LGALS3BP,Q08380,U
KEAP1,Q14145,LOXL1,Q08397,U
KEAP1,Q14145,PMPCA,Q10713,U
KEAP1,Q14145,HABP2,Q14520,U
KEAP1,Q14145,PKDCC,Q504Y2,U
KEAP1,Q14145,ACSM3,Q53FZ2,U
KEAP1,Q14145,ARSI,Q5FYB1,U
KEAP1,Q14145,PDE12,Q6L8Q7,U
KEAP1,Q14145,PI16,Q6UXB8,U
KEAP1,Q14145,ADAMTSL5,Q6ZMM2,U
KEAP1,Q14145,COLGALT1,Q8NBJ5,U
KEAP1,Q14145,PLBD2,Q8NHP8,U
KEAP1,Q14145,NDNF,Q8TB73,U
KEAP1,Q14145,HPSE2,Q8WWQ2,U
KEAP1,Q14145,TBRG4,Q969Z0,U
KEAP1,Q14145,ERLEC1,Q96DZ1,U
KEAP1,Q14145,ERO1A,Q96HE7,U
KEAP1,Q14145,CNDP1,Q96KN2,U
KEAP1,Q14145,FAM20A,Q96MK3,U
KEAP1,Q14145,EDEM2,Q9BV94,U
KEAP1,Q14145,SIL1,Q9H173,U
KEAP1,Q14145,MCCC2,Q9HCC0,U
KEAP1,Q14145,ADA2,Q9NZK5,U
KEAP1,Q14145,C1RL,Q9NZP8,U
KEAP1,Q14145,CPQ,Q9Y646,U
KEAP1,Q14145,MASP2,O00187,U
KEAP1,Q14145,PLOD3,O60568,U
KEAP1,Q14145,PTCD1,O75127,U
KEAP1,Q14145,CILP,O75339,U
KEAP1,Q14145,CP,P00450,U
KEAP1,Q14145,C1R,P00736,U
KEAP1,Q14145,PLG,P00747,U
KEAP1,Q14145,FGA,P02671,U
KEAP1,Q14145,CHGB,P05060,U
KEAP1,Q14145,F13B,P05160,U
KEAP1,Q14145,PCCA,P05165,U
KEAP1,Q14145,PC,P11498,U
KEAP1,Q14145,BMP1,P13497,U
KEAP1,Q14145,HSP90B1,P14625,U
KEAP1,Q14145,CEL,P19835,U
KEAP1,Q14145,COL15A1,P39059,U
KEAP1,Q14145,COMP,P49747,U
KEAP1,Q14145,ALDH18A1,P54886,U
KEAP1,Q14145,GPLD1,P80108,U
KEAP1,Q14145,HGFAC,Q04756,U
KEAP1,Q14145,TRAP1,Q12931,U
KEAP1,Q14145,OS9,Q13438,U
KEAP1,Q14145,TOP3A,Q13472,U
KEAP1,Q14145,POSTN,Q15063,U
KEAP1,Q14145,TGFBI,Q15582,U
KEAP1,Q14145,PITRM1,Q5JRX3,U
KEAP1,Q14145,PRSS36,Q5K4E3,U
KEAP1,Q14145,CHADL,Q6NUI6,U
KEAP1,Q14145,THSD4,Q6ZMP0,U
KEAP1,Q14145,FASTKD5,Q7L8L6,U
KEAP1,Q14145,LONP2,Q86WA8,U
KEAP1,Q14145,CILP2,Q8IUL8,U
KEAP1,Q14145,FOXRED2,Q8IWF2,U
KEAP1,Q14145,SULF2,Q8IWU5,U
KEAP1,Q14145,SULF1,Q8IWU6,U
KEAP1,Q14145,DNAJC10,Q8IXB1,U
KEAP1,Q14145,BMPER,Q8N8U9,U
KEAP1,Q14145,CIROZ,Q8N9H9,U
KEAP1,Q14145,MCCC1,Q96RQ3,U
KEAP1,Q14145,TWNK,Q96RR1,U
KEAP1,Q14145,ADAMTS10,Q9H324,U
KEAP1,Q14145,ACSS3,Q9H6R3,U
KEAP1,Q14145,MMRN2,Q9H8L6,U
KEAP1,Q14145,SCUBE2,Q9NQ36,U
KEAP1,Q14145,CRTAC1,Q9NQ79,U
KEAP1,Q14145,ACSS1,Q9NUB1,U
KEAP1,Q14145,FASTKD2,Q9NYY8,U
KEAP1,Q14145,ADAMTS5,Q9UNA0,U
KEAP1,Q14145,MAN2B2,Q9Y2E5,U
KEAP1,Q14145,EMILIN1,Q9Y6C2,U
KEAP1,Q14145,CLEC18A,A5D8T8,U
KEAP1,Q14145,TIMM44,O43615,U
KEAP1,Q14145,ENTPD5,O75356,U
KEAP1,Q14145,CRLF1,O75462,U
KEAP1,Q14145,OTC,P00480,U
KEAP1,Q14145,PLAU,P00749,U
KEAP1,Q14145,FGG,P02679,U
KEAP1,Q14145,SERPINA5,P05154,U
KEAP1,Q14145,INHBA,P08476,U
KEAP1,Q14145,ACAA1,P09110,U
KEAP1,Q14145,SPP1,P10451,U
KEAP1,Q14145,ETFA,P13804,U
KEAP1,Q14145,AK4,P27144,U
KEAP1,Q14145,LOX,P28300,U
KEAP1,Q14145,SERPINF1,P36955,U
KEAP1,Q14145,ETFB,P38117,U
KEAP1,Q14145,MDH2,P40926,U
KEAP1,Q14145,VEGFC,P49767,U
KEAP1,Q14145,PPT1,P50897,U
KEAP1,Q14145,TGFB2,P61812,U
KEAP1,Q14145,HTRA3,P83110,U
KEAP1,Q14145,TFAM,Q00059,U
KEAP1,Q14145,HYAL1,Q12794,U
KEAP1,Q14145,PLA2G7,Q13093,U
KEAP1,Q14145,PDK1,Q15118,U
KEAP1,Q14145,CEACAM16,Q2WEN9,U
KEAP1,Q14145,OLFML1,Q6UWY5,U
KEAP1,Q14145,C16orf89,Q6UX73,U
KEAP1,Q14145,CPA6,Q8N4T0,U
KEAP1,Q14145,ACOT4,Q8N9L9,U
KEAP1,Q14145,POGLUT1,Q8NBL1,U
KEAP1,Q14145,ABHD11,Q8NFV4,U
KEAP1,Q14145,GRPEL2,Q8TAA5,U
KEAP1,Q14145,MAIP1,Q8WWC4,U
KEAP1,Q14145,GGH,Q92820,U
KEAP1,Q14145,RCN3,Q96D15,U
KEAP1,Q14145,MALSU1,Q96EH3,U
KEAP1,Q14145,TEFM,Q96QE5,U
KEAP1,Q14145,GDF15,Q99988,U
KEAP1,Q14145,ERP44,Q9BS26,U
KEAP1,Q14145,ALKBH7,Q9BT30,U
KEAP1,Q14145,PECR,Q9BY49,U
KEAP1,Q14145,OLFML3,Q9NRN5,U
KEAP1,Q14145,SIRT3,Q9NTG7,U
KEAP1,Q14145,TMLHE,Q9NVH6,U
KEAP1,Q14145,DNAJB11,Q9UBS4,U
KEAP1,Q14145,WARS2,Q9UGM6,U
KEAP1,Q14145,AK3,Q9UIJ7,U
KEAP1,Q14145,GDF2,Q9UK05,U
KEAP1,Q14145,GSTK1,Q9Y2Q3,U
