sequence_sha256,historical_exact_TRAIN_endpoint,historical_exact_DEV_endpoint,exact_train_31k_P_endpoint,exact_train_U_pool_endpoint,exact_expanded_development_endpoint,any_model_exact_TRAIN_DEV_endpoint,newly_flagged_endpoint
0068d7e7554f53427dfad1d199880ad021c9113ae9b9f8dd52263c729a125d22,False,False,False,False,False,False,False
0068ef8142526bc65e3de7f79cbd021c3364884844747eff7d625af51918f76b,False,False,False,False,False,False,False
006b473ac2c910dfebf53111bd6b052b1196d214beed62778c41549225bcda8d,False,False,False,False,False,False,False
0076c7d38fcebcc3a7bedc75edfefaae37feafd112b6a2a13b0fcbffe91795cd,False,False,False,False,False,False,False
0079923da880bc7b635d0a06ae50baa6ac1cc90ae01419e5c5bbf6bf489705c6,False,False,False,False,False,False,False
007b78f998529e50ed237bc766115bff402716a00ab7c56039cee911702974d7,False,False,False,False,False,False,False
007c61d5a657d5d512ca36d4026308de033c57729e7542c090632e8f29929c52,False,False,False,False,False,False,False
007dd0067856ef0f88cc3053f6918ada62dbea19f65eecfe81febd6df8981714,False,False,False,False,False,False,False
007fb434b1cd9579dc6ba6d09926ee269c19d6a893fb4f5672f4af423d01d39f,False,False,False,False,False,False,False
008401f18c6d8b4f731f6998bb4f2a370c0f88a73947e47cf62fcec6850cbe55,False,False,False,False,False,False,False
0085efa00553e438de2d2cfd00d672f61951b6d1809643fd3f7551aba7fba37b,False,False,False,False,False,False,False
0087138797c6550c1853b8880485ae50493ef94cd726e1d30c75e5121c0dd9d0,False,False,False,False,False,False,False
008c194b62e721f86faee1d991cc4838985a70a834e6d9bfe016694361fbc406,False,False,False,False,False,False,False
008c43d87e5cde788e293d3e1be752a6fe6a16d91f6f777a362580e60ab5fcb5,False,False,False,False,False,False,False
008e740035a251d852006a522f2efb5120e0610d6f810d33f72ca58397b9bf3e,False,False,False,False,False,False,False
0090708be739cc6c6228c0ea37893f45b05b116d71cfa5fec574c46d5856a300,False,False,False,False,False,False,False
00911cac33428041c4c1f7eed4c84c08fbadb159682812d033fa8f6fecc65174,False,False,False,False,False,False,False
00939ba05757bdb675bae92cf67871af0cfa80cfd2adc552be44d6cf8e26001a,False,False,False,False,False,False,False
0094d0ebd5894ed47cc49c8b3a2f1d7993671aef1d34515b31ffced3defda82e,False,False,False,False,False,False,False
00960edc244d6936f9e197884b4bea941d4ccf94da0d0f1f7917fc2705a1ac33,False,False,False,False,False,False,False
00980b8fb54b4d4e405bb4b3f369258a54cad257bee06d297c5b9409fe52ed19,False,False,False,False,False,False,False
0099fbd7aa65c368240acf233121e1df1982ffcb5e74117fd4e4ac103271a6a4,False,False,False,False,False,False,False
009a5ed05266dc05058b971d39a11975b9637d47a3a54c53796f36253d52aeae,False,False,False,False,False,False,False
009c3c92659da40fbba7b9b74ee309516fae7b5f84e1a2227d32dd7e588229f1,False,False,False,False,False,False,False
009e21bc58aff0d2a775b6cb086a590b948f37a01bbed5ad2a54b5b91134049c,False,False,False,False,False,False,False
009e31a82998edde90dab50a9cb2b0b5f3717b4c50145e913ba2f77fb84fea72,False,False,False,False,False,False,False
00a45e4770883eb5fa359fd24d6e57ba0325b165b984d29c7c681a07986ef758,False,False,False,False,False,False,False
00a563538d88f8cbbface7e771a24f6623bb0ed94566d9b5e058dd376546c60d,False,False,False,False,False,False,False
00a5b25fc3d4b46a08f5d36e86a21a899854fbe86b8287c00dff4947f32384ec,False,False,False,False,False,False,False
00a7bd4f8f5468e3271178d8ab03757b5d429ef65f2b5efff9292144a3627403,False,False,False,False,False,False,False
00ab9ce7cbc5c9bfb84f322f4b5bcee0ef26192cf68dd147ca87fc1c2eba5f4c,False,False,False,False,False,False,False
00aca0d48cddedd8dc84eabb7e317fc83e1ab4d2c1bb9062942adb75ff36d1c4,False,False,False,False,False,False,False
00ae305ba852fc019e65901136d549bf5ff85b01b366a17fdcf26f755c50f1d9,False,False,False,False,False,False,False
00af4115922d0da57eda8f109248f8da43267876701ba0ec2fd72a7dae59bd88,False,False,False,False,False,False,False
00b3946d60c6dabab16af92d1c5d414977a5efbecc96086f4436b2801a5596fc,False,False,False,False,False,False,False
00b4a881c175733b5bab4ac48d8d9db420e5add25670db8e937d7f9ba8723160,False,False,False,False,False,False,False
00b61f763656ab443a5e647ac1f84d794a5a7c0e0dc1955b6982ed24d7bd52af,False,False,False,False,False,False,False
00babfa0e9885fa4136e0ae2ae7f9965a3e026c382eb9eb03260ae14e3e82b99,False,False,False,False,False,False,False
00bb82899a9a51d69652f022f96b02e0ed01b9ca3cc2715961bdd1a63428fa20,False,False,False,False,False,False,False
00bce75b1ad0a2c531b0f590d3c81294639e7fa3e710b3844d59f4df7bb30ebc,False,False,False,False,False,False,False
00bd845a989bb5ea26be3f56c39654e9d05ea6dd3acb9a7dae6fd4dc6dfbe7ba,False,False,False,False,False,False,False
00bda6a43a80f28387c77f33f0c756101c75eb2b8bb72c9fbe8622c01b00c5c9,False,False,False,False,False,False,False
00be9d317c3117f7de53c01dc8d8e70db30349d62ac24940522f72b11195f038,False,False,False,False,False,False,False
00c08d775577e2293689ee5ed4299449536086e70cedc7829e441e46e5c6a3a5,False,False,False,False,False,False,False
00c253025699aaa9e8d0803df60186fbff262f7936df366657abf327c5b1028e,False,False,False,False,False,False,False
00c39601a7dba0cb4acd69dfb0b32a1e08b7e0d476f6bc788d9a8a61a2bf8e5b,False,False,False,False,False,False,False
00c5cd6ab49c59c38d4fbdd199fef0a15e7485eee99451a5d7c8b8fd8d6a5c7f,False,False,False,False,False,False,False
00c657f29a9af47d6f38522f34b4b1de0d1bd45d161c118d1a7724ffd5b12646,False,False,False,False,False,False,False
00c8d8a88360721010476de82feea8c700414b45bc57db0089b8d3530d01bef6,False,False,False,False,False,False,False
00ca801d4cacee6d02c64ea4e2554f63243242859808944e9ba8b41c6ba8451c,False,False,False,False,False,False,False
00cdf6461d32913a1a3d758b84774671f7f7fcbb1788467a8f3645aba0381665,False,False,False,False,False,False,False
00ce0e80d5c592d634d387b7473fdb3b1dc9249e8aa73fdabd53379571fbf7d2,False,False,False,False,False,False,False
00ce31208ed1f2eaa622c8c7ae08f77a4bc40fabe20046094934b9d4b621d27c,False,False,False,False,False,False,False
00cfd7020ca7fda2631b0f68a4fa42d3c65a78700a9a24a7fa03c0ecc3561e96,False,False,False,False,False,False,False
00d21c982f44af522223255bdb37b1fc6f8d083a0d52c1cbebd53e74d12dedf0,False,False,False,False,False,False,False
00d4a382c7414d89be20ebcc916302921b4d45fb10dbb3d69b5352735ca7e479,False,False,False,False,False,False,False
00d9794e7a831b5006bb57b8e9d53d3cd10b8f7702494ff57ab6ce18587e5aa0,False,False,False,False,False,False,False
00dbd041f46da25b98b3216d046b496d47f62c972d9a46ebcdd6555c09156744,False,False,False,False,False,False,False
00dde5a176ea8d7f24d186562c79299e2e101e3e4f58378d53ee0e72059326a9,False,False,False,False,False,False,False
00dfdef149a60eb545575112dd457410ffe7af0f8fbc367d4d51bbda57d8be4b,False,False,False,False,False,False,False
00e0d537fc7e8c3cacfb523b5ca24de4eb2c535f1a21422562a79fe699cf745c,False,False,False,False,False,False,False
00e4cc2c7fa350caa7913ce8b4c550f2c7f21c19dac7812d787da45ec6da859f,False,False,False,False,False,False,False
00e54e7b777b4a99e78898f5b079a5e16933d0911089b902a18fb60f872bb6c7,False,False,False,False,False,False,False
00e78a6c2ebb9b1fbdc294a1c6eedc9beb39cb7fcdb969e71449b7730645908d,False,False,False,False,False,False,False
00ee8f5c15119f76cbd22d8cd3bdce9059901893c0d26b4539db9fbd688bfe60,False,False,False,False,False,False,False
00efbb4a42c1e14ac100d4b6c84001ca450edbb816833840b5effa758a250792,False,False,False,False,False,False,False
00f1016fe3244a46493c8af8c37bf74c8a4ce4020062352a9fcf566e7aacdafe,False,False,False,False,False,False,False
00f28cab23b11da5dc96bf9395d3b028e5d05e028af92ce7e7ad24efb7dd6b67,False,False,False,False,False,False,False
00f2be6982c4d242b90b0d1e60e0cc850a610b688cd94b1fef38aef4b2ddc9bc,False,False,False,False,False,False,False
00f3f30de8ee759d0843d6a3d1ddde75f24084f3ff05d81fa0b0e2e848d872b9,False,False,False,False,False,False,False
00f65dfd3ca6be8c4cdbcba0ad2d1f863d4a75e6352b009b8596e2650818e24e,False,False,False,False,False,False,False
00f7983278c23bce02ff7445b90419cd07e0ca8d3b78ab51e0c296e934f7fb41,False,False,False,False,False,False,False
00f8e1d3210b5626ab46b3879aabe4e0e3878a4076595968df68a0359f3110a1,False,False,False,False,False,False,False
00fcda82c78fb33eb40faabad64a50ced1b84ca6d0b106696020201d159dd9e2,False,False,False,False,False,False,False
00fe9649495d7d4e36434e490238b55b68baa937f4be891893fd9a405ae71255,False,False,False,False,False,False,False
00ffb11a4be936fe73a26b9904e308dad709095a12357a827426d1266421bb5f,False,False,False,False,False,False,False
01003792760c30a6fed3e6f0dbdcc9c969e1a919f3d18fd228fccebe0b9cea3d,False,False,False,False,False,False,False
0103191e7824c61598c04404d011a46f50b0d91a4872313b8907f2a4f5e8d803,False,False,False,False,False,False,False
010399a6d9cb34eca9a8fc585de1878e01b0d0cbce1b4e41b72afd9e83d57052,False,False,False,False,False,False,False
0103f4a7c3fefa3d68f9258919267e51a68a9ba89cd06aaab262aaace3dcd3c6,False,False,False,False,False,False,False
01059b495f9f291e2d1813e8351bc23ec269ab6d5cc582c2a1de02971d34a28c,False,False,False,False,False,False,False
01095ae5bc79e72f3b382c59d280eae97146d4558358bef75cf5f07845a2f45f,False,False,False,False,False,False,False
010a0dad3355dcf9126f454bde6587ca9fa8d3e31f9b2d10e1b8e31dfaa3cd76,False,False,False,False,False,False,False
010b860002fa34da4e12435a8b2bafc2ff926bd1a460a31df2b214850e201162,False,False,False,False,False,False,False
010d2d6b1ccbd49907d5f7b78eaffd468b48246a798ac91a7e5fe367dbbd6c48,False,False,False,False,False,False,False
010d69de720f32df1e58bc1c47b7f2cd96bb2eac0709700dd9c350017597a4ae,False,False,False,False,False,False,False
01121e43ea6dd5b3b636df9a888c90d8ef951902c8a869940d5af87fb0cb9906,False,False,False,False,False,False,False
0114b8b8dfd619ae738c1429816be6a32e976d08e401575007d706e425f5cf5e,False,False,False,False,False,False,False
0115d3e034c45c58f8b75bb67dc45c7350afd9527ea551fab0d1daa618518737,False,False,False,False,False,False,False
011682eeec1e5f5d2a9355c67b6a7dfbd1c24d656bebeb764cb401fd287bf9c6,False,False,False,False,False,False,False
011a8db3017ff427b88b677fc314b431ca3901bb310d97e426db14625f26c0f4,False,False,False,False,False,False,False
011aff29f516ed11c434c5a6a6974b793ad3c4732d6bf09791b7212e0907df94,False,False,False,False,False,False,False
011ed5989468ef87c721b2936e71a4e064a6407e9e1e432fe01bb48a9f5f754c,False,False,False,False,False,False,False
01238940f11a59ed7478bdec1eeec2e903413a7fd683d38c89cc6ca3ffb7e490,False,False,False,False,False,False,False
01245437fd04a2ce3b86b037f45483b27233a5135490ce0be8837b0f7352226d,False,False,False,False,False,False,False
0125af3b2423500b086fd8e123d58f065a6f56cd88c50959cc5d45b2fe4aa75d,False,False,False,False,False,False,False
0127a4f5ebf40eec8a3f06f092ea942a417b9df19d9ae7e99df11207a95e1373,False,False,False,False,False,False,False
012ecbe996bf708ae64cba79add4dfaf7f2dc80f017e2951c87a68bf84df223e,False,False,False,False,False,False,False
012ff59acdfece26be504e9e8126c64121d6da94f60b2c4531cbe0ba751a30e8,False,False,False,False,False,False,False
013506fce50e10aca53a73e8916bfc2f72de3d822ececa8da26148bd9a139af1,False,False,False,False,False,False,False
013b71cbb74634a898a2bd38a79646bf80cd0b2531ee9bd3a87c522ca48ddb56,False,False,False,False,False,False,False
013c4c8db42d5e403df0b861388624863885035a98c95c51866ad252184b5a5e,False,False,False,False,False,False,False
01415b76bf3ea13f423b29299f2a8453c0614f4f001fc61dec4fb9abd33608da,False,False,False,False,False,False,False
01475b5bdf68afca5611e7cadca5e3846750bf980a4bc258b7585c0b3076859d,False,False,False,False,False,False,False
014b956482fedeff43f11aa2d73473a2dc1d2ded27e45f60cf28bf7cd1ed7de3,False,False,False,False,False,False,False
014ecbee717ad60f7fa2d6abd98cf8ac2838af25495a0833b7e8c198808d20ce,False,False,False,False,False,False,False
0154b7b25cf5140e93c4a77c40a66ff154d71457632de87ca40ddd0651153835,False,False,False,False,False,False,False
0157ab73b1fc54984684194b8b66f70761b6480e730c36bdf95907c0b24634dc,False,False,False,False,False,False,False
0157eea44e61169fe3bf254644ad09a6889849a8ed6bfb0919d215c814cea101,False,False,False,False,False,False,False
015b86cfeec307c51a60f75f49a35bc8e6611354e0d5f13c1690f279bdc20f38,False,False,False,False,False,False,False
015bccb698791f950d69a21bfffc21a2cf785c1c2817d1fd6eb3815acdfe3966,False,False,False,False,False,False,False
0161611678486b8cc03b0d152350c5a851799019c7d5e3eb5fbfd6513eb03bca,False,False,False,False,False,False,False
0166f7fc93c1ecb5b6e00a7174076e3e324735d13fe27a541555d7b77bf40e30,False,False,False,False,False,False,False
016a2e23a2cf31b658cdbe2dd8c7df3279031281fa9718db8a5705a2f88e3f7f,False,False,False,False,False,False,False
016b83876d3ff30eed033ad3a3f5d610aba6db4836d89eeb14c9ea6387ed6b2d,False,False,False,False,False,False,False
016d785c1269382bd95d5143d71bd3d8cde50d2d5a72e2f35ad5679635260b82,False,False,False,False,False,False,False
016e18365a8b80bd7853d2ccb3feb30086703a7219f9f4b1de6f86bbe09f8655,False,False,False,False,False,False,False
016f20c0ae87d2614c148d04e7360347e5fbd741fea4b042d2d4c8f6a0402999,False,False,False,False,False,False,False
016f3f22699768127f601977ac7d190ebf0d700da7f8cb364bee545f09b3cbfc,False,False,False,False,False,False,False
0172c432f2f3cf374ae46516a6e29f01f00a14f1a10ff96edefb81d6f5dd3fc7,False,False,False,False,False,False,False
017f226b663cc31ce9a81392d5cd86d932ffe60435a5ddf03184da1a6f47538b,False,False,False,False,False,False,False
0189bd6c807195c98de03a4b1f3e8a593f4908f7b57dcf8033e24ba485e04bd0,False,False,False,False,False,False,False
0189c8b93ed7b98c1a0528513ef91b2a6a4c2fcabd8495cf81ca7428b58a4c6c,False,False,False,False,False,False,False
018a27293f5caa2d9bc67d86cbc7781c6e23e513587432b94e8b2df21f149a4f,False,False,False,False,False,False,False
018d9a0f9f044eb2e31ac355004ba9c03445119103a939258066dab1584e6f63,False,False,False,False,False,False,False
018dbb5664efa44f90ecaa6f7c2dea930df638f5608b1e3ffea4bbe028ab99b0,False,False,False,False,False,False,False
018df9fb3b7ce6ccf0ed3c0c17a1552487d875dd5a9594c59d76be217fb90ed3,False,False,False,False,False,False,False
018f875193fed39b1f9f992b3001d2c98bb769a187b765eb84ead5599fcf90ba,False,False,False,False,False,False,False
0194cf845016c4996a152a378f3ed44dc469c6a577c90d33ebf6f8abc2876929,False,False,False,False,False,False,False
01953426362341c0f57cfe1d723ab172d1c5241115f4a5b27009a2c1830b15d9,False,False,False,False,False,False,False
0195737dfbae0ce28dbcc2894c46b92a8b74ca3a0cdd75b52da2862baee1e8f0,False,False,False,False,False,False,False
019c790b379a820f38a2ff9a1a0432a0562fa4c10b6c8d2fa9f7f38ff276564e,False,False,False,False,False,False,False
019f5c7ee42c06aa96caffa7e4577b6297076e27d6117cce20f7ab0f26d229ae,False,False,False,False,False,False,False
01a0c4e98fb280e9f7b4a096af7148ef7f054d214dfa4246de19bfaa6a98415b,False,False,False,False,False,False,False
01a2cb5a307a26da8de4f2992952ff6a86bb98f1da0ae3a656e160d4e9d2be1a,False,False,False,False,False,False,False
01a4844292a1d5b29f659571164d75995c6df969e61a9ff5c04a0ac816d04ecb,False,False,False,False,False,False,False
01a84f6d1a0350349cdc85eb7fdefe95181412fa268c81b25214483baae222e0,False,False,False,False,False,False,False
01a986d6365e6704f62a3c77cbf8e0c7136549ab5086dc6a0a97f4b001f8db48,False,False,False,False,False,False,False
01ac0e9c5f2fe3087513fcc458a7bc0a608c65e36c50f86869b6597e47fadf79,False,False,False,False,False,False,False
01ac7115022a8c846a82aa8bbb641e6986e3903839a4616f261a7a685ad0df9c,False,False,False,False,False,False,False
01ac85c3c5d3760de49750111121ac000130982afcd32439d64bcf3a3876c7c2,False,False,False,False,False,False,False
01aed8fa058f6c0e2058b4fdbe04ae0842a4d3c620f19ed7aba18a27a99a68e5,False,False,False,False,False,False,False
01b270b161a538394fec87d810998d87ff8d24885735849e377d946011f0c5e1,False,False,False,False,False,False,False
01b35e559b7adeb83cab265f73ca5558d292f12533a1b965b63e1fe534950459,False,False,False,False,False,False,False
01b520b4c536677e9e72ab3473c46a4fdf0320a0734826b65ccaaf1e923661ec,False,False,False,False,False,False,False
01b5403217ed6a7b8d9af889e56e85288bcedc9bb5c9cd4140f023d247e49694,False,False,False,False,False,False,False
01b6a48aab54dc7dcffab2da56f8bd2d972a46cbbfaf98c5550c98f4c5481155,False,False,False,False,False,False,False
01b6e0a2858eead9509b4a39d3a4e94fea6f7b86b83d46097d98e26376094f59,False,False,False,False,False,False,False
01b89b38633a8e664492f6cdf80692732791799ba8159c38383b1f817e57534b,False,False,False,False,False,False,False
01bd36e3d8fa2076574bbabc251ce4b9cabe33cc1159d37556a3cf7dcd42c6ea,False,False,False,False,False,False,False
01bd9cf6dde1b1e7374875353f61d8bdce1cdce00d8db1e60a2a70afd4acd928,False,False,False,False,False,False,False
01c1161d63ddd41877b09631d3b4dbd046c3d2b724592e3392409b28de23e97e,False,False,False,False,False,False,False
01c165290470a36ed2a6a71ebd3484ad7ec9a49f2b52631a1da8ea5351024af5,False,False,False,False,False,False,False
01c5108a6a23b12cfc1c9a0540a6546731a73443f5a8dbe472129b5c5199e584,False,False,False,False,False,False,False
01c7de4243ef7df41960e3a3a5d6bdce349b0e8231868aa64e7fae84e443603e,False,False,False,False,False,False,False
01c9eff96397ec01ba8ce825e6eb942d306559b2bed1fec4d3a324d06be17a49,False,False,False,False,False,False,False
01ca3fb1c149696ea45e90934aaff2d5b2c5ef5701e1aa1ee12a8150f5cd13fe,False,False,False,False,False,False,False
01cf4b0efc6e44d051a2033a0630c4329af2a3eee2fc61d101fb27453c157732,False,False,False,False,False,False,False
01d425b119e4b20dcd8e2e97750d05627a2df19e21d8bd4ad4e3d48d21c8d1d4,False,False,False,False,False,False,False
01d5a8492254e2096a08c6bb6c24999a37b66e372a01244bd425ec20b5b307c3,False,False,False,False,False,False,False
01d6047528e8f67771cc85cb3d98a59f3d7f98ccb5d927e796f6b24e8c87ca00,False,False,False,False,False,False,False
01d6a1d1c056ae22ccaaafada273d7459e362ccd2358d9c735904582915705c5,False,False,False,False,False,False,False
01d716cced70ad17de2a733bea03dfd94998a79a82f6d7bbd01c754df525db67,False,False,False,False,False,False,False
01d74f22210772d2e4ee673ab50164a6379407643855122eb75c6562bbeb47b8,False,False,False,False,False,False,False
01db21a14d6f35fe3cdb8690b46c03ad9be50f573501cda866763cd5beef0a86,False,False,False,False,False,False,False
01db82b5cef395f5e7bdbd1005814287cbb74b0a89bcfd948598305654cebeb6,False,False,False,False,False,False,False
01dbbed6a2dd146835f42d645c6151771adc0f38b062b116b1969ce3262bd6b8,False,False,False,False,False,False,False
01de1f9ad6f3e993ff7c37fe3c320a4741fadd5e9bb8849a5169cafa410db286,False,False,False,False,False,False,False
01e02ed92e394a1382c45e5df8b7b44d478a6621859b0ba64340281c3ab3f8b7,False,False,False,False,False,False,False
01e622c0f157d33d79238aedde7e94cd45b9b624bf0dea527c42fb3d54a5b088,False,False,False,False,False,False,False
01e9c1ef66c318e09e7d00785a70bc41c69c9d52a993dab491c86834f9716c9b,False,False,False,False,False,False,False
01ea3a9ddc48c836c1cc0b7aec6c427db5187a03236a53965659c028138acc1b,False,False,False,False,False,False,False
01ef54f6b0f567d3fcfff440a2fc52de3fa5d2cf9ed8c3722b1ba1a59a31fe76,False,False,False,False,False,False,False
01f28e282385cd181141542e915b67d2455dc78d4902aab3bcbf09cc8e48cf15,False,False,False,False,False,False,False
01f3943c573c7c21805e22b7674444746b2e90bc1e32ada5fc12f4dbb29904b1,False,False,False,False,False,False,False
01f9992731189118041ed188fe97c053e62410ba513608f5f726da5a5de044fb,False,False,False,False,False,False,False
01fafbce8642ee306773dc161664ea55dba82d1f57c2457fb0acd7fdde9daff8,False,False,False,False,False,False,False
01fd10038e116e5674d4902f25d6589311c3b5e3349a094197397462feec734a,False,False,False,False,False,False,False
01fd1f4eb1d7b0ce72323cca43f5cff72773dea69ca49714c0d2e7ef476a95bd,False,False,False,False,False,False,False
01ff3a6de9c2897f4402aa7e587f20a78040e72d01377f64dc14a47ae1ddb08d,False,False,False,False,False,False,False
0200ab160bcf5dfb35f1cd3ce9adb36885a1ec034256fcf22be2b9a958042e22,False,False,False,False,False,False,False
0201f9917658c12001bf57f75a126309706cbc926d9e090ad49401310603375d,False,False,False,False,False,False,False
020418e0b2240d5598eb458dbdeafb0d5ddb44a6148800dbe15d44d962fbc08a,False,False,False,False,False,False,False
020728f3ca98a8b34aef971dba8299ddbd6d6777582efbe1689cc1dae6217abe,False,False,False,False,False,False,False
0207f6d6a25691607c54b4eb49834b15fda5b3e573c06701f48d78c86389185e,False,False,False,False,False,False,False
02081045f9623fb2ecffff43aea6ced04f1f0b6578fdd5f5ed44867b764785f8,False,False,False,False,False,False,False
020810da1e1843662d80a1e20a5cd4af7d5864bdf94dad175b92e5f7eda40d00,False,False,False,False,False,False,False
020a4da6ef351ede7b64d6a0195f44e61720843d1810136a0af6ded776ae2b74,False,False,False,False,False,False,False
020da3b7b5c70827987d802e0537d839f7be43feca0fdc9531f9bba7ebd8f3c7,False,False,False,False,False,False,False
020dfb9bbb333de60ec4b8a7acd31565c56f916f48d29ebc40a807dd1f230d14,False,False,False,False,False,False,False
021167eb35f4b19782129746d9f30bf957fcbb2bb03ebe4cd264404f252d0519,False,False,False,False,False,False,False
021c6dcf8836a23579a834d7b4341522120ef4c5b10cd286c14a74d702c2527f,False,False,False,False,False,False,False
021f5d2e3881c1b91886faf9d809c86506259814b02cc18da8d1316a7d0742e4,False,False,False,False,False,False,False
0220253ef8dceaef109d94adfaf2c88e0d2b663b205e66d34d7506dc6ae566fb,False,False,False,False,False,False,False
02258d1aa68f75e6bf0a439a886e5bb7fcc1825efb10f9f2e712f3cbba869c7f,False,False,False,False,False,False,False
022bd3cf0b21ba98880b70aa8bffb61d2d78f60a016fd7db5d71e22a4d3fea88,False,False,False,False,False,False,False
022e47d2098a8b308d75256f11ff9153750c77645e729e4f3af22880f8fbb823,False,False,False,False,False,False,False
02309fb02f1dcd50cd28a9eaf33145caf9e0a6fbd97a8bab7473216e2058132f,False,False,False,False,False,False,False
0231f19d43c49d9ef791f5e13d11aac8eed8093ce5e6a3b2068f4bb1d51208e4,False,False,False,False,False,False,False
02328373ba4644774e056af9878a6d20dda27b451f3dd42542c36525f2cd7d58,False,False,False,False,False,False,False
