query_gene,query_uniprot,partner_gene,partner_uniprot,class
BCL2,P10415,SNRPD2,P62316,U
BCL2,P10415,EURL,Q9NYK6,U
BCL2,P10415,HSF2BP,O75031,U
BCL2,P10415,NAPA,P54920,U
BCL2,P10415,EIF5AL1,Q6IS14,U
BCL2,P10415,DNASE2,O00115,U
BCL2,P10415,APOA2,P02652,U
BCL2,P10415,MEOX2,P50222,U
BCL2,P10415,PDLIM4,P50479,U
BCL2,P10415,RCN2,Q14257,U
BCL2,P10415,POLR2D,O15514,U
BCL2,P10415,GPD1L,Q8N335,U
BCL2,P10415,EIF1AD,Q8N9N8,U
BCL2,P10415,CHAC2,Q8WUX2,U
BCL2,P10415,KLF6,Q99612,U
BCL2,P10415,CFAP68,Q9H5F2,U
BCL2,P10415,TMEM178B,H3BS89,U
BCL2,P10415,RAB40AL,P0C0E4,U
BCL2,P10415,METAP1D,Q6UB28,U
BCL2,P10415,MRPL10,Q7Z7H8,U
BCL2,P10415,HMGCL,P35914,U
BCL2,P10415,MRPL55,Q7Z7F7,U
BCL2,P10415,MRPL46,Q9H2W6,U
BCL2,P10415,MRPL24,Q96A35,U
BCL2,P10415,TFAM,Q00059,U
BCL2,P10415,COQ4,Q9Y3A0,U
BCL2,P10415,GPX1,P07203,U
BCL2,P10415,NME6,O75414,U
BCL2,P10415,TANGO2,Q6ICL3,U
BCL2,P10415,METTL8,Q9H825,U
BCL2,P10415,DGUOK,Q16854,U
BCL2,P10415,LDHB,P07195,U
BCL2,P10415,OPA3,Q9H6K4,U
BCL2,P10415,ATP5MG,O75964,U
BCL2,P10415,MTIF3,Q9H2K0,U
BCL2,P10415,MRPL35,Q9NZE8,U
BCL2,P10415,CHCHD2,Q9Y6H1,U
BCL2,P10415,NIPSNAP2,O75323,U
BCL2,P10415,CISD3,P0C7P0,U
BCL2,P10415,NDUFS7,O75251,U
BCL2,P10415,HOGA1,Q86XE5,U
BCL2,P10415,TIMM10,P62072,U
BCL2,P10415,PYURF,Q96I23,U
BCL2,P10415,NDUFV2,P19404,U
BCL2,P10415,CHCHD5,Q9BSY4,U
BCL2,P10415,NGB,Q9NPG2,U
BCL2,P10415,MTG1,Q9BT17,U
BCL2,P10415,LYRM4,Q9HD34,U
BCL2,P10415,NDUFA7,O95182,U
BCL2,P10415,NENF,Q9UMX5,U
BCL2,P10415,STYXL1,Q9Y6J8,U
BCL2,P10415,COX6B2,Q6YFQ2,U
BCL2,P10415,EFHD1,Q9BUP0,U
BCL2,P10415,MRPS25,P82663,U
BCL2,P10415,CA5B,Q9Y2D0,U
BCL2,P10415,MRPS18A,Q9NVS2,U
BCL2,P10415,MRPS35,P82673,U
BCL2,P10415,PRDX3,P30048,U
BCL2,P10415,ARL2BP,Q9Y2Y0,U
BCL2,P10415,ATP5IF1,Q9UII2,U
BCL2,P10415,NIT1,Q86X76,U
BCL2,P10415,MRPL32,Q9BYC8,U
BCL2,P10415,ARL2,P36404,U
BCL2,P10415,DCTPP1,Q9H773,U
BCL2,P10415,HSD17B8,Q92506,U
BCL2,P10415,ETFB,P38117,U
BCL2,P10415,MRPL28,Q13084,U
BCL2,P10415,RBM7,Q9Y580,U
BCL2,P10415,RAB40A,Q8WXH6,U
BCL2,P10415,DPH5,Q9H2P9,U
BCL2,P10415,RSRP1,Q9BUV0,U
BCL2,P10415,RWDD2A,Q9UIY3,U
BCL2,P10415,GRAP2,O75791,U
BCL2,P10415,SLC39A1,Q9NY26,U
BCL2,P10415,ZFAND2A,Q8N6M9,U
BCL2,P10415,CEP20,Q96NB1,U
BCL2,P10415,GSX1,Q9H4S2,U
BCL2,P10415,C1GALT1C1L,P0DN25,U
BCL2,P10415,ETFRF1,Q6IPR1,U
BCL2,P10415,HAND1,O96004,U
BCL2,P10415,GJD2,Q9UKL4,U
BCL2,P10415,DNAJC9,Q8WXX5,U
BCL2,P10415,NRN1,Q9NPD7,U
BCL2,P10415,CFAP20,Q9Y6A4,U
BCL2,P10415,RACK1,P63244,U
BCL2,P10415,VHL,P40337,U
BCL2,P10415,RHOA,P61586,U
BCL2,P10415,TRAV5,A0A0B4J249,U
BCL2,P10415,C1orf74,Q96LT6,U
BCL2,P10415,TAC4,Q86UU9,U
BCL2,P10415,HLA-DRB4,P13762,U
BCL2,P10415,FDX1,P10109,U
BCL2,P10415,SPATA4,Q8NEY3,U
BCL2,P10415,APOBEC1,P41238,U
BCL2,P10415,ERG28,Q9UKR5,U
BCL2,P10415,RAMP1,O60894,U
BCL2,P10415,GATD1,Q8NB37,U
BCL2,P10415,OR7D4,Q8NG98,U
BCL2,P10415,GPX4,P36969,U
BCL2,P10415,DUSP26,Q9BV47,U
BCL2,P10415,RIMOC1,A6NDU8,U
BCL2,P10415,CBLN1,P23435,U
BCL2,P10415,RAB21,Q9UL25,U
BCL2,P10415,OCIAD1,Q9NX40,U
BCL2,P10415,MCEE,Q96PE7,U
BCL2,P10415,RNASEH2C,Q8TDP1,U
BCL2,P10415,PEX39,Q5I0X4,U
BCL2,P10415,VAX2,Q9UIW0,U
BCL2,P10415,POLR2J3,Q9H1A7,U
BCL2,P10415,ALX1,Q15699,U
BCL2,P10415,LY6D,Q14210,U
BCL2,P10415,KHDC3L,Q587J8,U
BCL2,P10415,GFER,P55789,U
BCL2,P10415,MRM2,Q9UI43,U
BCL2,P10415,SLC39A2,Q9NP94,U
BCL2,P10415,RHOQ,P17081,U
BCL2,P10415,MPZL3,Q6UWV2,U
BCL2,P10415,AK2,P54819,U
BCL2,P10415,PPTC7,Q8NI37,U
BCL2,P10415,AMACR,Q9UHK6,U
BCL2,P10415,METTL9,Q9H1A3,U
BCL2,P10415,NDUFAF5,Q5TEU4,U
BCL2,P10415,DUSP18,Q8NEJ0,U
BCL2,P10415,TFB1M,Q8WVM0,U
BCL2,P10415,CKB,P12277,U
BCL2,P10415,PPM1K,Q8N3J5,U
BCL2,P10415,AK4,P27144,U
BCL2,P10415,ARMC1,Q9NVT9,U
BCL2,P10415,EXOG,Q9Y2C4,U
BCL2,P10415,PNPLA4,P41247,U
BCL2,P10415,MRPL50,Q8N5N7,U
BCL2,P10415,BDH1,Q02338,U
BCL2,P10415,SMCP,P49901,U
BCL2,P10415,MRPL45,Q9BRJ2,U
BCL2,P10415,MRPS16,Q9Y3D3,U
BCL2,P10415,KGD4,P82909,U
BCL2,P10415,HADH,Q16836,U
BCL2,P10415,PPP6C,O00743,U
BCL2,P10415,UNG,P13051,U
BCL2,P10415,PNKD,Q8N490,U
BCL2,P10415,TOMM34,Q15785,U
BCL2,P10415,NUDT1,P36639,U
BCL2,P10415,TK2,O00142,U
BCL2,P10415,BOLA3,Q53S33,U
BCL2,P10415,CBR4,Q8N4T8,U
BCL2,P10415,PDHB,P11177,U
BCL2,P10415,FHIT,P49789,U
BCL2,P10415,MRPL47,Q9HD33,U
BCL2,P10415,MRPL44,Q9H9J2,U
BCL2,P10415,YWHAG,P61981,U
BCL2,P10415,GOLPH3,Q9H4A6,U
BCL2,P10415,MMADHC,Q9H3L0,U
BCL2,P10415,MRPL52,Q86TS9,U
BCL2,P10415,PAM16,Q9Y3D7,U
BCL2,P10415,CDK1,P06493,U
BCL2,P10415,PABPC5,Q96DU9,U
BCL2,P10415,RSAD2,Q8WXG1,U
BCL2,P10415,CLYBL,Q8N0X4,U
BCL2,P10415,HAGH,Q16775,U
BCL2,P10415,FDX2,Q6P4F2,U
BCL2,P10415,ALKBH7,Q9BT30,U
BCL2,P10415,RAD51,Q06609,U
BCL2,P10415,MRPS18C,Q9Y3D5,U
BCL2,P10415,HINT2,Q9BX68,U
BCL2,P10415,MRPL13,Q9BYD1,U
BCL2,P10415,CHCHD1,Q96BP2,U
BCL2,P10415,SULT1C2,O00338,U
BCL2,P10415,MDH2,P40926,U
BCL2,P10415,MORF4L1,Q9UBU8,U
BCL2,P10415,GAMT,Q14353,U
BCL2,P10415,CMTM6,Q9NX76,U
BCL2,P10415,SPOUT1,Q5T280,U
BCL2,P10415,CAAP1,Q9H8G2,U
BCL2,P10415,POLR2I,P36954,U
BCL2,P10415,IGFBP4,P22692,U
BCL2,P10415,UBE2M,P61081,U
BCL2,P10415,C20orf204,A0A1B0GTL2,U
BCL2,P10415,NMNAT2,Q9BZQ4,U
BCL2,P10415,SDCBP2,Q9H190,U
BCL2,P10415,VAMP1,P23763,U
BCL2,P10415,PSMA4,P25789,U
BCL2,P10415,BPNT2,Q9NX62,U
BCL2,P10415,TEX38,Q6PEX7,U
BCL2,P10415,HSPB6,O14558,U
BCL2,P10415,ING4,Q9UNL4,U
BCL2,P10415,CD300LF,Q8TDQ1,U
BCL2,P10415,IFNGR2,P38484,U
BCL2,P10415,KHK,P50053,U
BCL2,P10415,RFFL,Q8WZ73,U
BCL2,P10415,APOM,O95445,U
BCL2,P10415,RAB40B,Q12829,U
BCL2,P10415,SST,P61278,U
BCL2,P10415,MDFIC,Q9P1T7,U
BCL2,P10415,GTF2A1,P52655,U
BCL2,P10415,SPARC,P09486,U
BCL2,P10415,GDAP1,Q8TB36,U
BCL2,P10415,SCG5,P05408,U
BCL2,P10415,MAGEB1,P43366,U
BCL2,P10415,HSPB2,Q16082,U
BCL2,P10415,CST11,Q9H112,U
BCL2,P10415,ING5,Q8WYH8,U
BCL2,P10415,YBX1,P67809,U
BCL2,P10415,UBALD2,Q8IYN6,U
BCL2,P10415,RFC5,P40937,U
BCL2,P10415,AASDHPPT,Q9NRN7,U
BCL2,P10415,CLEC6A,Q6EIG7,U
BCL2,P10415,SIKE1,Q9BRV8,U
BCL2,P10415,FN3K,Q9H479,U
BCL2,P10415,MYOZ2,Q9NPC6,U
BCL2,P10415,IGLV5-37,A0A075B6J1,U
BCL2,P10415,SPIN1,Q9Y657,U
BCL2,P10415,ZSCAN16,Q9H4T2,U
BCL2,P10415,NAPG,Q99747,U
BCL2,P10415,CLMP,Q9H6B4,U
BCL2,P10415,TARM1,B6A8C7,U
BCL2,P10415,POPDC3,Q9HBV1,U
BCL2,P10415,TRBV27,A0A0K0K1C4,U
BCL2,P10415,CFD,P00746,U
BCL2,P10415,TIMP1,P01033,U
BCL2,P10415,C1QA,P02745,U
BCL2,P10415,C1QB,P02746,U
BCL2,P10415,C1QC,P02747,U
BCL2,P10415,RBP4,P02753,U
BCL2,P10415,IL6,P05231,U
BCL2,P10415,CELA2A,P08217,U
BCL2,P10415,SOD3,P08294,U
BCL2,P10415,IGFBP1,P08833,U
BCL2,P10415,NOTCH2NLB,P0DPK3,U
BCL2,P10415,ETFA,P13804,U
BCL2,P10415,IGLL1,P15814,U
BCL2,P10415,BDNF,P23560,U
BCL2,P10415,IL12A,P29459,U
BCL2,P10415,LRPAP1,P30533,U
BCL2,P10415,PPT1,P50897,U
BCL2,P10415,MRPL12,P52815,U
BCL2,P10415,C1QTNF8,P60827,U
BCL2,P10415,TNFAIP6,P98066,U
BCL2,P10415,IL24,Q13007,U
BCL2,P10415,EBI3,Q14213,U
BCL2,P10415,CSHL1,Q14406,U
BCL2,P10415,ADIPOQ,Q15848,U
BCL2,P10415,CLPP,Q16740,U
BCL2,P10415,ARHGAP11B,Q3KRB8,U
BCL2,P10415,MRM1,Q6IN84,U
BCL2,P10415,C17orf99,Q6UX52,U
BCL2,P10415,IL34,Q6ZMJ4,U
BCL2,P10415,CREG2,Q8IUH2,U
BCL2,P10415,SBSPON,Q8IVN8,U
BCL2,P10415,IFNL2,Q8IZJ0,U
BCL2,P10415,POGLUT1,Q8NBL1,U
BCL2,P10415,IL27,Q8NEV9,U
BCL2,P10415,GRPEL2,Q8TAA5,U
BCL2,P10415,FGFBP3,Q8TAT2,U
BCL2,P10415,MAIP1,Q8WWC4,U
BCL2,P10415,ELSPBP1,Q96BH3,U
BCL2,P10415,ERP27,Q96DN0,U
BCL2,P10415,MALSU1,Q96EH3,U
BCL2,P10415,TEFM,Q96QE5,U
BCL2,P10415,HSD17B10,Q99714,U
BCL2,P10415,OPRPN,Q99935,U
BCL2,P10415,FGFBP2,Q9BYJ0,U
BCL2,P10415,BPIFA1,Q9NP55,U
BCL2,P10415,MTRES1,Q9P0P8,U
BCL2,P10415,KLK11,Q9UBX7,U
BCL2,P10415,EGFL7,Q9UHF1,U
BCL2,P10415,AK3,Q9UIJ7,U
BCL2,P10415,GSTK1,Q9Y2Q3,U
BCL2,P10415,ERVH48-1,M5A8F1,U
BCL2,P10415,CCL24,O00175,U
BCL2,P10415,AGRP,O00253,U
BCL2,P10415,SELENOF,O60613,U
BCL2,P10415,LYZL6,O75951,U
BCL2,P10415,TXNDC12,O95881,U
BCL2,P10415,CST3,P01034,U
BCL2,P10415,CST4,P01036,U
BCL2,P10415,CST1,P01037,U
BCL2,P10415,CGA,P01215,U
BCL2,P10415,FSHB,P01225,U
BCL2,P10415,SLPI,P03973,U
BCL2,P10415,PLA2G1B,P04054,U
BCL2,P10415,CSF2,P04141,U
BCL2,P10415,IL5,P05113,U
BCL2,P10415,CALCA,P06881,U
BCL2,P10415,CST2,P09228,U
BCL2,P10415,SCT,P09683,U
BCL2,P10415,SAA1,P0DJI8,U
BCL2,P10415,CGB3;,P0DN86,U
BCL2,P10415,CALCB,P10092,U
BCL2,P10415,TAC1,P20366,U
BCL2,P10415,PTN,P21246,U
BCL2,P10415,GAL,P22466,U
BCL2,P10415,CST5,P28325,U
BCL2,P10415,RNASE4,P34096,U
BCL2,P10415,CAMP,P49913,U
BCL2,P10415,OSTN,P61366,U
BCL2,P10415,NPC2,P61916,U
BCL2,P10415,WFDC2,Q14508,U
BCL2,P10415,KISS1,Q15726,U
BCL2,P10415,IL17A,Q16552,U
BCL2,P10415,CST9,Q5W186,U
BCL2,P10415,CXCL17,Q6UXB2,U
BCL2,P10415,TAFA5,Q7Z5A7,U
BCL2,P10415,TAFA3,Q7Z5A8,U
BCL2,P10415,TAFA1,Q7Z5A9,U
BCL2,P10415,GLRX5,Q86SX6,U
BCL2,P10415,NPW,Q8N729,U
BCL2,P10415,TSLP,Q969D9,U
BCL2,P10415,MYDGF,Q969H8,U
BCL2,P10415,TAFA4,Q96LR4,U
BCL2,P10415,PRAP1,Q96NZ9,U
BCL2,P10415,DEFB118,Q96PH6,U
BCL2,P10415,REG4,Q9BYZ8,U
BCL2,P10415,RNASE7,Q9H1E1,U
BCL2,P10415,IL21,Q9HBE4,U
BCL2,P10415,IL26,Q9NPH9,U
BCL2,P10415,PLA2G2D,Q9UNK4,U
BCL2,P10415,LY96,Q9Y6Y9,U
BCL2,P10415,CLEC3A,O75596,U
BCL2,P10415,FCN3,O75636,U
BCL2,P10415,TNFRSF6B,O95407,U
BCL2,P10415,AGR2,O95994,U
BCL2,P10415,IL18BP,O95998,U
BCL2,P10415,OTC,P00480,U
BCL2,P10415,NGF,P01138,U
BCL2,P10415,GH1,P01241,U
BCL2,P10415,GCG,P01275,U
BCL2,P10415,IGF2,P01344,U
BCL2,P10415,IFNA2,P01563,U
BCL2,P10415,IFNB1,P01574,U
BCL2,P10415,EPO,P01588,U
BCL2,P10415,CRH,P06850,U
BCL2,P10415,PAEP,P09466,U
BCL2,P10415,SPP1,P10451,U
BCL2,P10415,MBL2,P11226,U
BCL2,P10415,IL7,P13232,U
BCL2,P10415,IL11,P20809,U
BCL2,P10415,IL32,P24001,U
BCL2,P10415,NTF4,P34130,U
BCL2,P10415,ADM,P35318,U
BCL2,P10415,MFAP4,P55083,U
BCL2,P10415,MANF,P55145,U
BCL2,P10415,MRPS15,P82914,U
BCL2,P10415,CDNF,Q49AH0,U
BCL2,P10415,ARTN,Q5T4W7,U
BCL2,P10415,C6orf120,Q7Z4R8,U
BCL2,P10415,DHFR2,Q86XF0,U
BCL2,P10415,IFNL1,Q8IU54,U
BCL2,P10415,SFTPA2,Q8IWL1,U
BCL2,P10415,SFTPA1,Q8IWL2,U
BCL2,P10415,IFNL3,Q8IZI9,U
BCL2,P10415,THEM5,Q8N1Q8,U
BCL2,P10415,ABHD11,Q8NFV4,U
BCL2,P10415,FIBIN,Q8TAL6,U
BCL2,P10415,GGH,Q92820,U
BCL2,P10415,IL22RA2,Q969J5,U
BCL2,P10415,RCN3,Q96D15,U
BCL2,P10415,PEBP4,Q96S96,U
BCL2,P10415,GDF15,Q99988,U
BCL2,P10415,SOST,Q9BQB4,U
BCL2,P10415,PRADC1,Q9BSG0,U
BCL2,P10415,COLEC11,Q9BWP8,U
BCL2,P10415,PECR,Q9BY49,U
BCL2,P10415,IL20,Q9NYY1,U
BCL2,P10415,KLK14,Q9P0G3,U
BCL2,P10415,DNAJB11,Q9UBS4,U
BCL2,P10415,WARS2,Q9UGM6,U
BCL2,P10415,EPDR1,Q9UM22,U
